actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
173,PT10M07.00S,2023-11-22T02:38:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,88.38699080157687,45.588235294117645,1610612756,38,24,2023-11-22T02:39:02Z,1710000,False,-22.0,57.0,1,right,MISS K. Bates-Diop 6' driving Layup,[1628966],1610612756.0,PHX,driving,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,6.09,Missed,,,,,,,,,,,,,,,
175,PT10M07.00S,2023-11-22T02:38:58.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,38,24,2023-11-22T02:39:02Z,1730000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,173.0,,,,,,,,,,,,,,
177,PT09M54.00S,2023-11-22T02:39:22.5Z,2,REGULAR,3pt,Jump Shot,[],1641871,31.61957950065703,42.40196078431372,1610612757,38,27,2023-11-22T02:39:26Z,1750000,False,38.0,245.0,1,left,D. Reath 24' 3PT  (6 PTS) (M. Brogdon 2 AST),"[1641871, 1627763]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Center,,,,24.76,Made,,,,,,6.0,M. Brogdon,1627763.0,2.0,,,,,,
179,PT09M29.00S,2023-11-22T02:39:47.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.89684625492772,39.46078431372549,1610612756,38,27,2023-11-22T02:39:51Z,1770000,False,-53.0,127.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,13.76,Missed,,,,,,,,,,,,,,,
180,PT09M26.00S,2023-11-22T02:39:50.1Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,38,27,2023-11-22T02:39:51Z,1780000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,179.0,,1.0,1.0,0.0,,,,,,,,,,
181,PT09M16.00S,2023-11-22T02:40:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629680,3.7614980289093296,95.83333333333334,1610612757,38,27,2023-11-22T02:40:07Z,1790000,False,-229.0,-17.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,,22.98,Missed,,,,,,,,,,,,,,,
182,PT09M12.00S,2023-11-22T02:40:04.9Z,2,REGULAR,rebound,offensive,[],1641871,,,1610612757,38,27,2023-11-22T02:40:07Z,1800000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Left Corner 3,24+ Left,,,,,,181.0,,1.0,0.0,1.0,,,,,,,,,,
183,PT09M11.00S,2023-11-22T02:40:04.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641871,10.068988173455978,42.64705882352941,1610612757,38,29,2023-11-22T02:40:11Z,1810000,False,37.0,42.0,1,left,D. Reath putback Layup (8 PTS),[1641871],1610612757.0,POR,putback,,,Reath,D. Reath,,,,,In The Paint (Non-RA),0-8 Center,,,,5.59,Made,,,,,,8.0,,,,,,,,,
184,PT09M11.00S,2023-11-22T02:40:10.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,38,29,2023-11-22T02:40:10Z,1820000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M51.00S,2023-11-22T02:43:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,85.75886990801577,49.26470588235294,1610612756,38,29,2023-11-22T02:43:34Z,1830000,False,-4.0,81.0,1,right,MISS J. Goodwin 8' driving floating Shot,[1630692],1610612756.0,PHX,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,,,,8.15,Missed,,,,,,,,,,,,,,,
186,PT08M50.00S,2023-11-22T02:43:22.7Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612756,38,29,2023-11-22T02:43:34Z,1840000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,185.0,,1.0,0.0,1.0,,,,,,,,,,
187,PT08M50.00S,2023-11-22T02:43:25.0Z,2,REGULAR,foul,personal,['2freethrow'],203924,,,1610612756,38,29,2023-11-22T02:43:36Z,1850000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Eubanks 2 FT),"[203924, 1629234]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Eubanks,1629234.0,,
189,PT08M50.00S,2023-11-22T02:43:46.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629234,,,1610612756,39,29,2023-11-22T02:43:46Z,1870000,False,,,0,,D. Eubanks Free Throw 1 of 2 (4 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
190,PT08M50.00S,2023-11-22T02:43:53.3Z,2,REGULAR,substitution,out,[],1626164,,,1610612756,39,29,2023-11-22T02:43:59Z,1880000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M50.00S,2023-11-22T02:43:53.3Z,2,REGULAR,substitution,in,[],201569,,,1610612756,39,29,2023-11-22T02:43:59Z,1890000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M50.00S,2023-11-22T02:44:10.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629234,,,1610612756,40,29,2023-11-22T02:44:10Z,1900000,False,,,0,,D. Eubanks Free Throw 2 of 2 (5 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,,5.0,,,,,,,,,
193,PT08M30.00S,2023-11-22T02:44:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,10.463206307490145,58.08823529411765,1610612757,40,29,2023-11-22T02:44:42Z,1910000,False,-40.0,46.0,1,left,MISS M. Brogdon 6' driving Layup,[1627763],1610612757.0,POR,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,6.11,Missed,,,,,,,,,,,,,,,
194,PT08M28.00S,2023-11-22T02:44:34.5Z,2,REGULAR,rebound,offensive,[],203924,,,1610612757,40,29,2023-11-22T02:45:36Z,1920000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,193.0,,2.0,1.0,1.0,,,,,,,,,,
196,PT08M15.00S,2023-11-22T02:45:02.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203924,18.478975032851512,44.6078431372549,1610612757,40,29,2023-11-22T02:45:15Z,1940000,False,27.0,121.0,1,left,MISS J. Grant 12' fadeaway Shot,[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,12.42,Missed,,,,,,,,,,,,,,,
197,PT08M14.00S,2023-11-22T02:45:03.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,40,29,2023-11-22T02:45:15Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,196.0,,,,,,,,,,,,,,
198,PT08M14.00S,2023-11-22T02:45:09.3Z,2,REGULAR,foul,personal,[],1629234,,,1610612757,40,29,2023-11-22T02:45:14Z,1960000,False,,,0,,D. Eubanks loose ball personal FOUL (2 PF),"[1629234, 1641739]",1610612756.0,PHX,loose ball,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203054.0,,,,,,,,2.0,0.0,Camara,1641739.0,,
200,PT08M06.00S,2023-11-22T02:45:42.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641871,5.601182654402102,50.73529411764706,1610612757,40,31,2023-11-22T02:47:00Z,1980000,False,-4.0,0.0,1,left,D. Reath cutting DUNK (10 PTS) (M. Brogdon 3 AST),"[1641871, 1627763]",1610612757.0,POR,cutting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,0.37,Made,,,,,,10.0,M. Brogdon,1627763.0,3.0,,,,,,
202,PT07M57.00S,2023-11-22T02:45:54.1Z,2,REGULAR,foul,offensive,[],1629234,,,1610612756,40,31,2023-11-22T02:46:00Z,2000000,False,,,0,,D. Eubanks offensive FOUL (3 PF),"[1629234, 203924]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,,,203593.0,,,,,,,,3.0,0.0,Grant,203924.0,,
204,PT07M57.00S,2023-11-22T02:45:54.1Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612756,40,31,2023-11-22T02:45:54Z,2020000,False,,,0,,D. Eubanks offensive foul TURNOVER (2 TO),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,203593.0,,,,,,,,,,,,,
205,PT07M57.00S,2023-11-22T02:46:00.1Z,2,REGULAR,substitution,out,[],1629234,,,1610612757,40,31,2023-11-22T02:46:20Z,2030000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M57.00S,2023-11-22T02:46:00.1Z,2,REGULAR,substitution,out,[],1628966,,,1610612757,40,31,2023-11-22T02:46:20Z,2040000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M57.00S,2023-11-22T02:46:00.1Z,2,REGULAR,substitution,in,[],203994,,,1610612757,40,31,2023-11-22T02:46:20Z,2050000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M57.00S,2023-11-22T02:46:00.1Z,2,REGULAR,substitution,in,[],201142,,,1610612757,40,31,2023-11-22T02:46:20Z,2060000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M45.00S,2023-11-22T02:46:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,5.995400788436268,48.28431372549019,1610612757,40,33,2023-11-22T02:46:49Z,2070000,False,9.0,4.0,1,left,M. Brogdon driving Layup (2 PTS),[1627763],1610612757.0,POR,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,0.94,Made,,,,,,2.0,,,,,,,,,
210,PT07M45.00S,2023-11-22T02:46:39.0Z,2,REGULAR,foul,personal,['1freethrow'],203994,,,1610612757,40,33,2023-11-22T02:46:50Z,2080000,False,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Brogdon 1 FT),"[203994, 1627763]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,2.0,0.0,Brogdon,1627763.0,,
212,PT07M45.00S,2023-11-22T02:47:04.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1627763,,,1610612757,40,33,2023-11-22T02:47:21Z,2100000,False,,,0,,MISS M. Brogdon Free Throw 1 of 1,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
213,PT07M43.00S,2023-11-22T02:47:06.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,40,33,2023-11-22T02:47:21Z,2110000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,212.0,,3.0,2.0,1.0,,,,,,,,,,
214,PT07M30.00S,2023-11-22T02:47:18.2Z,2,REGULAR,3pt,Jump Shot,[],1630692,79.7634691195795,92.67003676470588,1610612756,40,33,2023-11-22T02:47:24Z,2120000,False,213.0,138.0,1,right,MISS J. Goodwin 25' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,25.4,Missed,,,,,,,,,,,,,,,
215,PT07M27.00S,2023-11-22T02:47:21.2Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,40,33,2023-11-22T02:47:24Z,2130000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,214.0,,2.0,2.0,0.0,,,,,,,,,,
216,PT07M21.00S,2023-11-22T02:47:26.7Z,2,REGULAR,3pt,Jump Shot,[],1627763,30.699737187910642,31.862745098039213,1610612757,40,36,2023-11-22T02:47:34Z,2140000,False,91.0,236.0,1,left,M. Brogdon 25' 3PT step back (5 PTS),[1627763],1610612757.0,POR,step back,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,25.29,Made,,,,,,5.0,,,,,,,,,
217,PT07M07.00S,2023-11-22T02:47:42.5Z,2,REGULAR,turnover,lost ball,[],201569,,,1610612756,40,36,2023-11-22T02:49:48Z,2150000,False,,,0,,E. Gordon lost ball TURNOVER (1 TO),"[201569, 1641871]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,1.0,Reath,1641871.0,,,,,,,,,,,,,,,,,
218,PT07M07.00S,2023-11-22T02:47:42.5Z,2,REGULAR,steal,,[],1641871,,,1610612757,40,36,2023-11-22T02:47:46Z,2160000,False,,,0,,D. Reath STEAL (1 STL),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
219,PT07M06.00S,2023-11-22T02:47:47.2Z,2,REGULAR,foul,personal,[],201569,,,1610612757,40,36,2023-11-22T02:47:54Z,2170000,False,,,0,,E. Gordon personal FOUL (1 PF),"[201569, 1641871]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Reath,1641871.0,,
221,PT07M06.00S,2023-11-22T02:47:52.2Z,2,REGULAR,substitution,out,[],1630692,,,1610612757,40,36,2023-11-22T02:48:02Z,2190000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M06.00S,2023-11-22T02:47:52.2Z,2,REGULAR,substitution,out,[],1629680,,,1610612757,40,36,2023-11-22T02:48:02Z,2200000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M06.00S,2023-11-22T02:47:52.2Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,40,36,2023-11-22T02:48:02Z,2210000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M06.00S,2023-11-22T02:47:52.2Z,2,REGULAR,substitution,in,[],1631101,,,1610612757,40,36,2023-11-22T02:48:02Z,2220000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M52.00S,2023-11-22T02:48:23.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,29.262483574244413,25.268075980392158,1610612757,40,39,2023-11-22T02:48:31Z,2230000,False,124.0,223.0,1,left,M. Brogdon 25' 3PT pullup (8 PTS),[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,25.47,Made,,,,,,8.0,,,,,,,,,
226,PT06M52.00S,2023-11-22T02:48:28.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,40,39,2023-11-22T02:48:28Z,2240000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M52.00S,2023-11-22T02:50:51.1Z,2,REGULAR,substitution,out,[],1641871,,,1610612756,40,39,2023-11-22T02:51:12Z,2250000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M52.00S,2023-11-22T02:50:51.1Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,40,39,2023-11-22T02:51:12Z,2260000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M39.00S,2023-11-22T02:51:38.3Z,2,REGULAR,2pt,Jump Shot,[],201142,85.10183968462549,27.450980392156865,1610612756,40,39,2023-11-22T02:52:25Z,2270000,False,-113.0,88.0,1,right,MISS K. Durant 14' driving floating bank Shot,[201142],1610612756.0,PHX,driving floating bank,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,14.27,Missed,,,,,,,,,,,,,,,
230,PT06M39.00S,2023-11-22T02:51:38.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,40,39,2023-11-22T02:52:25Z,2280000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,,,,229.0,,4.0,2.0,2.0,,,,,,,,,,
231,PT06M39.00S,2023-11-22T02:51:44.1Z,2,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612756,40,39,2023-11-22T02:51:48Z,2290000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1627763, 203994]",1610612757.0,POR,shooting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Nurkic,203994.0,,
233,PT06M39.00S,2023-11-22T02:52:04.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612756,41,39,2023-11-22T02:52:04Z,2310000,False,,,0,,J. Nurkic Free Throw 1 of 2 (3 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
234,PT06M39.00S,2023-11-22T02:52:17.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612756,42,39,2023-11-22T02:52:17Z,2320000,False,,,0,,J. Nurkic Free Throw 2 of 2 (4 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
235,PT06M30.00S,2023-11-22T02:52:31.0Z,2,REGULAR,foul,offensive,[],1631101,,,1610612757,42,39,2023-11-22T02:53:20Z,2330000,False,,,0,,S. Sharpe offensive FOUL (1 PF),"[1631101, 1628960]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,203593.0,,,,,,,,1.0,0.0,Allen,1628960.0,,
237,PT06M30.00S,2023-11-22T02:52:31.0Z,2,REGULAR,turnover,offensive foul,[],1631101,,,1610612757,42,39,2023-11-22T02:52:31Z,2350000,False,,,0,,S. Sharpe offensive foul TURNOVER (2 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,2.0,,,,,,203593.0,,,,,,,,,,,,,
238,PT06M17.00S,2023-11-22T02:52:57.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,72.88107752956637,19.11764705882353,1610612756,42,39,2023-11-22T02:53:03Z,2360000,False,-154.0,202.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,25.46,Missed,,,,,,,,,,,,,,,
239,PT06M14.00S,2023-11-22T02:53:00.2Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612757,42,39,2023-11-22T02:53:03Z,2370000,False,,,0,,D. Ayton REBOUND (Off:4 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,238.0,,6.0,2.0,4.0,,,,,,,,,,
240,PT06M07.00S,2023-11-22T02:53:07.3Z,2,REGULAR,3pt,Jump Shot,[],1627763,31.61957950065703,44.6078431372549,1610612757,42,42,2023-11-22T02:53:12Z,2380000,False,27.0,245.0,1,left,M. Brogdon 24' 3PT  (11 PTS) (J. Grant 4 AST),"[1627763, 203924]",1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,,,,24.62,Made,,,,,,11.0,J. Grant,203924.0,4.0,,,,,,
246,PT05M52.00S,2023-11-22T02:53:41.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,42,42,2023-11-22T02:53:44Z,2440000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M52.00S,2023-11-22T02:53:41.2Z,2,REGULAR,substitution,in,[],1629006,,,1610612756,42,42,2023-11-22T02:53:44Z,2450000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M41.00S,2023-11-22T02:54:02.9Z,2,REGULAR,turnover,out-of-bounds,[],201142,,,1610612756,42,42,2023-11-22T02:54:15Z,2470000,False,,,0,,K. Durant bad pass out-of-bounds TURNOVER (2 TO),[201142],1610612756.0,PHX,bad pass,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,203054.0,,,,,,,,,,,,,
250,PT05M28.00S,2023-11-22T02:54:21.2Z,2,REGULAR,turnover,bad pass,[],1631101,,,1610612757,42,42,2023-11-22T02:54:32Z,2480000,False,,,0,,S. Sharpe bad pass TURNOVER (3 TO),"[1631101, 1629642]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,3.0,Little,1629642.0,,,,,,,,,,,,,,,,,
251,PT05M28.00S,2023-11-22T02:54:21.2Z,2,REGULAR,steal,,[],1629642,,,1610612756,42,42,2023-11-22T02:54:23Z,2490000,False,,,0,,N. Little STEAL (1 STL),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
252,PT05M21.00S,2023-11-22T02:54:31.9Z,2,REGULAR,foul,personal,[],1631101,,,1610612756,42,42,2023-11-22T02:54:43Z,2500000,False,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 201142]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,2882.0,,,,,,,,2.0,0.0,Durant,201142.0,,
254,PT05M21.00S,2023-11-22T02:54:36.9Z,2,REGULAR,substitution,out,[],201569,,,1610612756,42,42,2023-11-22T02:54:49Z,2520000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M21.00S,2023-11-22T02:54:36.9Z,2,REGULAR,substitution,out,[],1627763,,,1610612756,42,42,2023-11-22T02:54:49Z,2530000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M21.00S,2023-11-22T02:54:36.9Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,42,42,2023-11-22T02:54:49Z,2540000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M21.00S,2023-11-22T02:54:36.9Z,2,REGULAR,substitution,in,[],1630219,,,1610612756,42,42,2023-11-22T02:54:49Z,2550000,False,,,0,,SUB in: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M13.00S,2023-11-22T02:55:13.1Z,2,REGULAR,foul,personal,['2freethrow'],1630219,,,1610612756,42,42,2023-11-22T02:55:23Z,2560000,False,,,0,,S. Mays shooting personal FOUL (1 PF) (Okogie 2 FT),"[1630219, 1629006]",1610612757.0,POR,shooting,,,Mays,S. Mays,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Okogie,1629006.0,,
260,PT05M13.00S,2023-11-22T02:55:41.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629006,,,1610612756,43,42,2023-11-22T02:55:41Z,2580000,False,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
261,PT05M13.00S,2023-11-22T02:55:43.5Z,2,REGULAR,substitution,out,[],203924,,,1610612756,43,42,2023-11-22T02:55:48Z,2590000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M13.00S,2023-11-22T02:55:43.5Z,2,REGULAR,substitution,in,[],1629680,,,1610612756,43,42,2023-11-22T02:55:48Z,2600000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M13.00S,2023-11-22T02:56:00.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629006,,,1610612756,44,42,2023-11-22T02:56:00Z,2610000,False,,,0,,J. Okogie Free Throw 2 of 2 (2 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
264,PT04M53.00S,2023-11-22T02:56:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629680,23.078186596583443,9.558823529411764,1610612757,44,42,2023-11-22T02:56:33Z,2620000,False,202.0,164.0,1,left,MISS M. Thybulle 26' 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,26.06,Missed,,,,,,,,,,,,,,,
