actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-06T02:10:31.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-06T02:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-06T02:10:34.4Z,1,REGULAR,jumpball,recovered,[],1631107,,,1610612748,0,0,2024-01-06T02:10:34Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Nurkic: Tip to N. Jovic,"[1631107, 1628389, 203994]",1610612748.0,MIA,startperiod,N. Jovic,1631107.0,Jovic,N. Jovic,Adebayo,1628389.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-01-06T02:10:48.8Z,1,REGULAR,2pt,Jump Shot,[],1628389,15.193823915900131,22.30392156862745,1610612748,0,0,2024-01-06T02:10:53Z,70000,False,138.0,90.0,1,left,MISS B. Adebayo 16' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right,16.53,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-01-06T02:10:50.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,0,0,2024-01-06T02:10:53Z,80000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-01-06T02:11:02.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,72.22404730617609,79.16666666666666,1610612756,0,0,2024-01-06T02:11:07Z,90000,False,146.0,209.0,1,right,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2024-01-06T02:11:05.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2024-01-06T02:11:07Z,100000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M19.00S,2024-01-06T02:11:11.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628389,8.623521681997373,45.34313725490196,1610612748,0,0,2024-01-06T02:18:54Z,110000,False,23.0,29.0,1,left,MISS B. Adebayo running Layup,[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.69,Missed,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2024-01-06T02:11:13.8Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612756,0,0,2024-01-06T02:11:16Z,120000,False,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M07.00S,2024-01-06T02:11:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,94.30026281208936,51.470588235294116,1610612756,2,0,2024-01-06T02:11:27Z,130000,False,7.0,1.0,1,right,D. Booker driving finger roll Layup (2 PTS),[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M49.00S,2024-01-06T02:11:41.3Z,1,REGULAR,3pt,Jump Shot,[],200768,30.831143232588698,28.921568627450984,1610612748,2,3,2024-01-06T02:11:46Z,140000,False,105.0,237.0,1,left,K. Lowry 25' 3PT  (3 PTS) (T. Herro 1 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,,,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,
16,PT10M35.00S,2024-01-06T02:11:58.0Z,1,REGULAR,foul,personal,[],1628389,,,1610612756,2,3,2024-01-06T02:13:34Z,160000,False,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 203994]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202049.0,1.0,0.0,Nurkic,203994.0,,,,,
18,PT10M30.00S,2024-01-06T02:12:23.8Z,1,REGULAR,2pt,Jump Shot,[],203078,75.50919842312747,42.64705882352941,1610612756,2,3,2024-01-06T02:12:28Z,180000,False,-37.0,178.0,1,right,MISS B. Beal 18' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,18.15,Missed,,,,,,,,,,,,,,,,,,
