actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-14T03:07:55.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-14T03:07:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-14T03:07:57.5Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612756,0,0,2024-02-14T03:07:57Z,40000,False,,,0,,Jump Ball J. Nurkic vs. D. Sabonis: Tip to B. Beal,"[203078, 203994, 1627734]",1610612756.0,PHX,startperiod,B. Beal,203078.0,Beal,B. Beal,Nurkic,203994.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-02-14T03:08:17.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.85479632063075,55.63725490196079,1610612756,0,0,2024-02-14T03:08:20Z,70000,False,28.0,15.0,1,right,MISS J. Nurkic Layup,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-02-14T03:08:19.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2024-02-14T03:08:20Z,80000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M16.00S,2024-02-14T03:08:55.9Z,1,REGULAR,3pt,Jump Shot,[],1627734,24.917871222076215,83.82352941176471,1610612758,0,0,2024-02-14T03:12:20Z,130000,False,-169.0,182.0,1,left,MISS D. Sabonis 24' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
14,PT11M12.00S,2024-02-14T03:08:59.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,0,0,2024-02-14T03:09:01Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M54.00S,2024-02-14T03:09:23.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,86.02168199737189,27.941176470588236,1610612756,0,0,2024-02-14T03:09:33Z,160000,False,-110.0,79.0,1,right,MISS D. Booker 13' driving bank Shot,[1626164],1610612756.0,PHX,driving bank,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,13.56,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2024-02-14T03:09:25.6Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,0,0,2024-02-14T03:09:33Z,170000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Left,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M51.00S,2024-02-14T03:09:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,90.75229960578186,51.470588235294116,1610612756,0,0,2024-02-14T03:09:37Z,180000,False,7.0,34.0,1,right,MISS J. Nurkic putback Layup - blocked,"[203994, 1627734]",1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,Sabonis,1627734.0,,,,,,,,,,,,
19,PT10M51.00S,2024-02-14T03:09:27.3Z,1,REGULAR,block,,[],1627734,,,1610612756,0,0,2024-02-14T03:09:30Z,190000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2024-02-14T03:09:31.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,0,0,2024-02-14T03:09:37Z,200000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M43.00S,2024-02-14T03:09:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,9.543363994743759,5.147058823529411,1610612758,0,3,2024-02-14T03:09:43Z,210000,False,224.0,37.0,1,left,D. Fox 3PT running (3 PTS) (D. Sabonis 1 AST),"[1628368, 1627734]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,22.74,Made,,,,,,,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,
23,PT10M21.00S,2024-02-14T03:09:56.9Z,1,REGULAR,2pt,Jump Shot,[],201142,82.7365308804205,70.09803921568627,1610612756,2,3,2024-02-14T03:10:02Z,230000,False,100.0,110.0,1,right,K. Durant 14' fadeaway Jump Shot (2 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.88,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M08.00S,2024-02-14T03:10:27.7Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612758,2,3,2024-02-14T03:10:27Z,240000,False,,,0,,Jump Ball J. Nurkic vs. D. Fox: Tip to D. Booker,"[1626164, 203994, 1628368]",1610612756.0,PHX,heldball,D. Booker,1626164.0,Booker,D. Booker,Nurkic,203994.0,Fox,1628368.0,,,,,,,,,,,,,,,,,,,,,,
27,PT10M08.00S,2024-02-14T03:10:27.7Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612758,2,3,2024-02-14T03:10:27Z,270000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 203994]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,
28,PT10M08.00S,2024-02-14T03:10:27.7Z,1,REGULAR,steal,,[],203994,,,1610612756,2,3,2024-02-14T03:10:27Z,280000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M05.00S,2024-02-14T03:10:32.9Z,1,REGULAR,foul,personal,[],1628989,,,1610612756,2,3,2024-02-14T03:10:55Z,290000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 201142]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Durant,201142.0
