actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-01T02:05:38.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-01T02:05:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-11-01T02:05:41.9Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2023-11-01T02:05:41Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Nurkic: Tip to J. Sochan,"[1631110, 1641705, 203994]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-01T02:05:55.4Z,1,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,0,0,2023-11-01T02:06:12Z,70000,False,,,0,,Z. Collins lost ball out-of-bounds TURNOVER (1 TO),[1628380],1610612759.0,SAS,lost ball,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,1627963.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2023-11-01T02:06:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,92.72339027595268,51.225490196078425,1610612756,2,0,2023-11-01T02:06:21Z,80000,False,6.0,16.0,1,right,E. Gordon cutting Layup (2 PTS) (J. Nurkic 1 AST),"[201569, 203994]",1610612756.0,PHX,cutting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,1.7,Made,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,
10,PT11M21.00S,2023-11-01T02:06:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,19.92444152431012,40.931372549019606,1610612759,2,0,2023-11-01T02:06:42Z,100000,False,45.0,135.0,1,left,MISS D. Vassell 14' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,14.22,Missed,,,,,,,,,,,,,,,,
11,PT11M13.00S,2023-11-01T02:06:31.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,2,0,2023-11-01T02:06:31Z,110000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
12,PT11M12.00S,2023-11-01T02:06:31.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201142,92.85479632063075,50.0,1610612756,4,0,2023-11-01T02:07:37Z,120000,False,0.0,15.0,1,right,K. Durant running DUNK (2 PTS) (E. Gordon 1 AST),"[201142, 201569]",1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,1.47,Made,2.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,
14,PT11M07.00S,2023-11-01T02:06:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,4,0,2023-11-01T02:06:43Z,140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2023-11-01T02:10:12.5Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,4,0,2023-11-01T02:10:18Z,150000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 201142]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,Durant,201142.0,,,,,,
16,PT10M57.00S,2023-11-01T02:10:12.5Z,1,REGULAR,steal,,[],201142,,,1610612756,4,0,2023-11-01T02:10:15Z,160000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
