actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-21T02:10:37.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-21T02:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-21T02:10:40.2Z,1,REGULAR,jumpball,recovered,[],200768,,,1610612755,0,0,2024-03-21T02:10:40Z,40000,False,,,0,,Jump Ball M. Bamba vs. J. Nurkic: Tip to K. Lowry,"[200768, 1628964, 203994]",1610612755.0,PHI,startperiod,K. Lowry,200768.0,Lowry,K. Lowry,Bamba,1628964.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-03-21T02:10:50.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,4.02431011826544,52.94117647058824,1610612755,0,2,2024-03-21T02:10:56Z,70000,False,-15.0,-15.0,1,left,M. Bamba alley-oop DUNK (2 PTS) (K. Lowry 1 AST),"[1628964, 200768]",1610612755.0,PHI,alley-oop,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,2.08,Made,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-21T02:11:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612756,0,2,2024-03-21T02:11:22Z,90000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Allen 2 FT),"[1630178, 1628960]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,1.0,0.0,Allen,1628960.0,,,,,,,,,
11,PT11M25.00S,2024-03-21T02:11:43.0Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,1,2,2024-03-21T02:12:02Z,110000,False,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2024-03-21T02:11:43.0Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,1,2,2024-03-21T02:12:02Z,120000,False,,,0,,MISS G. Allen Free Throw 2 of 2,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
13,PT11M23.00S,2024-03-21T02:11:45.0Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,1,2,2024-03-21T02:12:02Z,130000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,
14,PT11M03.00S,2024-03-21T02:12:21.3Z,1,REGULAR,turnover,bad pass,[],1628964,,,1610612755,1,2,2024-03-21T02:12:24Z,140000,False,,,0,,M. Bamba bad pass TURNOVER (1 TO),"[1628964, 1626164]",1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,Booker,1626164.0,,
15,PT11M03.00S,2024-03-21T02:12:21.3Z,1,REGULAR,steal,,[],1626164,,,1610612756,1,2,2024-03-21T02:12:22Z,150000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2024-03-21T02:12:24.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,79.97700394218134,4.6568627450980395,1610612756,1,2,2024-03-21T02:12:33Z,160000,False,-227.0,136.0,1,right,MISS G. Allen 26' running 3PT,[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2024-03-21T02:12:28.8Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,1,2,2024-03-21T02:12:33Z,170000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M50.00S,2024-03-21T02:12:33.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626162,6.1268068331143235,51.71568627450981,1610612755,1,2,2024-03-21T02:15:58Z,180000,False,-9.0,5.0,1,left,MISS K. Oubre Jr. running Layup - blocked,"[1626162, 201142]",1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
19,PT10M50.00S,2024-03-21T02:12:33.6Z,1,REGULAR,block,,[],201142,,,1610612755,1,2,2024-03-21T02:12:35Z,190000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2024-03-21T02:12:36.6Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,1,2,2024-03-21T02:12:40Z,200000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
21,PT10M41.00S,2024-03-21T02:12:44.6Z,1,REGULAR,turnover,traveling,[],1626164,,,1610612756,1,2,2024-03-21T02:12:55Z,210000,False,,,0,,D. Booker traveling TURNOVER (1 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,,,2714.0,,,,,,,,,1.0,,,,
22,PT10M27.00S,2024-03-21T02:13:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,6.1268068331143235,50.98039215686274,1610612755,1,4,2024-03-21T02:13:15Z,220000,False,-5.0,5.0,1,left,T. Maxey driving Layup (2 PTS) (K. Lowry 2 AST),"[1630178, 200768]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,
24,PT10M10.00S,2024-03-21T02:13:27.4Z,1,REGULAR,3pt,Jump Shot,[],1626164,74.72076215505913,6.862745098039216,1610612756,1,4,2024-03-21T02:13:31Z,240000,False,-216.0,185.0,1,right,MISS D. Booker 28' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,28.42,Missed,,,,,,,,,,,,,,,,,,
25,PT10M07.00S,2024-03-21T02:13:30.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,1,4,2024-03-21T02:14:36Z,250000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,24.0,1.0,0.0,1.0,,,,,
26,PT10M07.00S,2024-03-21T02:13:32.1Z,1,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612756,1,4,2024-03-21T02:13:39Z,260000,False,,,0,,G. Allen step out-of-bounds TURNOVER (1 TO),[1628960],1610612756.0,PHX,step,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,,,1628954.0,,,,,,,,,1.0,,,,
27,PT09M54.00S,2024-03-21T02:13:57.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,5.338370565045992,54.166666666666664,1610612755,1,4,2024-03-21T02:16:21Z,270000,False,-21.0,-2.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
