actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M33.00S,2024-03-04T02:56:21.5Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,17,7,2024-03-04T02:56:21Z,810000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
85,PT05M14.00S,2024-03-04T02:56:42.7Z,1,REGULAR,3pt,Jump Shot,[],203994,31.225361366622867,68.62745098039215,1610612756,17,7,2024-03-04T02:56:49Z,820000,False,-93.0,241.0,1,left,MISS J. Nurkic 25' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2024-03-04T02:56:46.7Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,17,7,2024-03-04T02:56:49Z,830000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,,
87,PT05M03.00S,2024-03-04T02:56:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,94.95729303547962,49.26470588235294,1610612760,17,9,2024-03-04T02:57:01Z,840000,False,-4.0,-5.0,1,right,C. Holmgren driving floating Jump Shot (4 PTS),[1631096],1610612760.0,OKC,driving floating,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,,4.0,,,,,,,,
88,PT05M03.00S,2024-03-04T02:56:57.5Z,1,REGULAR,foul,personal,['1freethrow'],1626220,,,1610612760,17,9,2024-03-04T02:57:18Z,850000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Holmgren 1 FT),"[1626220, 1631096]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Holmgren,1631096.0
90,PT05M03.00S,2024-03-04T02:57:06.7Z,1,REGULAR,substitution,out,[],203994,,,1610612760,17,9,2024-03-04T02:57:17Z,870000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2024-03-04T02:57:06.7Z,1,REGULAR,substitution,in,[],1629234,,,1610612760,17,9,2024-03-04T02:57:17Z,880000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M03.00S,2024-03-04T02:57:27.4Z,1,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,17,10,2024-03-04T02:57:27Z,890000,False,,,0,,C. Holmgren Free Throw 1 of 1 (5 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
93,PT04M48.00S,2024-03-04T02:57:43.8Z,1,REGULAR,3pt,Jump Shot,[],201569,23.603810775295663,7.8431372549019605,1610612756,17,10,2024-03-04T02:57:50Z,900000,False,211.0,169.0,1,left,MISS E. Gordon 27' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,27.04,Missed,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2024-03-04T02:57:47.8Z,1,REGULAR,rebound,defensive,[],202330,,,1610612760,17,10,2024-03-04T02:57:50Z,910000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT04M35.00S,2024-03-04T02:57:57.6Z,1,REGULAR,2pt,Jump Shot,[],202330,75.3777923784494,67.8921568627451,1610612760,17,12,2024-03-04T02:58:05Z,920000,False,89.0,179.0,1,right,G. Hayward 20' Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[202330, 1628983]",1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,20.0,Made,,,,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,
97,PT04M18.00S,2024-03-04T02:58:14.1Z,1,REGULAR,2pt,Layup,[],201569,4.5499342969776615,67.8921568627451,1610612756,17,12,2024-03-04T02:58:20Z,940000,False,-89.0,-10.0,1,left,MISS E. Gordon 9' driving Layup - blocked,"[201569, 1628983]",1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Left,9.0,Missed,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
98,PT04M18.00S,2024-03-04T02:58:14.1Z,1,REGULAR,block,,[],1628983,,,1610612756,17,12,2024-03-04T02:58:58Z,950000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
99,PT04M16.00S,2024-03-04T02:58:16.1Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,17,12,2024-03-04T03:05:41Z,960000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Left,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M15.00S,2024-03-04T02:58:20.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202330,94.56307490144546,49.01960784313725,1610612760,17,12,2024-03-04T03:05:31Z,990000,False,-5.0,-1.0,1,right,MISS G. Hayward running Layup,[202330],1610612760.0,OKC,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.51,Missed,,,,,,,,,,,,,,,,,,
103,PT04M14.00S,2024-03-04T02:58:21.9Z,1,REGULAR,rebound,offensive,[],202330,,,1610612760,17,12,2024-03-04T03:05:31Z,1000000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,,
113,PT04M12.00S,2024-03-04T02:58:24.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202330,82.07950065703022,30.392156862745097,1610612760,17,12,2024-03-04T03:06:52Z,1005000,False,-98.0,116.0,1,right,MISS G. Hayward 15' turnaround fadeaway Shot - blocked,"[202330, 1626220]",1610612760.0,OKC,turnaround fadeaway,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Left,15.19,Missed,,,,,O'Neale,1626220.0,,,,,,,,,,,,
114,PT04M12.00S,2024-03-04T02:58:24.2Z,1,REGULAR,block,,[],1626220,,,1610612760,17,12,2024-03-04T03:00:58Z,1007500,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
115,PT04M12.00S,2024-03-04T02:58:24.2Z,1,REGULAR,rebound,offensive,[],202330,,,1610612760,17,12,2024-03-04T03:00:58Z,1008750,False,,,0,,G. Hayward REBOUND (Off:2 Def:1),[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Left,,,113.0,3.0,1.0,2.0,,,,,,,,,,,,,,
104,PT04M05.00S,2024-03-04T02:58:27.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630198,95.6143232588699,3.431372549019608,1610612760,17,12,2024-03-04T03:00:58Z,1010000,False,-233.0,-11.0,1,right,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
105,PT04M02.00S,2024-03-04T02:58:30.5Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612756,17,12,2024-03-04T03:09:20Z,1020000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Left Corner 3,24+ Left,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT04M02.00S,2024-03-04T02:58:40.7Z,1,REGULAR,substitution,out,[],1631096,,,1610612756,17,12,2024-03-04T02:58:44Z,1040000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M02.00S,2024-03-04T02:58:40.7Z,1,REGULAR,substitution,in,[],1629026,,,1610612756,17,12,2024-03-04T02:58:44Z,1050000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M48.00S,2024-03-04T02:59:03.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,12.959921156373195,37.00980392156863,1610612756,17,12,2024-03-04T03:08:09Z,1060000,False,65.0,69.0,1,left,MISS D. Eubanks 9' Hook,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Right,9.5,Missed,,,,,,,,,,,,,,,,,,
110,PT03M45.00S,2024-03-04T02:59:06.0Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,17,12,2024-03-04T02:59:10Z,1070000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,,,
111,PT03M39.00S,2024-03-04T02:59:12.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,82.9993429697766,33.82352941176471,1610612760,17,14,2024-03-04T03:01:11Z,1080000,False,-81.0,107.0,1,right,S. Gilgeous-Alexander 13' step back Jump Shot (5 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.44,Made,,,,,,,,,,5.0,,,,,,,,
112,PT03M37.00S,2024-03-04T02:59:17.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,17,14,2024-03-04T02:59:17Z,1090000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M37.00S,2024-03-04T03:02:25.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,17,14,2024-03-04T03:02:29Z,1100000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M37.00S,2024-03-04T03:02:25.7Z,1,REGULAR,substitution,in,[],1630240,,,1610612756,17,14,2024-03-04T03:02:29Z,1110000,False,,,0,,SUB in: S. Lee,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M20.00S,2024-03-04T03:03:03.5Z,1,REGULAR,3pt,Jump Shot,[],201569,19.92444152431012,8.088235294117647,1610612756,20,14,2024-03-04T03:03:08Z,1120000,False,210.0,135.0,1,left,E. Gordon 24' 3PT  (3 PTS) (D. Eubanks 1 AST),"[201569, 1629234]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,24.92,Made,,,,,,,,,,3.0,D. Eubanks,1629234.0,1.0,,,,,
120,PT02M57.00S,2024-03-04T03:03:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630198,95.87713534822602,3.6764705882352944,1610612760,20,17,2024-03-04T03:03:30Z,1140000,False,-232.0,-14.0,1,right,I. Joe 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,,,,3.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,
122,PT02M34.00S,2024-03-04T03:03:48.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,6.258212877792378,50.49019607843137,1610612756,22,17,2024-03-04T03:03:52Z,1160000,False,-2.0,6.0,1,left,D. Eubanks cutting DUNK (2 PTS) (S. Lee 1 AST),"[1629234, 1630240]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,2.0,S. Lee,1630240.0,1.0,,,,,
124,PT02M08.00S,2024-03-04T03:04:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,94.30026281208936,49.50980392156863,1610612760,22,19,2024-03-04T03:04:23Z,1180000,False,-2.0,1.0,1,right,S. Gilgeous-Alexander driving reverse Layup (7 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,,,7.0,,,,,,,,
125,PT01M49.00S,2024-03-04T03:04:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,5.863994743758213,51.225490196078425,1610612756,24,19,2024-03-04T03:04:37Z,1190000,False,-6.0,3.0,1,left,D. Eubanks cutting DUNK (4 PTS) (S. Lee 2 AST),"[1629234, 1630240]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,,,,4.0,S. Lee,1630240.0,2.0,,,,,
127,PT01M28.00S,2024-03-04T03:04:54.6Z,1,REGULAR,3pt,Jump Shot,[],1629652,95.22010512483574,96.32352941176471,1610612760,24,22,2024-03-04T03:04:58Z,1210000,False,232.0,-8.0,1,right,L. Dort 3PT  (3 PTS) (K. Williams 1 AST),"[1629652, 1629026]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,,,,,,3.0,K. Williams,1629026.0,1.0,,,,,
129,PT01M17.00S,2024-03-04T03:05:05.9Z,1,REGULAR,3pt,Jump Shot,[],1630240,3.3672798948751645,95.34313725490196,1610612756,24,22,2024-03-04T03:05:12Z,1230000,False,-227.0,-21.0,1,left,MISS S. Lee 3PT,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,Left Corner 3,24+ Left,22.77,Missed,,,,,,,,,,,,,,,,,,
130,PT01M13.00S,2024-03-04T03:05:09.9Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,24,22,2024-03-04T03:05:12Z,1240000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M06.00S,2024-03-04T03:05:18.8Z,1,REGULAR,foul,personal,['2freethrow'],1630240,,,1610612760,24,22,2024-03-04T03:05:27Z,1250000,False,,,0,,S. Lee shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630240, 1628983]",1610612756.0,PHX,shooting,,,Lee,S. Lee,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Gilgeous-Alexander,1628983.0
133,PT01M06.00S,2024-03-04T03:05:42.1Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,24,22,2024-03-04T03:05:42Z,1270000,False,,,0,,MISS S. Gilgeous-Alexander Free Throw 1 of 2,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT01M06.00S,2024-03-04T03:05:42.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,24,22,2024-03-04T03:05:42Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,
135,PT01M06.00S,2024-03-04T03:05:42.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612760,24,22,2024-03-04T03:05:55Z,1290000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M06.00S,2024-03-04T03:05:42.8Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,24,22,2024-03-04T03:05:55Z,1300000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M06.00S,2024-03-04T03:05:42.8Z,1,REGULAR,substitution,in,[],1629626,,,1610612760,24,22,2024-03-04T03:05:55Z,1310000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M06.00S,2024-03-04T03:05:42.8Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,24,22,2024-03-04T03:05:55Z,1320000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M06.00S,2024-03-04T03:06:08.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612760,24,22,2024-03-04T03:06:19Z,1330000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,
140,PT01M06.00S,2024-03-04T03:06:18.4Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,24,23,2024-03-04T03:06:18Z,1340000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
141,PT00M59.70S,2024-03-04T03:06:28.7Z,1,REGULAR,foul,personal,[],1641717,,,1610612756,24,23,2024-03-04T03:06:41Z,1350000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 201142]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Durant,201142.0
143,PT00M48.20S,2024-03-04T03:07:03.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.258212877792378,51.71568627450981,1610612756,24,23,2024-03-04T03:11:19Z,1370000,False,-9.0,6.0,1,left,MISS E. Gordon driving Layup,[201569],1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
144,PT00M45.50S,2024-03-04T03:07:06.4Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,24,23,2024-03-04T03:07:08Z,1380000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT00M42.40S,2024-03-04T03:07:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,74.72076215505913,12.009803921568627,1610612760,24,26,2024-03-04T03:11:43Z,1390000,False,-190.0,185.0,1,right,I. Joe 26' 3PT running pullup (6 PTS) (K. Williams 2 AST),"[1630198, 1629026]",1610612760.0,OKC,running pullup,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.53,Made,,,,,,,,,,6.0,K. Williams,1629026.0,2.0,,,,,
147,PT00M27.90S,2024-03-04T03:07:27.7Z,1,REGULAR,turnover,out-of-bounds,[],1629626,,,1610612756,24,26,2024-03-04T03:07:36Z,1410000,False,,,0,,B. Bol bad pass out-of-bounds TURNOVER (1 TO),[1629626],1610612756.0,PHX,bad pass,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,1628487.0,,,,
148,PT00M27.90S,2024-03-04T03:07:33.6Z,1,REGULAR,substitution,out,[],202330,,,1610612760,24,26,2024-03-04T03:07:37Z,1420000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M27.90S,2024-03-04T03:07:33.6Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,24,26,2024-03-04T03:07:37Z,1430000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M27.90S,2024-03-04T03:07:41.2Z,1,REGULAR,substitution,out,[],1629234,,,1610612760,24,26,2024-03-04T03:07:55Z,1440000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M27.90S,2024-03-04T03:07:41.2Z,1,REGULAR,substitution,in,[],1631223,,,1610612760,24,26,2024-03-04T03:07:55Z,1450000,False,,,0,,SUB in: D. Roddy,[1631223],1610612756.0,PHX,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M16.00S,2024-03-04T03:08:16.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,80.23981603153744,26.715686274509803,1610612760,24,28,2024-03-04T03:08:27Z,1470000,False,-116.0,133.0,1,right,S. Gilgeous-Alexander 17' pullup Jump Shot (10 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,17.69,Made,,,,,,,,,,10.0,,,,,,,,
154,PT00M00.00S,2024-03-04T03:08:33.4Z,1,REGULAR,2pt,Jump Shot,[],201142,3.4986859395532193,78.18627450980392,1610612756,24,28,2024-03-04T03:12:46Z,1480000,False,-141.0,-20.0,1,left,MISS K. Durant 14' turnaround fadeaway Shot,[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,14.23,Missed,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2024-03-04T03:08:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,24,28,2024-03-04T03:08:40Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Left,,,154.0,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2024-03-04T03:08:41.2Z,1,REGULAR,period,end,[],0,,,1610612756,24,28,2024-03-04T03:08:41Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612756,24,28,2024-03-04T03:11:51Z,1510000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612756,24,28,2024-03-04T03:11:51Z,1520000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612756,24,28,2024-03-04T03:11:51Z,1530000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612756,24,28,2024-03-04T03:11:51Z,1540000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612756,24,28,2024-03-04T03:11:51Z,1550000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612756,24,28,2024-03-04T03:11:51Z,1560000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,24,28,2024-03-04T03:13:19Z,1565000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,out,['startperiod'],1630240,,,1610612756,24,28,2024-03-04T03:13:19Z,1567500,False,,,0,,SUB out: S. Lee,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612756,24,28,2024-03-04T03:13:19Z,1568750,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-03-04T03:10:38.9Z,2,REGULAR,substitution,in,['startperiod'],203078,,,1610612756,24,28,2024-03-04T03:13:19Z,1569375,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-04T03:12:17.2Z,2,REGULAR,period,start,[],0,,,1610612760,24,28,2024-03-04T03:12:17Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M48.00S,2024-03-04T03:12:28.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,85.3646517739816,39.705882352941174,1610612760,24,30,2024-03-04T03:12:34Z,1580000,False,-51.0,85.0,1,right,J. Williams 9' pullup Jump Shot (4 PTS),[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.95,Made,,,,,,,,,,4.0,,,,,,,,
165,PT11M30.00S,2024-03-04T03:12:47.4Z,2,REGULAR,turnover,out-of-bounds,[],203994,,,1610612756,24,30,2024-03-04T03:14:12Z,1590000,False,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (1 TO),[203994],1610612756.0,PHX,bad pass,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1.0,,,,,,,204058.0,,,,
