actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
93,PT05M58.00S,2023-11-13T01:25:18.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,13,19,2023-11-13T01:25:27Z,910000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612760.0,OKC,,,,,,,,,,,,201638.0,,,,,,,,,,,,,,,,,,,
95,PT05M43.00S,2023-11-13T01:25:37.8Z,1,REGULAR,substitution,out,[],1630581,,,1610612756,13,19,2023-11-13T01:25:43Z,930000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M43.00S,2023-11-13T01:25:37.8Z,1,REGULAR,substitution,in,[],1630198,,,1610612756,13,19,2023-11-13T01:25:43Z,940000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M37.00S,2023-11-13T01:25:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,94.1688567674113,46.81372549019608,1610612756,15,19,2023-11-13T01:26:02Z,950000,False,-16.0,2.0,1,right,D. Eubanks driving DUNK (2 PTS),[1629234],1610612756.0,PHX,driving,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.61,,,,,,,,,,,,
98,PT05M27.00S,2023-11-13T01:26:08.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.732588699080158,50.0,1610612760,15,21,2023-11-13T01:26:16Z,960000,False,0.0,1.0,1,left,J. Williams driving Layup (5 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,0.14,,,,,,,,,,,,
99,PT05M22.00S,2023-11-13T01:26:15.2Z,1,REGULAR,foul,personal,[],1629652,,,1610612756,15,21,2023-11-13T01:26:57Z,970000,False,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1629234]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,1179.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,,,,,,,
101,PT05M06.00S,2023-11-13T01:26:55.8Z,1,REGULAR,3pt,Jump Shot,[],1630692,69.85873850197109,71.81372549019608,1610612756,15,21,2023-11-13T01:26:59Z,990000,False,109.0,231.0,1,right,MISS J. Goodwin 25' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.53,,,,,,,,,,,,
102,PT05M04.00S,2023-11-13T01:26:57.8Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,15,21,2023-11-13T01:26:59Z,1000000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,
103,PT04M55.00S,2023-11-13T01:27:07.2Z,1,REGULAR,2pt,Jump Shot,[],1628983,22.552562417871222,64.70588235294117,1610612760,15,23,2023-11-13T01:27:11Z,1010000,False,-74.0,159.0,1,left,S. Gilgeous-Alexander 17' pullup Jump Shot (6 PTS) (C. Holmgren 1 AST),"[1628983, 1631096]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Left Center,,,,,,Made,6.0,17.56,C. Holmgren,1631096.0,1.0,,,,,,,,,
105,PT04M36.00S,2023-11-13T01:27:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.47371879106439,35.294117647058826,1610612756,17,23,2023-11-13T01:30:33Z,1030000,False,-74.0,112.0,1,right,K. Durant 13' driving floating Jump Shot (7 PTS),[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,7.0,13.41,,,,,,,,,,,,
106,PT04M14.00S,2023-11-13T01:27:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630198,12.828515111695138,36.51960784313725,1610612760,17,23,2023-11-13T01:31:30Z,1040000,False,67.0,68.0,1,left,MISS I. Joe 9' fadeaway Shot,[1630198],1610612760.0,OKC,fadeaway,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,9.58,,,,,,,,,,,,
107,PT04M11.00S,2023-11-13T01:27:50.8Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,17,23,2023-11-13T01:27:54Z,1050000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,
108,PT03M55.00S,2023-11-13T01:28:07.3Z,1,REGULAR,3pt,Jump Shot,[],1629006,94.69448094612353,95.09803921568627,1610612756,17,23,2023-11-13T01:28:14Z,1060000,False,225.0,-3.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.55,,,,,,,,,,,,
109,PT03M53.00S,2023-11-13T01:28:09.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,17,23,2023-11-13T01:28:14Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,108.0,,,,,
111,PT03M53.00S,2023-11-13T01:28:15.4Z,1,REGULAR,substitution,out,[],1629006,,,1610612756,17,23,2023-11-13T01:28:34Z,1090000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2023-11-13T01:28:15.4Z,1,REGULAR,substitution,out,[],1631096,,,1610612756,17,23,2023-11-13T01:28:34Z,1100000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M53.00S,2023-11-13T01:28:15.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612756,17,23,2023-11-13T01:28:34Z,1110000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M53.00S,2023-11-13T01:28:15.4Z,1,REGULAR,substitution,in,[],1628966,,,1610612756,17,23,2023-11-13T01:28:34Z,1120000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M53.00S,2023-11-13T01:28:15.4Z,1,REGULAR,substitution,in,[],1631119,,,1610612756,17,23,2023-11-13T01:28:34Z,1130000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M53.00S,2023-11-13T01:28:15.4Z,1,REGULAR,substitution,in,[],1631172,,,1610612756,17,23,2023-11-13T01:28:34Z,1140000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M40.00S,2023-11-13T01:28:47.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628960,76.16622864651774,50.0,1610612756,17,23,2023-11-13T01:28:51Z,1150000,False,0.0,172.0,1,right,MISS G. Allen 17' pullup Shot,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Mid-Range,16-24 Center,,,,,,Missed,,17.15,,,,,,,,,,,,
118,PT03M36.00S,2023-11-13T01:28:51.1Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,17,23,2023-11-13T01:28:51Z,1160000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,
119,PT03M28.00S,2023-11-13T01:28:59.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,3.892904073587385,72.05882352941177,1610612760,17,23,2023-11-13T01:29:05Z,1170000,False,-110.0,-16.0,1,left,MISS S. Gilgeous-Alexander 11' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.14,,,,,,,,,,,,
120,PT03M25.00S,2023-11-13T01:29:02.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,17,23,2023-11-13T01:29:05Z,1180000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,119.0,2.0,2.0,0.0,,
121,PT03M19.00S,2023-11-13T01:29:09.1Z,1,REGULAR,2pt,Jump Shot,[],201142,90.75229960578186,27.941176470588236,1610612756,17,23,2023-11-13T01:33:36Z,1190000,False,-110.0,34.0,1,right,MISS K. Durant 11' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.55,,,,,,,,,,,,
122,PT03M18.00S,2023-11-13T01:29:10.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,17,23,2023-11-13T01:29:18Z,1200000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,121.0,,,,,
123,PT03M18.00S,2023-11-13T01:29:15.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630692,,,1610612760,17,23,2023-11-13T01:30:08Z,1210000,False,,,0,,J. Goodwin loose ball personal FOUL (1 PF) (Dort 2 FT),"[1630692, 1629652]",1610612756.0,PHX,loose ball,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,2005.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,,,,,
125,PT03M18.00S,2023-11-13T01:29:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,17,23,2023-11-13T01:29:26Z,1230000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M18.00S,2023-11-13T01:31:49.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612760,17,23,2023-11-13T01:32:12Z,1240000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M18.00S,2023-11-13T01:31:49.7Z,1,REGULAR,substitution,in,[],1629139,,,1610612760,17,23,2023-11-13T01:32:12Z,1250000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M18.00S,2023-11-13T01:32:33.4Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,17,24,2023-11-13T01:32:33Z,1260000,False,,,0,,L. Dort Free Throw 1 of 2 (3 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
129,PT03M18.00S,2023-11-13T01:32:48.3Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,17,25,2023-11-13T01:32:48Z,1270000,False,,,0,,L. Dort Free Throw 2 of 2 (4 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
130,PT03M04.00S,2023-11-13T01:33:04.9Z,1,REGULAR,3pt,Jump Shot,[],1630692,79.31997371879106,5.147058823529411,1610612756,20,25,2023-11-13T01:33:11Z,1280000,False,-224.0,142.0,1,right,J. Goodwin 26' 3PT  (3 PTS) (K. Bates-Diop 1 AST),"[1630692, 1628966]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,26.54,K. Bates-Diop,1628966.0,1.0,,,,,,,,,
132,PT02M49.00S,2023-11-13T01:33:19.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,22.683968462549277,51.225490196078425,1610612760,20,27,2023-11-13T01:33:30Z,1300000,False,-6.0,161.0,1,left,S. Gilgeous-Alexander 16' step back Jump Shot (8 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,,,,,,Made,8.0,16.08,,,,,,,,,,,,
133,PT02M25.00S,2023-11-13T01:33:43.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,92.9862023653088,63.48039215686274,1610612756,20,27,2023-11-13T01:34:51Z,1310000,False,67.0,13.0,1,right,MISS D. Eubanks 6' turnaround Hook,[1629234],1610612756.0,PHX,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.87,,,,,,,,,,,,
134,PT02M23.00S,2023-11-13T01:33:45.4Z,1,REGULAR,rebound,offensive,[],1628966,,,1610612756,20,27,2023-11-13T01:33:50Z,1320000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:0),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,133.0,1.0,0.0,1.0,,
135,PT02M22.00S,2023-11-13T01:33:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628966,94.56307490144546,53.92156862745098,1610612756,20,27,2023-11-13T01:33:53Z,1330000,False,20.0,-1.0,1,right,MISS K. Bates-Diop reverse Layup,[1628966],1610612756.0,PHX,reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.96,,,,,,,,,,,,
136,PT02M18.00S,2023-11-13T01:33:50.9Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612756,20,27,2023-11-13T01:33:53Z,1340000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,135.0,1.0,0.0,1.0,,
137,PT02M17.00S,2023-11-13T01:33:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629234,92.9862023653088,49.50980392156863,1610612756,22,27,2023-11-13T01:33:56Z,1350000,False,-2.0,13.0,1,right,D. Eubanks tip Layup (4 PTS),[1629234],1610612756.0,PHX,tip,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.36,,,,,,,,,,,,
138,PT01M53.00S,2023-11-13T01:34:15.1Z,1,REGULAR,3pt,Jump Shot,[],1629652,34.11629434954008,40.19607843137255,1610612760,22,27,2023-11-13T01:35:35Z,1360000,False,49.0,268.0,1,left,MISS L. Dort 27' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.26,,,,,,,,,,,,
139,PT01M50.00S,2023-11-13T01:34:18.6Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,22,27,2023-11-13T01:34:18Z,1370000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,138.0,2.0,1.0,1.0,,
140,PT01M48.00S,2023-11-13T01:34:20.2Z,1,REGULAR,turnover,lost ball,[],1631119,,,1610612760,22,27,2023-11-13T01:34:23Z,1380000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631119, 1630692]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,Goodwin,1630692.0,,,,,,
141,PT01M48.00S,2023-11-13T01:34:20.2Z,1,REGULAR,steal,,[],1630692,,,1610612756,22,27,2023-11-13T01:34:21Z,1390000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
142,PT01M32.00S,2023-11-13T01:34:36.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,96.13994743758212,95.34313725490196,1610612756,25,27,2023-11-13T01:34:40Z,1400000,False,227.0,-16.0,1,right,Y. Watanabe 3PT  (3 PTS) (J. Goodwin 1 AST),"[1629139, 1630692]",1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,22.73,J. Goodwin,1630692.0,1.0,,,,,,,,,
145,PT01M17.00S,2023-11-13T01:34:58.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628966,,,1610612760,25,27,2023-11-13T01:35:05Z,1430000,False,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628966, 1628983]",1610612756.0,PHX,shooting,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,201638.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
147,PT01M17.00S,2023-11-13T01:35:15.4Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,25,28,2023-11-13T01:35:15Z,1450000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
148,PT01M17.00S,2023-11-13T01:35:16.5Z,1,REGULAR,substitution,out,[],1631172,,,1610612760,25,28,2023-11-13T01:35:19Z,1460000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M17.00S,2023-11-13T01:35:16.5Z,1,REGULAR,substitution,in,[],202722,,,1610612760,25,28,2023-11-13T01:35:19Z,1470000,False,,,0,,SUB in: D. Bertans,[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M17.00S,2023-11-13T01:35:30.3Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,25,29,2023-11-13T01:35:30Z,1480000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
151,PT01M01.00S,2023-11-13T01:35:47.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,94.56307490144546,49.01960784313725,1610612756,27,29,2023-11-13T01:35:53Z,1490000,False,-5.0,-1.0,1,right,D. Eubanks cutting DUNK (6 PTS) (K. Durant 1 AST),"[1629234, 201142]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.51,K. Durant,201142.0,1.0,,,,,,,,,
154,PT00M48.80S,2023-11-13T01:36:16.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,21.632720105124836,59.068627450980394,1610612760,27,29,2023-11-13T01:36:35Z,1520000,False,-45.0,151.0,1,left,MISS S. Gilgeous-Alexander 15' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,Missed,,15.75,,,,,,,,,,,,
155,PT00M45.40S,2023-11-13T01:36:20.3Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612756,27,29,2023-11-13T01:36:22Z,1530000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:1),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,154.0,2.0,1.0,1.0,,
156,PT00M39.80S,2023-11-13T01:36:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,93.24901445466492,48.03921568627451,1610612756,29,29,2023-11-13T01:44:47Z,1540000,False,-10.0,11.0,1,right,J. Goodwin driving Layup (5 PTS),[1630692],1610612756.0,PHX,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.47,,,,,,,,,,,,
157,PT00M30.00S,2023-11-13T01:36:37.5Z,1,REGULAR,3pt,Jump Shot,[],1630198,29.25427069645204,78.67647058823529,1610612760,29,29,2023-11-13T01:36:45Z,1550000,False,-143.0,222.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.47,,,,,,,,,,,,
158,PT00M30.00S,2023-11-13T01:36:37.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,29,29,2023-11-13T01:36:45Z,1560000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,157.0,3.0,3.0,0.0,,
159,PT00M18.90S,2023-11-13T01:36:48.6Z,1,REGULAR,turnover,bad pass,[],1629234,,,1610612756,29,29,2023-11-13T01:36:53Z,1570000,False,,,0,,D. Eubanks bad pass TURNOVER (1 TO),"[1629234, 1630198]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Joe,1630198.0,,,,,,
160,PT00M18.90S,2023-11-13T01:36:48.6Z,1,REGULAR,steal,,[],1630198,,,1610612760,29,29,2023-11-13T01:36:50Z,1580000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M02.60S,2023-11-13T01:37:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,7.440867279894875,95.58823529411765,1610612760,29,29,2023-11-13T01:37:09Z,1590000,False,-228.0,17.0,1,left,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.86,,,,,,,,,,,,
162,PT00M02.60S,2023-11-13T01:37:04.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,29,29,2023-11-13T01:37:09Z,1600000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,161.0,4.0,4.0,0.0,,
163,PT00M00.00S,2023-11-13T01:37:10.1Z,1,REGULAR,period,end,[],0,,,1610612756,29,29,2023-11-13T01:37:10Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612756,29,29,2023-11-13T01:39:48Z,1620000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,29,29,2023-11-13T01:39:48Z,1630000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612756,29,29,2023-11-13T01:39:48Z,1640000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],1629652,,,1610612756,29,29,2023-11-13T01:39:48Z,1650000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612756,29,29,2023-11-13T01:39:48Z,1660000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612756,29,29,2023-11-13T01:39:48Z,1670000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,out,['startperiod'],202722,,,1610612756,29,29,2023-11-13T01:39:48Z,1680000,False,,,0,,SUB out: D. Bertans,[202722],1610612760.0,OKC,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,in,['startperiod'],203078,,,1610612756,29,29,2023-11-13T01:39:48Z,1690000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612756,29,29,2023-11-13T01:39:48Z,1700000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,in,['startperiod'],1641717,,,1610612756,29,29,2023-11-13T01:39:48Z,1710000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612756,29,29,2023-11-13T01:39:48Z,1720000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-11-13T01:39:20.6Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612756,29,29,2023-11-13T01:39:48Z,1730000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
