actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
172,PT11M44.00S,2024-04-06T02:40:33.1Z,2,REGULAR,turnover,bad pass,[],1629638,,,1610612750,32,20,2024-04-06T02:40:38Z,1720000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1629626]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,1.0,Bol,1629626.0,,,,,,,,,,,,,,,,,
173,PT11M44.00S,2024-04-06T02:40:33.1Z,2,REGULAR,steal,,[],1629626,,,1610612756,32,20,2024-04-06T02:40:35Z,1730000,False,,,0,,B. Bol STEAL (1 STL),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
174,PT11M31.00S,2024-04-06T02:40:46.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203078,23.209592641261498,40.68627450980392,1610612756,34,20,2024-04-06T02:40:50Z,1740000,False,47.0,166.0,1,left,B. Beal 17' pullup Jump Shot (11 PTS) (J. Nurkic 3 AST),"[203078, 203994]",1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,11.0,17.21,,,,,J. Nurkic,203994.0,3.0,,
176,PT11M12.00S,2024-04-06T02:41:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629162,66.04796320630749,46.07843137254902,1610612750,34,20,2024-04-06T02:41:17Z,1760000,False,-20.0,267.0,1,right,MISS J. McLaughlin 26' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,26.73,,,,,,,,,
177,PT11M10.00S,2024-04-06T02:41:07.5Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,34,20,2024-04-06T02:41:07Z,1770000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,
178,PT10M52.00S,2024-04-06T02:41:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,9.280551905387648,49.754901960784316,1610612756,34,20,2024-04-06T02:41:34Z,1780000,False,1.0,35.0,1,left,MISS J. Nurkic Layup,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.47,,,,,,,,,
180,PT10M49.00S,2024-04-06T02:41:28.1Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,34,20,2024-04-06T02:41:34Z,1800000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,
181,PT10M44.00S,2024-04-06T02:41:33.4Z,2,REGULAR,3pt,Jump Shot,[],1629162,96.27135348226018,98.0392156862745,1610612750,34,20,2024-04-06T02:41:40Z,1810000,False,240.0,-17.0,1,right,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,24.08,,,,,,,,,
182,PT10M39.00S,2024-04-06T02:41:38.4Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,34,20,2024-04-06T02:41:40Z,1820000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,181.0,1.0,1.0,0.0,,,,,
183,PT10M36.00S,2024-04-06T02:41:42.7Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612756,34,20,2024-04-06T02:42:00Z,1830000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1629638, 203994]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,1627961.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,
185,PT10M36.00S,2024-04-06T02:42:20.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203994,,,1610612756,34,20,2024-04-06T02:42:42Z,1850000,False,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
186,PT10M36.00S,2024-04-06T02:42:20.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,34,20,2024-04-06T02:42:42Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,,,
187,PT10M36.00S,2024-04-06T02:42:20.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203994,,,1610612756,34,20,2024-04-06T02:42:42Z,1870000,False,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
188,PT10M33.00S,2024-04-06T02:42:23.8Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,34,20,2024-04-06T02:42:42Z,1880000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,
189,PT10M25.00S,2024-04-06T02:42:50.5Z,2,REGULAR,foul,personal,[],1629626,,,1610612750,34,20,2024-04-06T02:42:57Z,1890000,False,,,0,,B. Bol personal FOUL (1 PF),"[1629626, 203497]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Right Center,,,,1627961.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,
191,PT10M17.00S,2024-04-06T02:43:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,90.88370565045992,50.73529411764706,1610612750,34,20,2024-04-06T02:43:17Z,1910000,False,4.0,33.0,1,right,MISS K. Anderson driving Layup,[203937],1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.34,,,,,,,,,
192,PT10M15.00S,2024-04-06T02:43:14.8Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,34,20,2024-04-06T02:48:57Z,1920000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,191.0,2.0,2.0,0.0,,,,,
193,PT10M12.00S,2024-04-06T02:43:18.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,21.23850197109067,4.166666666666666,1610612756,34,20,2024-04-06T02:43:28Z,1930000,False,229.0,147.0,1,left,MISS R. O'Neale 27' running 3PT,[1626220],1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,27.23,,,,,,,,,
194,PT10M06.00S,2024-04-06T02:43:24.5Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,34,20,2024-04-06T02:43:28Z,1940000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,
195,PT10M01.00S,2024-04-06T02:43:31.5Z,2,REGULAR,foul,personal,[],203078,,,1610612750,34,20,2024-04-06T02:43:47Z,1950000,False,,,0,,B. Beal personal FOUL (3 PF),"[203078, 203497]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,,,,1151.0,3.0,0.0,Gobert,203497.0,,,,,,,,,,,,
197,PT10M01.00S,2024-04-06T02:43:53.3Z,2,REGULAR,substitution,out,[],203078,,,1610612750,34,20,2024-04-06T02:43:56Z,1970000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M01.00S,2024-04-06T02:43:53.3Z,2,REGULAR,substitution,in,[],1628960,,,1610612750,34,20,2024-04-06T02:43:56Z,1980000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M46.00S,2024-04-06T02:44:15.6Z,2,REGULAR,3pt,Jump Shot,[],201144,69.46452036793693,26.715686274509803,1610612750,34,20,2024-04-06T02:44:21Z,1990000,False,-116.0,235.0,1,right,MISS M. Conley 26' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.18,,,,,,,,,
200,PT09M42.00S,2024-04-06T02:44:19.6Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,34,20,2024-04-06T02:44:21Z,2000000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,
201,PT09M36.00S,2024-04-06T02:44:27.0Z,2,REGULAR,foul,personal,[],203497,,,1610612756,34,20,2024-04-06T02:44:42Z,2010000,False,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 203994]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,1627961.0,2.0,0.0,Nurkic,203994.0,,,,,,,,,,,,
203,PT09M36.00S,2024-04-06T02:44:36.6Z,2,REGULAR,substitution,out,[],201569,,,1610612756,34,20,2024-04-06T02:44:39Z,2030000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M36.00S,2024-04-06T02:44:36.6Z,2,REGULAR,substitution,in,[],201142,,,1610612756,34,20,2024-04-06T02:44:39Z,2040000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M29.00S,2024-04-06T02:44:57.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,22.421156373193167,91.66666666666666,1610612756,37,20,2024-04-06T02:45:02Z,2050000,False,-208.0,158.0,1,left,G. Allen 26' 3PT  (6 PTS) (K. Durant 3 AST),"[1628960, 201142]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,6.0,26.16,,,,,K. Durant,201142.0,3.0,,
207,PT09M03.00S,2024-04-06T02:45:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,90.22667542706965,47.30392156862745,1610612750,37,20,2024-04-06T02:45:32Z,2070000,False,-13.0,39.0,1,right,MISS M. Conley driving Layup - blocked,"[201144, 1629626]",1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,4.16,,,,,,,,Bol,1629626.0
208,PT09M03.00S,2024-04-06T02:45:24.8Z,2,REGULAR,block,,[],1629626,,,1610612750,37,20,2024-04-06T02:45:27Z,2080000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT09M03.00S,2024-04-06T02:45:24.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,37,20,2024-04-06T02:45:32Z,2090000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,207.0,,,,,,,,
211,PT08M51.00S,2024-04-06T02:45:45.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,7.046649145860711,50.245098039215684,1610612756,37,20,2024-04-06T02:45:50Z,2110000,False,-1.0,14.0,1,left,MISS J. Nurkic Hook,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,1.38,,,,,,,,,
212,PT08M49.00S,2024-04-06T02:45:47.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,37,20,2024-04-06T02:52:12Z,2120000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,211.0,3.0,2.0,1.0,,,,,
213,PT08M46.00S,2024-04-06T02:45:50.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629162,78.79434954007884,4.166666666666666,1610612750,37,20,2024-04-06T02:45:57Z,2130000,False,-229.0,147.0,1,right,MISS J. McLaughlin 27' running 3PT,[1629162],1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.22,,,,,,,,,
214,PT08M42.00S,2024-04-06T02:45:54.1Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,37,20,2024-04-06T02:45:57Z,2140000,False,,,0,,G. Allen REBOUND (Off:0 Def:5),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,213.0,5.0,5.0,0.0,,,,,
215,PT08M19.00S,2024-04-06T02:46:17.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,7.046649145860711,50.245098039215684,1610612756,39,20,2024-04-06T02:46:21Z,2150000,False,-1.0,14.0,1,left,G. Allen turnaround Jump Shot (8 PTS),[1628960],1610612756.0,PHX,turnaround,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,8.0,1.38,,,,,,,,,
216,PT08M07.00S,2024-04-06T02:46:28.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,74.85216819973719,87.74509803921569,1610612750,39,23,2024-04-06T02:46:43Z,2160000,False,189.0,184.0,1,right,N. Alexander-Walker 26' 3PT pullup (6 PTS) (R. Gobert 1 AST),"[1629638, 203497]",1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,6.0,26.35,,,,,R. Gobert,203497.0,1.0,,
218,PT07M57.00S,2024-04-06T02:46:41.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,5.601182654402102,50.73529411764706,1610612756,41,23,2024-04-06T02:47:04Z,2180000,False,-4.0,0.0,1,left,K. Durant driving DUNK (11 PTS) (J. Nurkic 4 AST),"[201142, 203994]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,11.0,0.37,,,,,J. Nurkic,203994.0,4.0,,
220,PT07M56.00S,2024-04-06T02:46:46.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,41,23,2024-04-06T02:46:46Z,2200000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M56.00S,2024-04-06T02:49:03.1Z,2,REGULAR,substitution,out,[],203937,,,1610612750,41,23,2024-04-06T02:49:52Z,2210000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M56.00S,2024-04-06T02:49:03.1Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,41,23,2024-04-06T02:49:52Z,2220000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M56.00S,2024-04-06T02:49:03.1Z,2,REGULAR,substitution,out,[],203497,,,1610612750,41,23,2024-04-06T02:49:52Z,2230000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M56.00S,2024-04-06T02:49:03.1Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,41,23,2024-04-06T02:49:52Z,2240000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M56.00S,2024-04-06T02:49:03.1Z,2,REGULAR,substitution,in,[],1629675,,,1610612750,41,23,2024-04-06T02:49:52Z,2250000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M56.00S,2024-04-06T02:49:03.1Z,2,REGULAR,substitution,in,[],1628420,,,1610612750,41,23,2024-04-06T02:49:52Z,2260000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M42.00S,2024-04-06T02:50:03.7Z,2,REGULAR,3pt,Jump Shot,[],1629638,99.55650459921156,97.05882352941177,1610612750,41,26,2024-04-06T02:50:08Z,2270000,False,235.0,-48.0,1,right,N. Alexander-Walker 24' 3PT  (9 PTS) (M. Conley 1 AST),"[1629638, 201144]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,9.0,24.02,,,,,M. Conley,201144.0,1.0,,
229,PT07M24.00S,2024-04-06T02:50:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,11.777266754270697,46.568627450980394,1610612756,41,26,2024-04-06T02:54:06Z,2290000,False,17.0,58.0,1,left,MISS G. Allen 6' driving Layup - blocked,"[1628960, 1629675]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,6.07,,,,,,,,Reid,1629675.0
230,PT07M24.00S,2024-04-06T02:50:22.9Z,2,REGULAR,block,,[],1629675,,,1610612756,41,26,2024-04-06T02:50:25Z,2300000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT07M22.00S,2024-04-06T02:50:24.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,41,26,2024-04-06T02:54:06Z,2310000,False,,,0,,N. Reid REBOUND (Off:0 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,229.0,5.0,5.0,0.0,,,,,
232,PT07M06.00S,2024-04-06T02:50:39.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.80354796320631,50.245098039215684,1610612750,41,26,2024-04-06T02:50:54Z,2320000,False,1.0,25.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.45,,,,,,,,,
233,PT07M04.00S,2024-04-06T02:50:41.8Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,41,26,2024-04-06T02:50:54Z,2330000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,232.0,3.0,3.0,0.0,,,,,
234,PT06M52.00S,2024-04-06T02:50:55.3Z,2,REGULAR,2pt,Jump Shot,[],1628960,4.28712220762155,23.52941176470588,1610612756,41,26,2024-04-06T02:55:16Z,2340000,False,132.0,-12.0,1,left,MISS G. Allen 13' driving floating Shot - blocked,"[1628960, 1628420]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,13.3,,,,,,,,Morris,1628420.0
235,PT06M52.00S,2024-04-06T02:50:55.3Z,2,REGULAR,block,,[],1628420,,,1610612756,41,26,2024-04-06T02:50:58Z,2350000,False,,,0,,M. Morris BLOCK (1 BLK),[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
236,PT06M50.00S,2024-04-06T02:50:57.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,41,26,2024-04-06T02:55:16Z,2360000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,234.0,1.0,1.0,0.0,,,,,
237,PT06M43.00S,2024-04-06T02:51:02.8Z,2,REGULAR,turnover,out-of-bounds,[],1630183,,,1610612750,41,26,2024-04-06T02:51:12Z,2370000,False,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (1 TO),[1630183],1610612750.0,MIN,bad pass,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,1.0,,,101284.0,,,,,,,,,,,,,,,,
238,PT06M25.00S,2024-04-06T02:51:27.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629626,19.398817345597898,54.65686274509803,1610612756,41,26,2024-04-06T02:51:32Z,2380000,False,-23.0,130.0,1,left,MISS B. Bol 13' driving floating Shot,[1629626],1610612756.0,PHX,driving floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,13.19,,,,,,,,,
239,PT06M21.00S,2024-04-06T02:51:31.8Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,41,26,2024-04-06T02:51:32Z,2390000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,238.0,2.0,2.0,0.0,,,,,
240,PT06M18.00S,2024-04-06T02:51:35.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,92.06636005256242,50.245098039215684,1610612750,41,26,2024-04-06T02:51:39Z,2400000,False,1.0,22.0,1,right,MISS N. Alexander-Walker running Layup,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.21,,,,,,,,,
241,PT06M16.00S,2024-04-06T02:51:37.0Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,41,26,2024-04-06T02:51:39Z,2410000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,240.0,1.0,1.0,0.0,,,,,
242,PT06M13.00S,2024-04-06T02:51:40.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629626,6.521024967148489,48.529411764705884,1610612756,43,26,2024-04-06T02:51:51Z,2420000,False,7.0,9.0,1,left,B. Bol cutting DUNK (2 PTS) (K. Durant 4 AST),"[1629626, 201142]",1610612756.0,PHX,cutting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,1.15,,,,,K. Durant,201142.0,4.0,,
244,PT05M56.00S,2024-04-06T02:51:58.8Z,2,REGULAR,turnover,traveling,[],1629675,,,1610612750,43,26,2024-04-06T02:52:03Z,2440000,False,,,0,,N. Reid traveling TURNOVER (2 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,1151.0,,,,,,,,,,,,,,,,
245,PT05M56.00S,2024-04-06T02:52:02.6Z,2,REGULAR,substitution,out,[],1626220,,,1610612756,43,26,2024-04-06T02:52:15Z,2450000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M56.00S,2024-04-06T02:52:02.6Z,2,REGULAR,substitution,out,[],201144,,,1610612756,43,26,2024-04-06T02:52:15Z,2460000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M56.00S,2024-04-06T02:52:02.6Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,43,26,2024-04-06T02:52:15Z,2470000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M56.00S,2024-04-06T02:52:02.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612756,43,26,2024-04-06T02:52:15Z,2480000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M46.00S,2024-04-06T02:52:32.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,9.411957950065702,60.29411764705882,1610612756,43,26,2024-04-06T02:52:39Z,2490000,False,-51.0,36.0,1,left,MISS K. Durant 6' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,6.28,,,,,,,,,
250,PT05M42.00S,2024-04-06T02:52:36.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,43,26,2024-04-06T02:52:39Z,2500000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,249.0,3.0,3.0,0.0,,,,,
251,PT05M37.00S,2024-04-06T02:52:40.6Z,2,REGULAR,3pt,Jump Shot,[],1630162,68.9388961892247,26.225490196078432,1610612750,43,29,2024-04-06T02:52:47Z,2510000,False,-119.0,239.0,1,right,A. Edwards 26' 3PT  (11 PTS) (N. Alexander-Walker 1 AST),"[1630162, 1629638]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,11.0,26.74,,,,,N. Alexander-Walker,1629638.0,1.0,,
253,PT05M35.00S,2024-04-06T02:52:45.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,43,29,2024-04-06T02:52:45Z,2530000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M35.00S,2024-04-06T02:55:03.7Z,2,REGULAR,substitution,out,[],203994,,,1610612756,43,29,2024-04-06T02:55:29Z,2540000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
