actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-09T02:10:14.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-09T02:10:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-09T02:10:18.1Z,1,REGULAR,jumpball,recovered,[],1629006,,,1610612756,0,0,2023-12-09T02:10:18Z,40000,False,,,0,,Jump Ball E. Gordon vs. D. Sabonis: Tip to J. Okogie,"[1629006, 201569, 1627734]",1610612756.0,PHX,startperiod,J. Okogie,1629006.0,Okogie,J. Okogie,Gordon,201569.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-12-09T02:10:34.7Z,1,REGULAR,foul,personal,[],1628989,,,1610612756,0,0,2023-12-09T02:10:51Z,70000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 203994]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,2002.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-12-09T02:10:54.5Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,0,0,2023-12-09T02:11:01Z,90000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,202049.0,,,,,1.0,,,,,,,,,,,,,,
10,PT11M27.00S,2023-12-09T02:11:12.6Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,0,0,2023-12-09T02:11:29Z,100000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (1 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,1627541.0,,,,,1.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-12-09T02:11:30.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201569,70.12155059132719,75.98039215686273,1610612756,3,0,2023-12-09T02:11:35Z,110000,False,130.0,228.0,1,right,E. Gordon 26' 3PT  (3 PTS) (D. Booker 1 AST),"[201569, 1626164]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,26.28,Made,3.0,D. Booker,1626164.0,1.0,,,,,,,,
13,PT11M05.00S,2023-12-09T02:11:41.3Z,1,REGULAR,2pt,Jump Shot,[],1628368,13.222733245729303,72.54901960784314,1610612758,3,0,2023-12-09T02:11:47Z,130000,False,-113.0,72.0,1,left,MISS D. Fox 13' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,13.36,Missed,,,,,,,,,,,,
14,PT11M03.00S,2023-12-09T02:11:43.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,3,0,2023-12-09T02:11:47Z,140000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,
15,PT10M54.00S,2023-12-09T02:11:53.7Z,1,REGULAR,3pt,Jump Shot,[],1628966,94.43166885676742,3.9215686274509802,1610612756,6,0,2023-12-09T02:12:01Z,150000,False,-230.0,0.0,1,right,K. Bates-Diop 3PT  (3 PTS) (J. Nurkic 1 AST),"[1628966, 203994]",1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,,,,,,,23.04,Made,3.0,J. Nurkic,203994.0,1.0,,,,,,,,
17,PT10M32.00S,2023-12-09T02:12:17.2Z,1,REGULAR,foul,personal,[],1629006,,,1610612758,6,0,2023-12-09T02:12:24Z,170000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1627734]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Left,202049.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,
