actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-04T02:13:55.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-04T02:13:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-04-04T02:13:57.5Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2024-04-04T02:13:57Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Nurkic: Tip to E. Mobley,"[1630596, 1628386, 203994]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-04-04T02:14:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.065045992115635,59.55882352941176,1610612739,0,0,2024-04-04T02:14:44Z,70000,False,-48.0,258.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-04-04T02:14:13.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,0,0,2024-04-04T02:14:14Z,80000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2024-04-04T02:14:28.6Z,1,REGULAR,3pt,Jump Shot,[],1626220,66.5735873850197,38.970588235294116,1610612756,3,0,2024-04-04T02:14:34Z,90000,False,-55.0,262.0,1,right,R. O'Neale 26' 3PT  (3 PTS) (K. Durant 1 AST),"[1626220, 201142]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,26.74,Made,,,,,3.0,K. Durant,201142.0,1.0,,,,,,,,,,
11,PT11M12.00S,2024-04-04T02:14:42.1Z,1,REGULAR,3pt,Jump Shot,[],1630596,31.488173455978973,37.00980392156863,1610612739,3,3,2024-04-04T02:14:49Z,110000,False,65.0,243.0,1,left,E. Mobley 25' 3PT  (3 PTS) (J. Allen 1 AST),"[1630596, 1628386]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,25.2,Made,,,,,3.0,J. Allen,1628386.0,1.0,,,,,,,,,,
13,PT10M53.00S,2024-04-04T02:15:00.9Z,1,REGULAR,2pt,Jump Shot,[],201142,77.34888304862024,50.245098039215684,1610612756,5,3,2024-04-04T02:15:05Z,130000,False,1.0,160.0,1,right,K. Durant 16' Jump Shot (2 PTS) (J. Nurkic 1 AST),"[201142, 203994]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,16.04,Made,,,,,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,
15,PT10M36.00S,2024-04-04T02:15:18.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.732588699080158,43.38235294117647,1610612739,5,5,2024-04-04T02:15:22Z,150000,False,33.0,1.0,1,left,J. Allen alley-oop DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,
17,PT10M22.00S,2024-04-04T02:15:34.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,84.05059132720105,41.17647058823529,1610612756,5,5,2024-04-04T02:15:41Z,170000,False,-44.0,97.0,1,right,MISS K. Durant 10' step back Shot,[201142],1610612756.0,PHX,step back,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,10.69,Missed,,,,,,,,,,,,,,,,,,
18,PT10M20.00S,2024-04-04T02:15:36.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,5,5,2024-04-04T02:15:41Z,180000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
