actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M35.00S,2024-01-01T01:12:27.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,2,4,2024-01-01T01:12:28Z,170000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,,,16.0,,,,,1.0,1.0,0.0,,,,,,,,
18,PT10M23.00S,2024-01-01T01:12:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,90.62089356110381,35.049019607843135,1610612756,4,4,2024-01-01T01:12:43Z,180000,False,-75.0,36.0,1,right,K. Durant 8' turnaround fadeaway Jump Shot (4 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,8.29,Made,,,,4.0,,,,,,,,,,,,,,
19,PT10M16.00S,2024-01-01T01:12:46.9Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,4,4,2024-01-01T01:13:20Z,190000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 201142]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Durant,201142.0,,,,,
20,PT10M16.00S,2024-01-01T01:12:46.9Z,1,REGULAR,steal,,[],201142,,,1610612756,4,4,2024-01-01T01:12:49Z,200000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2024-01-01T01:12:52.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,94.1688567674113,2.696078431372549,1610612756,4,4,2024-01-01T01:13:45Z,210000,False,-237.0,2.0,1,right,MISS G. Allen running 3PT,[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
22,PT10M06.00S,2024-01-01T01:12:55.9Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,4,4,2024-01-01T01:12:55Z,220000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,21.0,,,,,2.0,2.0,0.0,,,,,,,,
23,PT09M56.00S,2024-01-01T01:13:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,10.5946123521682,52.94117647058824,1610612753,4,4,2024-01-01T01:13:12Z,230000,False,-15.0,47.0,1,left,MISS F. Wagner driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,,
24,PT09M53.00S,2024-01-01T01:13:10.4Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,4,4,2024-01-01T01:13:10Z,240000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,23.0,,,,,1.0,0.0,1.0,,,,,,,,
25,PT09M52.00S,2024-01-01T01:13:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,7.440867279894875,47.30392156862745,1610612753,4,6,2024-01-01T01:13:17Z,250000,False,13.0,17.0,1,left,G. Bitadze putback Layup (2 PTS),[1629048],1610612753.0,ORL,putback,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.2,Made,,,,2.0,,,,,,,,,,,,,,
26,PT09M42.00S,2024-01-01T01:13:20.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,73.14388961892247,17.15686274509804,1610612756,7,6,2024-01-01T01:13:25Z,260000,False,-164.0,200.0,1,right,D. Booker 25' 3PT pullup (3 PTS) (B. Beal 1 AST),"[1626164, 203078]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.87,Made,,,,3.0,B. Beal,203078.0,1.0,,,,,,,,,,,
28,PT09M21.00S,2024-01-01T01:13:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,10.068988173455978,50.98039215686274,1610612753,7,8,2024-01-01T01:14:46Z,280000,False,-5.0,42.0,1,left,P. Banchero driving Layup (6 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.24,Made,,,,6.0,,,,,,,,,,,,,,
29,PT09M21.00S,2024-01-01T01:13:45.2Z,1,REGULAR,foul,personal,['1freethrow'],201142,,,1610612753,7,8,2024-01-01T01:14:07Z,290000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Banchero 1 FT),"[201142, 1631094]",1610612756.0,PHX,shooting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Banchero,1631094.0
31,PT09M21.00S,2024-01-01T01:14:11.6Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,7,9,2024-01-01T01:14:11Z,310000,False,,,0,,P. Banchero Free Throw 1 of 1 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,7.0,,,,,,,,,,,,,,
32,PT09M12.00S,2024-01-01T01:14:23.6Z,1,REGULAR,2pt,Jump Shot,[],203078,81.2910643889619,29.901960784313726,1610612756,9,9,2024-01-01T01:14:26Z,320000,False,-100.0,123.0,1,right,B. Beal 15' pullup Jump Shot (2 PTS),[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,15.91,Made,,,,2.0,,,,,,,,,,,,,,
33,PT08M56.00S,2024-01-01T01:14:39.9Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,9,9,2024-01-01T01:14:43Z,330000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 201142]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Durant,201142.0,,,,,
34,PT08M56.00S,2024-01-01T01:14:39.9Z,1,REGULAR,steal,,[],201142,,,1610612756,9,9,2024-01-01T01:14:42Z,340000,False,,,0,,K. Durant STEAL (2 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
35,PT08M36.00S,2024-01-01T01:15:00.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,89.17542706964521,44.85294117647059,1610612756,11,9,2024-01-01T01:16:26Z,350000,False,-26.0,49.0,1,right,J. Nurkic driving Hook (2 PTS),[203994],1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,2.0,,,,,,,,,,,,,,
36,PT08M21.00S,2024-01-01T01:15:14.5Z,1,REGULAR,turnover,bad pass,[],1631094,,,1610612753,11,9,2024-01-01T01:15:20Z,360000,False,,,0,,P. Banchero bad pass TURNOVER (2 TO),"[1631094, 1628960]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Allen,1628960.0,,,,,
37,PT08M21.00S,2024-01-01T01:15:14.5Z,1,REGULAR,steal,,[],1628960,,,1610612756,11,9,2024-01-01T01:15:16Z,370000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
38,PT08M18.00S,2024-01-01T01:15:17.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,92.19776609724047,50.0,1610612756,11,9,2024-01-01T01:15:26Z,380000,False,0.0,21.0,1,right,MISS G. Allen running DUNK - blocked,"[1628960, 1630591]",1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.08,Missed,Suggs,1630591.0,,,,,,,,,,,,,,,,
48,PT08M18.00S,2024-01-01T01:15:17.8Z,1,REGULAR,block,,[],1630591,,,1610612756,11,9,2024-01-01T01:18:08Z,385000,False,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT08M15.00S,2024-01-01T01:15:20.8Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,11,9,2024-01-01T01:15:20Z,390000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,38.0,,,,,1.0,1.0,0.0,,,,,,,,
40,PT08M13.00S,2024-01-01T01:15:22.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631094,25.443495400788436,82.35294117647058,1610612753,11,9,2024-01-01T01:18:46Z,400000,False,-162.0,187.0,1,left,MISS P. Banchero 24' running pullup 3PT,[1631094],1610612753.0,ORL,running pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,24.71,Missed,,,,,,,,,,,,,,,,,,
41,PT08M09.00S,2024-01-01T01:15:26.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,11,9,2024-01-01T01:15:31Z,410000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,40.0,,,,,1.0,1.0,0.0,,,,,,,,
42,PT08M03.00S,2024-01-01T01:15:32.0Z,1,REGULAR,3pt,Jump Shot,[],203078,67.27578843626807,57.62101715686274,1610612756,14,9,2024-01-01T01:15:37Z,420000,False,38.0,255.0,1,right,B. Beal 25' 3PT  (5 PTS) (D. Booker 1 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,25.79,Made,,,,5.0,D. Booker,1626164.0,1.0,,,,,,,,,,,
44,PT07M42.00S,2024-01-01T01:15:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.492115637319317,49.26470588235294,1610612753,14,9,2024-01-01T01:15:57Z,440000,False,4.0,27.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
45,PT07M40.00S,2024-01-01T01:15:56.3Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,14,9,2024-01-01T01:15:57Z,450000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,44.0,,,,,1.0,1.0,0.0,,,,,,,,
46,PT07M36.00S,2024-01-01T01:15:59.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203078,80.23981603153744,68.38235294117648,1610612756,16,9,2024-01-01T01:19:40Z,460000,False,92.0,133.0,1,right,B. Beal 16' running pullup Jump Shot (7 PTS),[203078],1610612756.0,PHX,running pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,16.18,Made,,,,7.0,,,,,,,,,,,,,,
47,PT07M35.00S,2024-01-01T01:16:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,16,9,2024-01-01T01:16:04Z,470000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M29.00S,2024-01-01T01:19:11.6Z,1,REGULAR,turnover,out-of-bounds,[],1641710,,,1610612753,16,9,2024-01-01T01:19:19Z,480000,False,,,0,,A. Black step out-of-bounds TURNOVER (1 TO),[1641710],1610612753.0,ORL,step,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,1155.0,,,,
50,PT07M12.00S,2024-01-01T01:19:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,93.11760840998686,45.09803921568628,1610612756,18,9,2024-01-01T01:19:40Z,490000,False,-25.0,12.0,1,right,G. Allen driving Layup (2 PTS) (K. Durant 1 AST),"[1628960, 201142]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,2.74,Made,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,,,,
52,PT06M52.00S,2024-01-01T01:19:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,10.463206307490145,51.71568627450981,1610612753,18,9,2024-01-01T01:20:00Z,510000,False,-9.0,46.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,,,,,,
53,PT06M51.00S,2024-01-01T01:19:57.7Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,18,9,2024-01-01T01:19:57Z,520000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:0),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,52.0,,,,,2.0,0.0,2.0,,,,,,,,
54,PT06M50.00S,2024-01-01T01:19:58.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,6.389618922470433,49.754901960784316,1610612753,18,11,2024-01-01T01:20:03Z,530000,False,1.0,8.0,1,left,G. Bitadze putback Layup (4 PTS),[1629048],1610612753.0,ORL,putback,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.77,Made,,,,4.0,,,,,,,,,,,,,,
55,PT06M39.00S,2024-01-01T01:20:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612756,18,11,2024-01-01T01:20:17Z,540000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Booker 2 FT),"[1630591, 1626164]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Booker,1626164.0
57,PT06M39.00S,2024-01-01T01:20:36.0Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,19,11,2024-01-01T01:21:01Z,560000,False,,,0,,D. Booker Free Throw 1 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
58,PT06M39.00S,2024-01-01T01:20:39.8Z,1,REGULAR,substitution,out,[],1630532,,,1610612756,19,11,2024-01-01T01:20:45Z,570000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M39.00S,2024-01-01T01:20:39.8Z,1,REGULAR,substitution,in,[],203914,,,1610612756,19,11,2024-01-01T01:20:45Z,580000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M39.00S,2024-01-01T01:20:36.0Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,19,11,2024-01-01T01:21:01Z,590000,False,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
61,PT06M37.00S,2024-01-01T01:20:38.0Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,19,11,2024-01-01T01:21:01Z,600000,False,,,0,,G. Bitadze REBOUND (Off:2 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,60.0,,,,,3.0,1.0,2.0,,,,,,,,
62,PT06M19.00S,2024-01-01T01:21:18.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,27.414586070959263,13.23529411764706,1610612753,19,11,2024-01-01T01:21:23Z,610000,False,184.0,205.0,1,left,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,27.55,Missed,,,,,,,,,,,,,,,,,,
63,PT06M16.00S,2024-01-01T01:21:21.4Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,19,11,2024-01-01T01:21:23Z,620000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,62.0,,,,,4.0,1.0,3.0,,,,,,,,
64,PT06M13.00S,2024-01-01T01:21:24.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,5.863994743758213,50.49019607843137,1610612753,19,13,2024-01-01T01:21:51Z,630000,False,-2.0,3.0,1,left,P. Banchero driving DUNK (9 PTS) (G. Bitadze 1 AST),"[1631094, 1629048]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.36,Made,,,,9.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,
66,PT05M45.00S,2024-01-01T01:21:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,92.72339027595268,49.50980392156863,1610612756,19,13,2024-01-01T01:21:56Z,650000,False,-2.0,16.0,1,right,MISS K. Durant driving Layup,[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
67,PT05M43.00S,2024-01-01T01:21:55.2Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,19,13,2024-01-01T01:21:56Z,660000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,66.0,,,,,2.0,1.0,1.0,,,,,,,,
68,PT05M42.00S,2024-01-01T01:21:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.30026281208936,50.0,1610612756,21,13,2024-01-01T01:21:59Z,670000,False,0.0,1.0,1,right,J. Nurkic putback Layup (4 PTS),[203994],1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,0.11,Made,,,,4.0,,,,,,,,,,,,,,
69,PT05M19.00S,2024-01-01T01:22:18.5Z,1,REGULAR,2pt,Jump Shot,[],1631094,10.85742444152431,76.9607843137255,1610612753,21,13,2024-01-01T01:22:23Z,680000,False,-135.0,50.0,1,left,MISS P. Banchero 14' turnaround fadeaway Shot,[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,14.36,Missed,,,,,,,,,,,,,,,,,,
70,PT05M16.00S,2024-01-01T01:22:21.5Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,21,13,2024-01-01T01:22:23Z,690000,False,,,0,,G. Bitadze REBOUND (Off:4 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,,,,,69.0,,,,,5.0,1.0,4.0,,,,,,,,
71,PT05M09.00S,2024-01-01T01:22:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631094,8.229303547963205,41.17647058823529,1610612753,21,15,2024-01-01T01:22:33Z,700000,False,44.0,25.0,1,left,P. Banchero cutting Layup (11 PTS) (G. Harris 1 AST),"[1631094, 203914]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,11.0,G. Harris,203914.0,1.0,,,,,,,,,,,
73,PT04M50.00S,2024-01-01T01:22:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.24901445466492,52.450980392156865,1610612756,23,15,2024-01-01T01:22:50Z,720000,False,12.0,11.0,1,right,B. Beal driving Layup (9 PTS),[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.65,Made,,,,9.0,,,,,,,,,,,,,,
74,PT04M25.00S,2024-01-01T01:23:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,10.33180026281209,39.950980392156865,1610612753,23,17,2024-01-01T01:23:22Z,730000,False,50.0,45.0,1,left,G. Harris 6' driving finger roll Layup (2 PTS) (J. Suggs 2 AST),"[203914, 1630591]",1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,2.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,
76,PT04M25.00S,2024-01-01T01:23:17.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,23,17,2024-01-01T01:23:17Z,750000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M25.00S,2024-01-01T01:25:52.2Z,1,REGULAR,substitution,out,[],203078,,,1610612756,23,17,2024-01-01T01:26:17Z,760000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M25.00S,2024-01-01T01:25:52.2Z,1,REGULAR,substitution,in,[],201569,,,1610612756,23,17,2024-01-01T01:26:17Z,770000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M09.00S,2024-01-01T01:26:25.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.5473061760841,54.166666666666664,1610612756,23,17,2024-01-01T01:26:29Z,780000,False,21.0,74.0,1,right,MISS K. Durant 7' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,,,,,,,,,,,,
