actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-25T20:40:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-25T20:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-25T20:40:55.7Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2024-02-25T20:40:55Z,40000,False,,,0,,Jump Ball J. Nurkic vs. A. Davis: Tip to D. Booker,"[1626164, 203994, 203076]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Nurkic,203994.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-02-25T20:41:05.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,8.590670170827863,55.14705882352941,1610612756,2,0,2024-02-25T20:41:12Z,70000,False,-26.0,28.0,1,left,G. Allen driving Layup (2 PTS) (D. Booker 1 AST),"[1628960, 1626164]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,3.82,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2024-02-25T20:41:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,94.26741130091985,41.91176470588235,1610612747,2,0,2024-02-25T20:42:07Z,90000,False,-40.0,1.0,1,right,MISS R. Hachimura driving Layup - blocked,"[1629060, 1628960]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,4.04,Missed,,,,,Allen,1628960.0,,,,,,,,,,,,
10,PT11M20.00S,2024-02-25T20:41:31.1Z,1,REGULAR,block,,[],1628960,,,1610612747,2,0,2024-02-25T20:41:34Z,100000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2024-02-25T20:41:34.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,2,0,2024-02-25T20:41:38Z,110000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
12,PT11M06.00S,2024-02-25T20:41:45.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,5.962549277266746,21.568627450980387,1610612756,2,0,2024-02-25T20:41:51Z,120000,False,142.0,4.0,1,left,MISS D. Booker 14' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,14.22,Missed,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2024-02-25T20:41:48.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,0,2024-02-25T20:41:51Z,130000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT10M54.00S,2024-02-25T20:41:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629060,89.14257555847568,96.32352941176471,1610612747,2,3,2024-02-25T20:42:03Z,140000,False,232.0,50.0,1,right,R. Hachimura 3PT  (3 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,23.69,Made,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
16,PT10M35.00S,2024-02-25T20:42:15.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,18.183311432325894,49.754901960784316,1610612756,2,3,2024-02-25T20:42:47Z,160000,False,1.0,118.0,1,left,MISS J. Nurkic 11' floating Shot,[203994],1610612756.0,PHX,floating,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,11.84,Missed,,,,,,,,,,,,,,,,,,
