actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
168,PT00M07.20S,2023-12-14T02:38:58.6Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612756,22,28,2023-12-14T02:39:02Z,1650000,False,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1628969]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Bridges,1628969.0
169,PT00M07.20S,2023-12-14T02:38:58.6Z,1,REGULAR,steal,,[],1628969,,,1610612751,22,28,2023-12-14T02:39:00Z,1660000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT00M01.80S,2023-12-14T02:39:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,88.64980289093299,3.1862745098039214,1610612751,22,31,2023-12-14T02:39:08Z,1670000,False,-234.0,54.0,1,right,R. O'Neale 24' 3PT  (3 PTS) (M. Bridges 1 AST),"[1626220, 1628969]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,24.03,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,
172,PT00M00.00S,2023-12-14T02:39:12.8Z,1,REGULAR,period,end,[],0,,,1610612756,22,31,2023-12-14T02:39:12Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-12-14T02:41:33.4Z,2,REGULAR,substitution,out,['startperiod'],1629139,,,1610612756,22,31,2023-12-14T02:42:02Z,1700000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-12-14T02:41:33.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,22,31,2023-12-14T02:42:02Z,1710000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-12-14T02:41:33.4Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612756,22,31,2023-12-14T02:42:02Z,1720000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-12-14T02:41:33.4Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612756,22,31,2023-12-14T02:42:02Z,1730000,False,,,0,,SUB in: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-12-14T02:41:33.4Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,22,31,2023-12-14T02:42:02Z,1740000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-12-14T02:41:33.4Z,2,REGULAR,substitution,in,['startperiod'],1630560,,,1610612756,22,31,2023-12-14T02:42:02Z,1750000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-12-14T02:42:00.4Z,2,REGULAR,period,start,[],0,,,1610612751,22,31,2023-12-14T02:42:03Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M50.00S,2023-12-14T02:42:09.8Z,2,REGULAR,3pt,Jump Shot,[],1629661,67.49342969776609,64.95098039215686,1610612751,22,34,2023-12-14T02:42:14Z,1770000,False,75.0,253.0,1,right,C. Johnson 26' 3PT  (9 PTS) (D. Finney-Smith 1 AST),"[1629661, 1627827]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,26.39,Made,,,,,9.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,
182,PT11M23.00S,2023-12-14T02:42:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.652431011826544,50.245098039215684,1610612756,22,34,2023-12-14T02:42:46Z,1790000,False,-1.0,10.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,1.01,Missed,,,,,,,,,,,,,,,,
183,PT11M17.00S,2023-12-14T02:42:42.6Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,22,34,2023-12-14T02:42:46Z,1800000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,
184,PT11M13.00S,2023-12-14T02:42:46.7Z,2,REGULAR,3pt,Jump Shot,[],1629661,91.93495400788436,2.696078431372549,1610612751,22,37,2023-12-14T02:43:04Z,1810000,False,-237.0,23.0,1,right,C. Johnson 3PT  (12 PTS) (C. Thomas 1 AST),"[1629661, 1630560]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,23.76,Made,,,,,12.0,C. Thomas,1630560.0,1.0,,,,,,,,
186,PT10M55.00S,2023-12-14T02:43:03.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,15.588042049934298,45.83333333333333,1610612756,22,37,2023-12-14T02:47:24Z,1830000,False,21.0,94.0,1,left,MISS B. Beal 9' step back Shot - blocked,"[203078, 1629661]",1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,9.63,Missed,,,,,,,,,,,,,Johnson,1629661.0,,
187,PT10M55.00S,2023-12-14T02:43:03.7Z,2,REGULAR,block,,[],1629661,,,1610612756,22,37,2023-12-14T02:43:06Z,1840000,False,,,0,,C. Johnson BLOCK (2 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
188,PT10M55.00S,2023-12-14T02:43:03.7Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612751,22,37,2023-12-14T02:43:13Z,1850000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Center,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,
191,PT10M55.00S,2023-12-14T02:43:14.9Z,2,REGULAR,foul,personal,[],203078,,,1610612751,22,37,2023-12-14T02:43:17Z,1880000,False,,,0,,B. Beal personal FOUL (1 PF),"[203078, 1630570]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,1146.0,,,,,,,,,,,,1.0,0.0,Watford,1630570.0,,,,
193,PT10M38.00S,2023-12-14T02:43:42.3Z,2,REGULAR,turnover,traveling,[],1630560,,,1610612751,22,37,2023-12-14T02:43:46Z,1900000,False,,,0,,C. Thomas traveling TURNOVER (1 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,1155.0,1.0,,,,,,,,,,,,,,,,,,
194,PT10M38.00S,2023-12-14T02:43:47.4Z,2,REGULAR,substitution,out,[],1629234,,,1610612756,22,37,2023-12-14T02:43:56Z,1910000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M38.00S,2023-12-14T02:43:47.4Z,2,REGULAR,substitution,in,[],1629642,,,1610612756,22,37,2023-12-14T02:43:56Z,1920000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M22.00S,2023-12-14T02:44:18.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,19.004599211563733,70.09803921568627,1610612756,24,37,2023-12-14T02:49:17Z,1930000,False,-100.0,126.0,1,left,D. Booker 16' step back Jump Shot (3 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,16.12,Made,,,,,3.0,,,,,,,,,,,
197,PT10M11.00S,2023-12-14T02:44:32.1Z,2,REGULAR,foul,offensive,[],1627827,,,1610612751,24,37,2023-12-14T02:44:44Z,1940000,False,,,0,,D. Finney-Smith offensive FOUL (2 PF),"[1627827, 1630692]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,1627963.0,,,,,,,,,,,,2.0,0.0,Goodwin,1630692.0,,,,
199,PT10M11.00S,2023-12-14T02:44:32.1Z,2,REGULAR,turnover,offensive foul,[],1627827,,,1610612751,24,37,2023-12-14T02:44:32Z,1960000,False,,,0,,D. Finney-Smith offensive foul TURNOVER (1 TO),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,1627963.0,1.0,,,,,,,,,,,,,,,,,,
200,PT10M11.00S,2023-12-14T02:44:42.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,24,37,2023-12-14T02:44:56Z,1970000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M11.00S,2023-12-14T02:44:42.5Z,2,REGULAR,substitution,in,[],1629651,,,1610612756,24,37,2023-12-14T02:44:56Z,1980000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M01.00S,2023-12-14T02:45:09.7Z,2,REGULAR,turnover,lost ball,[],1629002,,,1610612756,24,37,2023-12-14T02:45:14Z,1990000,False,,,0,,C. Metu lost ball TURNOVER (1 TO),"[1629002, 1630560]",1610612756.0,PHX,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,,,,,,,,,,,Thomas,1630560.0
203,PT10M01.00S,2023-12-14T02:45:09.7Z,2,REGULAR,steal,,[],1630560,,,1610612751,24,37,2023-12-14T02:45:12Z,2000000,False,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT09M50.00S,2023-12-14T02:45:23.6Z,2,REGULAR,foul,personal,[],1629002,,,1610612751,24,37,2023-12-14T02:45:49Z,2010000,False,,,0,,C. Metu personal FOUL (1 PF),"[1629002, 1630560]",1610612756.0,PHX,,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,1.0,0.0,Thomas,1630560.0,,,,
206,PT09M44.00S,2023-12-14T02:46:04.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,24,37,2023-12-14T02:46:04Z,2030000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M44.00S,2023-12-14T02:48:14.9Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,24,37,2023-12-14T02:48:35Z,2040000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M44.00S,2023-12-14T02:48:14.9Z,2,REGULAR,substitution,in,[],1629661,,,1610612751,24,37,2023-12-14T02:48:35Z,2050000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M39.00S,2023-12-14T02:48:58.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,89.04402102496715,58.82352941176471,1610612751,24,39,2023-12-14T02:51:09Z,2060000,False,44.0,50.0,1,right,T. Watford 6' driving floating Jump Shot (2 PTS),[1630570],1610612751.0,BKN,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,6.7,Made,,,,,2.0,,,,,,,,,,,
210,PT09M09.00S,2023-12-14T02:49:28.5Z,2,REGULAR,2pt,Jump Shot,[],1630692,11.908672798948752,87.99019607843137,1610612756,26,39,2023-12-14T02:51:32Z,2070000,False,-190.0,59.0,1,left,J. Goodwin 19' pullup Jump Shot (2 PTS) (D. Booker 5 AST),"[1630692, 1626164]",1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Left,,,19.91,Made,,,,,2.0,D. Booker,1626164.0,5.0,,,,,,,,
212,PT08M50.00S,2023-12-14T02:49:47.3Z,2,REGULAR,2pt,Jump Shot,[],1630560,86.41590013140605,68.38235294117648,1610612751,26,39,2023-12-14T02:50:00Z,2090000,False,92.0,75.0,1,right,MISS C. Thomas 11' driving bank Shot,[1630560],1610612751.0,BKN,driving bank,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,11.87,Missed,,,,,,,,,,,,,,,,
213,PT08M47.00S,2023-12-14T02:49:50.3Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,26,39,2023-12-14T02:50:00Z,2100000,False,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,
214,PT08M43.00S,2023-12-14T02:49:55.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629642,5.863994743758213,52.20588235294118,1610612756,28,39,2023-12-14T02:52:53Z,2110000,False,-11.0,3.0,1,left,N. Little running DUNK (2 PTS) (D. Booker 6 AST),"[1629642, 1626164]",1610612756.0,PHX,running,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,1.13,Made,,,,,2.0,D. Booker,1626164.0,6.0,,,,,,,,
216,PT08M22.00S,2023-12-14T02:50:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,92.19776609724047,49.754901960784316,1610612751,28,41,2023-12-14T02:50:18Z,2130000,False,-1.0,21.0,1,right,R. O'Neale cutting Layup (5 PTS) (C. Johnson 3 AST),"[1626220, 1629661]",1610612751.0,BKN,cutting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,2.08,Made,,,,,5.0,C. Johnson,1629661.0,3.0,,,,,,,,
218,PT08M15.00S,2023-12-14T02:50:22.6Z,2,REGULAR,3pt,Jump Shot,[],1626164,23.47240473061761,12.5,1610612756,28,41,2023-12-14T02:50:27Z,2150000,False,188.0,168.0,1,left,MISS D. Booker 25' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,25.18,Missed,,,,,,,,,,,,,,,,
219,PT08M12.00S,2023-12-14T02:50:25.6Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,28,41,2023-12-14T02:50:27Z,2160000,False,,,0,,C. Johnson REBOUND (Off:1 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,218.0,4.0,3.0,1.0,,,,,,,,,,,,
220,PT08M02.00S,2023-12-14T02:50:35.5Z,2,REGULAR,3pt,Jump Shot,[],1626220,85.23324572930355,3.431372549019608,1610612751,28,41,2023-12-14T02:50:46Z,2170000,False,-233.0,86.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,24.83,Missed,,,,,,,,,,,,,,,,
221,PT08M00.00S,2023-12-14T02:50:37.5Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,28,41,2023-12-14T02:50:46Z,2180000,False,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,220.0,3.0,2.0,1.0,,,,,,,,,,,,
222,PT07M45.00S,2023-12-14T02:50:53.2Z,2,REGULAR,3pt,Jump Shot,[],1630692,6.258212877792378,4.166666666666666,1610612756,28,41,2023-12-14T02:50:57Z,2190000,False,229.0,6.0,1,left,MISS J. Goodwin 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Right Corner 3,24+ Right,,,22.93,Missed,,,,,,,,,,,,,,,,
223,PT07M42.00S,2023-12-14T02:50:56.2Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,28,41,2023-12-14T02:50:57Z,2200000,False,,,0,,C. Johnson REBOUND (Off:1 Def:4),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,222.0,5.0,4.0,1.0,,,,,,,,,,,,
224,PT07M35.00S,2023-12-14T02:51:02.9Z,2,REGULAR,3pt,Jump Shot,[],1626220,64.47109067017082,45.09803921568628,1610612751,28,41,2023-12-14T02:51:07Z,2210000,False,-25.0,281.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,28.26,Missed,,,,,,,,,,,,,,,,
225,PT07M32.00S,2023-12-14T02:51:05.9Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612756,28,41,2023-12-14T02:51:07Z,2220000,False,,,0,,N. Little REBOUND (Off:2 Def:1),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Above the Break 3,24+ Center,,,,,224.0,3.0,1.0,2.0,,,,,,,,,,,,
226,PT07M29.00S,2023-12-14T02:51:11.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,9.017739816031538,54.41176470588235,1610612756,30,41,2023-12-14T02:51:22Z,2230000,False,-22.0,32.0,1,left,D. Booker driving finger roll Layup (5 PTS) (N. Little 2 AST),"[1626164, 1629642]",1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,3.91,Made,,,,,5.0,N. Little,1629642.0,2.0,,,,,,,,
227,PT07M29.00S,2023-12-14T02:51:13.0Z,2,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612756,30,41,2023-12-14T02:51:23Z,2240000,False,,,0,,D. Finney-Smith shooting personal FOUL (3 PF) (Booker 1 FT),"[1627827, 1626164]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,3.0,0.0,Booker,1626164.0,,,,
229,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,out,[],1630692,,,1610612756,30,41,2023-12-14T02:52:21Z,2260000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,out,[],203078,,,1610612756,30,41,2023-12-14T02:52:21Z,2270000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,out,[],1626220,,,1610612756,30,41,2023-12-14T02:52:21Z,2280000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,out,[],1630560,,,1610612756,30,41,2023-12-14T02:52:21Z,2290000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,30,41,2023-12-14T02:52:21Z,2300000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,in,[],203994,,,1610612756,30,41,2023-12-14T02:52:21Z,2310000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,in,[],1629139,,,1610612756,30,41,2023-12-14T02:52:21Z,2320000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,30,41,2023-12-14T02:52:21Z,2330000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,in,[],203915,,,1610612756,30,41,2023-12-14T02:52:21Z,2340000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M29.00S,2023-12-14T02:51:25.3Z,2,REGULAR,substitution,in,[],1629651,,,1610612756,30,41,2023-12-14T02:52:21Z,2350000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M29.00S,2023-12-14T02:51:56.1Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1626164,,,1610612756,31,41,2023-12-14T02:51:56Z,2360000,False,,,0,,D. Booker Free Throw 1 of 1 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
240,PT07M13.00S,2023-12-14T02:52:15.6Z,2,REGULAR,3pt,Jump Shot,[],203915,63.55124835742444,38.23529411764706,1610612751,31,41,2023-12-14T02:52:22Z,2370000,False,-59.0,290.0,1,right,MISS S. Dinwiddie 29' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,29.6,Missed,,,,,,,,,,,,,,,,
241,PT07M07.00S,2023-12-14T02:52:21.6Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612751,31,41,2023-12-14T02:52:22Z,2380000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,,240.0,2.0,1.0,1.0,,,,,,,,,,,,
242,PT07M07.00S,2023-12-14T02:52:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,94.40999984741211,50.0,1610612751,31,43,2023-12-14T02:52:21Z,2390000,False,0.0,0.0,1,right,D. Finney-Smith tip Layup (4 PTS),[1627827],1610612751.0,BKN,tip,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,4.0,,,,,,,,,,,
243,PT07M01.00S,2023-12-14T02:52:28.9Z,2,REGULAR,foul,personal,['2freethrow'],203915,,,1610612756,31,43,2023-12-14T02:52:38Z,2400000,False,,,0,,S. Dinwiddie shooting personal FOUL (2 PF) (Booker 2 FT),"[203915, 1626164]",1610612751.0,BKN,shooting,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,2.0,0.0,Booker,1626164.0,,,,
245,PT07M01.00S,2023-12-14T02:52:52.7Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,32,43,2023-12-14T02:52:52Z,2420000,False,,,0,,D. Booker Free Throw 1 of 2 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
246,PT07M01.00S,2023-12-14T02:53:13.8Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,33,43,2023-12-14T02:53:13Z,2430000,False,,,0,,D. Booker Free Throw 2 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
247,PT06M46.00S,2023-12-14T02:53:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,83.65637319316689,57.84313725490197,1610612751,33,43,2023-12-14T02:57:56Z,2440000,False,39.0,101.0,1,right,MISS M. Bridges 10' driving floating Shot,[1628969],1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,10.84,Missed,,,,,,,,,,,,,,,,
248,PT06M43.00S,2023-12-14T02:53:33.6Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,33,43,2023-12-14T02:53:38Z,2450000,False,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,247.0,4.0,3.0,1.0,,,,,,,,,,,,
249,PT06M37.00S,2023-12-14T02:53:39.7Z,2,REGULAR,3pt,Jump Shot,[],1629002,24.129434954007884,12.745098039215685,1610612756,36,43,2023-12-14T02:53:44Z,2460000,False,186.0,174.0,1,left,C. Metu 25' 3PT  (8 PTS) (D. Booker 7 AST),"[1629002, 1626164]",1610612756.0,PHX,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Right Center,,,25.51,Made,,,,,8.0,D. Booker,1626164.0,7.0,,,,,,,,
251,PT06M19.00S,2023-12-14T02:53:59.6Z,2,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612751,36,43,2023-12-14T02:54:05Z,2480000,False,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1629139, 203915]",1610612756.0,PHX,shooting,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),8-16 Left,1155.0,,,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0,,,,
253,PT06M19.00S,2023-12-14T02:54:21.3Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,36,44,2023-12-14T02:55:02Z,2500000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
254,PT06M19.00S,2023-12-14T02:54:26.0Z,2,REGULAR,substitution,out,[],1626164,,,1610612751,36,44,2023-12-14T02:54:39Z,2510000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
