actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-06T01:11:04.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-06T01:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-06T01:11:06.1Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2026-01-06T01:11:06Z,40000,False,,,0,,Jump Ball S. Adams vs. M. Williams: Tip to J. Smith Jr.,"[1631095, 203500, 1631109]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Adams,203500.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-01-06T01:11:17.8Z,1,REGULAR,3pt,Jump Shot,[],201142,67.49342969776609,60.5392156862745,1610612745,0,0,2026-01-06T01:11:32Z,70000,False,53.0,253.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-01-06T01:11:22.8Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612756,0,0,2026-01-06T01:11:32Z,80000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2026-01-06T01:11:28.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,27.020367936925098,86.51960784313727,1610612756,0,3,2026-01-06T01:11:52Z,90000,False,-183.0,201.0,1,left,C. Gillespie 27' 3PT running (3 PTS) (D. Booker 1 AST),"[1631221, 1626164]",1610612756.0,PHX,running,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,27.19,Made,,,,,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,
11,PT11M16.00S,2026-01-06T01:11:47.4Z,1,REGULAR,2pt,Jump Shot,[],201142,80.6340341655716,28.431372549019606,1610612745,0,3,2026-01-06T01:11:55Z,110000,False,-108.0,130.0,1,right,MISS K. Durant 16' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,16.85,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2026-01-06T01:11:47.4Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,0,3,2026-01-06T01:11:55Z,120000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2026-01-06T01:11:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,8.492115637319317,52.94117647058824,1610612756,0,3,2026-01-06T01:12:04Z,130000,False,-15.0,27.0,1,left,MISS M. Williams cutting Layup,[1631109],1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2026-01-06T01:12:00.0Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,0,3,2026-01-06T01:12:04Z,140000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M51.00S,2026-01-06T01:12:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,87.33574244415243,52.450980392156865,1610612745,0,3,2026-01-06T01:12:20Z,150000,False,12.0,67.0,1,right,MISS A. Thompson 6' fadeaway Shot,[1641708],1610612745.0,HOU,fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
16,PT10M50.00S,2026-01-06T01:12:13.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612745,0,3,2026-01-06T01:12:20Z,160000,False,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M50.00S,2026-01-06T01:12:15.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,90.48948751642575,45.83333333333333,1610612745,0,3,2026-01-06T01:12:30Z,170000,False,-21.0,37.0,1,right,MISS S. Adams putback Layup,[203500],1610612745.0,HOU,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
18,PT10M48.00S,2026-01-06T01:12:17.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,0,3,2026-01-06T01:12:30Z,180000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M32.00S,2026-01-06T01:12:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,7.440867279894875,59.068627450980394,1610612756,0,3,2026-01-06T01:12:38Z,190000,False,-45.0,17.0,1,left,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
20,PT10M31.00S,2026-01-06T01:12:32.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,0,3,2026-01-06T01:12:38Z,200000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M24.00S,2026-01-06T01:12:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.19776609724047,51.470588235294116,1610612745,2,3,2026-01-06T01:12:51Z,210000,False,7.0,21.0,1,right,A. Thompson driving finger roll Layup (2 PTS),[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M11.00S,2026-01-06T01:12:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.440867279894875,53.92156862745098,1610612756,2,5,2026-01-06T01:13:00Z,220000,False,-20.0,17.0,1,left,D. Brooks driving finger roll Layup (2 PTS),[1628415],1610612756.0,PHX,driving finger roll,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M53.00S,2026-01-06T01:13:10.6Z,1,REGULAR,turnover,bad pass,[],1641708,,,1610612745,2,5,2026-01-06T01:13:15Z,230000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1631221]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Gillespie,1631221.0,,,,,,,
24,PT09M53.00S,2026-01-06T01:13:10.6Z,1,REGULAR,steal,,[],1631221,,,1610612756,2,5,2026-01-06T01:13:12Z,240000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
