actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
85,PT05M29.00S,2026-04-11T01:56:14.6Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,18,16,2026-04-11T01:56:17Z,850000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,,
86,PT05M23.00S,2026-04-11T01:56:23.4Z,1,REGULAR,foul,personal,[],1630183,,,1610612745,18,16,2026-04-11T01:56:31Z,860000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 201142]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,202049.0,1.0,0.0,Durant,201142.0,,,,,,
88,PT05M23.00S,2026-04-11T01:56:31.5Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,18,16,2026-04-11T01:56:48Z,880000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2026-04-11T01:56:31.5Z,1,REGULAR,substitution,out,[],1628978,,,1610612745,18,16,2026-04-11T01:56:48Z,890000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2026-04-11T01:56:31.5Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,18,16,2026-04-11T01:56:48Z,900000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M23.00S,2026-04-11T01:56:31.5Z,1,REGULAR,substitution,in,[],201144,,,1610612745,18,16,2026-04-11T01:56:48Z,910000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2026-04-11T01:57:01.0Z,1,REGULAR,2pt,Jump Shot,[],201142,24.26084099868594,51.71568627450981,1610612745,20,16,2026-04-11T01:57:05Z,920000,False,-9.0,176.0,1,left,K. Durant 17' step back Jump Shot (8 PTS),[201142],1610612745.0,HOU,step back,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,17.58,Made,,,,,,,8.0,,,,,,,,,,,
93,PT05M00.00S,2026-04-11T01:57:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.9993429697766,59.55882352941176,1610612750,20,18,2026-04-11T01:57:20Z,930000,False,48.0,107.0,1,right,J. McDaniels 11' pullup Jump Shot (6 PTS) (M. Conley 1 AST),"[1630183, 201144]",1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,11.75,Made,,,,,,,6.0,,,,,,,,,M. Conley,201144.0,1.0
95,PT04M34.00S,2026-04-11T01:57:39.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642263,9.149145860709593,39.705882352941174,1610612745,22,18,2026-04-11T01:57:52Z,950000,False,51.0,34.0,1,left,R. Sheppard 6' driving bank Hook (2 PTS),[1642263],1610612745.0,HOU,driving bank,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,,,2.0,,,,,,,,,,,
96,PT04M21.00S,2026-04-11T01:57:51.7Z,1,REGULAR,3pt,Jump Shot,[],1630545,72.35545335085413,21.568627450980394,1610612750,22,21,2026-04-11T01:57:56Z,960000,False,-142.0,207.0,1,right,T. Shannon Jr. 25' 3PT pullup (3 PTS) (J. Beringer 1 AST),"[1630545, 1642866]",1610612750.0,MIN,pullup,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Left Center,25.15,Made,,,,,,,3.0,,,,,,,,,J. Beringer,1642866.0,1.0
97,PT04M07.00S,2026-04-11T01:58:06.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,9.543363994743759,59.80392156862745,1610612745,24,21,2026-04-11T01:58:10Z,970000,False,-49.0,37.0,1,left,K. Durant 6' driving floating bank Jump Shot (10 PTS),[201142],1610612745.0,HOU,driving floating bank,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,,,,,,,10.0,,,,,,,,,,,
98,PT03M49.00S,2026-04-11T01:58:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,87.20433639947439,58.82352941176471,1610612750,24,21,2026-04-11T01:58:29Z,980000,False,44.0,68.0,1,right,MISS A. Dosunmu 8' driving Layup - blocked,"[1630245, 1631106]",1610612750.0,MIN,driving,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Right,8.09,Missed,,,,,Eason,1631106.0,,,,,,,,,,,,
99,PT03M49.00S,2026-04-11T01:58:24.0Z,1,REGULAR,block,,[],1631106,,,1610612750,24,21,2026-04-11T01:58:26Z,990000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
100,PT03M47.00S,2026-04-11T01:58:26.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,24,21,2026-04-11T01:58:29Z,1000000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,98.0,3.0,3.0,0.0,,,,,,,,,,,,,,
101,PT03M45.00S,2026-04-11T01:58:32.1Z,1,REGULAR,foul,offensive,[],1631106,,,1610612745,24,21,2026-04-11T01:58:55Z,1010000,False,,,0,,T. Eason charge offensive FOUL (1 PF),"[1631106, 1630183]",1610612745.0,HOU,charge,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,1629178.0,1.0,0.0,McDaniels,1630183.0,,,,,,
103,PT03M45.00S,2026-04-11T01:58:32.1Z,1,REGULAR,turnover,offensive foul,[],1631106,,,1610612745,24,21,2026-04-11T01:58:32Z,1030000,False,,,0,,T. Eason offensive foul TURNOVER (1 TO),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,1629178.0,,,,,1.0,,,,,
104,PT03M45.00S,2026-04-11T01:58:47.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,24,21,2026-04-11T01:58:47Z,1040000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2026-04-11T02:01:02.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612750,24,21,2026-04-11T02:02:12Z,1050000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M45.00S,2026-04-11T02:01:02.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,24,21,2026-04-11T02:02:12Z,1060000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M45.00S,2026-04-11T02:01:02.2Z,1,REGULAR,substitution,out,[],1642866,,,1610612750,24,21,2026-04-11T02:02:12Z,1070000,False,,,0,,SUB out: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2026-04-11T02:01:02.2Z,1,REGULAR,substitution,in,[],1641708,,,1610612750,24,21,2026-04-11T02:02:12Z,1080000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M45.00S,2026-04-11T02:01:02.2Z,1,REGULAR,substitution,in,[],203937,,,1610612750,24,21,2026-04-11T02:02:12Z,1090000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M45.00S,2026-04-11T02:01:02.2Z,1,REGULAR,substitution,in,[],1641740,,,1610612750,24,21,2026-04-11T02:02:12Z,1100000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M32.00S,2026-04-11T02:02:28.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,82.34231274638634,39.21568627450981,1610612750,24,23,2026-04-11T02:02:36Z,1110000,False,-54.0,113.0,1,right,K. Anderson 12' pullup Jump Shot (4 PTS),[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,12.56,Made,,,,,,,4.0,,,,,,,,,,,
116,PT03M32.00S,2026-04-11T02:02:33.0Z,1,REGULAR,foul,personal,['1freethrow'],203991,,,1610612750,24,23,2026-04-11T02:02:42Z,1120000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Anderson 1 FT),"[203991, 203937]",1610612745.0,HOU,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1626301.0,1.0,0.0,Anderson,203937.0,,,,,,
118,PT03M32.00S,2026-04-11T02:03:04.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203937,,,1610612750,24,24,2026-04-11T02:03:04Z,1140000,False,,,0,,K. Anderson Free Throw 1 of 1 (5 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
119,PT03M20.00S,2026-04-11T02:03:19.1Z,1,REGULAR,3pt,Jump Shot,[],1642263,29.25427069645204,69.6078431372549,1610612745,24,24,2026-04-11T02:03:23Z,1150000,False,-98.0,222.0,1,left,MISS R. Sheppard 24' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,24.31,Missed,,,,,,,,,,,,,,,,,,
120,PT03M18.00S,2026-04-11T02:03:21.1Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,24,24,2026-04-11T02:03:23Z,1160000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT03M12.00S,2026-04-11T02:03:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,91.80354796320631,49.01960784313725,1610612750,24,26,2026-04-11T02:03:36Z,1170000,False,-5.0,25.0,1,right,K. Anderson Layup (7 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,7.0,,,,,,,,,,,
122,PT02M59.00S,2026-04-11T02:03:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,7.178055190538765,47.05882352941176,1610612745,26,26,2026-04-11T02:03:44Z,1180000,False,15.0,15.0,1,left,A. Thompson driving Layup (8 PTS),[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,8.0,,,,,,,,,,,
123,PT02M40.00S,2026-04-11T02:03:58.9Z,1,REGULAR,2pt,Jump Shot,[],1630545,84.97043363994744,23.52941176470588,1610612750,26,26,2026-04-11T02:04:03Z,1190000,False,-132.0,89.0,1,right,MISS T. Shannon Jr. 15' driving floating Shot,[1630545],1610612750.0,MIN,driving floating,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,8-16 Left,15.94,Missed,,,,,,,,,,,,,,,,,,
124,PT02M38.00S,2026-04-11T02:04:00.9Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,26,26,2026-04-11T02:04:03Z,1200000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M25.00S,2026-04-11T02:04:14.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642263,8.754927726675426,39.46078431372549,1610612745,26,26,2026-04-11T02:04:25Z,1210000,False,53.0,30.0,1,left,MISS R. Sheppard 6' driving bank Hook,[1642263],1610612745.0,HOU,driving bank,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,6.05,Missed,,,,,,,,,,,,,,,,,,
126,PT02M23.00S,2026-04-11T02:04:16.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612745,26,26,2026-04-11T02:04:25Z,1220000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,1.0,0.0,1.0,,,,,,,,,,,,,,
127,PT02M22.00S,2026-04-11T02:04:19.2Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612745,26,26,2026-04-11T02:04:30Z,1230000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Capela 2 FT),"[203937, 203991]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1629178.0,1.0,0.0,Capela,203991.0,,,,,,
129,PT02M22.00S,2026-04-11T02:04:42.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612745,26,26,2026-04-11T02:05:07Z,1250000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
130,PT02M22.00S,2026-04-11T02:04:42.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,26,26,2026-04-11T02:05:07Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2026-04-11T02:04:42.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612745,26,26,2026-04-11T02:05:07Z,1270000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2026-04-11T02:04:48.6Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,26,26,2026-04-11T02:05:07Z,1280000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,,,,,,,,
133,PT02M06.00S,2026-04-11T02:05:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.39356110381078,56.372549019607845,1610612750,26,26,2026-04-11T02:05:25Z,1290000,False,32.0,104.0,1,right,MISS K. Anderson 10' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,10.84,Missed,,,,,,,,,,,,,,,,,,
134,PT02M03.00S,2026-04-11T02:05:18.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,26,26,2026-04-11T02:05:25Z,1300000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,133.0,4.0,4.0,0.0,,,,,,,,,,,,,,
135,PT01M57.00S,2026-04-11T02:05:24.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641708,6.783837056504599,64.2156862745098,1610612745,28,26,2026-04-11T02:06:17Z,1310000,False,-71.0,11.0,1,left,A. Thompson 7' running DUNK (10 PTS) (K. Durant 1 AST),"[1641708, 201142]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,,,,,,,10.0,,,,,,,,,K. Durant,201142.0,1.0
137,PT01M46.00S,2026-04-11T02:05:36.1Z,1,REGULAR,3pt,Jump Shot,[],1630245,66.44218134034165,47.794117647058826,1610612750,28,29,2026-04-11T02:51:09Z,1330000,False,-11.0,263.0,1,right,A. Dosunmu 26' 3PT  (3 PTS) (M. Conley 2 AST),"[1630245, 201144]",1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,26.31,Made,,,,,,,3.0,,,,,,,,,M. Conley,201144.0,2.0
138,PT01M28.00S,2026-04-11T02:05:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.0335085413929,63.725490196078425,1610612745,30,29,2026-04-11T02:06:02Z,1340000,False,-69.0,108.0,1,left,K. Durant 12' turnaround fadeaway Jump Shot (12 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,12.76,Made,,,,,,,12.0,,,,,,,,,,,
140,PT01M12.00S,2026-04-11T02:06:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630545,74.06373193166885,86.76470588235294,1610612750,30,32,2026-04-11T02:06:14Z,1350000,False,184.0,191.0,1,right,T. Shannon Jr. 26' 3PT  (6 PTS) (A. Dosunmu 1 AST),"[1630545, 1630245]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Right Center,26.53,Made,,,,,,,6.0,,,,,,,,,A. Dosunmu,1630245.0,1.0
142,PT00M54.10S,2026-04-11T02:06:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,11.514454664914586,40.68627450980392,1610612745,32,32,2026-04-11T02:07:13Z,1370000,False,47.0,56.0,1,left,C. Capela 7' cutting Layup (2 PTS) (R. Sheppard 1 AST),"[203991, 1642263]",1610612745.0,HOU,cutting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,7.26,Made,,,,,,,2.0,,,,,,,,,R. Sheppard,1642263.0,1.0
144,PT00M44.30S,2026-04-11T02:06:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630545,69.72733245729303,20.588235294117645,1610612750,32,35,2026-04-11T02:06:48Z,1390000,False,-147.0,232.0,1,right,T. Shannon Jr. 27' 3PT  (9 PTS) (A. Dosunmu 2 AST),"[1630545, 1630245]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Above the Break 3,24+ Left Center,27.48,Made,,,,,,,9.0,,,,,,,,,A. Dosunmu,1630245.0,2.0
146,PT00M34.20S,2026-04-11T02:06:59.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630545,,,1610612745,32,35,2026-04-11T02:07:07Z,1410000,False,,,0,,T. Shannon Jr. personal FOUL (1 PF) (Durant 2 FT),"[1630545, 201142]",1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1626301.0,1.0,0.0,Durant,201142.0,,,,,,
148,PT00M34.20S,2026-04-11T02:07:41.8Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,33,35,2026-04-11T02:07:41Z,1430000,False,,,0,,K. Durant Free Throw 1 of 2 (13 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
149,PT00M34.20S,2026-04-11T02:07:42.4Z,1,REGULAR,substitution,out,[],1642263,,,1610612745,33,35,2026-04-11T02:07:56Z,1440000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M34.20S,2026-04-11T02:07:42.4Z,1,REGULAR,substitution,out,[],203991,,,1610612745,33,35,2026-04-11T02:07:56Z,1450000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M34.20S,2026-04-11T02:07:42.4Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,33,35,2026-04-11T02:07:56Z,1460000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M34.20S,2026-04-11T02:07:42.4Z,1,REGULAR,substitution,in,[],1629006,,,1610612745,33,35,2026-04-11T02:07:56Z,1470000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M34.20S,2026-04-11T02:08:09.9Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612745,34,35,2026-04-11T02:08:09Z,1480000,False,,,0,,K. Durant Free Throw 2 of 2 (14 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
154,PT00M16.00S,2026-04-11T02:08:29.9Z,1,REGULAR,2pt,Layup,[],1630245,90.22667542706965,68.62745098039215,1610612750,34,37,2026-04-11T02:08:39Z,1490000,False,93.0,39.0,1,right,A. Dosunmu 10' driving finger roll Layup (5 PTS),[1630245],1610612750.0,MIN,driving finger roll,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,10.11,Made,,,,,,,5.0,,,,,,,,,,,
155,PT00M01.20S,2026-04-11T02:08:49.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,6.521024967148489,56.127450980392155,1610612745,36,37,2026-04-11T02:08:54Z,1500000,False,-31.0,9.0,1,left,A. Thompson cutting DUNK (12 PTS) (K. Durant 2 AST),"[1641708, 201142]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,,,12.0,,,,,,,,,K. Durant,201142.0,2.0
157,PT00M00.10S,2026-04-11T02:08:58.0Z,1,REGULAR,heave,,[],0,,,1610612750,36,37,2026-04-11T02:09:55Z,1520000,False,,,0,,MIN Heave,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,71.59,,,,,,,,,,,,,,,,,,,
158,PT00M00.10S,2026-04-11T02:08:58.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,36,37,2026-04-11T02:09:35Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2026-04-11T02:09:12.2Z,1,REGULAR,period,end,[],0,,,1610612750,36,37,2026-04-11T02:09:12Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612750,36,37,2026-04-11T02:12:43Z,1550000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612750,36,37,2026-04-11T02:12:43Z,1560000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,out,['startperiod'],1630545,,,1610612750,36,37,2026-04-11T02:12:43Z,1570000,False,,,0,,SUB out: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612750,36,37,2026-04-11T02:12:43Z,1580000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612750,36,37,2026-04-11T02:12:43Z,1590000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612750,36,37,2026-04-11T02:12:43Z,1600000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,in,['startperiod'],1630162,,,1610612750,36,37,2026-04-11T02:12:43Z,1610000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-04-11T02:12:10.2Z,2,REGULAR,substitution,in,['startperiod'],1642866,,,1610612750,36,37,2026-04-11T02:12:43Z,1620000,False,,,0,,SUB in: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-04-11T02:12:53.1Z,2,REGULAR,period,start,[],0,,,1610612745,36,37,2026-04-11T02:12:53Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M51.00S,2026-04-11T02:13:03.8Z,2,REGULAR,foul,personal,['2freethrow'],1641740,,,1610612745,36,37,2026-04-11T02:13:09Z,1640000,False,,,0,,J. Clark shooting personal FOUL (1 PF) (Thompson 2 FT),"[1641740, 1641708]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1629178.0,1.0,0.0,Thompson,1641708.0,,,,,,
171,PT11M51.00S,2026-04-11T02:13:27.0Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,37,37,2026-04-11T02:13:27Z,1660000,False,,,0,,A. Thompson Free Throw 1 of 2 (13 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
172,PT11M51.00S,2026-04-11T02:13:41.2Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,38,37,2026-04-11T02:13:41Z,1670000,False,,,0,,A. Thompson Free Throw 2 of 2 (14 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
