actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-03-11T00:12:22.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-11T00:12:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-11T00:12:25.7Z,1,REGULAR,jumpball,recovered,[],201142,,,1610612745,0,0,2026-03-11T00:12:25Z,40000,False,,,0,,Jump Ball A. Sengun vs. S. Barnes: Tip to K. Durant,"[201142, 1630578, 1630567]",1610612745.0,HOU,startperiod,K. Durant,201142.0,Durant,K. Durant,Sengun,1630578.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-03-11T00:12:42.1Z,1,REGULAR,3pt,Jump Shot,[],201142,27.151773981603156,78.18627450980392,1610612745,3,0,2026-03-11T00:12:45Z,70000,False,-141.0,203.0,1,left,K. Durant 24' 3PT  (3 PTS) (A. Sengun 1 AST),"[201142, 1630578]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.69,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-03-11T00:13:04.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,93.64323258869908,2.696078431372549,1610612761,3,3,2026-03-11T00:13:13Z,90000,False,-237.0,7.0,1,right,B. Ingram 3PT  (3 PTS) (I. Quickley 1 AST),"[1627742, 1630193]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,23.66,Made,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
11,PT10M51.00S,2026-03-11T00:13:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,19.004599211563733,53.67647058823529,1610612745,5,3,2026-03-11T00:13:35Z,110000,False,-18.0,126.0,1,left,K. Durant 12' pullup Jump Shot (5 PTS) (J. Smith Jr. 1 AST),"[201142, 1631095]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,12.74,Made,5.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,,
13,PT10M39.00S,2026-03-11T00:13:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,67.09921156373193,46.32352941176471,1610612761,5,6,2026-03-11T00:13:58Z,130000,False,-18.0,257.0,1,right,S. Barnes 25' 3PT pullup (3 PTS) (I. Quickley 2 AST),"[1630567, 1630193]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.75,Made,3.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
15,PT10M16.00S,2026-03-11T00:14:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.046649145860711,52.20588235294118,1610612745,5,6,2026-03-11T00:14:11Z,150000,False,-11.0,14.0,1,left,MISS T. Eason driving Layup,[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
16,PT10M13.00S,2026-03-11T00:14:09.3Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,5,6,2026-03-11T00:14:11Z,160000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M03.00S,2026-03-11T00:14:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,92.59198423127464,47.30392156862745,1610612761,5,8,2026-03-11T00:14:22Z,170000,False,-13.0,17.0,1,right,S. Mamukelashvili driving Layup (2 PTS) (S. Barnes 1 AST),"[1630572, 1630567]",1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.18,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
19,PT09M54.00S,2026-03-11T00:14:28.1Z,1,REGULAR,turnover,bad pass,[],1641708,,,1610612745,5,8,2026-03-11T00:14:33Z,190000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1630567]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,Barnes,1630567.0,,,,,,,
20,PT09M54.00S,2026-03-11T00:14:28.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,5,8,2026-03-11T00:14:30Z,200000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
21,PT09M47.00S,2026-03-11T00:14:34.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627742,85.23324572930355,51.225490196078425,1610612761,5,8,2026-03-11T00:15:16Z,210000,False,6.0,86.0,1,right,MISS B. Ingram 8' running pullup Shot,[1627742],1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.65,Missed,,,,,,,,,,,,,,,,,,
22,PT09M46.00S,2026-03-11T00:14:35.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,5,8,2026-03-11T00:14:41Z,220000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M33.00S,2026-03-11T00:14:48.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,31.225361366622867,33.57843137254902,1610612745,8,8,2026-03-11T00:14:54Z,230000,False,82.0,241.0,1,left,J. Smith Jr. 25' 3PT step back (3 PTS) (A. Sengun 2 AST),"[1631095, 1630578]",1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.46,Made,3.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
25,PT09M14.00S,2026-03-11T00:15:07.9Z,1,REGULAR,2pt,Jump Shot,[],1630567,77.34888304862024,56.61764705882353,1610612761,8,10,2026-03-11T00:17:25Z,250000,False,33.0,160.0,1,right,S. Barnes 16' pullup Jump Shot (5 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,16.38,Made,5.0,,,,,,,,,,,,,,,,,
26,PT09M06.00S,2026-03-11T00:15:16.3Z,1,REGULAR,3pt,Jump Shot,[],201142,30.042706964520367,68.38235294117648,1610612745,11,10,2026-03-11T00:15:19Z,260000,False,-92.0,230.0,1,left,K. Durant 24' 3PT  (8 PTS) (T. Eason 1 AST),"[201142, 1631106]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.76,Made,8.0,T. Eason,1631106.0,1.0,,,,,,,,,,,,,,
28,PT09M04.00S,2026-03-11T00:15:26.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,11,10,2026-03-11T00:15:26Z,280000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT08M46.00S,2026-03-11T00:18:34.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,76.5604467805519,89.4607843137255,1610612761,11,10,2026-03-11T00:18:42Z,290000,False,197.0,168.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
31,PT08M43.00S,2026-03-11T00:18:37.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,11,10,2026-03-11T00:18:42Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,30.0,,,,,,,,,,,,,
33,PT08M29.00S,2026-03-11T00:19:00.3Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,11,10,2026-03-11T00:19:05Z,320000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1630193]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Quickley,1630193.0,,,,,,,
34,PT08M29.00S,2026-03-11T00:19:00.3Z,1,REGULAR,steal,,[],1630193,,,1610612761,11,10,2026-03-11T00:19:02Z,330000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
35,PT08M23.00S,2026-03-11T00:19:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,92.46057818659659,50.49019607843137,1610612761,11,12,2026-03-11T00:19:13Z,340000,False,2.0,18.0,1,right,R. Barrett running Layup (2 PTS) (I. Quickley 3 AST),"[1629628, 1630193]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.86,Made,2.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
37,PT08M01.00S,2026-03-11T00:19:28.9Z,1,REGULAR,2pt,Jump Shot,[],1641708,24.917871222076215,48.77450980392157,1610612745,11,12,2026-03-11T00:19:34Z,360000,False,6.0,182.0,1,left,MISS A. Thompson 18' step back Shot,[1641708],1610612745.0,HOU,step back,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,18.18,Missed,,,,,,,,,,,,,,,,,,
38,PT07M57.00S,2026-03-11T00:19:31.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,11,12,2026-03-11T00:19:31Z,370000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,
39,PT07M53.00S,2026-03-11T00:19:35.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,92.06636005256242,50.0,1610612761,11,12,2026-03-11T00:19:43Z,380000,False,0.0,22.0,1,right,MISS R. Barrett running Layup - blocked,"[1629628, 1641708]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,Thompson,1641708.0,,,,,
40,PT07M53.00S,2026-03-11T00:19:35.8Z,1,REGULAR,block,,[],1641708,,,1610612761,11,12,2026-03-11T00:19:37Z,390000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT07M48.00S,2026-03-11T00:19:40.8Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,11,12,2026-03-11T00:40:24Z,400000,False,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
42,PT07M46.00S,2026-03-11T00:19:43.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,67.23061760840999,48.03921568627451,1610612761,11,15,2026-03-11T00:19:50Z,410000,False,-10.0,256.0,1,right,S. Barnes 25' 3PT  (8 PTS) (B. Ingram 1 AST),"[1630567, 1627742]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.57,Made,8.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
43,PT07M33.00S,2026-03-11T00:19:56.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631106,7.440867279894875,50.245098039215684,1610612745,13,15,2026-03-11T00:20:01Z,420000,False,-1.0,17.0,1,left,T. Eason driving DUNK (2 PTS),[1631106],1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.74,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M19.00S,2026-03-11T00:20:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,70.77858081471747,25.0,1610612761,13,15,2026-03-11T00:20:14Z,430000,False,-125.0,222.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
45,PT07M16.00S,2026-03-11T00:20:12.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,13,15,2026-03-11T00:20:14Z,440000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT07M06.00S,2026-03-11T00:20:23.9Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,13,15,2026-03-11T00:20:28Z,450000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1630572]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Mamukelashvili,1630572.0,,,,,,,
47,PT07M06.00S,2026-03-11T00:20:23.9Z,1,REGULAR,steal,,[],1630572,,,1610612761,13,15,2026-03-11T00:20:25Z,460000,False,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
48,PT07M02.00S,2026-03-11T00:20:27.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627742,92.06636005256242,49.01960784313725,1610612761,13,17,2026-03-11T00:20:32Z,470000,False,-5.0,22.0,1,right,B. Ingram running DUNK (5 PTS) (S. Mamukelashvili 1 AST),"[1627742, 1630572]",1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.26,Made,5.0,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,,,,
50,PT06M43.00S,2026-03-11T00:20:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,12.040078843626807,49.50980392156863,1610612745,13,17,2026-03-11T00:20:52Z,490000,False,2.0,61.0,1,left,MISS A. Thompson 6' driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
51,PT06M40.00S,2026-03-11T00:20:49.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,13,17,2026-03-11T00:20:49Z,500000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,50.0,3.0,2.0,1.0,,,,,,,,,,
52,PT06M38.00S,2026-03-11T00:20:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.863994743758213,50.245098039215684,1610612745,15,17,2026-03-11T00:20:56Z,510000,False,-1.0,3.0,1,left,A. Sengun putback Layup (2 PTS),[1630578],1610612745.0,HOU,putback,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,,,,,,,,,,,,,,,,,
53,PT06M26.00S,2026-03-11T00:21:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612761,15,17,2026-03-11T00:21:24Z,520000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1630578, 1630572]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Mamukelashvili,1630572.0
55,PT06M26.00S,2026-03-11T00:21:27.1Z,1,REGULAR,freethrow,1 of 2,[],1630572,,,1610612761,15,18,2026-03-11T00:21:52Z,540000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (3 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
56,PT06M26.00S,2026-03-11T00:21:28.1Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,15,18,2026-03-11T00:21:33Z,550000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
