actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M18.00S,2025-12-06T01:25:43.7Z,1,REGULAR,substitution,out,[],1626220,,,1610612745,15,14,2025-12-06T01:26:01Z,850000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M18.00S,2025-12-06T01:25:43.7Z,1,REGULAR,substitution,in,[],1630692,,,1610612745,15,14,2025-12-06T01:26:01Z,860000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M01.00S,2025-12-06T01:26:20.8Z,1,REGULAR,jumpball,recovered,[],1642263,,,1610612745,15,14,2025-12-06T01:26:20Z,870000,False,,,0,,Jump Ball S. Adams vs. R. Dunn: Tip to R. Sheppard,"[1642263, 203500, 1642346]",1610612745.0,HOU,heldball,R. Sheppard,1642263.0,Sheppard,R. Sheppard,Adams,203500.0,Dunn,1642346.0,,,,,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2025-12-06T01:26:23.8Z,1,REGULAR,turnover,out-of-bounds,[],1642263,,,1610612745,15,14,2025-12-06T01:26:36Z,900000,False,,,0,,R. Sheppard step out-of-bounds TURNOVER (1 TO),[1642263],1610612745.0,HOU,step,,,Sheppard,R. Sheppard,,,,,Left Corner 3,24+ Left,,,,,1.0,,,,,,,,,203591.0,,,,,,
93,PT05M01.00S,2025-12-06T01:26:27.5Z,1,REGULAR,substitution,out,[],1631109,,,1610612756,15,14,2025-12-06T01:26:30Z,910000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M01.00S,2025-12-06T01:26:27.5Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,15,14,2025-12-06T01:26:30Z,920000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M50.00S,2025-12-06T01:26:47.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,33.590670170827856,50.0,1610612756,15,17,2025-12-06T01:29:38Z,930000,False,0.0,263.0,1,left,G. Allen 26' 3PT pullup (7 PTS),[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,26.33,Made,7.0,,,,,,,,,,,,,,,,,
96,PT04M35.00S,2025-12-06T01:27:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.65637319316689,64.70588235294117,1610612745,15,17,2025-12-06T01:27:11Z,940000,False,74.0,101.0,1,right,MISS K. Durant 12' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,12.5,Missed,,,,,,,,,,,,,,,,,,
97,PT04M34.00S,2025-12-06T01:27:04.1Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,15,17,2025-12-06T01:27:11Z,950000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Right,,,,96.0,,,,,,,1.0,1.0,0.0,,,,,,,
98,PT04M17.00S,2025-12-06T01:27:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,16.770696452036795,61.029411764705884,1610612756,15,19,2025-12-06T01:32:44Z,960000,False,-55.0,105.0,1,left,D. Brooks 11' driving floating Jump Shot (8 PTS),[1628415],1610612756.0,PHX,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,11.87,Made,8.0,,,,,,,,,,,,,,,,,
99,PT04M17.00S,2025-12-06T01:27:25.1Z,1,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612756,15,19,2025-12-06T01:27:30Z,970000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Brooks 1 FT),"[1630256, 1628415]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203591.0,1.0,0.0,Brooks,1628415.0,,
101,PT04M17.00S,2025-12-06T01:27:32.0Z,1,REGULAR,substitution,out,[],203500,,,1610612756,15,19,2025-12-06T01:28:19Z,990000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M17.00S,2025-12-06T01:27:32.0Z,1,REGULAR,substitution,out,[],1629006,,,1610612756,15,19,2025-12-06T01:28:19Z,1000000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M17.00S,2025-12-06T01:27:32.0Z,1,REGULAR,substitution,in,[],203991,,,1610612756,15,19,2025-12-06T01:28:19Z,1010000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M17.00S,2025-12-06T01:27:32.0Z,1,REGULAR,substitution,in,[],1641708,,,1610612756,15,19,2025-12-06T01:28:19Z,1020000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M17.00S,2025-12-06T01:27:56.1Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612756,15,20,2025-12-06T01:27:56Z,1030000,False,,,0,,D. Brooks Free Throw 1 of 1 (9 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2025-12-06T01:28:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.5473061760841,49.50980392156863,1610612745,15,20,2025-12-06T01:28:23Z,1040000,False,-2.0,74.0,1,right,MISS K. Durant 7' driving floating Shot,[201142],1610612745.0,HOU,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,,
107,PT03M56.00S,2025-12-06T01:28:18.5Z,1,REGULAR,rebound,offensive,[],203991,,,1610612745,15,20,2025-12-06T01:28:23Z,1050000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,106.0,,,,,,,1.0,0.0,1.0,,,,,,,
108,PT03M56.00S,2025-12-06T01:28:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612745,17,20,2025-12-06T01:28:19Z,1060000,False,0.0,0.0,1,right,C. Capela tip Layup (2 PTS),[203991],1610612745.0,HOU,tip,,,Capela,C. Capela,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2025-12-06T01:28:28.4Z,1,REGULAR,foul,offensive,[],1642345,,,1610612756,17,20,2025-12-06T01:28:36Z,1070000,False,,,0,,O. Ighodaro offensive FOUL (1 PF),"[1642345, 1630256]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,203591.0,1.0,0.0,Tate,1630256.0,,
111,PT03M51.00S,2025-12-06T01:28:28.4Z,1,REGULAR,turnover,offensive foul,[],1642345,,,1610612756,17,20,2025-12-06T01:28:28Z,1090000,False,,,0,,O. Ighodaro offensive foul TURNOVER (1 TO),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,,,,,203591.0,,,,,,
112,PT03M34.00S,2025-12-06T01:28:54.5Z,1,REGULAR,turnover,bad pass,[],1642263,,,1610612745,17,20,2025-12-06T01:29:03Z,1100000,False,,,0,,R. Sheppard bad pass TURNOVER (2 TO),"[1642263, 1642346]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,,,2.0,Dunn,1642346.0,,,,,,,,,,,,,
113,PT03M34.00S,2025-12-06T01:28:54.5Z,1,REGULAR,steal,,[],1642346,,,1610612756,17,20,2025-12-06T01:29:00Z,1110000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
115,PT03M30.00S,2025-12-06T01:29:07.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628960,28.07161629434954,15.931372549019606,1610612756,17,20,2025-12-06T01:42:29Z,1130000,False,170.0,211.0,1,left,MISS G. Allen 27' running pullup 3PT,[1628960],1610612756.0,PHX,running pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2025-12-06T01:29:09.9Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,17,20,2025-12-06T01:35:31Z,1140000,False,,,0,,R. Dunn REBOUND (Off:1 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,115.0,,,,,,,2.0,1.0,1.0,,,,,,,
117,PT03M20.00S,2025-12-06T01:29:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630692,5.863994743758213,54.166666666666664,1610612756,17,20,2025-12-06T01:38:02Z,1150000,False,-21.0,3.0,1,left,MISS J. Goodwin driving finger roll Layup,[1630692],1610612756.0,PHX,driving finger roll,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
119,PT03M20.00S,2025-12-06T01:29:10.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,17,20,2025-12-06T01:32:33Z,1170000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,117.0,,,,,,,,,,,,,,,,
121,PT03M20.00S,2025-12-06T01:29:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,17,20,2025-12-06T01:32:33Z,1190000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M20.00S,2025-12-06T01:32:33.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642345,,,1610612745,17,20,2025-12-06T01:32:44Z,1210000,False,,,0,,O. Ighodaro loose ball personal FOUL (2 PF) (Thompson 2 FT),"[1642345, 1641708]",1610612756.0,PHX,loose ball,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203591.0,2.0,0.0,Thompson,1641708.0,,
125,PT03M20.00S,2025-12-06T01:33:07.0Z,1,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,18,20,2025-12-06T01:33:07Z,1230000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
126,PT03M20.00S,2025-12-06T01:33:24.9Z,1,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,19,20,2025-12-06T01:33:24Z,1240000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
127,PT03M09.00S,2025-12-06T01:33:40.3Z,1,REGULAR,2pt,Jump Shot,[],1628415,12.434296977660972,14.460784313725492,1610612756,19,22,2025-12-06T01:33:46Z,1250000,False,178.0,64.0,1,left,D. Brooks 18' turnaround fadeaway Jump Shot (11 PTS),[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,18.9,Made,11.0,,,,,,,,,,,,,,,,,
128,PT02M46.00S,2025-12-06T01:34:03.1Z,1,REGULAR,3pt,Jump Shot,[],1642263,91.93495400788436,96.81372549019608,1610612745,22,22,2025-12-06T01:34:11Z,1260000,False,234.0,23.0,1,right,R. Sheppard 3PT fadeaway (3 PTS) (K. Durant 2 AST),"[1642263, 201142]",1610612745.0,HOU,fadeaway,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,23.53,Made,3.0,,,,,K. Durant,201142.0,2.0,,,,,,,,,,
130,PT02M33.00S,2025-12-06T01:34:15.9Z,1,REGULAR,3pt,Jump Shot,[],1630692,32.14520367936925,45.09803921568628,1610612756,22,22,2025-12-06T01:34:21Z,1280000,False,25.0,250.0,1,left,MISS J. Goodwin 25' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
131,PT02M32.00S,2025-12-06T01:34:16.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612745,22,22,2025-12-06T01:34:21Z,1290000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,,130.0,,,,,,,2.0,1.0,1.0,,,,,,,
132,PT02M25.00S,2025-12-06T01:34:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,91.93495400788436,46.568627450980394,1610612745,22,22,2025-12-06T01:34:34Z,1300000,False,-17.0,23.0,1,right,MISS A. Thompson running Layup,[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,,,,
133,PT02M23.00S,2025-12-06T01:34:26.8Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,22,22,2025-12-06T01:34:34Z,1310000,False,,,0,,R. Dunn REBOUND (Off:1 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,132.0,,,,,,,3.0,2.0,1.0,,,,,,,
134,PT02M19.00S,2025-12-06T01:34:31.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,28.465834428383708,15.686274509803921,1610612756,22,22,2025-12-06T01:34:41Z,1320000,False,172.0,215.0,1,left,MISS D. Brooks 27' running pullup 3PT,[1628415],1610612756.0,PHX,running pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,27.52,Missed,,,,,,,,,,,,,,,,,,
135,PT02M19.00S,2025-12-06T01:34:31.0Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,22,22,2025-12-06T01:34:41Z,1330000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,134.0,,,,,,,1.0,1.0,0.0,,,,,,,
136,PT02M05.00S,2025-12-06T01:34:53.7Z,1,REGULAR,substitution,out,[],201142,,,1610612745,22,22,2025-12-06T01:34:59Z,1340000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M05.00S,2025-12-06T01:34:53.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612745,22,22,2025-12-06T01:34:59Z,1350000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M05.00S,2025-12-06T01:34:53.7Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,22,22,2025-12-06T01:34:59Z,1360000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M05.00S,2025-12-06T01:34:53.7Z,1,REGULAR,substitution,in,[],1631221,,,1610612745,22,22,2025-12-06T01:34:59Z,1370000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M03.00S,2025-12-06T01:35:22.0Z,1,REGULAR,jumpball,recovered,[],1630256,,,1610612745,22,22,2025-12-06T01:35:22Z,1380000,False,,,0,,Jump Ball C. Capela vs. O. Ighodaro: Tip to J. Tate,"[1630256, 203991, 1642345]",1610612745.0,HOU,heldball,J. Tate,1630256.0,Tate,J. Tate,Capela,203991.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,,,,,,
143,PT01M58.00S,2025-12-06T01:35:25.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,92.32917214191852,37.5,1610612745,22,22,2025-12-06T01:35:32Z,1410000,False,-62.0,20.0,1,right,MISS J. Tate 6' driving floating Shot,[1630256],1610612745.0,HOU,driving floating,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
144,PT01M57.00S,2025-12-06T01:35:27.5Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,22,22,2025-12-06T01:35:27Z,1420000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,143.0,,,,,,,1.0,1.0,0.0,,,,,,,
145,PT01M52.00S,2025-12-06T01:35:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628415,8.09789750328515,41.17647058823529,1610612756,22,24,2025-12-06T01:43:16Z,1430000,False,44.0,24.0,1,left,D. Brooks driving Layup (13 PTS),[1628415],1610612756.0,PHX,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,5.0,Made,13.0,,,,,,,,,,,,,,,,,
146,PT01M52.00S,2025-12-06T01:35:44.1Z,1,REGULAR,violation,defensive goaltending,[],203991,,,1610612756,22,24,2025-12-06T01:37:13Z,1440000,False,,,0,,C. Capela defensive goaltending VIOLATION,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,
147,PT01M52.00S,2025-12-06T01:35:47.1Z,1,REGULAR,foul,personal,['1freethrow'],203991,,,1610612756,22,24,2025-12-06T01:35:54Z,1450000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Brooks 1 FT),"[203991, 1628415]",1610612745.0,HOU,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,1.0,0.0,Brooks,1628415.0,,
149,PT01M52.00S,2025-12-06T01:36:06.6Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612756,22,25,2025-12-06T01:36:06Z,1470000,False,,,0,,D. Brooks Free Throw 1 of 1 (14 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
150,PT01M40.00S,2025-12-06T01:36:20.8Z,1,REGULAR,3pt,Jump Shot,[],1642263,67.62483574244416,70.58823529411765,1610612745,22,25,2025-12-06T01:36:27Z,1480000,False,103.0,252.0,1,right,MISS R. Sheppard 27' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
151,PT01M36.00S,2025-12-06T01:36:23.9Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,22,25,2025-12-06T01:36:23Z,1490000,False,,,0,,R. Dunn REBOUND (Off:1 Def:3),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,150.0,,,,,,,4.0,3.0,1.0,,,,,,,
152,PT01M28.00S,2025-12-06T01:36:32.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,18.610381077529567,40.44117647058824,1610612756,22,25,2025-12-06T01:36:36Z,1500000,False,48.0,122.0,1,left,MISS D. Brooks 13' pullup Shot,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,13.14,Missed,,,,,,,,,,,,,,,,,,
153,PT01M26.00S,2025-12-06T01:36:34.3Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,22,25,2025-12-06T01:36:36Z,1510000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,152.0,,,,,,,1.0,1.0,0.0,,,,,,,
154,PT01M23.00S,2025-12-06T01:36:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,92.32917214191852,49.26470588235294,1610612745,24,25,2025-12-06T01:36:46Z,1520000,False,-4.0,20.0,1,right,A. Thompson running alley-oop Layup (6 PTS) (J. Tate 1 AST),"[1641708, 1630256]",1610612745.0,HOU,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.99,Made,6.0,,,,,J. Tate,1630256.0,1.0,,,,,,,,,,
156,PT01M11.00S,2025-12-06T01:36:49.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612756,24,25,2025-12-06T01:37:04Z,1540000,False,,,0,,J. Tate shooting personal FOUL (2 PF) (Dunn 2 FT),"[1630256, 1642346]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203591.0,2.0,0.0,Dunn,1642346.0,,
158,PT01M11.00S,2025-12-06T01:37:22.5Z,1,REGULAR,freethrow,1 of 2,[],1642346,,,1610612756,24,25,2025-12-06T01:37:22Z,1560000,False,,,0,,MISS R. Dunn Free Throw 1 of 2,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
159,PT01M11.00S,2025-12-06T01:37:22.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,24,25,2025-12-06T01:37:22Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,
160,PT01M11.00S,2025-12-06T01:37:27.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612756,24,25,2025-12-06T01:37:31Z,1580000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M11.00S,2025-12-06T01:37:27.5Z,1,REGULAR,substitution,in,[],1628502,,,1610612756,24,25,2025-12-06T01:37:31Z,1590000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M11.00S,2025-12-06T01:37:42.0Z,1,REGULAR,freethrow,2 of 2,[],1642346,,,1610612756,24,26,2025-12-06T01:37:42Z,1600000,False,,,0,,R. Dunn Free Throw 2 of 2 (1 PTS),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
163,PT00M52.20S,2025-12-06T01:38:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.85479632063075,39.950980392156865,1610612745,24,26,2025-12-06T01:38:09Z,1610000,False,-50.0,15.0,1,right,MISS J. Tate driving Layup - blocked,"[1630256, 1642345]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,Ighodaro,1642345.0
164,PT00M52.20S,2025-12-06T01:38:02.6Z,1,REGULAR,block,,[],1642345,,,1610612745,24,26,2025-12-06T01:38:04Z,1620000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT00M49.60S,2025-12-06T01:38:05.2Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,24,26,2025-12-06T01:38:09Z,1630000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,163.0,,,,,,,1.0,1.0,0.0,,,,,,,
166,PT00M46.60S,2025-12-06T01:38:08.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,27.94021024967148,22.058823529411764,1610612756,24,26,2025-12-06T01:49:55Z,1640000,False,140.0,210.0,1,left,MISS C. Gillespie 25' running pullup 3PT,[1631221],1610612756.0,PHX,running pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
167,PT00M43.70S,2025-12-06T01:38:11.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,24,26,2025-12-06T01:49:55Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,166.0,,,,,,,,,,,,,,,,
169,PT00M38.80S,2025-12-06T01:38:36.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642345,13.87976346911958,43.627450980392155,1610612756,24,28,2025-12-06T01:38:53Z,1670000,False,32.0,78.0,1,left,O. Ighodaro 8' driving floating Jump Shot (2 PTS),[1642345],1610612756.0,PHX,driving floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,8.43,Made,2.0,,,,,,,,,,,,,,,,,
170,PT00M38.80S,2025-12-06T01:38:41.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203991,,,1610612756,24,28,2025-12-06T01:38:47Z,1680000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Ighodaro 1 FT),"[203991, 1642345]",1610612745.0,HOU,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203591.0,2.0,0.0,Ighodaro,1642345.0,,
172,PT00M38.80S,2025-12-06T01:39:06.1Z,1,REGULAR,substitution,out,[],1630256,,,1610612756,24,28,2025-12-06T01:39:33Z,1700000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M38.80S,2025-12-06T01:39:06.1Z,1,REGULAR,substitution,out,[],1628502,,,1610612756,24,28,2025-12-06T01:39:33Z,1710000,False,,,0,,SUB out: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
