actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-28T01:11:22.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-28T01:11:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-12-28T01:11:26.7Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2025-12-28T01:11:26Z,40000,False,,,0,,Jump Ball J. Allen vs. S. Adams: Tip to D. Garland,"[1629636, 1628386, 203500]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2025-12-28T01:12:02.6Z,1,REGULAR,3pt,Jump Shot,[],1630241,68.54467805519053,68.62745098039215,1610612739,0,3,2025-12-28T01:12:08Z,80000,False,93.0,243.0,1,right,S. Merrill 26' 3PT  (3 PTS) (D. Mitchell 1 AST),"[1630241, 1628378]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.04,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
10,PT11M09.00S,2025-12-28T01:12:31.4Z,1,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612745,0,3,2025-12-28T01:12:38Z,100000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Adams 2 FT),"[1630241, 203500]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,1.0,0.0,Adams,203500.0,,,,,,,,,
12,PT11M09.00S,2025-12-28T01:12:49.3Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612745,1,3,2025-12-28T01:12:49Z,120000,False,,,0,,S. Adams Free Throw 1 of 2 (1 PTS),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2025-12-28T01:13:18.1Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612745,2,3,2025-12-28T01:13:18Z,130000,False,,,0,,S. Adams Free Throw 2 of 2 (2 PTS),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2025-12-28T01:13:32.5Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.88764783180025,58.82352941176471,1610612739,2,3,2025-12-28T01:13:39Z,140000,False,44.0,249.0,1,right,MISS D. Mitchell 25' step back 3PT,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.33,Missed,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2025-12-28T01:13:34.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,2,3,2025-12-28T01:13:39Z,150000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,
16,PT10M38.00S,2025-12-28T01:13:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.652431011826544,48.529411764705884,1610612745,2,3,2025-12-28T01:13:59Z,160000,False,7.0,10.0,1,left,MISS S. Adams driving Layup,[203500],1610612745.0,HOU,driving,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,1.24,Missed,,,,,,,,,,,,,,,,,,
17,PT10M37.00S,2025-12-28T01:13:53.7Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,2,3,2025-12-28T01:13:59Z,170000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,,
18,PT10M34.00S,2025-12-28T01:13:55.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631106,7.5722733245729295,97.79411764705883,1610612745,2,3,2025-12-28T01:14:02Z,180000,False,-239.0,19.0,1,left,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,23.97,Missed,,,,,,,,,,,,,,,,,,
19,PT10M34.00S,2025-12-28T01:13:55.6Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,2,3,2025-12-28T01:14:02Z,190000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
