actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
229,PT00M28.20S,2025-10-25T00:40:13.0Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,31,29,2025-10-25T00:50:44Z,1785000,False,,,0,,A. Sengun lost ball TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,,,,,
188,PT00M28.20S,2025-10-25T00:40:23.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612765,31,29,2025-10-25T00:50:44Z,1790000,False,,,0,,A. Sengun loose ball personal FOUL (2 PF) (Thompson 2 FT),"[1630578, 1641709]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,1627963.0,2.0,0.0,Thompson,1641709.0,,,,,,,,,
194,PT00M28.20S,2025-10-25T00:44:25.1Z,1,REGULAR,foul,technical,['inpenalty'],1631095,,,1610612765,31,29,2025-10-25T00:44:43Z,1830000,False,,,0,,J. Smith Jr. double technical FOUL (1 Tech),[1631095],1610612745.0,HOU,double,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,200834.0,1.0,1.0,,,,,,,,,,,
195,PT00M28.20S,2025-10-25T00:44:25.1Z,1,REGULAR,foul,technical,['inpenalty'],1641709,,,1610612765,31,29,2025-10-25T00:44:38Z,1840000,False,,,0,,A. Thompson double technical FOUL (1 Tech),[1641709],1610612765.0,DET,double,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,200834.0,2.0,1.0,,,,,,,,,,,
196,PT00M28.20S,2025-10-25T00:44:54.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641709,,,1610612765,31,29,2025-10-25T00:50:44Z,1850000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
197,PT00M28.20S,2025-10-25T00:44:54.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,31,29,2025-10-25T00:45:37Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,,,,
198,PT00M28.20S,2025-10-25T00:44:56.4Z,1,REGULAR,substitution,out,[],203991,,,1610612765,31,29,2025-10-25T00:45:12Z,1870000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT00M28.20S,2025-10-25T00:44:56.4Z,1,REGULAR,substitution,in,[],201142,,,1610612765,31,29,2025-10-25T00:45:12Z,1880000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT00M28.20S,2025-10-25T00:44:54.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641709,,,1610612765,31,29,2025-10-25T00:50:44Z,1890000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
201,PT00M28.20S,2025-10-25T00:44:54.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,31,29,2025-10-25T00:45:37Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,
202,PT00M27.70S,2025-10-25T00:45:29.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612765,31,29,2025-10-25T00:45:37Z,1910000,False,,,0,,J. Smith Jr. loose ball personal FOUL (2 PF) (Stewart 2 FT),"[1631095, 1630191]",1610612745.0,HOU,loose ball,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,2.0,1.0,Stewart,1630191.0,,,,,,,,,
204,PT00M27.70S,2025-10-25T00:45:38.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630191,,,1610612765,31,30,2025-10-25T00:45:38Z,1930000,False,,,0,,I. Stewart Free Throw 1 of 2 (4 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
205,PT00M27.70S,2025-10-25T00:45:40.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612765,31,30,2025-10-25T00:45:47Z,1940000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT00M27.70S,2025-10-25T00:45:40.6Z,1,REGULAR,substitution,in,[],1630595,,,1610612765,31,30,2025-10-25T00:45:47Z,1950000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT00M27.70S,2025-10-25T00:45:38.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630191,,,1610612765,31,30,2025-10-25T00:46:05Z,1960000,False,,,0,,MISS I. Stewart Free Throw 2 of 2,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
208,PT00M27.70S,2025-10-25T00:45:38.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,31,30,2025-10-25T00:46:05Z,1970000,False,,,0,,T. Eason REBOUND (Off:2 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,207.0,4.0,2.0,2.0,,,,,
209,PT00M11.80S,2025-10-25T00:46:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,83.919185282523,40.19607843137255,1610612745,31,30,2025-10-25T01:27:39Z,1980000,False,-49.0,99.0,1,right,MISS J. Smith Jr. 11' step back Shot - blocked,"[1631095, 202699]",1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.02,Missed,,,,,,,,,,,,,,Harris,202699.0
210,PT00M11.80S,2025-10-25T00:46:17.5Z,1,REGULAR,block,,[],202699,,,1610612745,31,30,2025-10-25T00:46:22Z,1990000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
211,PT00M10.80S,2025-10-25T00:46:18.5Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,31,30,2025-10-25T00:46:26Z,2000000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,209.0,4.0,4.0,0.0,,,,,
212,PT00M05.00S,2025-10-25T00:46:24.1Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631106,,,1610612765,31,30,2025-10-25T01:31:57Z,2010000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Green 3 FT),"[1631106, 1629750]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,202053.0,1.0,0.0,Green,1629750.0,,,,,,,,,
214,PT00M05.00S,2025-10-25T00:46:57.7Z,1,REGULAR,freethrow,1 of 3,[],1629750,,,1610612765,31,30,2025-10-25T01:31:47Z,2030000,False,,,0,,MISS J. Green Free Throw 1 of 3,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
215,PT00M05.00S,2025-10-25T00:46:57.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,31,30,2025-10-25T01:31:47Z,2040000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,214.0,,,,,,,,
216,PT00M05.00S,2025-10-25T00:46:57.7Z,1,REGULAR,freethrow,2 of 3,[],1629750,,,1610612765,31,31,2025-10-25T01:31:47Z,2050000,False,,,0,,J. Green Free Throw 2 of 3 (1 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
225,PT00M05.00S,2025-10-25T00:46:57.7Z,1,REGULAR,freethrow,3 of 3,[],1629750,,,1610612765,31,32,2025-10-25T01:31:47Z,2140000,False,,,0,,J. Green Free Throw 3 of 3 (2 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
217,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,out,[],1642263,,,1610612745,31,32,2025-10-25T01:31:30Z,2145000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,out,[],1631106,,,1610612745,31,32,2025-10-25T01:31:30Z,2147500,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,out,[],1630595,,,1610612745,31,32,2025-10-25T01:31:30Z,2148750,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,31,32,2025-10-25T01:31:30Z,2149375,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,in,[],203500,,,1610612745,31,32,2025-10-25T01:31:30Z,2149687,False,,,0,,SUB in: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,in,[],1631105,,,1610612745,31,32,2025-10-25T01:31:30Z,2149843,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,out,[],1642404,,,1610612745,31,32,2025-10-25T01:34:43Z,2149921,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT00M05.00S,2025-10-25T00:47:17.3Z,1,REGULAR,substitution,in,[],1641709,,,1610612745,31,32,2025-10-25T01:34:43Z,2149960,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT00M01.20S,2025-10-25T00:48:07.6Z,1,REGULAR,2pt,Jump Shot,[],1630578,76.2976346911958,60.5392156862745,1610612745,33,32,2025-10-25T00:48:20Z,2150000,False,53.0,170.0,1,right,A. Sengun 17' pullup Jump Shot (7 PTS),[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,,,,17.83,Made,7.0,,,,,,,,,,,,,,
228,PT00M00.00S,2025-10-25T00:50:00.1Z,1,REGULAR,period,end,[],0,,,1610612765,33,32,2025-10-25T00:50:00Z,2170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,out,['startperiod'],1641708,,,1610612765,33,32,2025-10-25T00:51:03Z,2180000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612765,33,32,2025-10-25T00:51:03Z,2190000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,out,['startperiod'],1631105,,,1610612765,33,32,2025-10-25T00:51:03Z,2200000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,33,32,2025-10-25T00:51:03Z,2210000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612765,33,32,2025-10-25T00:51:03Z,2220000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,in,['startperiod'],1629006,,,1610612765,33,32,2025-10-25T00:51:03Z,2230000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,33,32,2025-10-25T00:51:03Z,2240000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT12M00.00S,2025-10-25T00:50:37.2Z,2,REGULAR,substitution,in,['startperiod'],1642404,,,1610612765,33,32,2025-10-25T00:51:03Z,2250000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT12M00.00S,2025-10-25T00:51:08.9Z,2,REGULAR,period,start,[],0,,,1610612745,33,32,2025-10-25T00:51:08Z,2260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT12M00.00S,2025-10-25T00:51:09.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,33,32,2025-10-25T01:14:40Z,2270000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,200834.0,,,,,,,,,,,,,
240,PT11M48.00S,2025-10-25T00:51:20.3Z,2,REGULAR,2pt,Jump Shot,[],1642263,85.10183968462549,75.24509803921569,1610612745,33,32,2025-10-25T00:51:27Z,2280000,False,126.0,88.0,1,right,MISS R. Sheppard 15' fadeaway Shot,[1642263],1610612745.0,HOU,fadeaway,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,,15.36,Missed,,,,,,,,,,,,,,,
241,PT11M46.00S,2025-10-25T00:51:22.3Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,33,32,2025-10-25T00:51:27Z,2290000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,240.0,1.0,1.0,0.0,,,,,
242,PT11M38.00S,2025-10-25T00:51:30.5Z,2,REGULAR,3pt,Jump Shot,[],1642404,25.04927726675427,88.97058823529412,1610612765,33,35,2025-10-25T00:51:36Z,2300000,False,-195.0,183.0,1,left,C. Lanier 26' 3PT  (3 PTS) (T. Harris 1 AST),"[1642404, 202699]",1610612765.0,DET,,,,Lanier,C. Lanier,,,,,Above the Break 3,24+ Left Center,,,,26.73,Made,3.0,,,,,,,,,,T. Harris,202699.0,1.0,,
244,PT11M18.00S,2025-10-25T00:51:53.3Z,2,REGULAR,foul,personal,[],1630191,,,1610612745,33,35,2025-10-25T00:52:02Z,2320000,False,,,0,,I. Stewart personal FOUL (2 PF),"[1630191, 203500]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,202053.0,2.0,0.0,Adams,203500.0,,,,,,,,,
246,PT11M11.00S,2025-10-25T00:52:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,87.46714848883047,41.42156862745098,1610612745,33,35,2025-10-25T00:52:31Z,2340000,False,-43.0,65.0,1,right,MISS A. Sengun 7' driving floating Shot,[1630578],1610612745.0,HOU,driving floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,7.81,Missed,,,,,,,,,,,,,,,
247,PT11M10.00S,2025-10-25T00:52:20.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,35,2025-10-25T00:52:31Z,2350000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,246.0,1.0,1.0,0.0,,,,,
248,PT11M09.00S,2025-10-25T00:52:24.4Z,2,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612765,33,35,2025-10-25T00:52:40Z,2360000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1629750],1610612765.0,DET,bad pass,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,202053.0,,,,,,,,,,,,,
249,PT10M56.00S,2025-10-25T00:52:42.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642263,92.46057818659659,64.4607843137255,1610612745,33,35,2025-10-25T00:52:50Z,2370000,False,72.0,18.0,1,right,MISS R. Sheppard 7' driving Hook,[1642263],1610612745.0,HOU,driving,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,7.46,Missed,,,,,,,,,,,,,,,
250,PT10M55.00S,2025-10-25T00:52:43.7Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,35,2025-10-25T00:52:50Z,2380000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,
251,PT10M32.00S,2025-10-25T00:53:06.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,7.440867279894875,48.03921568627451,1610612765,33,37,2025-10-25T00:53:09Z,2390000,False,10.0,17.0,1,left,J. Green cutting Layup (4 PTS) (C. Cunningham 3 AST),"[1629750, 1630595]",1610612765.0,DET,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,2.0,Made,4.0,,,,,,,,,,C. Cunningham,1630595.0,3.0,,
254,PT10M13.00S,2025-10-25T00:53:38.9Z,2,REGULAR,3pt,Jump Shot,[],1629006,75.90341655716163,88.72549019607843,1610612745,36,37,2025-10-25T00:53:43Z,2420000,False,194.0,174.0,1,right,J. Okogie 26' 3PT  (3 PTS) (A. Sengun 2 AST),"[1629006, 1630578]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,26.03,Made,3.0,,,,,,,,,,A. Sengun,1630578.0,2.0,,
256,PT10M04.00S,2025-10-25T00:53:49.1Z,2,REGULAR,foul,offensive,[],1630191,,,1610612765,36,37,2025-10-25T00:54:01Z,2440000,False,,,0,,I. Stewart offensive FOUL (3 PF),"[1630191, 1629006]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,1627963.0,3.0,0.0,Okogie,1629006.0,,,,,,,,,
258,PT10M04.00S,2025-10-25T00:53:49.1Z,2,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,36,37,2025-10-25T00:53:49Z,2460000,False,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,1.0,,,,,,1627963.0,,,,,,,,,,,,,
259,PT10M04.00S,2025-10-25T00:53:59.0Z,2,REGULAR,substitution,out,[],1630191,,,1610612745,36,37,2025-10-25T00:54:02Z,2470000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT10M04.00S,2025-10-25T00:53:59.0Z,2,REGULAR,substitution,in,[],1631105,,,1610612745,36,37,2025-10-25T00:54:02Z,2480000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT09M57.00S,2025-10-25T00:54:14.8Z,2,REGULAR,turnover,bad pass,[],1642263,,,1610612745,36,37,2025-10-25T00:54:18Z,2490000,False,,,0,,R. Sheppard bad pass TURNOVER (1 TO),"[1642263, 202699]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,
262,PT09M57.00S,2025-10-25T00:54:14.8Z,2,REGULAR,steal,,[],202699,,,1610612765,36,37,2025-10-25T00:54:16Z,2500000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
263,PT09M53.00S,2025-10-25T00:54:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,7.046649145860711,47.30392156862745,1610612765,36,39,2025-10-25T00:54:24Z,2510000,False,13.0,14.0,1,left,T. Harris running reverse Layup (5 PTS),[202699],1610612765.0,DET,running reverse,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,1.92,Made,5.0,,,,,,,,,,,,,,
264,PT09M45.00S,2025-10-25T00:54:27.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,83.78777923784494,45.588235294117645,1610612745,36,39,2025-10-25T00:54:34Z,2520000,False,-22.0,100.0,1,right,MISS A. Sengun 10' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,10.23,Missed,,,,,,,,,,,,,,,
265,PT09M43.00S,2025-10-25T00:54:29.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,36,39,2025-10-25T00:54:34Z,2530000,False,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,264.0,5.0,5.0,0.0,,,,,
266,PT09M36.00S,2025-10-25T00:54:36.0Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,36,39,2025-10-25T00:54:41Z,2540000,False,,,0,,C. Cunningham bad pass TURNOVER (3 TO),"[1630595, 203500]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,3.0,Adams,203500.0,,,,,,,,,,,,,,,,,
267,PT09M36.00S,2025-10-25T00:54:36.0Z,2,REGULAR,steal,,[],203500,,,1610612745,36,39,2025-10-25T00:54:38Z,2550000,False,,,0,,S. Adams STEAL (2 STL),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
268,PT09M27.00S,2025-10-25T00:54:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642263,94.43166885676742,46.81372549019608,1610612745,36,39,2025-10-25T01:42:28Z,2560000,False,-16.0,0.0,1,right,MISS R. Sheppard driving reverse Layup,[1642263],1610612745.0,HOU,driving reverse,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,1.59,Missed,,,,,,,,,,,,,,,
269,PT09M26.00S,2025-10-25T00:54:45.9Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,36,39,2025-10-25T00:54:52Z,2570000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,268.0,5.0,2.0,3.0,,,,,
270,PT09M21.00S,2025-10-25T00:54:50.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,7.835085413929041,48.529411764705884,1610612765,36,41,2025-10-25T00:55:01Z,2580000,False,7.0,21.0,1,left,J. Duren running alley-oop DUNK (6 PTS) (C. Cunningham 4 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,2.24,Made,6.0,,,,,,,,,,C. Cunningham,1630595.0,4.0,,
272,PT09M02.00S,2025-10-25T00:55:09.4Z,2,REGULAR,3pt,Jump Shot,[],1630578,67.7562417871222,18.627450980392158,1610612745,36,41,2025-10-25T00:55:16Z,2600000,False,-157.0,251.0,1,right,MISS A. Sengun 29' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,29.57,Missed,,,,,,,,,,,,,,,
273,PT09M00.00S,2025-10-25T00:55:11.4Z,2,REGULAR,rebound,offensive,[],203500,,,1610612745,36,41,2025-10-25T00:55:16Z,2610000,False,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,272.0,4.0,1.0,3.0,,,,,
274,PT08M59.00S,2025-10-25T00:55:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,93.9060446780552,51.9607843137255,1610612745,38,41,2025-10-25T00:55:23Z,2620000,False,10.0,5.0,1,right,S. Adams putback Layup (5 PTS),[203500],1610612745.0,HOU,putback,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,1.09,Made,5.0,,,,,,,,,,,,,,
275,PT08M36.00S,2025-10-25T00:55:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,9.937582128777924,43.13725490196079,1610612765,38,41,2025-10-25T01:44:13Z,2630000,False,34.0,41.0,1,left,MISS J. Green cutting Layup,[1629750],1610612765.0,DET,cutting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,5.34,Missed,,,,,,,,,,,,,,,
276,PT08M34.00S,2025-10-25T00:55:39.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,38,41,2025-10-25T00:55:50Z,2640000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,275.0,,,,,,,,
