actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-14T01:11:15.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-14T01:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-14T01:11:18.7Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2026-01-14T01:11:18Z,40000,False,,,0,,Jump Ball A. Sengun vs. N. Vučević: Tip to J. Smith Jr.,"[1631095, 1630578, 202696]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-14T01:11:34.2Z,1,REGULAR,2pt,Jump Shot,[],1630578,14.668199737187912,32.1078431372549,1610612745,0,0,2026-01-14T01:11:41Z,70000,False,89.0,85.0,1,left,MISS A. Sengun 12' turnaround fadeaway Shot,[1630578],1610612745.0,HOU,turnaround fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,12.37,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-01-14T01:11:36.2Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,0,0,2026-01-14T01:11:41Z,80000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2026-01-14T01:11:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202696,91.40932982917214,56.86274509803921,1610612741,0,2,2026-01-14T01:11:51Z,90000,False,34.0,28.0,1,right,N. Vučević running Layup (2 PTS) (M. Buzelis 1 AST),"[202696, 1641824]",1610612741.0,CHI,running,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,2.0,M. Buzelis,1641824.0,1.0,,,,,,,,,,
11,PT11M17.00S,2026-01-14T01:11:57.7Z,1,REGULAR,2pt,Jump Shot,[],201142,26.149802890932982,56.885723039215684,1610612745,0,2,2026-01-14T01:12:03Z,110000,False,-34.0,193.0,1,left,MISS K. Durant 19' Jump Shot,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,19.63,Missed,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2026-01-14T01:11:57.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,2,2026-01-14T01:12:03Z,120000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M01.00S,2026-01-14T01:12:13.8Z,1,REGULAR,3pt,Jump Shot,[],1630188,94.03745072273325,98.52941176470588,1610612741,0,2,2026-01-14T01:12:19Z,130000,False,243.0,4.0,1,right,MISS J. Smith 24' 3PT,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,24.26,Missed,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2026-01-14T01:12:14.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,0,2,2026-01-14T01:12:19Z,140000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M51.00S,2026-01-14T01:12:23.4Z,1,REGULAR,2pt,Jump Shot,[],1631095,10.463206307490145,20.098039215686274,1610612745,2,2,2026-01-14T01:12:29Z,150000,False,150.0,46.0,1,left,J. Smith Jr. 15' pullup Jump Shot (2 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,15.64,Made,,,,,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,
