actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
53,PT07M33.00S,2026-03-21T00:20:06.6Z,1,REGULAR,foul,personal,['3freethrow'],1631106,,,1610612737,13,12,2026-03-21T00:22:14Z,530000,False,,,0,,T. Eason flagrant-type-1 personal FOUL (1 PF) (Alexander-Walker 3 FT),"[1631106, 1629638]",1610612745.0,HOU,flagrant-type-1,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,201246.0,,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,,,
56,PT07M33.00S,2026-03-21T00:22:16.5Z,1,REGULAR,freethrow,1 of 3,[],1629638,,,1610612737,13,13,2026-03-21T00:23:13Z,560000,False,,,0,,N. Alexander-Walker flagrant Free Throw 1 of 3 (3 PTS),[1629638],1610612737.0,ATL,flagrant,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
58,PT07M33.00S,2026-03-21T00:22:16.5Z,1,REGULAR,freethrow,2 of 3,[],1629638,,,1610612737,13,14,2026-03-21T00:23:13Z,580000,False,,,0,,N. Alexander-Walker flagrant Free Throw 2 of 3 (4 PTS),[1629638],1610612737.0,ATL,flagrant,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
59,PT07M33.00S,2026-03-21T00:22:16.5Z,1,REGULAR,freethrow,3 of 3,[],1629638,,,1610612737,13,15,2026-03-21T00:23:13Z,590000,False,,,0,,N. Alexander-Walker flagrant Free Throw 3 of 3 (5 PTS),[1629638],1610612737.0,ATL,flagrant,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
60,PT07M22.00S,2026-03-21T00:22:58.9Z,1,REGULAR,3pt,Jump Shot,[],1630552,33.590670170827856,37.5,1610612737,13,18,2026-03-21T00:23:09Z,600000,False,62.0,263.0,1,left,J. Johnson 27' 3PT  (5 PTS) (O. Okongwu 3 AST),"[1630552, 1630168]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,27.06,Made,,,,,5.0,O. Okongwu,1630168.0,3.0,,,,,,,,
62,PT07M00.00S,2026-03-21T00:23:21.2Z,1,REGULAR,2pt,Jump Shot,[],201142,75.1149802890933,24.754901960784316,1610612745,15,18,2026-03-21T00:23:27Z,620000,False,-126.0,181.0,1,right,K. Durant 22' pullup Jump Shot (4 PTS) (A. Sengun 1 AST),"[201142, 1630578]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,22.1,Made,,,,,4.0,A. Sengun,1630578.0,1.0,,,,,,,,
64,PT06M50.00S,2026-03-21T00:23:33.4Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612737,15,18,2026-03-21T00:23:40Z,640000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Daniels 2 FT),"[1630578, 1630700]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,1.0,0.0,Daniels,1630700.0,,,,
66,PT06M50.00S,2026-03-21T00:24:03.5Z,1,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,15,18,2026-03-21T00:24:03Z,660000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
67,PT06M50.00S,2026-03-21T00:24:03.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,15,18,2026-03-21T00:24:03Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,
68,PT06M50.00S,2026-03-21T00:24:04.2Z,1,REGULAR,substitution,out,[],203468,,,1610612737,15,18,2026-03-21T00:24:11Z,680000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2026-03-21T00:24:04.2Z,1,REGULAR,substitution,out,[],1629638,,,1610612737,15,18,2026-03-21T00:24:11Z,690000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M50.00S,2026-03-21T00:24:04.2Z,1,REGULAR,substitution,in,[],1629216,,,1610612737,15,18,2026-03-21T00:24:11Z,700000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M50.00S,2026-03-21T00:24:04.2Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,15,18,2026-03-21T00:24:11Z,710000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2026-03-21T00:24:30.3Z,1,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,15,19,2026-03-21T00:24:30Z,720000,False,,,0,,D. Daniels Free Throw 2 of 2 (3 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
73,PT06M30.00S,2026-03-21T00:24:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.09526938239159,54.41176470588235,1610612745,17,19,2026-03-21T00:25:26Z,730000,False,22.0,41.0,1,right,A. Sengun driving finger roll Layup (4 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,4.62,Made,,,,,4.0,K. Durant,201142.0,1.0,,,,,,,,
75,PT06M14.00S,2026-03-21T00:25:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,7.5722733245729295,60.29411764705882,1610612737,17,21,2026-03-21T00:25:14Z,750000,False,-51.0,19.0,1,left,J. Johnson driving floating Jump Shot (7 PTS),[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,5.48,Made,,,,,7.0,,,,,,,,,,,
76,PT06M06.00S,2026-03-21T00:25:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612745,17,21,2026-03-21T00:25:46Z,760000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Thompson 2 FT),"[1631243, 1641708]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,,,,,1.0,0.0,Thompson,1641708.0,,,,
78,PT06M06.00S,2026-03-21T00:25:52.0Z,1,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,18,21,2026-03-21T00:25:52Z,780000,False,,,0,,A. Thompson Free Throw 1 of 2 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
79,PT06M06.00S,2026-03-21T00:26:11.4Z,1,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,19,21,2026-03-21T00:26:11Z,790000,False,,,0,,A. Thompson Free Throw 2 of 2 (6 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
80,PT05M48.00S,2026-03-21T00:26:31.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,17.559132720105126,42.8921568627451,1610612737,19,21,2026-03-21T00:27:24Z,800000,False,36.0,113.0,1,left,MISS D. Daniels 11' pullup Shot - blocked,"[1630700, 201142]",1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,11.81,Missed,,,,,,,,,,,,,,,Durant,201142.0
81,PT05M48.00S,2026-03-21T00:26:31.8Z,1,REGULAR,block,,[],201142,,,1610612737,19,21,2026-03-21T00:26:33Z,810000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M47.00S,2026-03-21T00:26:32.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,19,21,2026-03-21T00:33:28Z,820000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,,,
83,PT05M44.00S,2026-03-21T00:26:39.0Z,1,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,19,21,2026-03-21T00:26:47Z,830000,False,,,0,,T. Eason bad pass out-of-bounds TURNOVER (1 TO),[1631106],1610612745.0,HOU,bad pass,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,201246.0,1.0,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2026-03-21T00:26:53.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,28.33442838370565,84.06862745098039,1610612737,19,21,2026-03-21T00:27:00Z,840000,False,-170.0,214.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,27.33,Missed,,,,,,,,,,,,,,,,
85,PT05M31.00S,2026-03-21T00:26:54.3Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,19,21,2026-03-21T00:27:00Z,850000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,
