actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-21T00:11:29.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-21T00:11:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-21T00:11:31.5Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2026-03-21T00:11:31Z,40000,False,,,0,,Jump Ball A. Sengun vs. O. Okongwu: Tip to J. Smith Jr.,"[1631095, 1630578, 1630168]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2026-03-21T00:11:43.0Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,0,0,2026-03-21T00:11:49Z,70000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,201246.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2026-03-21T00:12:02.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,16.113666228646515,41.17647058823529,1610612737,0,0,2026-03-21T00:12:08Z,80000,False,44.0,99.0,1,left,MISS O. Okongwu 10' turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,10.84,Missed,,,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-21T00:12:04.3Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2026-03-21T00:12:08Z,90000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M23.00S,2026-03-21T00:12:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,81.8166885676741,58.57843137254902,1610612745,2,0,2026-03-21T00:12:20Z,100000,False,43.0,118.0,1,right,A. Thompson 12' turnaround Jump Shot (2 PTS),[1641708],1610612745.0,HOU,turnaround,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,12.59,Made,,,,,2.0,,,,,,,,,,,
11,PT11M08.00S,2026-03-21T00:12:29.3Z,1,REGULAR,3pt,Jump Shot,[],203468,30.831143232588698,70.83333333333334,1610612737,2,3,2026-03-21T00:12:35Z,110000,False,-104.0,237.0,1,left,C. McCollum 25' 3PT  (3 PTS) (O. Okongwu 1 AST),"[203468, 1630168]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,25.92,Made,,,,,3.0,O. Okongwu,1630168.0,1.0,,,,,,,,
13,PT10M53.00S,2026-03-21T00:12:43.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,84.83902759526939,50.73529411764706,1610612745,2,3,2026-03-21T00:12:51Z,130000,False,4.0,90.0,1,right,MISS A. Sengun 9' turnaround bank Shot,[1630578],1610612745.0,HOU,turnaround bank,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,9.01,Missed,,,,,,,,,,,,,,,,
14,PT10M52.00S,2026-03-21T00:12:44.8Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,2,3,2026-03-21T00:16:07Z,140000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,
15,PT10M49.00S,2026-03-21T00:12:47.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,69.99014454664915,25.735294117647058,1610612745,2,3,2026-03-21T00:12:54Z,150000,False,-121.0,230.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,25.97,Missed,,,,,,,,,,,,,,,,
16,PT10M47.00S,2026-03-21T00:12:49.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,2,3,2026-03-21T00:12:57Z,160000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT10M34.00S,2026-03-21T00:13:03.4Z,1,REGULAR,2pt,Jump Shot,[],1630552,6.044678055190539,72.57199754901961,1610612737,2,5,2026-03-21T00:17:46Z,170000,False,-113.0,4.0,1,left,J. Johnson 11' fadeaway Jump Shot (2 PTS),[1630552],1610612737.0,ATL,fadeaway,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,11.3,Made,,,,,2.0,,,,,,,,,,,
18,PT10M19.00S,2026-03-21T00:13:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,89.43823915900131,37.745098039215684,1610612745,4,5,2026-03-21T00:13:23Z,180000,False,-61.0,47.0,1,right,A. Thompson 7' driving floating bank Jump Shot (4 PTS) (R. Sheppard 1 AST),"[1641708, 1642263]",1610612745.0,HOU,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,7.71,Made,,,,,4.0,R. Sheppard,1642263.0,1.0,,,,,,,,
20,PT10M11.00S,2026-03-21T00:13:25.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,14.931011826544022,45.83333333333333,1610612737,4,5,2026-03-21T00:13:32Z,200000,False,21.0,88.0,1,left,MISS D. Daniels 9' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,9.03,Missed,,,,,,,,,,,,,,,,
21,PT10M10.00S,2026-03-21T00:13:26.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,4,5,2026-03-21T00:13:32Z,210000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M05.00S,2026-03-21T00:13:32.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,92.19776609724047,59.55882352941176,1610612745,6,5,2026-03-21T00:13:40Z,220000,False,48.0,21.0,1,right,K. Durant running DUNK (2 PTS) (J. Smith Jr. 1 AST),"[201142, 1631095]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,5.21,Made,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,
24,PT09M49.00S,2026-03-21T00:13:47.9Z,1,REGULAR,3pt,Jump Shot,[],203468,27.677398160315374,75.0,1610612737,6,8,2026-03-21T00:13:54Z,240000,False,-125.0,208.0,1,left,C. McCollum 24' 3PT step back (6 PTS) (O. Okongwu 2 AST),"[203468, 1630168]",1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,24.24,Made,,,,,6.0,O. Okongwu,1630168.0,2.0,,,,,,,,
26,PT09M30.00S,2026-03-21T00:14:07.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,86.94152431011827,45.09803921568628,1610612745,8,8,2026-03-21T00:14:12Z,260000,False,-25.0,70.0,1,right,A. Sengun 7' turnaround Hook (2 PTS) (A. Thompson 1 AST),"[1630578, 1641708]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,7.44,Made,,,,,2.0,A. Thompson,1641708.0,1.0,,,,,,,,
28,PT09M18.00S,2026-03-21T00:14:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,11.383048620236531,51.225490196078425,1610612737,8,10,2026-03-21T00:16:29Z,280000,False,-6.0,55.0,1,left,D. Daniels driving floating Jump Shot (2 PTS) (N. Alexander-Walker 1 AST),"[1630700, 1629638]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,5.48,Made,,,,,2.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,
30,PT09M06.00S,2026-03-21T00:14:33.7Z,1,REGULAR,foul,personal,[],203468,,,1610612745,8,10,2026-03-21T00:14:39Z,300000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1630578]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,202056.0,,,,,,,,,,,,1.0,0.0,Sengun,1630578.0,,,,
32,PT08M55.00S,2026-03-21T00:14:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,85.10183968462549,51.9607843137255,1610612745,10,10,2026-03-21T00:15:05Z,320000,False,10.0,88.0,1,right,J. Smith Jr. 8' fadeaway Jump Shot (2 PTS),[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,8.8,Made,,,,,2.0,,,,,,,,,,,
33,PT08M43.00S,2026-03-21T00:15:09.6Z,1,REGULAR,2pt,Jump Shot,[],1629638,19.136005256241788,70.83333333333334,1610612737,10,12,2026-03-21T00:15:15Z,330000,False,-104.0,127.0,1,left,N. Alexander-Walker 16' step back Jump Shot (2 PTS),[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,16.46,Made,,,,,2.0,,,,,,,,,,,
34,PT08M31.00S,2026-03-21T00:15:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.59198423127464,61.029411764705884,1610612745,10,12,2026-03-21T00:18:48Z,340000,False,55.0,17.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,5.77,Missed,,,,,,,,,,,,,,,,
35,PT08M29.00S,2026-03-21T00:15:26.6Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,10,12,2026-03-21T00:18:48Z,350000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT08M22.00S,2026-03-21T00:15:31.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630168,32.013797634691194,41.17647058823529,1610612737,10,12,2026-03-21T00:18:42Z,360000,False,44.0,248.0,1,left,MISS O. Okongwu 25' running 3PT,[1630168],1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,25.23,Missed,,,,,,,,,,,,,,,,
37,PT08M20.00S,2026-03-21T00:15:33.5Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,10,12,2026-03-21T00:15:39Z,370000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT08M10.00S,2026-03-21T00:15:44.2Z,1,REGULAR,turnover,bad pass,[],1642263,,,1610612745,10,12,2026-03-21T00:15:47Z,380000,False,,,0,,R. Sheppard bad pass TURNOVER (1 TO),"[1642263, 1630168]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,,,,,,,,,Okongwu,1630168.0,,
39,PT08M10.00S,2026-03-21T00:15:44.2Z,1,REGULAR,steal,,[],1630168,,,1610612737,10,12,2026-03-21T00:15:46Z,390000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
40,PT08M07.00S,2026-03-21T00:15:47.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630168,7.5722733245729295,50.73529411764706,1610612737,10,12,2026-03-21T00:15:56Z,400000,False,-4.0,19.0,1,left,MISS O. Okongwu running DUNK - blocked,"[1630168, 1642263]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.91,Missed,,,,,,,,,,,,,,,Sheppard,1642263.0
41,PT08M07.00S,2026-03-21T00:15:47.7Z,1,REGULAR,block,,[],1642263,,,1610612737,10,12,2026-03-21T00:15:50Z,410000,False,,,0,,R. Sheppard BLOCK (1 BLK),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M07.00S,2026-03-21T00:15:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,10,12,2026-03-21T00:15:56Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,40.0,,,,,,,,,,,,,,,
44,PT08M07.00S,2026-03-21T00:16:01.6Z,1,REGULAR,substitution,out,[],1630578,,,1610612737,10,12,2026-03-21T00:16:10Z,440000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M07.00S,2026-03-21T00:16:01.6Z,1,REGULAR,substitution,in,[],1631106,,,1610612737,10,12,2026-03-21T00:16:10Z,450000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M00.00S,2026-03-21T00:16:26.1Z,1,REGULAR,turnover,lost ball,[],1629638,,,1610612737,10,12,2026-03-21T00:16:29Z,460000,False,,,0,,N. Alexander-Walker lost ball TURNOVER (1 TO),"[1629638, 1642263]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,Sheppard,1642263.0,,
47,PT08M00.00S,2026-03-21T00:16:26.1Z,1,REGULAR,steal,,[],1642263,,,1610612745,10,12,2026-03-21T00:16:27Z,470000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M50.00S,2026-03-21T00:16:35.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,64.47109067017082,27.205882352941174,1610612745,13,12,2026-03-21T00:16:41Z,480000,False,-114.0,281.0,1,right,R. Sheppard 30' 3PT pullup (3 PTS) (A. Thompson 2 AST),"[1642263, 1641708]",1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,30.37,Made,,,,,3.0,A. Thompson,1641708.0,2.0,,,,,,,,
50,PT07M48.00S,2026-03-21T00:16:43.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,13,12,2026-03-21T00:16:43Z,500000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M48.00S,2026-03-21T00:19:27.5Z,1,REGULAR,substitution,out,[],1642263,,,1610612737,13,12,2026-03-21T00:19:48Z,510000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M48.00S,2026-03-21T00:19:27.5Z,1,REGULAR,substitution,in,[],1630578,,,1610612737,13,12,2026-03-21T00:19:48Z,520000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
