actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
181,PT08M28.00S,2026-03-06T01:13:58.3Z,2,REGULAR,3pt,Jump Shot,[],1631106,15.982260183968464,94.85294117647058,1610612745,29,38,2026-03-06T01:16:29Z,1810000,False,-224.0,98.0,1,left,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
182,PT08M27.00S,2026-03-06T01:13:59.3Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,29,38,2026-03-06T01:16:29Z,1820000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,181.0,,6.0,3.0,3.0,,,,,,,
183,PT08M26.00S,2026-03-06T01:14:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,7.30946123521682,48.03921568627451,1610612745,29,38,2026-03-06T01:16:46Z,1830000,False,10.0,16.0,1,left,MISS J. Smith Jr. putback Layup - blocked,"[1631095, 1629001]",1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,Melton,1629001.0,,,,,,,,,,,,
184,PT08M26.00S,2026-03-06T01:14:01.9Z,2,REGULAR,block,,[],1629001,,,1610612745,29,38,2026-03-06T01:14:04Z,1840000,False,,,0,,D. Melton BLOCK (2 BLK),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT08M25.00S,2026-03-06T01:14:02.9Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,29,38,2026-03-06T01:16:46Z,1850000,False,,,0,,J. Smith Jr. REBOUND (Off:4 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,183.0,,7.0,3.0,4.0,,,,,,,
186,PT08M23.00S,2026-03-06T01:14:06.7Z,2,REGULAR,turnover,bad pass,[],1631095,,,1610612745,29,38,2026-03-06T01:16:54Z,1860000,False,,,0,,J. Smith Jr. bad pass TURNOVER (3 TO),"[1631095, 1642502]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,,,,,Leons,1642502.0
187,PT08M23.00S,2026-03-06T01:14:06.7Z,2,REGULAR,steal,,[],1642502,,,1610612744,29,38,2026-03-06T01:53:27Z,1870000,False,,,0,,M. Leons STEAL (1 STL),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT08M02.00S,2026-03-06T01:14:24.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629001,83.52496714848883,52.20588235294118,1610612744,29,38,2026-03-06T01:14:30Z,1880000,False,11.0,102.0,1,right,MISS D. Melton 10' floating Shot,[1629001],1610612744.0,GSW,floating,,,Melton,D. Melton,,,,,In The Paint (Non-RA),8-16 Center,10.3,Missed,,,,,,,,,,,,,,,,,,
189,PT07M59.00S,2026-03-06T01:14:27.7Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,29,38,2026-03-06T01:14:30Z,1890000,False,,,0,,T. Eason REBOUND (Off:1 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,188.0,,3.0,2.0,1.0,,,,,,,
190,PT07M54.00S,2026-03-06T01:14:35.2Z,2,REGULAR,foul,personal,[],1642502,,,1610612745,29,38,2026-03-06T01:14:43Z,1900000,False,,,0,,M. Leons personal FOUL (1 PF),"[1642502, 1630578]",1610612744.0,GSW,,,,Leons,M. Leons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200832.0,,,,,1.0,0.0,Sengun,1630578.0,,
192,PT07M48.00S,2026-03-06T01:15:00.0Z,2,REGULAR,2pt,Jump Shot,[],1642263,21.76412614980289,42.15686274509804,1610612745,31,38,2026-03-06T01:15:05Z,1920000,False,39.0,152.0,1,left,R. Sheppard 15' fadeaway Jump Shot (11 PTS) (J. Smith Jr. 2 AST),"[1642263, 1631095]",1610612745.0,HOU,fadeaway,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Center,15.71,Made,11.0,J. Smith Jr.,1631095.0,2.0,,,,,,,,,,,,,,
195,PT07M35.00S,2026-03-06T01:15:26.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,31,38,2026-03-06T01:15:26Z,1950000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M35.00S,2026-03-06T01:17:08.4Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,31,38,2026-03-06T01:18:41Z,1960000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M35.00S,2026-03-06T01:17:08.4Z,2,REGULAR,substitution,in,[],1643018,,,1610612744,31,38,2026-03-06T01:18:41Z,1970000,False,,,0,,SUB in: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M23.00S,2026-03-06T01:19:06.8Z,2,REGULAR,2pt,Jump Shot,[],201143,92.59198423127464,30.88235294117647,1610612744,31,38,2026-03-06T01:19:12Z,1980000,False,-96.0,17.0,1,right,MISS A. Horford 9' turnaround fadeaway Shot,[201143],1610612744.0,GSW,turnaround fadeaway,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,9.71,Missed,,,,,,,,,,,,,,,,,,
199,PT07M20.00S,2026-03-06T01:19:09.8Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,31,38,2026-03-06T01:19:12Z,1990000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,,,198.0,,3.0,3.0,0.0,,,,,,,
200,PT07M12.00S,2026-03-06T01:19:17.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,13.485545335085414,41.66666666666667,1610612745,33,38,2026-03-06T01:19:21Z,2000000,False,42.0,74.0,1,left,A. Sengun 8' turnaround Hook (2 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.52,Made,2.0,,,,,,,,,,,,,,,,,
201,PT06M56.00S,2026-03-06T01:19:32.6Z,2,REGULAR,3pt,Jump Shot,[],1630611,66.70499342969777,59.068627450980394,1610612744,33,38,2026-03-06T01:19:38Z,2010000,False,45.0,260.0,1,right,MISS G. Santos 26' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,,
202,PT06M54.00S,2026-03-06T01:19:34.6Z,2,REGULAR,rebound,offensive,[],1642502,,,1610612744,33,38,2026-03-06T01:19:38Z,2020000,False,,,0,,M. Leons REBOUND (Off:1 Def:0),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,Above the Break 3,24+ Center,,,,,,,,,201.0,,1.0,0.0,1.0,,,,,,,
203,PT06M47.00S,2026-03-06T01:19:42.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1643018,85.10183968462549,3.6764705882352944,1610612744,33,41,2026-03-06T01:19:46Z,2030000,False,-232.0,88.0,1,right,L. Cryer 24' 3PT  (3 PTS) (A. Horford 1 AST),"[1643018, 201143]",1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Left Corner 3,24+ Left,24.76,Made,3.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
205,PT06M22.00S,2026-03-06T01:20:06.8Z,2,REGULAR,3pt,Jump Shot,[],1631106,18.478975032851512,5.637254901960785,1610612745,33,41,2026-03-06T01:20:13Z,2050000,False,222.0,121.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
206,PT06M21.00S,2026-03-06T01:20:07.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,33,41,2026-03-06T01:20:13Z,2060000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,205.0,,,,,,,,,,,
208,PT06M21.00S,2026-03-06T01:20:40.2Z,2,REGULAR,substitution,out,[],1631106,,,1610612744,33,41,2026-03-06T01:20:51Z,2080000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M21.00S,2026-03-06T01:20:40.2Z,2,REGULAR,substitution,out,[],201143,,,1610612744,33,41,2026-03-06T01:20:51Z,2090000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M21.00S,2026-03-06T01:20:40.2Z,2,REGULAR,substitution,in,[],201142,,,1610612744,33,41,2026-03-06T01:20:51Z,2100000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M21.00S,2026-03-06T01:20:40.2Z,2,REGULAR,substitution,in,[],203110,,,1610612744,33,41,2026-03-06T01:20:51Z,2110000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M11.00S,2026-03-06T01:22:00.4Z,2,REGULAR,3pt,Jump Shot,[],1643018,68.41327201051249,66.17647058823529,1610612744,33,41,2026-03-06T01:22:12Z,2130000,False,81.0,244.0,1,right,MISS L. Cryer 25' pullup 3PT,[1643018],1610612744.0,GSW,pullup,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
214,PT06M08.00S,2026-03-06T01:22:03.4Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612745,33,41,2026-03-06T01:22:04Z,2140000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,213.0,,1.0,1.0,0.0,,,,,,,
215,PT05M52.00S,2026-03-06T01:22:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,19.004599211563733,53.67647058823529,1610612745,33,41,2026-03-06T01:22:29Z,2150000,False,-18.0,126.0,1,left,MISS A. Sengun 12' pullup Shot,[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.74,Missed,,,,,,,,,,,,,,,,,,
216,PT05M51.00S,2026-03-06T01:22:21.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,33,41,2026-03-06T01:22:29Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,215.0,,,,,,,,,,,
217,PT05M51.00S,2026-03-06T01:22:27.3Z,2,REGULAR,foul,personal,[],1643018,,,1610612745,33,41,2026-03-06T01:22:41Z,2170000,False,,,0,,L. Cryer loose ball personal FOUL (1 PF),"[1643018, 1629006]",1610612744.0,GSW,loose ball,,,Cryer,L. Cryer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202007.0,,,,,1.0,0.0,Okogie,1629006.0,,
219,PT05M51.00S,2026-03-06T01:22:38.0Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,33,41,2026-03-06T01:22:40Z,2190000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M51.00S,2026-03-06T01:22:38.0Z,2,REGULAR,substitution,in,[],1641708,,,1610612745,33,41,2026-03-06T01:22:40Z,2200000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M37.00S,2026-03-06T01:22:57.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,24.26084099868594,63.23529411764706,1610612745,35,41,2026-03-06T01:23:00Z,2210000,False,-66.0,176.0,1,left,K. Durant 18' pullup Jump Shot (7 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,18.77,Made,7.0,,,,,,,,,,,,,,,,,
222,PT05M26.00S,2026-03-06T01:23:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,92.06636005256242,47.05882352941176,1610612744,35,43,2026-03-06T01:23:29Z,2220000,False,-15.0,22.0,1,right,G. Santos Layup (2 PTS) (D. Green 3 AST),"[1630611, 203110]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
224,PT05M26.00S,2026-03-06T01:23:14.0Z,2,REGULAR,foul,personal,['1freethrow'],1642263,,,1610612744,35,43,2026-03-06T01:23:20Z,2240000,False,,,0,,R. Sheppard shooting personal FOUL (2 PF) (Santos 1 FT),"[1642263, 1630611]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,202007.0,,,,,2.0,0.0,Santos,1630611.0,,
226,PT05M26.00S,2026-03-06T01:23:46.3Z,2,REGULAR,freethrow,1 of 1,[],1630611,,,1610612744,35,44,2026-03-06T01:23:46Z,2260000,False,,,0,,G. Santos Free Throw 1 of 1 (3 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
227,PT05M09.00S,2026-03-06T01:24:09.8Z,2,REGULAR,foul,personal,[],1642502,,,1610612745,35,44,2026-03-06T01:24:14Z,2270000,False,,,0,,M. Leons personal FOUL (2 PF),"[1642502, 201142]",1610612744.0,GSW,,,,Leons,M. Leons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,200832.0,,,,,2.0,0.0,Durant,201142.0,,
229,PT04M56.00S,2026-03-06T01:24:40.1Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612745,35,44,2026-03-06T01:24:44Z,2290000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1642502]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Leons,1642502.0
230,PT04M56.00S,2026-03-06T01:24:40.1Z,2,REGULAR,steal,,[],1642502,,,1610612744,35,44,2026-03-06T01:24:41Z,2300000,False,,,0,,M. Leons STEAL (2 STL),[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
231,PT04M54.00S,2026-03-06T01:24:45.5Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612744,35,44,2026-03-06T01:26:25Z,2310000,False,,,0,,J. Smith Jr. clear-path personal FOUL (1 PF) (Santos 2 FT),"[1631095, 1630611]",1610612745.0,HOU,clear-path,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,202007.0,,,,,1.0,0.0,Santos,1630611.0,,
234,PT04M54.00S,2026-03-06T01:26:50.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630611,,,1610612744,35,45,2026-03-06T01:27:19Z,2340000,False,,,0,,G. Santos clear-path Free Throw 1 of 2 (4 PTS),[1630611],1610612744.0,GSW,clear-path,,,Santos,G. Santos,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
235,PT04M54.00S,2026-03-06T01:26:50.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630611,,,1610612744,35,45,2026-03-06T01:27:19Z,2350000,False,,,0,,MISS G. Santos clear-path Free Throw 2 of 2,[1630611],1610612744.0,GSW,clear-path,,,Santos,G. Santos,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT04M54.00S,2026-03-06T01:26:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,35,45,2026-03-06T01:27:19Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,
237,PT04M47.00S,2026-03-06T01:27:25.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629001,85.75886990801577,96.32352941176471,1610612744,35,45,2026-03-06T01:27:29Z,2370000,False,232.0,81.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,24.55,Missed,,,,,,,,,,,,,,,,,,
238,PT04M44.00S,2026-03-06T01:27:28.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,35,45,2026-03-06T01:27:29Z,2380000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,,,237.0,,2.0,2.0,0.0,,,,,,,
239,PT04M27.00S,2026-03-06T01:27:45.6Z,2,REGULAR,2pt,Jump Shot,[],201142,16.90210249671485,72.30392156862744,1610612745,35,45,2026-03-06T01:28:40Z,2390000,False,-112.0,106.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,15.41,Missed,,,,,,,,,,,,,,,,,,
240,PT04M23.00S,2026-03-06T01:27:49.6Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612744,35,45,2026-03-06T01:27:52Z,2400000,False,,,0,,D. Melton REBOUND (Off:1 Def:3),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,,,,,239.0,,4.0,3.0,1.0,,,,,,,
241,PT04M04.00S,2026-03-06T01:28:08.3Z,2,REGULAR,3pt,Jump Shot,[],1629001,67.36202365308804,73.0392156862745,1610612744,35,45,2026-03-06T01:28:13Z,2410000,False,115.0,254.0,1,right,MISS D. Melton 27' pullup 3PT,[1629001],1610612744.0,GSW,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,27.92,Missed,,,,,,,,,,,,,,,,,,
242,PT04M01.00S,2026-03-06T01:28:11.3Z,2,REGULAR,rebound,defensive,[],1642263,,,1610612745,35,45,2026-03-06T01:28:13Z,2420000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,241.0,,2.0,2.0,0.0,,,,,,,
243,PT03M57.00S,2026-03-06T01:28:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,6.915243101182654,58.08823529411765,1610612745,35,45,2026-03-06T01:28:21Z,2430000,False,-40.0,13.0,1,left,MISS A. Thompson running Layup,[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
244,PT03M55.00S,2026-03-06T01:28:16.8Z,2,REGULAR,rebound,defensive,[],1643018,,,1610612744,35,45,2026-03-06T01:28:21Z,2440000,False,,,0,,L. Cryer REBOUND (Off:0 Def:1),[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Restricted Area,0-8 Center,,,,,,,,,243.0,,1.0,1.0,0.0,,,,,,,
245,PT03M44.00S,2026-03-06T01:28:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,92.59198423127464,56.86274509803921,1610612744,35,45,2026-03-06T01:29:52Z,2450000,False,34.0,17.0,1,right,MISS G. Santos driving Layup,[1630611],1610612744.0,GSW,driving,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
246,PT03M41.00S,2026-03-06T01:28:31.5Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,35,45,2026-03-06T01:29:51Z,2460000,False,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,245.0,,3.0,3.0,0.0,,,,,,,
249,PT03M37.00S,2026-03-06T01:28:35.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629006,24.52365308804205,17.647058823529413,1610612745,38,45,2026-03-06T01:30:11Z,2490000,False,162.0,178.0,1,left,J. Okogie 24' 3PT running (6 PTS) (R. Sheppard 3 AST),"[1629006, 1642263]",1610612745.0,HOU,running,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,24.05,Made,6.0,R. Sheppard,1642263.0,3.0,,,,,,,,,,,,,,
250,PT03M24.00S,2026-03-06T01:28:51.3Z,2,REGULAR,foul,personal,[],1641708,,,1610612744,38,45,2026-03-06T01:29:00Z,2500000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641708, 1642502]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,,,,,1.0,0.0,Leons,1642502.0,,
253,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,out,[],1631095,,,1610612744,38,45,2026-03-06T01:29:17Z,2520000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,out,[],1629006,,,1610612744,38,45,2026-03-06T01:29:17Z,2530000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,out,[],1629001,,,1610612744,38,45,2026-03-06T01:29:17Z,2540000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,out,[],1630611,,,1610612744,38,45,2026-03-06T01:29:17Z,2550000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,out,[],1643018,,,1610612744,38,45,2026-03-06T01:29:17Z,2560000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,out,[],1642502,,,1610612744,38,45,2026-03-06T01:29:17Z,2570000,False,,,0,,SUB out: M. Leons,[1642502],1610612744.0,GSW,,,,Leons,M. Leons,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612744,38,45,2026-03-06T01:29:17Z,2580000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,in,[],1631106,,,1610612744,38,45,2026-03-06T01:29:17Z,2590000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,in,[],1642366,,,1610612744,38,45,2026-03-06T01:29:17Z,2600000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,in,[],1631466,,,1610612744,38,45,2026-03-06T01:29:17Z,2610000,False,,,0,,SUB in: N. Williams,[1631466],1610612744.0,GSW,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,in,[],1630311,,,1610612744,38,45,2026-03-06T01:29:17Z,2620000,False,,,0,,SUB in: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M24.00S,2026-03-06T01:29:01.0Z,2,REGULAR,substitution,in,[],1641764,,,1610612744,38,45,2026-03-06T01:29:17Z,2630000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M15.00S,2026-03-06T01:29:27.4Z,2,REGULAR,3pt,Jump Shot,[],1641764,69.72733245729303,80.63725490196079,1610612744,38,45,2026-03-06T01:29:32Z,2640000,False,153.0,232.0,1,right,MISS B. Podziemski 27' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
266,PT03M12.00S,2026-03-06T01:29:30.4Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,38,45,2026-03-06T01:29:32Z,2650000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,265.0,,4.0,4.0,0.0,,,,,,,
267,PT03M04.00S,2026-03-06T01:29:38.7Z,2,REGULAR,3pt,Jump Shot,[],1642263,30.962549277266753,32.84313725490196,1610612745,38,45,2026-03-06T01:29:43Z,2660000,False,86.0,239.0,1,left,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
268,PT03M00.00S,2026-03-06T01:29:42.7Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,38,45,2026-03-06T01:29:43Z,2670000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,267.0,,1.0,1.0,0.0,,,,,,,
