actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-06T01:10:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-06T01:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-06T01:10:55.2Z,1,REGULAR,jumpball,recovered,[],1641706,,,1610612766,0,0,2026-02-06T01:10:55Z,40000,False,,,0,,Jump Ball M. Diabaté vs. A. Sengun: Tip to B. Miller,"[1641706, 1631217, 1630578]",1610612766.0,CHA,startperiod,B. Miller,1641706.0,Miller,B. Miller,Diabaté,1631217.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-02-06T01:11:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,80.50262812089356,54.90196078431373,1610612766,0,2,2026-02-06T01:11:22Z,70000,False,25.0,131.0,1,right,L. Ball 13' driving floating Jump Shot (2 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,13.31,Made,2.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2026-02-06T01:11:29.5Z,1,REGULAR,2pt,Jump Shot,[],201142,25.57490144546649,48.77450980392157,1610612745,0,2,2026-02-06T01:12:41Z,90000,False,6.0,188.0,1,left,MISS K. Durant 18' pullup Shot - blocked,"[201142, 1641706]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,18.8,Missed,,,,,Miller,1641706.0,,,,,,,,,,,,
10,PT11M22.00S,2026-02-06T01:11:29.5Z,1,REGULAR,block,,[],1641706,,,1610612745,0,2,2026-02-06T01:12:07Z,100000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2026-02-06T01:11:32.5Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,0,2,2026-02-06T01:14:44Z,110000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,16-24 Center,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,
12,PT11M15.00S,2026-02-06T01:11:36.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,79.84559789750328,94.36274509803921,1610612766,0,2,2026-02-06T01:14:57Z,120000,False,222.0,137.0,1,right,MISS B. Miller 26' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2026-02-06T01:11:38.9Z,1,REGULAR,rebound,offensive,[],1642851,,,1610612766,0,2,2026-02-06T01:11:39Z,130000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:0),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,
14,PT11M01.00S,2026-02-06T01:11:50.3Z,1,REGULAR,turnover,bad pass,[],1642851,,,1610612766,0,2,2026-02-06T01:11:54Z,140000,False,,,0,,K. Knueppel bad pass TURNOVER (1 TO),"[1642851, 201142]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Durant,201142.0,,,,,
15,PT11M01.00S,2026-02-06T01:11:50.3Z,1,REGULAR,steal,,[],201142,,,1610612745,0,2,2026-02-06T01:12:57Z,150000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
