actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-29T02:43:04.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-29T02:43:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-29T02:43:07.7Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2026-01-29T02:43:07Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. A. Sengun: Tip to H. Barnes,"[203084, 1641705, 1630578]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-01-29T02:43:21.6Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,0,0,2026-01-29T02:43:27Z,70000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 1631106]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,1.0,Eason,1631106.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2026-01-29T02:43:21.6Z,1,REGULAR,steal,,[],1631106,,,1610612745,0,0,2026-01-29T02:43:23Z,80000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M29.00S,2026-01-29T02:43:34.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630578,79.58278580814718,64.2156862745098,1610612745,2,0,2026-01-29T02:43:40Z,90000,False,71.0,139.0,1,right,A. Sengun 15' Jump Shot (2 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,,,,15.65,Made,2.0,K. Durant,201142.0,1.0,,,,,,,,,,,
11,PT11M13.00S,2026-01-29T02:43:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,7.178055190538765,50.73529411764706,1610612759,2,2,2026-01-29T02:43:54Z,110000,False,-4.0,15.0,1,left,V. Wembanyama driving Layup (2 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,1.54,Made,2.0,S. Castle,1642264.0,1.0,,,,,,,,,,,
13,PT10M53.00S,2026-01-29T02:44:11.1Z,1,REGULAR,2pt,Jump Shot,[],201142,72.61826544021025,48.03921568627451,1610612745,4,2,2026-01-29T02:44:15Z,130000,False,-10.0,205.0,1,right,K. Durant 20' Jump Shot (2 PTS) (A. Thompson 1 AST),"[201142, 1641708]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,20.51,Made,2.0,A. Thompson,1641708.0,1.0,,,,,,,,,,,
15,PT10M44.00S,2026-01-29T02:44:23.6Z,1,REGULAR,3pt,Jump Shot,[],1641705,27.677398160315374,20.34313725490196,1610612759,4,2,2026-01-29T02:48:25Z,150000,False,148.0,208.0,1,left,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,25.52,Missed,,,,,,,,,,,,,,,
16,PT10M41.00S,2026-01-29T02:44:26.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,4,2,2026-01-29T02:48:25Z,160000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M28.00S,2026-01-29T02:44:35.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,91.5407358738502,49.754901960784316,1610612745,6,2,2026-01-29T02:44:40Z,170000,False,-1.0,27.0,1,right,A. Thompson cutting DUNK (2 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.7,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,
19,PT10M23.00S,2026-01-29T02:44:44.7Z,1,REGULAR,foul,personal,[],1631106,,,1610612759,6,2,2026-01-29T02:44:59Z,190000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1641705]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627963.0,1.0,0.0,Wembanyama,1641705.0,,
21,PT10M13.00S,2026-01-29T02:45:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,16.63929040735874,62.254901960784316,1610612759,6,4,2026-01-29T02:45:14Z,210000,False,-61.0,104.0,1,left,D. Fox 12' step back Jump Shot (2 PTS),[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,,,,12.06,Made,2.0,,,,,,,,,,,,,,
