actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-27T01:11:24.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-27T01:11:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-27T01:11:26.5Z,1,REGULAR,jumpball,recovered,[],1631095,,,1610612745,0,0,2026-01-27T01:11:26Z,40000,False,,,0,,Jump Ball A. Sengun vs. J. Jackson Jr.: Tip to J. Smith Jr.,"[1631095, 1630578, 1628991]",1610612745.0,HOU,startperiod,J. Smith Jr.,1631095.0,Smith Jr.,J. Smith Jr.,Sengun,1630578.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-27T01:11:40.9Z,1,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,0,0,2026-01-27T01:11:50Z,70000,False,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (1 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2026-01-27T01:11:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,7.835085413929041,61.029411764705884,1610612763,0,0,2026-01-27T01:12:00Z,80000,False,-55.0,21.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,5.9,Missed,,,,,,,,,,,,,,,,
9,PT11M31.00S,2026-01-27T01:11:56.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,0,0,2026-01-27T01:12:00Z,90000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M27.00S,2026-01-27T01:12:00.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631106,86.5473061760841,97.05882352941177,1610612745,3,0,2026-01-27T01:12:13Z,100000,False,235.0,74.0,1,right,T. Eason 24' 3PT running (3 PTS) (A. Sengun 1 AST),"[1631106, 1630578]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,24.67,Made,,,,,3.0,A. Sengun,1630578.0,1.0,,,,,,,,
12,PT11M15.00S,2026-01-27T01:12:13.1Z,1,REGULAR,3pt,Jump Shot,[],1642907,27.414586070959263,79.90196078431373,1610612763,3,0,2026-01-27T01:12:19Z,120000,False,-150.0,205.0,1,left,MISS C. Coward 25' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,25.39,Missed,,,,,,,,,,,,,,,,
13,PT11M14.00S,2026-01-27T01:12:14.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,3,0,2026-01-27T01:12:31Z,130000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M02.00S,2026-01-27T01:12:25.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,88.91261498028909,51.9607843137255,1610612745,5,0,2026-01-27T01:12:30Z,140000,False,10.0,52.0,1,right,A. Sengun turnaround Hook (2 PTS) (K. Durant 1 AST),"[1630578, 201142]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,5.26,Made,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,
16,PT10M48.00S,2026-01-27T01:12:41.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,10.988830486202366,96.32352941176471,1610612763,5,0,2026-01-27T01:13:43Z,160000,False,-232.0,51.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,23.71,Missed,,,,,,,,,,,,,,,,
17,PT10M46.00S,2026-01-27T01:12:43.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,5,0,2026-01-27T01:13:43Z,170000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,
18,PT10M27.00S,2026-01-27T01:13:01.3Z,1,REGULAR,3pt,Jump Shot,[],1631106,91.27792378449409,4.411764705882353,1610612745,8,0,2026-01-27T01:14:08Z,180000,False,-228.0,29.0,1,right,T. Eason 3PT  (6 PTS) (A. Thompson 1 AST),"[1631106, 1641708]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,,,22.98,Made,,,,,6.0,A. Thompson,1641708.0,1.0,,,,,,,,
20,PT10M26.00S,2026-01-27T01:13:09.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,8,0,2026-01-27T01:13:09Z,200000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M16.00S,2026-01-27T01:16:08.8Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612763,8,0,2026-01-27T01:16:20Z,210000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Coward 2 FT),"[1630578, 1642907]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,1628480.0,,,,,,,,,,,,1.0,0.0,Coward,1642907.0,,,,
23,PT10M16.00S,2026-01-27T01:16:34.1Z,1,REGULAR,freethrow,1 of 2,[],1642907,,,1610612763,8,0,2026-01-27T01:16:34Z,230000,False,,,0,,MISS C. Coward Free Throw 1 of 2,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
24,PT10M16.00S,2026-01-27T01:16:34.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,8,0,2026-01-27T01:16:34Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,
25,PT10M16.00S,2026-01-27T01:16:48.3Z,1,REGULAR,freethrow,2 of 2,[],1642907,,,1610612763,8,1,2026-01-27T01:16:48Z,250000,False,,,0,,C. Coward Free Throw 2 of 2 (1 PTS),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
26,PT10M03.00S,2026-01-27T01:17:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.32917214191852,54.90196078431373,1610612745,10,1,2026-01-27T01:17:06Z,260000,False,25.0,20.0,1,right,A. Sengun Layup (4 PTS) (A. Thompson 2 AST),"[1630578, 1641708]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,3.14,Made,,,,,4.0,A. Thompson,1641708.0,2.0,,,,,,,,
28,PT09M48.00S,2026-01-27T01:17:16.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,16.29434954007884,46.591605392156865,1610612763,10,3,2026-01-27T01:17:26Z,280000,False,17.0,101.0,1,left,J. Jackson Jr. 10' driving Hook (2 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,10.21,Made,,,,,2.0,,,,,,,,,,,
29,PT09M31.00S,2026-01-27T01:17:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,84.44480946123521,54.65686274509803,1610612745,10,3,2026-01-27T01:17:40Z,290000,False,23.0,94.0,1,right,MISS T. Eason 9' driving Layup - blocked,"[1631106, 1642285]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,9.66,Missed,,,,,,,,,,,,,Spencer,1642285.0,,
30,PT09M31.00S,2026-01-27T01:17:34.7Z,1,REGULAR,block,,[],1642285,,,1610612745,10,3,2026-01-27T01:17:36Z,300000,False,,,0,,C. Spencer BLOCK (1 BLK),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2026-01-27T01:17:36.7Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,10,3,2026-01-27T01:17:40Z,310000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT09M25.00S,2026-01-27T01:17:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630583,9.017739816031538,46.81372549019608,1610612763,10,3,2026-01-27T01:17:48Z,320000,False,16.0,32.0,1,left,MISS S. Aldama running Layup,[1630583],1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,3.6,Missed,,,,,,,,,,,,,,,,
33,PT09M23.00S,2026-01-27T01:17:42.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,10,3,2026-01-27T01:17:48Z,330000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M19.00S,2026-01-27T01:17:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631095,76.95466491458606,11.029411764705882,1610612745,10,3,2026-01-27T01:19:35Z,340000,False,-195.0,164.0,1,right,MISS J. Smith Jr. 25' running 3PT,[1631095],1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,25.48,Missed,,,,,,,,,,,,,,,,
35,PT09M16.00S,2026-01-27T01:17:49.7Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,10,3,2026-01-27T01:17:52Z,350000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,
36,PT09M12.00S,2026-01-27T01:17:53.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642377,24.26084099868594,86.27450980392157,1610612763,10,3,2026-01-27T01:19:56Z,360000,False,-181.0,176.0,1,left,MISS J. Wells 25' running pullup 3PT,[1642377],1610612763.0,MEM,running pullup,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,25.25,Missed,,,,,,,,,,,,,,,,
37,PT09M09.00S,2026-01-27T01:17:56.5Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,10,3,2026-01-27T01:18:00Z,370000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT09M06.00S,2026-01-27T01:18:00.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,74.19513797634691,87.00980392156863,1610612745,10,3,2026-01-27T01:18:07Z,380000,False,185.0,190.0,1,right,MISS K. Durant 26' running 3PT,[201142],1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,26.53,Missed,,,,,,,,,,,,,,,,
39,PT09M02.00S,2026-01-27T01:18:04.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,10,3,2026-01-27T01:18:07Z,390000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,
40,PT08M52.00S,2026-01-27T01:18:14.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642907,7.835085413929041,47.30392156862745,1610612763,10,5,2026-01-27T01:20:29Z,400000,False,13.0,21.0,1,left,C. Coward cutting DUNK (3 PTS) (C. Spencer 1 AST),"[1642907, 1642285]",1610612763.0,MEM,cutting,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,2.5,Made,,,,,3.0,C. Spencer,1642285.0,1.0,,,,,,,,
42,PT08M41.00S,2026-01-27T01:18:26.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,93.38042049934296,56.127450980392155,1610612745,12,5,2026-01-27T01:18:32Z,420000,False,31.0,10.0,1,right,K. Durant cutting Layup (2 PTS) (A. Thompson 3 AST),"[201142, 1641708]",1610612745.0,HOU,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,3.21,Made,,,,,2.0,A. Thompson,1641708.0,3.0,,,,,,,,
45,PT08M41.00S,2026-01-27T01:18:36.8Z,1,REGULAR,foul,personal,['1freethrow'],1642377,,,1610612745,12,5,2026-01-27T01:18:41Z,450000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Durant 1 FT),"[1642377, 201142]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,1628480.0,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,,,
47,PT08M41.00S,2026-01-27T01:18:58.0Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612745,12,5,2026-01-27T01:19:02Z,470000,False,,,0,,MISS K. Durant Free Throw 1 of 1,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
