actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
216,PT07M42.00S,2026-04-02T00:47:39.2Z,2,REGULAR,steal,,[],1642263,,,1610612745,31,26,2026-04-02T00:47:40Z,2140000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
217,PT07M38.00S,2026-04-02T00:47:44.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642263,67.09921156373193,74.26470588235294,1610612745,34,26,2026-04-02T00:47:53Z,2150000,False,121.0,257.0,1,right,R. Sheppard 28' 3PT running pullup (9 PTS),[1642263],1610612745.0,HOU,running pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,28.4,,,,,,,,,,,,
218,PT07M23.00S,2026-04-02T00:47:57.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631172,8.360709592641262,48.77450980392157,1610612749,34,28,2026-04-02T00:48:01Z,2160000,False,6.0,26.0,1,left,O. Dieng driving DUNK (10 PTS),[1631172],1610612749.0,MIL,driving,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,2.68,,,,,,,,,,,,
219,PT07M18.00S,2026-04-02T00:48:02.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,90.62089356110381,48.77450980392157,1610612745,36,28,2026-04-02T00:49:19Z,2170000,False,-6.0,36.0,1,right,A. Thompson cutting DUNK (6 PTS) (R. Sheppard 3 AST),"[1641708, 1642263]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,3.62,,,,,,R. Sheppard,1642263.0,3.0,,,,
221,PT07M04.00S,2026-04-02T00:48:16.7Z,2,REGULAR,3pt,Jump Shot,[],1631172,32.53942181340342,31.372549019607842,1610612749,36,28,2026-04-02T00:49:33Z,2190000,False,93.0,253.0,1,left,MISS O. Dieng 27' pullup 3PT,[1631172],1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.0,,,,,,,,,,,,
222,PT07M03.00S,2026-04-02T00:48:17.7Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,36,28,2026-04-02T00:48:25Z,2200000,False,,,0,,A. Sengun REBOUND (Off:0 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,
223,PT06M55.00S,2026-04-02T00:48:27.1Z,2,REGULAR,3pt,Jump Shot,[],1631095,67.62483574244416,23.03921568627451,1610612745,36,28,2026-04-02T00:48:32Z,2210000,False,-135.0,252.0,1,right,MISS J. Smith Jr. 28' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,28.56,,,,,,,,,,,,
224,PT06M54.00S,2026-04-02T00:48:28.1Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612749,36,28,2026-04-02T00:48:32Z,2220000,False,,,0,,O. Dieng REBOUND (Off:1 Def:4),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,,,223.0,5.0,4.0,1.0,,,,,,,,
225,PT06M45.00S,2026-04-02T00:48:38.6Z,2,REGULAR,turnover,out-of-bounds,[],1631260,,,1610612749,36,28,2026-04-02T00:48:44Z,2230000,False,,,0,,A. Green step out-of-bounds TURNOVER (2 TO),[1631260],1610612749.0,MIL,step,,,Green,A. Green,,,,,Right Corner 3,24+ Right,203593.0,,,,,,,,,,,,2.0,,,,,,,
226,PT06M45.00S,2026-04-02T00:48:42.8Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,36,28,2026-04-02T00:49:01Z,2240000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M45.00S,2026-04-02T00:48:42.8Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,36,28,2026-04-02T00:49:01Z,2250000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M45.00S,2026-04-02T00:48:42.8Z,2,REGULAR,substitution,out,[],1641748,,,1610612745,36,28,2026-04-02T00:49:01Z,2260000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M45.00S,2026-04-02T00:48:42.8Z,2,REGULAR,substitution,in,[],1629006,,,1610612745,36,28,2026-04-02T00:49:01Z,2270000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M45.00S,2026-04-02T00:48:42.8Z,2,REGULAR,substitution,in,[],201142,,,1610612745,36,28,2026-04-02T00:49:01Z,2280000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M45.00S,2026-04-02T00:48:42.8Z,2,REGULAR,substitution,in,[],1631250,,,1610612745,36,28,2026-04-02T00:49:01Z,2290000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M29.00S,2026-04-02T00:49:17.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631106,89.70105124835742,97.30392156862744,1610612745,36,28,2026-04-02T00:49:22Z,2300000,False,237.0,44.0,1,right,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.06,,,,,,,,,,,,
233,PT06M28.00S,2026-04-02T00:49:18.0Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612749,36,28,2026-04-02T00:49:22Z,2310000,False,,,0,,J. Sims REBOUND (Off:3 Def:6),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,,,,,232.0,9.0,6.0,3.0,,,,,,,,
234,PT06M20.00S,2026-04-02T00:49:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631172,4.5499342969776615,46.81372549019608,1610612749,36,30,2026-04-02T00:49:30Z,2320000,False,16.0,-10.0,1,left,O. Dieng driving finger roll Layup (12 PTS),[1631172],1610612749.0,MIL,driving finger roll,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,1.86,,,,,,,,,,,,
235,PT05M56.00S,2026-04-02T00:49:50.5Z,2,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612745,36,30,2026-04-02T00:50:04Z,2330000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Okogie 2 FT),"[1631260, 1629006]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,203593.0,2.0,0.0,Okogie,1629006.0,,,,,,,,,,,,,,,
237,PT05M56.00S,2026-04-02T00:50:15.0Z,2,REGULAR,freethrow,1 of 2,[],1629006,,,1610612745,37,30,2026-04-02T00:52:23Z,2350000,False,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
238,PT05M56.00S,2026-04-02T00:50:15.0Z,2,REGULAR,freethrow,2 of 2,[],1629006,,,1610612745,37,30,2026-04-02T00:52:23Z,2360000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
253,PT05M56.00S,2026-04-02T00:50:15.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,37,30,2026-04-02T00:53:20Z,2365000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,
239,PT05M56.00S,2026-04-02T00:50:47.0Z,2,REGULAR,foul,personal,[],1631095,,,1610612749,37,30,2026-04-02T00:53:20Z,2370000,False,,,0,,J. Smith Jr. double personal FOUL (1 PF),"[1631095, 1630579]",1610612745.0,HOU,double,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,202058.0,1.0,0.0,Sims,1630579.0,,,,,,,,,,,,,,,
241,PT05M56.00S,2026-04-02T00:50:47.0Z,2,REGULAR,foul,personal,[],1630579,,,1610612749,37,30,2026-04-02T00:53:20Z,2390000,False,,,0,,J. Sims double personal FOUL (3 PF),"[1630579, 1631095]",1610612749.0,MIL,double,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,202058.0,3.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,
243,PT05M56.00S,2026-04-02T00:51:02.7Z,2,REGULAR,substitution,out,[],1630579,,,1610612749,37,30,2026-04-02T00:53:20Z,2410000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M56.00S,2026-04-02T00:51:02.7Z,2,REGULAR,substitution,in,[],1641748,,,1610612749,37,30,2026-04-02T00:53:20Z,2420000,False,,,0,,SUB in: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M47.00S,2026-04-02T00:51:16.7Z,2,REGULAR,3pt,Jump Shot,[],1631250,26.888961892247043,17.401960784313726,1610612749,37,33,2026-04-02T00:52:26Z,2430000,False,163.0,200.0,1,left,P. Nance 25' 3PT  (10 PTS) (A. Jackson Jr. 1 AST),"[1631250, 1641748]",1610612749.0,MIL,,,,Nance,P. Nance,,,,,Above the Break 3,24+ Right Center,,,,,,Made,10.0,25.82,,,,,,A. Jackson Jr.,1641748.0,1.0,,,,
247,PT05M27.00S,2026-04-02T00:51:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,91.93495400788436,49.754901960784316,1610612745,39,33,2026-04-02T00:52:15Z,2450000,False,-1.0,23.0,1,right,J. Okogie Layup (3 PTS) (J. Smith Jr. 3 AST),"[1629006, 1631095]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,2.33,,,,,,J. Smith Jr.,1631095.0,3.0,,,,
249,PT05M11.00S,2026-04-02T00:51:53.0Z,2,REGULAR,3pt,Jump Shot,[],1641748,7.966491458607096,3.9215686274509802,1610612749,39,33,2026-04-02T00:52:29Z,2470000,False,230.0,22.0,1,left,MISS A. Jackson Jr. 3PT,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.15,,,,,,,,,,,,
250,PT05M11.00S,2026-04-02T00:51:53.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,39,33,2026-04-02T00:52:29Z,2480000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,
251,PT05M04.00S,2026-04-02T00:52:00.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,64.33968462549278,21.07843137254902,1610612745,42,33,2026-04-02T00:53:38Z,2490000,False,-145.0,283.0,1,right,R. Sheppard 31' 3PT running pullup (12 PTS) (J. Smith Jr. 4 AST),"[1642263, 1631095]",1610612745.0,HOU,running pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,Made,12.0,31.75,,,,,,J. Smith Jr.,1631095.0,4.0,,,,
254,PT05M01.00S,2026-04-02T00:52:33.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,42,33,2026-04-02T00:52:33Z,2510000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M01.00S,2026-04-02T00:54:40.2Z,2,REGULAR,substitution,out,[],1631095,,,1610612749,42,33,2026-04-02T00:55:02Z,2520000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M01.00S,2026-04-02T00:54:40.2Z,2,REGULAR,substitution,in,[],1641708,,,1610612749,42,33,2026-04-02T00:55:02Z,2530000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M57.00S,2026-04-02T00:55:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,7.046649145860711,50.49019607843137,1610612749,42,33,2026-04-02T00:57:20Z,2550000,False,-2.0,14.0,1,left,MISS A. Jackson Jr. driving Layup - blocked,"[1641748, 201142]",1610612749.0,MIL,driving,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.39,,,,,,,,,,,Durant,201142.0
259,PT04M57.00S,2026-04-02T00:55:54.0Z,2,REGULAR,block,,[],201142,,,1610612749,42,33,2026-04-02T00:56:22Z,2560000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT04M55.00S,2026-04-02T00:55:56.0Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,42,33,2026-04-02T00:57:20Z,2570000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,258.0,5.0,4.0,1.0,,,,,,,,
261,PT04M42.00S,2026-04-02T00:56:00.2Z,2,REGULAR,3pt,Jump Shot,[],201142,67.7562417871222,85.7843137254902,1610612745,42,33,2026-04-02T00:56:04Z,2580000,False,179.0,251.0,1,right,MISS K. Durant 30' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,30.79,,,,,,,,,,,,
262,PT04M39.00S,2026-04-02T00:56:03.6Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612745,42,33,2026-04-02T00:56:03Z,2590000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,261.0,1.0,0.0,1.0,,,,,,,,
263,PT04M39.00S,2026-04-02T00:56:03.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629006,94.40999984741211,50.0,1610612745,44,33,2026-04-02T00:56:03Z,2600000,False,0.0,0.0,1,right,J. Okogie tip DUNK (5 PTS),[1629006],1610612745.0,HOU,tip,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Left,,,,,,Made,5.0,0.0,,,,,,,,,,,,
264,PT04M32.00S,2026-04-02T00:56:10.0Z,2,REGULAR,3pt,Jump Shot,[],1631260,23.603810775295663,91.17647058823529,1610612749,44,33,2026-04-02T00:56:14Z,2610000,False,-206.0,169.0,1,left,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.66,,,,,,,,,,,,
265,PT04M30.00S,2026-04-02T00:56:12.0Z,2,REGULAR,rebound,defensive,[],1642263,,,1610612745,44,33,2026-04-02T00:56:14Z,2620000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:2),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,
266,PT04M13.00S,2026-04-02T00:56:29.9Z,2,REGULAR,3pt,Jump Shot,[],1629006,66.04796320630749,72.79411764705883,1610612745,47,33,2026-04-02T00:56:33Z,2630000,False,114.0,267.0,1,right,J. Okogie 29' 3PT  (8 PTS) (K. Durant 4 AST),"[1629006, 201142]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,29.0,,,,,,K. Durant,201142.0,4.0,,,,
268,PT03M48.00S,2026-04-02T00:56:54.5Z,2,REGULAR,2pt,Jump Shot,[],1631172,13.354139290407357,29.166666666666668,1610612749,47,35,2026-04-02T00:56:58Z,2650000,False,104.0,73.0,1,left,O. Dieng 12' fadeaway Jump Shot (14 PTS),[1631172],1610612749.0,MIL,fadeaway,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Right,,,,,,Made,14.0,12.72,,,,,,,,,,,,
269,PT03M25.00S,2026-04-02T00:57:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629006,92.59198423127464,5.392156862745098,1610612745,47,35,2026-04-02T00:57:23Z,2660000,False,-223.0,17.0,1,right,MISS J. Okogie 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.37,,,,,,,,,,,,
270,PT03M22.00S,2026-04-02T00:57:20.4Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,47,35,2026-04-02T00:57:23Z,2670000,False,,,0,,A. Green REBOUND (Off:1 Def:4),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,269.0,5.0,4.0,1.0,,,,,,,,
271,PT03M05.00S,2026-04-02T00:57:42.7Z,2,REGULAR,violation,kicked ball,[],1642263,,,1610612749,47,35,2026-04-02T00:57:48Z,2680000,False,,,0,,R. Sheppard kicked ball VIOLATION,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,1628954.0,,,,,,,,,,,,,,,,,,,
272,PT03M05.00S,2026-04-02T00:57:47.8Z,2,REGULAR,substitution,out,[],1641748,,,1610612749,47,35,2026-04-02T00:57:53Z,2690000,False,,,0,,SUB out: A. Jackson Jr.,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M05.00S,2026-04-02T00:57:47.8Z,2,REGULAR,substitution,in,[],1630828,,,1610612749,47,35,2026-04-02T00:57:53Z,2700000,False,,,0,,SUB in: A. Antetokounmpo,[1630828],1610612749.0,MIL,,,,Antetokounmpo,A. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M01.00S,2026-04-02T00:58:05.9Z,2,REGULAR,3pt,Jump Shot,[],1631260,34.510512483574246,60.049019607843135,1610612749,47,35,2026-04-02T00:58:11Z,2710000,False,-50.0,272.0,1,left,MISS A. Green 27' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.65,,,,,,,,,,,,
275,PT03M01.00S,2026-04-02T00:58:05.9Z,2,REGULAR,rebound,offensive,[],1642504,,,1610612749,47,35,2026-04-02T00:58:11Z,2720000,False,,,0,,C. Ryan REBOUND (Off:1 Def:0),[1642504],1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Above the Break 3,24+ Center,,,,,,,,,274.0,1.0,0.0,1.0,,,,,,,,
276,PT02M58.00S,2026-04-02T00:58:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642504,4.5499342969776615,58.333333333333336,1610612749,47,37,2026-04-02T00:58:14Z,2730000,False,-42.0,-10.0,1,left,C. Ryan putback Layup (4 PTS),[1642504],1610612749.0,MIL,putback,,,Ryan,C. Ryan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,4.28,,,,,,,,,,,,
277,PT02M45.00S,2026-04-02T00:58:22.5Z,2,REGULAR,3pt,Jump Shot,[],1642263,67.09921156373193,76.22549019607843,1610612745,50,37,2026-04-02T00:58:26Z,2740000,False,131.0,257.0,1,right,R. Sheppard 28' 3PT  (15 PTS) (A. Thompson 2 AST),"[1642263, 1641708]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,15.0,28.83,,,,,,A. Thompson,1641708.0,2.0,,,,
280,PT02M22.00S,2026-04-02T00:58:49.9Z,2,REGULAR,substitution,out,[],1631106,,,1610612749,50,37,2026-04-02T00:58:59Z,2770000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M22.00S,2026-04-02T00:58:49.9Z,2,REGULAR,substitution,in,[],1630578,,,1610612749,50,37,2026-04-02T00:58:59Z,2780000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M20.00S,2026-04-02T00:59:08.8Z,2,REGULAR,3pt,Jump Shot,[],1642504,16.507884362680684,97.05882352941177,1610612749,50,40,2026-04-02T00:59:13Z,2790000,False,-235.0,103.0,1,left,C. Ryan 25' 3PT  (7 PTS) (O. Dieng 4 AST),"[1642504, 1631172]",1610612749.0,MIL,,,,Ryan,C. Ryan,,,,,Above the Break 3,24+ Left Center,,,,,,Made,7.0,25.67,,,,,,O. Dieng,1631172.0,4.0,,,,
284,PT02M06.00S,2026-04-02T00:59:22.1Z,2,REGULAR,3pt,Jump Shot,[],1642263,62.5,57.59803921568627,1610612745,50,40,2026-04-02T01:01:18Z,2810000,False,38.0,300.0,1,right,MISS R. Sheppard 30' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,30.24,,,,,,,,,,,,
285,PT02M05.00S,2026-04-02T00:59:23.1Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,50,40,2026-04-02T02:35:39Z,2820000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,
286,PT02M02.00S,2026-04-02T00:59:26.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,75.90341655716163,62.00980392156863,1610612745,50,40,2026-04-02T01:01:55Z,2830000,False,60.0,174.0,1,right,MISS K. Durant 18' Jump Shot,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,18.41,,,,,,,,,,,,
287,PT02M02.00S,2026-04-02T00:59:26.4Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,50,40,2026-04-02T01:01:55Z,2840000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,,,,,,,286.0,5.0,3.0,2.0,,,,,,,,
288,PT02M01.00S,2026-04-02T00:59:29.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630578,94.40999984741211,50.0,1610612745,52,40,2026-04-02T01:02:02Z,2850000,False,0.0,0.0,1,right,A. Sengun tip Layup (6 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.0,,,,,,,,,,,,
289,PT01M39.00S,2026-04-02T00:59:52.3Z,2,REGULAR,turnover,traveling,[],1631172,,,1610612749,52,40,2026-04-02T00:59:56Z,2860000,False,,,0,,O. Dieng traveling TURNOVER (3 TO),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Center,1628954.0,,,,,,,,,,,,3.0,,,,,,,
290,PT01M23.00S,2026-04-02T01:00:21.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,83.13074901445466,77.69607843137256,1610612745,52,40,2026-04-02T01:00:27Z,2870000,False,138.0,106.0,1,right,MISS K. Durant 17' turnaround Shot,[201142],1610612745.0,HOU,turnaround,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,17.45,,,,,,,,,,,,
291,PT01M19.00S,2026-04-02T01:00:25.4Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,52,40,2026-04-02T01:00:27Z,2880000,False,,,0,,A. Thompson REBOUND (Off:2 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,290.0,6.0,4.0,2.0,,,,,,,,
292,PT01M19.00S,2026-04-02T01:00:24.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641708,94.40999984741211,50.0,1610612745,54,40,2026-04-02T01:00:24Z,2890000,False,0.0,0.0,1,right,A. Thompson tip Layup (8 PTS),[1641708],1610612745.0,HOU,tip,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,Made,8.0,0.0,,,,,,,,,,,,
293,PT00M59.20S,2026-04-02T01:00:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631250,6.1268068331143235,48.529411764705884,1610612749,54,42,2026-04-02T01:00:52Z,2900000,False,7.0,5.0,1,left,P. Nance cutting Layup (12 PTS),[1631250],1610612749.0,MIL,cutting,,,Nance,P. Nance,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,0.9,,,,,,,,,,,,
295,PT00M46.40S,2026-04-02T01:01:04.6Z,2,REGULAR,turnover,double dribble,[],201142,,,1610612745,54,42,2026-04-02T01:01:26Z,2920000,False,,,0,,K. Durant double dribble TURNOVER (2 TO),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,203593.0,,,,,,,,,,,,2.0,,,,,,,
296,PT00M31.40S,2026-04-02T01:01:31.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631172,14.536793692509855,62.00980392156863,1610612749,54,44,2026-04-02T01:01:39Z,2930000,False,-60.0,84.0,1,left,O. Dieng 10' driving floating Jump Shot (16 PTS),[1631172],1610612749.0,MIL,driving floating,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,16.0,10.33,,,,,,,,,,,,
297,PT00M08.00S,2026-04-02T01:02:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,90.48948751642575,61.029411764705884,1610612745,54,44,2026-04-02T01:02:06Z,2940000,False,55.0,37.0,1,right,MISS A. Thompson 6' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.63,,,,,,,,,,,,
