actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
86,PT05M19.00S,2025-11-15T01:24:45.8Z,1,REGULAR,3pt,Jump Shot,[],1631101,33.98488830486202,47.05882352941176,1610612757,16,21,2025-11-15T01:24:53Z,850000,False,15.0,267.0,1,left,MISS S. Sharpe 26' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,26.74,Missed,,,,,,,,,,,,,,,,,,
87,PT05M18.00S,2025-11-15T01:24:46.8Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,16,21,2025-11-15T01:24:53Z,860000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
88,PT05M13.00S,2025-11-15T01:24:52.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,92.19776609724047,57.107843137254896,1610612745,18,21,2025-11-15T01:24:59Z,870000,False,36.0,21.0,1,right,K. Durant running DUNK (9 PTS) (R. Sheppard 1 AST),"[201142, 1642263]",1610612745.0,HOU,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,4.11,Made,9.0,,,,,,,,,,,R. Sheppard,1642263.0,1.0,,,,
90,PT04M55.00S,2025-11-15T01:25:09.7Z,1,REGULAR,3pt,Jump Shot,[],1631101,26.231931668856767,84.80392156862744,1610612757,18,24,2025-11-15T01:25:14Z,890000,False,-174.0,194.0,1,left,S. Sharpe 26' 3PT step back (8 PTS),[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,26.07,Made,8.0,,,,,,,,,,,,,,,,,
91,PT04M43.00S,2025-11-15T01:25:22.2Z,1,REGULAR,2pt,Jump Shot,[],1631095,80.6340341655716,26.225490196078432,1610612745,18,24,2025-11-15T01:25:29Z,900000,False,-119.0,130.0,1,right,MISS J. Smith Jr. 17' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,17.58,Missed,,,,,,,,,,,,,,,,,,
92,PT04M42.00S,2025-11-15T01:25:23.2Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,18,24,2025-11-15T01:25:29Z,910000,False,,,0,,T. Eason REBOUND (Off:1 Def:0),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,,91.0,1.0,0.0,1.0,,,,,,,,,,,,,
93,PT04M38.00S,2025-11-15T01:25:26.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,77.34888304862024,12.009803921568627,1610612745,21,24,2025-11-15T01:25:31Z,920000,False,-190.0,160.0,1,right,J. Smith Jr. 24' 3PT  (5 PTS) (T. Eason 1 AST),"[1631095, 1631106]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.87,Made,5.0,,,,,,,,,,,T. Eason,1631106.0,1.0,,,,
95,PT04M28.00S,2025-11-15T01:25:39.7Z,1,REGULAR,foul,personal,[],1642263,,,1610612757,21,24,2025-11-15T01:25:48Z,940000,False,,,0,,R. Sheppard personal FOUL (1 PF),"[1642263, 1630166]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,,,,,,,,1151.0,1.0,0.0,Avdija,1630166.0,,,,,,,,
97,PT04M28.00S,2025-11-15T01:25:46.9Z,1,REGULAR,substitution,out,[],1631095,,,1610612757,21,24,2025-11-15T01:25:56Z,960000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2025-11-15T01:25:46.9Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,21,24,2025-11-15T01:25:56Z,970000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M28.00S,2025-11-15T01:25:46.9Z,1,REGULAR,substitution,in,[],1641708,,,1610612757,21,24,2025-11-15T01:25:56Z,980000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2025-11-15T01:25:46.9Z,1,REGULAR,substitution,in,[],1629057,,,1610612757,21,24,2025-11-15T01:25:56Z,990000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M19.00S,2025-11-15T01:26:19.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,28.203022339027594,77.45098039215686,1610612757,21,24,2025-11-15T01:26:28Z,1000000,False,-137.0,213.0,1,left,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
102,PT04M19.00S,2025-11-15T01:26:19.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,21,24,2025-11-15T01:26:28Z,1010000,False,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,,,
103,PT04M10.00S,2025-11-15T01:26:32.7Z,1,REGULAR,2pt,Jump Shot,[],201142,92.06636005256242,31.61764705882353,1610612745,23,24,2025-11-15T01:26:41Z,1020000,False,-92.0,22.0,1,right,K. Durant 9' driving floating bank Jump Shot (11 PTS),[201142],1610612745.0,HOU,driving floating bank,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,9.45,Made,11.0,,,,,,,,,,,,,,,,,
104,PT04M10.00S,2025-11-15T01:26:36.0Z,1,REGULAR,foul,personal,['1freethrow'],203924,,,1610612745,23,24,2025-11-15T01:26:42Z,1030000,False,,,0,,J. Grant shooting personal FOUL (1 PF) (Durant 1 FT),"[203924, 201142]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,,,,,,1151.0,1.0,0.0,Durant,201142.0,,,,,,,,
106,PT04M10.00S,2025-11-15T01:27:10.8Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612745,24,24,2025-11-15T01:27:10Z,1050000,False,,,0,,K. Durant Free Throw 1 of 1 (12 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
107,PT04M03.00S,2025-11-15T01:27:19.0Z,1,REGULAR,3pt,Jump Shot,[],203924,19.136005256241788,9.558823529411764,1610612757,24,24,2025-11-15T01:31:20Z,1060000,False,202.0,127.0,1,left,MISS J. Grant pullup 3PT,[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,23.9,Missed,,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2025-11-15T01:27:21.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,24,24,2025-11-15T01:28:09Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,107.0,,,,,,,,,,,,,,,,
110,PT03M58.00S,2025-11-15T01:27:46.2Z,1,REGULAR,foul,personal,[],1642263,,,1610612757,24,24,2025-11-15T01:27:56Z,1090000,False,,,0,,R. Sheppard personal FOUL (2 PF),"[1642263, 1631101]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Center,,,,,,,,1628172.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,
112,PT03M58.00S,2025-11-15T01:27:57.4Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,24,24,2025-11-15T01:28:08Z,1110000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M58.00S,2025-11-15T01:27:57.4Z,1,REGULAR,substitution,in,[],1631200,,,1610612757,24,24,2025-11-15T01:28:08Z,1120000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M52.00S,2025-11-15T01:28:18.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,9.937582128777924,51.71568627450981,1610612757,24,26,2025-11-15T01:29:38Z,1130000,False,-9.0,41.0,1,left,R. Williams III alley-oop DUNK (2 PTS) (D. Avdija 2 AST),"[1629057, 1630166]",1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,4.18,Made,2.0,,,,,,,,,,,D. Avdija,1630166.0,2.0,,,,
116,PT03M39.00S,2025-11-15T01:28:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,91.80354796320631,54.65686274509803,1610612745,26,26,2025-11-15T01:32:39Z,1150000,False,23.0,25.0,1,right,A. Thompson driving finger roll Layup (2 PTS),[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.38,Made,2.0,,,,,,,,,,,,,,,,,
117,PT03M30.00S,2025-11-15T01:28:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630166,32.802233902759525,46.07843137254902,1610612757,26,26,2025-11-15T01:33:14Z,1160000,False,20.0,256.0,1,left,MISS D. Avdija 25' pullup 3PT,[1630166],1610612757.0,POR,pullup,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
118,PT03M30.00S,2025-11-15T01:28:39.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,26,26,2025-11-15T01:28:53Z,1170000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,
119,PT03M26.00S,2025-11-15T01:28:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,91.93495400788436,51.71568627450981,1610612745,28,26,2025-11-15T01:29:23Z,1180000,False,9.0,23.0,1,right,A. Thompson running Layup (4 PTS) (T. Eason 2 AST),"[1641708, 1631106]",1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.48,Made,4.0,,,,,,,,,,,T. Eason,1631106.0,2.0,,,,
121,PT03M26.00S,2025-11-15T01:28:59.3Z,1,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612745,28,26,2025-11-15T01:29:05Z,1200000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Thompson 1 FT),"[1630166, 1641708]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,1.0,0.0,Thompson,1641708.0,,,,,,,,
123,PT03M26.00S,2025-11-15T01:29:09.3Z,1,REGULAR,substitution,out,[],1631101,,,1610612745,28,26,2025-11-15T01:29:38Z,1220000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M26.00S,2025-11-15T01:29:09.3Z,1,REGULAR,substitution,in,[],201950,,,1610612745,28,26,2025-11-15T01:29:38Z,1230000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M26.00S,2025-11-15T01:29:23.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1641708,,,1610612745,29,26,2025-11-15T01:29:23Z,1240000,False,,,0,,A. Thompson Free Throw 1 of 1 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
126,PT03M14.00S,2025-11-15T01:29:38.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.1268068331143235,53.67647058823529,1610612757,29,26,2025-11-15T01:29:45Z,1250000,False,-18.0,5.0,1,left,MISS R. Williams III alley-oop DUNK,[1629057],1610612757.0,POR,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.91,Missed,,,,,,,,,,,,,,,,,,
127,PT03M12.00S,2025-11-15T01:29:40.5Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612757,29,26,2025-11-15T01:29:40Z,1260000,False,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,126.0,1.0,0.0,1.0,,,,,,,,,,,,,
129,PT03M06.00S,2025-11-15T01:30:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,7.5722733245729295,62.254901960784316,1610612757,29,26,2025-11-15T01:30:11Z,1280000,False,-61.0,19.0,1,left,MISS D. Avdija 6' driving reverse Layup - blocked,"[1630166, 203500]",1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,Adams,203500.0,,
130,PT03M06.00S,2025-11-15T01:30:05.0Z,1,REGULAR,block,,[],203500,,,1610612757,29,26,2025-11-15T01:30:07Z,1290000,False,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT03M06.00S,2025-11-15T01:30:05.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,29,26,2025-11-15T01:30:11Z,1300000,False,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,
132,PT02M52.00S,2025-11-15T01:30:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,90.22667542706965,63.970588235294116,1610612745,31,26,2025-11-15T01:30:28Z,1310000,False,70.0,39.0,1,right,K. Durant 8' fadeaway bank Jump Shot (14 PTS),[201142],1610612745.0,HOU,fadeaway bank,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,8.02,Made,14.0,,,,,,,,,,,,,,,,,
133,PT02M41.00S,2025-11-15T01:30:30.6Z,1,REGULAR,turnover,bad pass,[],1631200,,,1610612757,31,26,2025-11-15T01:30:35Z,1320000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631200, 1642263]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,,,,,,Sheppard,1642263.0
134,PT02M41.00S,2025-11-15T01:30:30.6Z,1,REGULAR,steal,,[],1642263,,,1610612745,31,26,2025-11-15T01:30:32Z,1330000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2025-11-15T01:30:35.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641708,92.19776609724047,47.05882352941176,1610612745,33,26,2025-11-15T01:37:11Z,1340000,False,-15.0,21.0,1,right,A. Thompson running finger roll Layup (7 PTS) (R. Sheppard 2 AST),"[1641708, 1642263]",1610612745.0,HOU,running finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.55,Made,7.0,,,,,,,,,,,R. Sheppard,1642263.0,2.0,,,,
137,PT02M22.00S,2025-11-15T01:30:49.0Z,1,REGULAR,2pt,Jump Shot,[],1630166,20.844283837056505,29.901960784313726,1610612757,33,26,2025-11-15T01:30:59Z,1360000,False,100.0,143.0,1,left,MISS D. Avdija 17' step back Shot,[1630166],1610612757.0,POR,step back,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right Center,17.51,Missed,,,,,,,,,,,,,,,,,,
138,PT02M22.00S,2025-11-15T01:30:49.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,33,26,2025-11-15T01:30:59Z,1370000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,,
139,PT02M15.00S,2025-11-15T01:30:56.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,80.50262812089356,94.85294117647058,1610612745,33,26,2025-11-15T01:31:04Z,1380000,False,224.0,131.0,1,right,MISS R. Sheppard 25' running 3PT,[1642263],1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
140,PT02M15.00S,2025-11-15T01:30:56.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,33,26,2025-11-15T01:31:04Z,1390000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,139.0,,,,,,,,,,,,,,,,
142,PT02M14.00S,2025-11-15T01:31:04.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,33,26,2025-11-15T01:31:04Z,1410000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M14.00S,2025-11-15T01:33:46.3Z,1,REGULAR,substitution,out,[],1641708,,,1610612757,33,26,2025-11-15T01:34:08Z,1420000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M14.00S,2025-11-15T01:33:46.3Z,1,REGULAR,substitution,out,[],1630166,,,1610612757,33,26,2025-11-15T01:34:08Z,1430000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M14.00S,2025-11-15T01:33:46.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612757,33,26,2025-11-15T01:34:08Z,1440000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M14.00S,2025-11-15T01:33:46.3Z,1,REGULAR,substitution,in,[],1641871,,,1610612757,33,26,2025-11-15T01:34:08Z,1450000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M55.00S,2025-11-15T01:34:33.1Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612757,33,26,2025-11-15T01:34:37Z,1460000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630578]",1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,,,,Sengun,1630578.0
148,PT01M55.00S,2025-11-15T01:34:33.1Z,1,REGULAR,steal,,[],1630578,,,1610612745,33,26,2025-11-15T01:34:34Z,1470000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
149,PT01M44.00S,2025-11-15T01:34:43.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,83.52496714848883,37.745098039215684,1610612745,35,26,2025-11-15T01:38:59Z,1480000,False,-61.0,102.0,1,right,K. Durant 11' pullup Jump Shot (16 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,16.0,,,,,,,,,,,,,,,,,
150,PT01M29.00S,2025-11-15T01:34:59.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641871,8.623521681997373,50.98039215686274,1610612757,35,28,2025-11-15T01:35:06Z,1490000,False,-5.0,29.0,1,left,D. Reath cutting DUNK (2 PTS) (K. Murray 1 AST),"[1641871, 1631200]",1610612757.0,POR,cutting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,2.9,Made,2.0,,,,,,,,,,,K. Murray,1631200.0,1.0,,,,
152,PT01M16.00S,2025-11-15T01:35:11.5Z,1,REGULAR,3pt,Jump Shot,[],1642263,68.80749014454665,80.3921568627451,1610612745,38,28,2025-11-15T01:35:15Z,1510000,False,152.0,241.0,1,right,R. Sheppard 28' 3PT  (3 PTS) (A. Sengun 1 AST),"[1642263, 1630578]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,28.47,Made,3.0,,,,,,,,,,,A. Sengun,1630578.0,1.0,,,,
154,PT00M59.10S,2025-11-15T01:35:32.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631106,,,1610612757,38,28,2025-11-15T01:35:46Z,1530000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Holiday 2 FT),"[1631106, 201950]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,,,,,,,,1151.0,1.0,0.0,Holiday,201950.0,,,,,,,,
156,PT00M59.10S,2025-11-15T01:35:58.6Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612757,38,29,2025-11-15T01:35:58Z,1550000,False,,,0,,J. Holiday Free Throw 1 of 2 (4 PTS),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
157,PT00M59.10S,2025-11-15T01:36:16.3Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612757,38,30,2025-11-15T01:36:16Z,1560000,False,,,0,,J. Holiday Free Throw 2 of 2 (5 PTS),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
158,PT00M47.70S,2025-11-15T01:36:31.6Z,1,REGULAR,3pt,Jump Shot,[],1631106,82.07950065703022,97.05882352941177,1610612745,41,30,2025-11-15T01:36:35Z,1570000,False,235.0,116.0,1,right,T. Eason 26' 3PT  (3 PTS) (K. Durant 1 AST),"[1631106, 201142]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,26.23,Made,3.0,,,,,,,,,,,K. Durant,201142.0,1.0,,,,
160,PT00M24.80S,2025-11-15T01:36:55.9Z,1,REGULAR,3pt,Jump Shot,[],1629057,8.492115637319317,5.147058823529411,1610612757,41,30,2025-11-15T01:37:09Z,1590000,False,224.0,27.0,1,left,MISS R. Williams III 3PT,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,Right Corner 3,24+ Right,22.6,Missed,,,,,,,,,,,,,,,,,,
161,PT00M23.60S,2025-11-15T01:36:57.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612745,41,30,2025-11-15T01:37:09Z,1600000,False,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,Right Corner 3,24+ Right,,,,160.0,3.0,3.0,0.0,,,,,,,,,,,,,
162,PT00M02.90S,2025-11-15T01:37:17.9Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612745,41,30,2025-11-15T01:37:25Z,1610000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 201950]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,,,,,,Holiday,201950.0
163,PT00M02.90S,2025-11-15T01:37:17.9Z,1,REGULAR,steal,,[],201950,,,1610612757,41,30,2025-11-15T01:37:19Z,1620000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
164,PT00M00.10S,2025-11-15T01:37:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201950,6.915243101182654,54.166666666666664,1610612757,41,32,2025-11-15T01:37:33Z,1630000,False,-21.0,13.0,1,left,J. Holiday running Layup (7 PTS),[201950],1610612757.0,POR,running,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.43,Made,7.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2025-11-15T01:37:29.8Z,1,REGULAR,period,end,[],0,,,1610612745,41,32,2025-11-15T01:37:29Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612745,41,32,2025-11-15T01:40:08Z,1650000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],203500,,,1610612745,41,32,2025-11-15T01:40:08Z,1660000,False,,,0,,SUB out: S. Adams,[203500],1610612745.0,HOU,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],203924,,,1610612745,41,32,2025-11-15T01:40:08Z,1670000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612745,41,32,2025-11-15T01:40:08Z,1690000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,out,['startperiod'],1641871,,,1610612745,41,32,2025-11-15T01:40:08Z,1700000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,in,['startperiod'],203991,,,1610612745,41,32,2025-11-15T01:40:08Z,1710000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-11-15T01:39:51.5Z,2,REGULAR,substitution,in,['startperiod'],1641708,,,1610612745,41,32,2025-11-15T01:40:08Z,1720000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
