actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT04M51.00S,2026-04-04T00:26:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,17.559132720105126,55.63725490196079,1610612745,15,13,2026-04-04T00:26:46Z,870000,False,-28.0,113.0,1,left,MISS J. Smith Jr. 11' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,11.61,Missed,,,,,,,,,,,,,,,,
88,PT04M50.00S,2026-04-04T00:26:40.6Z,1,REGULAR,rebound,defensive,[],1631113,,,1610612762,15,13,2026-04-04T00:26:46Z,880000,False,,,0,,K. Chandler REBOUND (Off:0 Def:1),[1631113],1610612762.0,UTA,,,,Chandler,K. Chandler,,,,,In The Paint (Non-RA),8-16 Center,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,
89,PT04M44.00S,2026-04-04T00:26:47.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642271,93.24901445466492,94.85294117647058,1610612762,15,13,2026-04-04T00:27:15Z,890000,False,224.0,11.0,1,right,MISS K. Filipowski running 3PT,[1642271],1610612762.0,UTA,running,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,22.46,Missed,,,,,,,,,,,,,,,,
90,PT04M43.00S,2026-04-04T00:26:48.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,15,13,2026-04-04T00:27:15Z,900000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,
91,PT04M17.00S,2026-04-04T00:27:14.0Z,1,REGULAR,3pt,Jump Shot,[],1631095,26.757555847568987,79.41176470588235,1610612745,18,13,2026-04-04T00:27:18Z,910000,False,-147.0,199.0,1,left,J. Smith Jr. 24' 3PT  (8 PTS) (K. Durant 2 AST),"[1631095, 201142]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,24.75,Made,,,,,,,8.0,K. Durant,201142.0,2.0,,,,,,
93,PT04M09.00S,2026-04-04T00:27:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631113,93.64323258869908,47.30392156862745,1610612762,18,13,2026-04-04T00:27:33Z,930000,False,-13.0,7.0,1,right,MISS K. Chandler driving reverse Layup,[1631113],1610612762.0,UTA,driving reverse,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,,,1.53,Missed,,,,,,,,,,,,,,,,
94,PT04M08.00S,2026-04-04T00:27:24.1Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,18,13,2026-04-04T00:27:33Z,940000,False,,,0,,C. Williams REBOUND (Off:3 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,,93.0,4.0,1.0,3.0,,,,,,,,,,,,
95,PT04M07.00S,2026-04-04T00:27:26.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642262,94.40999984741211,50.0,1610612762,18,13,2026-04-04T00:27:48Z,950000,False,0.0,0.0,1,right,MISS C. Williams tip Layup,[1642262],1610612762.0,UTA,tip,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
96,PT04M06.00S,2026-04-04T00:27:27.5Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,18,13,2026-04-04T00:27:48Z,960000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,
97,PT04M01.00S,2026-04-04T00:27:29.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,27.54599211563732,81.12745098039215,1610612745,21,13,2026-04-04T00:27:38Z,970000,False,-156.0,206.0,1,left,R. Sheppard 25' 3PT running (3 PTS) (K. Durant 3 AST),"[1642263, 201142]",1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,25.85,Made,,,,,,,3.0,K. Durant,201142.0,3.0,,,,,,
99,PT04M00.00S,2026-04-04T00:27:37.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,21,13,2026-04-04T00:27:37Z,990000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2026-04-04T00:30:15.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612762,21,13,2026-04-04T00:30:29Z,1000000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M00.00S,2026-04-04T00:30:15.3Z,1,REGULAR,substitution,out,[],1641729,,,1610612762,21,13,2026-04-04T00:30:29Z,1010000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M00.00S,2026-04-04T00:30:15.3Z,1,REGULAR,substitution,in,[],1641708,,,1610612762,21,13,2026-04-04T00:30:29Z,1020000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M00.00S,2026-04-04T00:30:15.3Z,1,REGULAR,substitution,in,[],1642846,,,1610612762,21,13,2026-04-04T00:30:29Z,1030000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M46.00S,2026-04-04T00:30:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629723,73.14388961892247,16.176470588235293,1610612762,21,16,2026-04-04T00:30:52Z,1040000,False,-169.0,200.0,1,right,J. Konchar 26' 3PT  (3 PTS) (C. Williams 1 AST),"[1629723, 1642262]",1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,26.18,Made,,,,,,,3.0,C. Williams,1642262.0,1.0,,,,,,
106,PT03M22.00S,2026-04-04T00:31:12.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,9.411957950065702,50.49019607843137,1610612745,23,16,2026-04-04T00:31:30Z,1060000,False,-2.0,36.0,1,left,C. Capela driving DUNK (2 PTS) (R. Sheppard 2 AST),"[203991, 1642263]",1610612745.0,HOU,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,3.61,Made,,,,,,,2.0,R. Sheppard,1642263.0,2.0,,,,,,
108,PT03M13.00S,2026-04-04T00:31:21.2Z,1,REGULAR,3pt,Jump Shot,[],1642262,73.53810775295663,16.176470588235293,1610612762,23,16,2026-04-04T00:31:28Z,1080000,False,-169.0,196.0,1,right,MISS C. Williams 25' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,,,25.9,Missed,,,,,,,,,,,,,,,,
109,PT03M12.00S,2026-04-04T00:31:22.2Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,23,16,2026-04-04T00:31:28Z,1090000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,
110,PT03M05.00S,2026-04-04T00:31:32.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641708,16.63929040735874,38.970588235294116,1610612745,23,16,2026-04-04T00:35:10Z,1100000,False,55.0,104.0,1,left,MISS A. Thompson 11' running pullup Shot,[1641708],1610612745.0,HOU,running pullup,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,11.76,Missed,,,,,,,,,,,,,,,,
111,PT03M04.00S,2026-04-04T00:31:33.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612745,23,16,2026-04-04T00:35:10Z,1110000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,110.0,3.0,2.0,1.0,,,,,,,,,,,,
112,PT03M03.00S,2026-04-04T00:31:34.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,6.521024967148489,50.98039215686274,1610612745,23,16,2026-04-04T00:35:22Z,1120000,False,-5.0,9.0,1,left,MISS C. Capela putback Layup,[203991],1610612745.0,HOU,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,1.01,Missed,,,,,,,,,,,,,,,,
113,PT03M02.00S,2026-04-04T00:31:35.5Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,23,16,2026-04-04T00:35:22Z,1130000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
161,PT02M56.00S,2026-04-04T00:31:40.5Z,1,REGULAR,turnover,bad pass,[],1631113,,,1610612762,23,16,2026-04-04T00:38:23Z,1135000,False,,,0,,K. Chandler bad pass TURNOVER (1 TO),"[1631113, 203991]",1610612762.0,UTA,,,,Chandler,K. Chandler,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,Capela,203991.0,,,,,,,,,,
162,PT02M56.00S,2026-04-04T00:31:40.5Z,1,REGULAR,steal,,[],203991,,,1610612745,23,16,2026-04-04T00:38:23Z,1137500,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
116,PT02M40.00S,2026-04-04T00:31:54.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631106,27.677398160315374,20.588235294117645,1610612745,26,16,2026-04-04T00:38:27Z,1160000,False,147.0,208.0,1,left,T. Eason 25' 3PT  (3 PTS) (R. Sheppard 3 AST),"[1631106, 1642263]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,25.45,Made,,,,,,,3.0,R. Sheppard,1642263.0,3.0,,,,,,
118,PT02M28.00S,2026-04-04T00:32:05.5Z,1,REGULAR,3pt,Jump Shot,[],1629723,70.90998685939553,79.90196078431373,1610612762,26,16,2026-04-04T00:32:14Z,1180000,False,150.0,221.0,1,right,MISS J. Konchar 26' 3PT,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,26.67,Missed,,,,,,,,,,,,,,,,
119,PT02M28.00S,2026-04-04T00:32:05.5Z,1,REGULAR,rebound,offensive,[],1642262,,,1610612762,26,16,2026-04-04T00:32:14Z,1190000,False,,,0,,C. Williams REBOUND (Off:4 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,,118.0,5.0,1.0,4.0,,,,,,,,,,,,
120,PT02M24.00S,2026-04-04T00:32:10.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642271,67.49342969776609,42.15686274509804,1610612762,26,16,2026-04-04T00:32:19Z,1200000,False,-39.0,253.0,1,right,MISS K. Filipowski 25' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,25.61,Missed,,,,,,,,,,,,,,,,
121,PT02M23.00S,2026-04-04T00:32:11.0Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,26,16,2026-04-04T00:32:19Z,1210000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,,,120.0,2.0,1.0,1.0,,,,,,,,,,,,
122,PT02M10.00S,2026-04-04T00:32:24.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642846,80.76544021024968,57.84313725490197,1610612762,26,18,2026-04-04T00:32:29Z,1220000,False,39.0,128.0,1,right,A. Bailey 13' pullup Jump Shot (4 PTS),[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Center,,,13.42,Made,,,,,,,4.0,,,,,,,,,
123,PT01M54.00S,2026-04-04T00:32:43.0Z,1,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612745,26,18,2026-04-04T00:32:53Z,1230000,False,,,0,,C. Williams shooting personal FOUL (1 PF) (Durant 2 FT),"[1642262, 201142]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Right,1146.0,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,
125,PT01M54.00S,2026-04-04T00:33:10.8Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612745,27,18,2026-04-04T00:33:39Z,1250000,False,,,0,,K. Durant Free Throw 1 of 2 (7 PTS),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
126,PT01M54.00S,2026-04-04T00:33:12.3Z,1,REGULAR,substitution,out,[],1642263,,,1610612745,27,18,2026-04-04T00:33:20Z,1260000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M54.00S,2026-04-04T00:33:12.3Z,1,REGULAR,substitution,out,[],203991,,,1610612745,27,18,2026-04-04T00:33:20Z,1270000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M54.00S,2026-04-04T00:33:12.3Z,1,REGULAR,substitution,out,[],1642262,,,1610612745,27,18,2026-04-04T00:33:20Z,1280000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M54.00S,2026-04-04T00:33:12.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,27,18,2026-04-04T00:33:20Z,1290000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M54.00S,2026-04-04T00:33:12.3Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,27,18,2026-04-04T00:33:20Z,1300000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M54.00S,2026-04-04T00:33:12.3Z,1,REGULAR,substitution,in,[],1643016,,,1610612745,27,18,2026-04-04T00:33:20Z,1310000,False,,,0,,SUB in: B. Mbeng,[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2026-04-04T00:33:10.8Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612745,27,18,2026-04-04T00:33:39Z,1320000,False,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
133,PT01M53.00S,2026-04-04T00:33:11.8Z,1,REGULAR,rebound,defensive,[],1643016,,,1610612762,27,18,2026-04-04T00:33:39Z,1330000,False,,,0,,B. Mbeng REBOUND (Off:0 Def:1),[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,
134,PT01M38.00S,2026-04-04T00:33:48.8Z,1,REGULAR,3pt,Jump Shot,[],1642846,73.80091984231275,16.911764705882355,1610612762,27,18,2026-04-04T00:37:59Z,1340000,False,-165.0,194.0,1,right,MISS A. Bailey 25' step back 3PT,[1642846],1610612762.0,UTA,step back,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,,,25.48,Missed,,,,,,,,,,,,,,,,
135,PT01M37.00S,2026-04-04T00:33:49.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,27,18,2026-04-04T00:33:58Z,1350000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,
136,PT01M29.00S,2026-04-04T00:33:58.2Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612745,27,18,2026-04-04T00:34:02Z,1360000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1629723]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,Konchar,1629723.0,,,,,,,,,,
137,PT01M29.00S,2026-04-04T00:33:58.2Z,1,REGULAR,steal,,[],1629723,,,1610612762,27,18,2026-04-04T00:34:00Z,1370000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M23.00S,2026-04-04T00:34:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631113,92.06636005256242,51.470588235294116,1610612762,27,20,2026-04-04T00:34:11Z,1380000,False,7.0,22.0,1,right,K. Chandler running reverse Layup (2 PTS) (A. Bailey 1 AST),"[1631113, 1642846]",1610612762.0,UTA,running reverse,,,Chandler,K. Chandler,,,,,Restricted Area,0-8 Center,,,2.33,Made,,,,,,,2.0,A. Bailey,1642846.0,1.0,,,,,,
140,PT01M10.00S,2026-04-04T00:34:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.719448094612352,37.254901960784316,1610612745,29,20,2026-04-04T00:34:23Z,1400000,False,64.0,95.0,1,left,K. Durant 11' turnaround fadeaway Jump Shot (9 PTS),[201142],1610612745.0,HOU,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,11.46,Made,,,,,,,9.0,,,,,,,,,
141,PT00M56.40S,2026-04-04T00:34:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,92.46057818659659,51.9607843137255,1610612762,29,22,2026-04-04T00:34:38Z,1410000,False,10.0,18.0,1,right,K. Filipowski driving finger roll Layup (4 PTS) (J. Konchar 1 AST),"[1642271, 1629723]",1610612762.0,UTA,driving finger roll,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,2.08,Made,,,,,,,4.0,J. Konchar,1629723.0,1.0,,,,,,
143,PT00M49.60S,2026-04-04T00:34:45.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,10.068988173455978,63.725490196078425,1610612745,31,22,2026-04-04T00:34:52Z,1430000,False,-69.0,42.0,1,left,A. Thompson 8' driving floating bank Jump Shot (4 PTS),[1641708],1610612745.0,HOU,driving floating bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,8.05,Made,,,,,,,4.0,,,,,,,,,
144,PT00M49.60S,2026-04-04T00:34:48.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642271,,,1610612745,31,22,2026-04-04T00:35:12Z,1440000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Thompson 1 FT),"[1642271, 1641708]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,1201.0,,,,,,,,,,,,,,1.0,0.0,Thompson,1641708.0,,
146,PT00M49.60S,2026-04-04T00:35:13.3Z,1,REGULAR,freethrow,1 of 1,[],1641708,,,1610612745,32,22,2026-04-04T00:35:13Z,1460000,False,,,0,,A. Thompson Free Throw 1 of 1 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
151,PT00M29.90S,2026-04-04T00:35:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1643016,85.23324572930355,48.77450980392157,1610612762,32,22,2026-04-04T00:48:45Z,1510000,False,-6.0,86.0,1,right,MISS B. Mbeng 8' driving floating Shot,[1643016],1610612762.0,UTA,driving floating,,,Mbeng,B. Mbeng,,,,,In The Paint (Non-RA),8-16 Center,,,8.65,Missed,,,,,,,,,,,,,,,,
152,PT00M29.40S,2026-04-04T00:35:56.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,32,22,2026-04-04T00:36:07Z,1520000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,
153,PT00M03.80S,2026-04-04T00:36:22.3Z,1,REGULAR,2pt,Jump Shot,[],1631106,20.05584756898817,74.75490196078431,1610612745,34,22,2026-04-04T00:36:26Z,1530000,False,-124.0,136.0,1,left,T. Eason 18' pullup Jump Shot (5 PTS),[1631106],1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,16-24 Left Center,,,18.39,Made,,,,,,,5.0,,,,,,,,,
154,PT00M00.80S,2026-04-04T00:36:36.3Z,1,REGULAR,foul,personal,[],1628988,,,1610612762,34,22,2026-04-04T00:36:53Z,1540000,False,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1631113]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,202026.0,,,,,,,,,,,,,,1.0,0.0,Chandler,1631113.0,,
156,PT00M00.80S,2026-04-04T00:36:51.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612762,34,22,2026-04-04T00:36:55Z,1560000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.80S,2026-04-04T00:36:51.7Z,1,REGULAR,substitution,in,[],1631095,,,1610612762,34,22,2026-04-04T00:36:55Z,1570000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2026-04-04T00:37:09.5Z,1,REGULAR,3pt,Jump Shot,[],1642846,63.81406044678055,77.45098039215686,1610612762,34,22,2026-04-04T00:37:22Z,1580000,False,137.0,288.0,1,right,MISS A. Bailey 31' 3PT - blocked,"[1642846, 201142]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,,,31.87,Missed,,,,,,,,,,,,,,,Durant,201142.0
224,PT00M00.00S,2026-04-04T00:37:09.5Z,1,REGULAR,block,,[],201142,,,1610612762,34,22,2026-04-04T00:46:45Z,1585000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2026-04-04T00:37:09.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,34,22,2026-04-04T00:46:45Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,158.0,,,,,,,,,,,,,,,
160,PT00M00.00S,2026-04-04T00:37:19.2Z,1,REGULAR,period,end,[],0,,,1610612762,34,22,2026-04-04T00:37:19Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-04-04T00:39:30.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612762,34,22,2026-04-04T00:39:48Z,1610000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-04-04T00:39:30.9Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,34,22,2026-04-04T00:39:48Z,1620000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-04-04T00:39:30.9Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612762,34,22,2026-04-04T00:39:48Z,1630000,False,,,0,,SUB out: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-04-04T00:39:30.9Z,2,REGULAR,substitution,in,['startperiod'],1630578,,,1610612762,34,22,2026-04-04T00:39:48Z,1640000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-04-04T00:39:30.9Z,2,REGULAR,substitution,in,['startperiod'],1631131,,,1610612762,34,22,2026-04-04T00:39:48Z,1650000,False,,,0,,SUB in: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-04-04T00:39:30.9Z,2,REGULAR,substitution,in,['startperiod'],1641729,,,1610612762,34,22,2026-04-04T00:39:48Z,1660000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-04-04T00:39:56.9Z,2,REGULAR,period,start,[],0,,,1610612745,34,22,2026-04-04T00:39:56Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M46.00S,2026-04-04T00:40:09.5Z,2,REGULAR,turnover,bad pass,[],1631095,,,1610612745,34,22,2026-04-04T00:40:14Z,1680000,False,,,0,,J. Smith Jr. bad pass TURNOVER (1 TO),"[1631095, 1631131]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,,1.0,,,,,,,Tshiebwe,1631131.0,,,,,,,,,,
171,PT11M46.00S,2026-04-04T00:40:09.5Z,2,REGULAR,steal,,[],1631131,,,1610612762,34,22,2026-04-04T00:50:51Z,1690000,False,,,0,,O. Tshiebwe STEAL (1 STL),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
