actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
252,PT06M52.00S,2026-02-01T02:22:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.7365308804205,61.274509803921575,1610612745,42,39,2026-02-01T02:22:16Z,2480000,False,56.0,110.0,1,right,J. Smith Jr. 12' pullup Jump Shot (8 PTS) (A. Thompson 5 AST),"[1631095, 1641708]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.34,Made,,,,,,,,,,8.0,A. Thompson,1641708.0,5.0,,,,,
254,PT06M38.00S,2026-02-01T02:22:25.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642948,18.74178712220762,65.19607843137256,1610612742,42,39,2026-02-01T02:22:38Z,2500000,False,-76.0,124.0,1,left,MISS R. Nembhard 14' pullup Shot,[1642948],1610612742.0,DAL,pullup,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,14.52,Missed,,,,,,,,,,,,,,,,,,
255,PT06M37.00S,2026-02-01T02:22:26.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,42,39,2026-02-01T02:22:38Z,2510000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,254.0,,,,,,4.0,4.0,0.0,,,,,,,,,
256,PT06M25.00S,2026-02-01T02:22:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,82.34231274638634,46.32352941176471,1610612745,42,39,2026-02-01T02:24:32Z,2520000,False,-18.0,113.0,1,right,MISS J. Smith Jr. 11' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
257,PT06M24.00S,2026-02-01T02:22:37.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,42,39,2026-02-01T02:22:51Z,2530000,False,,,0,,P. Washington REBOUND (Off:2 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,256.0,,,,,,4.0,2.0,2.0,,,,,,,,,
258,PT06M15.00S,2026-02-01T02:22:46.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629023,8.229303547963205,48.28431372549019,1610612742,42,41,2026-02-01T02:26:53Z,2540000,False,9.0,25.0,1,left,P. Washington running Layup (4 PTS) (R. Nembhard 3 AST),"[1629023, 1642948]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,,4.0,R. Nembhard,1642948.0,3.0,,,,,
260,PT05M52.00S,2026-02-01T02:23:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.81011826544021,59.80392156862745,1610612745,42,41,2026-02-01T02:23:17Z,2560000,False,49.0,71.0,1,right,MISS K. Durant 8' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,8.67,Missed,,,,,,,,,,,,,,,,,,
261,PT05M51.00S,2026-02-01T02:23:08.9Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,42,41,2026-02-01T02:24:39Z,2570000,False,,,0,,D. Powell REBOUND (Off:0 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Right,,,260.0,,,,,,3.0,3.0,0.0,,,,,,,,,
262,PT05M44.00S,2026-02-01T02:23:18.1Z,2,REGULAR,3pt,Jump Shot,[],202691,30.436925098554536,28.676470588235293,1610612742,42,41,2026-02-01T02:23:26Z,2580000,False,107.0,234.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
263,PT05M42.00S,2026-02-01T02:23:20.1Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,42,41,2026-02-01T02:23:26Z,2590000,False,,,0,,T. Eason REBOUND (Off:2 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,262.0,,,,,,5.0,3.0,2.0,,,,,,,,,
264,PT05M31.00S,2026-02-01T02:23:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,91.80354796320631,60.049019607843135,1610612745,42,41,2026-02-01T02:23:40Z,2600000,False,50.0,25.0,1,right,MISS A. Thompson cutting Layup,[1641708],1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
265,PT05M30.00S,2026-02-01T02:23:33.3Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,42,41,2026-02-01T02:23:40Z,2610000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,264.0,,,,,,1.0,0.0,1.0,,,,,,,,,
266,PT05M30.00S,2026-02-01T02:23:36.1Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612745,42,41,2026-02-01T02:24:00Z,2620000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Thompson 2 FT),"[203939, 1641708]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,,,,
268,PT05M30.00S,2026-02-01T02:24:03.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641708,,,1610612745,43,41,2026-02-01T02:24:03Z,2640000,False,,,0,,A. Thompson Free Throw 1 of 2 (5 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
269,PT05M30.00S,2026-02-01T02:24:04.0Z,2,REGULAR,substitution,out,[],201142,,,1610612745,43,41,2026-02-01T02:24:13Z,2650000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M30.00S,2026-02-01T02:24:04.0Z,2,REGULAR,substitution,out,[],202691,,,1610612745,43,41,2026-02-01T02:24:13Z,2660000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M30.00S,2026-02-01T02:24:04.0Z,2,REGULAR,substitution,in,[],1629006,,,1610612745,43,41,2026-02-01T02:24:13Z,2670000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M30.00S,2026-02-01T02:24:04.0Z,2,REGULAR,substitution,in,[],1631108,,,1610612745,43,41,2026-02-01T02:24:13Z,2680000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M30.00S,2026-02-01T02:24:30.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641708,,,1610612745,44,41,2026-02-01T02:24:30Z,2690000,False,,,0,,A. Thompson Free Throw 2 of 2 (6 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
274,PT05M18.00S,2026-02-01T02:24:44.3Z,2,REGULAR,3pt,Jump Shot,[],1642948,33.459264126149804,51.225490196078425,1610612742,44,41,2026-02-01T02:30:44Z,2700000,False,-6.0,262.0,1,left,MISS R. Nembhard 26' step back 3PT,[1642948],1610612742.0,DAL,step back,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
275,PT05M15.00S,2026-02-01T02:24:47.3Z,2,REGULAR,rebound,defensive,[],1629006,,,1610612745,44,41,2026-02-01T02:24:52Z,2710000,False,,,0,,J. Okogie REBOUND (Off:1 Def:3),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,,,274.0,,,,,,4.0,3.0,1.0,,,,,,,,,
276,PT05M05.00S,2026-02-01T02:24:58.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,85.75886990801577,50.98039215686274,1610612745,46,41,2026-02-01T02:25:06Z,2720000,False,5.0,81.0,1,right,A. Sengun 8' turnaround Hook (2 PTS) (J. Smith Jr. 1 AST),"[1630578, 1631095]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.15,Made,,,,,,,,,,2.0,J. Smith Jr.,1631095.0,1.0,,,,,
278,PT05M04.00S,2026-02-01T02:25:04.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,46,41,2026-02-01T02:25:04Z,2740000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M04.00S,2026-02-01T02:27:01.6Z,2,REGULAR,substitution,out,[],1642948,,,1610612742,46,41,2026-02-01T02:28:09Z,2750000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M04.00S,2026-02-01T02:27:01.6Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,46,41,2026-02-01T02:28:09Z,2760000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M49.00S,2026-02-01T02:28:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,12.171484888304862,50.98039215686274,1610612742,46,41,2026-02-01T02:28:49Z,2780000,False,-5.0,62.0,1,left,MISS C. Flagg 6' driving floating Shot,[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
283,PT04M47.00S,2026-02-01T02:28:38.5Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,46,41,2026-02-01T02:28:38Z,2790000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,282.0,,,,,,3.0,2.0,1.0,,,,,,,,,
284,PT04M38.00S,2026-02-01T02:28:47.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,85.3646517739816,45.09803921568628,1610612745,46,41,2026-02-01T02:28:54Z,2800000,False,-25.0,85.0,1,right,MISS A. Sengun 8' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.86,Missed,,,,,,,,,,,,,,,,,,
285,PT04M38.00S,2026-02-01T02:28:47.4Z,2,REGULAR,rebound,defensive,[],1642843,,,1610612742,46,41,2026-02-01T02:28:54Z,2810000,False,,,0,,C. Flagg REBOUND (Off:0 Def:4),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,284.0,,,,,,4.0,4.0,0.0,,,,,,,,,
287,PT04M32.00S,2026-02-01T02:28:56.4Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612742,46,41,2026-02-01T02:29:02Z,2820000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Washington 2 FT),"[1631095, 1629023]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,1626301.0,1.0,0.0,Washington,1629023.0,,,,,,,,,,,,
291,PT04M32.00S,2026-02-01T02:29:30.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629023,,,1610612742,46,41,2026-02-01T02:29:54Z,2840000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
292,PT04M32.00S,2026-02-01T02:29:30.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,46,41,2026-02-01T02:29:54Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,
293,PT04M32.00S,2026-02-01T02:29:30.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629023,,,1610612742,46,41,2026-02-01T02:29:54Z,2860000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
294,PT04M32.00S,2026-02-01T02:29:30.0Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,46,41,2026-02-01T02:29:54Z,2870000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,293.0,,,,,,4.0,3.0,1.0,,,,,,,,,
295,PT04M15.00S,2026-02-01T02:30:10.0Z,2,REGULAR,foul,personal,['2freethrow'],203939,,,1610612745,46,41,2026-02-01T02:30:17Z,2880000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Sengun 2 FT),"[203939, 1630578]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Mid-Range,8-16 Left,,,,1626301.0,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,
297,PT04M15.00S,2026-02-01T02:30:29.9Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,46,41,2026-02-01T02:30:29Z,2900000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT04M15.00S,2026-02-01T02:30:29.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,46,41,2026-02-01T02:30:29Z,2910000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
299,PT04M15.00S,2026-02-01T02:30:30.6Z,2,REGULAR,substitution,out,[],203939,,,1610612745,46,41,2026-02-01T02:30:36Z,2920000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M15.00S,2026-02-01T02:30:30.6Z,2,REGULAR,substitution,in,[],1629655,,,1610612745,46,41,2026-02-01T02:30:36Z,2930000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M15.00S,2026-02-01T02:30:53.4Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,47,41,2026-02-01T02:30:53Z,2940000,False,,,0,,A. Sengun Free Throw 2 of 2 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
302,PT03M58.00S,2026-02-01T02:31:12.2Z,2,REGULAR,3pt,Jump Shot,[],1631108,23.340998685939553,13.23529411764706,1610612742,47,44,2026-02-01T02:31:16Z,2950000,False,184.0,167.0,1,left,M. Christie 24' 3PT  (3 PTS) (C. Flagg 2 AST),"[1631108, 1642843]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,24.83,Made,,,,,,,,,,3.0,C. Flagg,1642843.0,2.0,,,,,
304,PT03M31.00S,2026-02-01T02:31:39.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,86.94152431011827,50.73529411764706,1610612745,49,44,2026-02-01T02:33:38Z,2970000,False,4.0,70.0,1,right,A. Sengun 7' driving Hook (5 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.03,Made,,,,,,,,,,5.0,,,,,,,,
305,PT03M22.00S,2026-02-01T02:31:51.3Z,2,REGULAR,turnover,lost ball,[],1629023,,,1610612742,49,44,2026-02-01T02:31:56Z,2980000,False,,,0,,P. Washington lost ball TURNOVER (2 TO),"[1629023, 1631106]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Eason,1631106.0
306,PT03M22.00S,2026-02-01T02:31:51.3Z,2,REGULAR,steal,,[],1631106,,,1610612745,49,44,2026-02-01T02:31:53Z,2990000,False,,,0,,T. Eason STEAL (2 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
307,PT03M12.00S,2026-02-01T02:31:57.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629006,92.32917214191852,47.05882352941176,1610612745,49,44,2026-02-01T02:35:13Z,3000000,False,-15.0,20.0,1,right,MISS J. Okogie running reverse Layup,[1629006],1610612745.0,HOU,running reverse,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
308,PT03M12.00S,2026-02-01T02:31:57.6Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,49,44,2026-02-01T02:35:13Z,3010000,False,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,307.0,,,,,,5.0,3.0,2.0,,,,,,,,,
309,PT02M58.00S,2026-02-01T02:32:12.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631095,67.49342969776609,57.84313725490197,1610612745,52,44,2026-02-01T02:32:18Z,3020000,False,39.0,253.0,1,right,J. Smith Jr. 25' 3PT  (11 PTS) (T. Eason 2 AST),"[1631095, 1631106]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.61,Made,,,,,,,,,,11.0,T. Eason,1631106.0,2.0,,,,,
311,PT02M49.00S,2026-02-01T02:32:27.1Z,2,REGULAR,foul,personal,[],1629006,,,1610612742,52,44,2026-02-01T02:32:33Z,3040000,False,,,0,,J. Okogie personal FOUL (2 PF),"[1629006, 1642843]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,,,,2882.0,2.0,0.0,Flagg,1642843.0,,,,,,,,,,,,
313,PT02M39.00S,2026-02-01T02:32:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,7.703679369250986,57.59803921568627,1610612742,52,44,2026-02-01T02:32:58Z,3060000,False,-38.0,20.0,1,left,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,,
314,PT02M38.00S,2026-02-01T02:32:51.1Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,52,44,2026-02-01T02:32:58Z,3070000,False,,,0,,D. Gafford REBOUND (Off:3 Def:4),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,313.0,,,,,,7.0,4.0,3.0,,,,,,,,,
315,PT02M38.00S,2026-02-01T02:32:54.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612742,52,46,2026-02-01T02:33:03Z,3080000,False,0.0,0.0,1,left,D. Gafford tip DUNK (8 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,8.0,,,,,,,,
316,PT02M21.00S,2026-02-01T02:33:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,81.68528252299606,49.01960784313725,1610612745,52,46,2026-02-01T02:33:15Z,3090000,False,-5.0,120.0,1,right,MISS T. Eason 11' driving floating Shot,[1631106],1610612745.0,HOU,driving floating,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,11.98,Missed,,,,,,,,,,,,,,,,,,
317,PT02M20.00S,2026-02-01T02:33:07.8Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,52,46,2026-02-01T02:33:15Z,3100000,False,,,0,,T. Eason REBOUND (Off:3 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,316.0,,,,,,6.0,3.0,3.0,,,,,,,,,
318,PT02M20.00S,2026-02-01T02:33:10.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631106,94.40999984741211,50.0,1610612745,52,46,2026-02-01T02:33:22Z,3110000,False,0.0,0.0,1,right,MISS T. Eason tip Layup,[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
319,PT02M19.00S,2026-02-01T02:33:11.6Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,52,46,2026-02-01T03:24:20Z,3120000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,318.0,,,,,,5.0,4.0,1.0,,,,,,,,,
320,PT01M59.00S,2026-02-01T02:33:28.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631106,81.02825229960578,35.53921568627451,1610612745,52,46,2026-02-01T02:39:27Z,3130000,False,-72.0,126.0,1,right,MISS T. Eason 14' fadeaway Shot,[1631106],1610612745.0,HOU,fadeaway,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,14.51,Missed,,,,,,,,,,,,,,,,,,
321,PT01M58.00S,2026-02-01T02:33:29.3Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,52,46,2026-02-01T02:33:35Z,3140000,False,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,320.0,,,,,,6.0,3.0,3.0,,,,,,,,,
322,PT01M56.00S,2026-02-01T02:33:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,94.40999984741211,50.0,1610612745,52,46,2026-02-01T02:33:31Z,3150000,False,0.0,0.0,1,right,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
323,PT01M54.00S,2026-02-01T02:33:32.5Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,52,46,2026-02-01T02:33:32Z,3160000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,322.0,,,,,,2.0,0.0,2.0,,,,,,,,,
324,PT01M53.00S,2026-02-01T02:33:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641708,92.19776609724047,46.81372549019608,1610612745,54,46,2026-02-01T02:33:44Z,3170000,False,-16.0,21.0,1,right,A. Thompson Layup (8 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,8.0,,,,,,,,
325,PT01M40.00S,2026-02-01T02:33:47.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.178055190538765,55.63725490196079,1610612742,54,48,2026-02-01T02:33:52Z,3180000,False,-28.0,15.0,1,left,D. Gafford DUNK (10 PTS) (N. Marshall 2 AST),"[1629655, 1630230]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,,,,,10.0,N. Marshall,1630230.0,2.0,,,,,
327,PT01M20.00S,2026-02-01T02:34:08.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,84.44480946123521,51.470588235294116,1610612745,54,48,2026-02-01T02:34:28Z,3200000,False,7.0,94.0,1,right,MISS A. Sengun 9' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
328,PT01M19.00S,2026-02-01T02:34:09.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,54,48,2026-02-01T02:34:28Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,327.0,,,,,,,,,,,,,,,,,
329,PT01M19.00S,2026-02-01T02:34:15.2Z,2,REGULAR,foul,personal,[],1630578,,,1610612742,54,48,2026-02-01T02:34:31Z,3220000,False,,,0,,A. Sengun loose ball personal FOUL (2 PF),"[1630578, 1629655]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,2882.0,2.0,0.0,Gafford,1629655.0,,,,,,,,,,,,
331,PT01M19.00S,2026-02-01T02:34:25.0Z,2,REGULAR,substitution,out,[],1631106,,,1610612742,54,48,2026-02-01T02:34:31Z,3240000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M19.00S,2026-02-01T02:34:25.0Z,2,REGULAR,substitution,in,[],201142,,,1610612742,54,48,2026-02-01T02:34:31Z,3250000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M03.00S,2026-02-01T02:34:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612742,54,48,2026-02-01T02:35:06Z,3260000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Marshall 2 FT),"[1631095, 1630230]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,1626301.0,2.0,0.0,Marshall,1630230.0,,,,,,,,,,,,
335,PT01M03.00S,2026-02-01T02:35:26.0Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,54,48,2026-02-01T02:35:26Z,3280000,False,,,0,,MISS N. Marshall Free Throw 1 of 2,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT01M03.00S,2026-02-01T02:35:26.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,54,48,2026-02-01T02:35:26Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,
