actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-17T02:43:00.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-17T02:43:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-17T02:43:03.3Z,1,REGULAR,jumpball,recovered,[],1629006,,,1610612745,0,0,2026-01-17T02:43:03Z,40000,False,,,0,,Jump Ball A. Sengun vs. R. Gobert: Tip to J. Okogie,"[1629006, 1630578, 203497]",1610612745.0,HOU,startperiod,J. Okogie,1629006.0,Okogie,J. Okogie,Sengun,1630578.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-01-17T02:43:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,8.229303547963205,43.872549019607845,1610612745,0,0,2026-01-17T02:43:31Z,70000,False,31.0,25.0,1,left,MISS K. Durant driving Layup - blocked,"[201142, 1630183]",1610612745.0,HOU,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,3.95,Missed,McDaniels,1630183.0,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-01-17T02:43:20.9Z,1,REGULAR,block,,[],1630183,,,1610612745,0,0,2026-01-17T02:43:24Z,80000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2026-01-17T02:43:21.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2026-01-17T02:43:31Z,90000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M32.00S,2026-01-17T02:43:28.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,85.75886990801577,95.09803921568627,1610612750,0,3,2026-01-17T02:43:36Z,100000,False,225.0,81.0,1,right,D. DiVincenzo 3PT running (3 PTS) (J. McDaniels 1 AST),"[1628978, 1630183]",1610612750.0,MIN,running,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.97,Made,,,,,,,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,
12,PT11M19.00S,2026-01-17T02:43:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,7.703679369250986,56.86274509803921,1610612745,0,3,2026-01-17T02:43:56Z,120000,False,-34.0,20.0,1,left,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 203944]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.97,Missed,Randle,203944.0,,,,,,,,,,,,,,,,
13,PT11M19.00S,2026-01-17T02:43:44.0Z,1,REGULAR,block,,[],203944,,,1610612745,0,3,2026-01-17T02:45:35Z,130000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M18.00S,2026-01-17T02:43:45.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,0,3,2026-01-17T02:43:56Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,12.0,,,,,,,,,,,,,,,
16,PT11M08.00S,2026-01-17T02:44:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.863994743758213,54.41176470588235,1610612745,0,3,2026-01-17T02:44:16Z,160000,False,-22.0,3.0,1,left,MISS A. Sengun driving finger roll Layup,[1630578],1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.23,Missed,,,,,,,,,,,,,,,,,,
