actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
41,PT07M50.00S,2025-11-17T00:17:26.1Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,6,10,2025-11-17T00:17:47Z,410000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,40.0,3.0,3.0,0.0,,,,,,,,,,,,,,
42,PT07M46.00S,2025-11-17T00:17:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631095,91.14651773981603,55.88235294117647,1610612745,6,10,2025-11-17T00:17:38Z,420000,False,29.0,31.0,1,right,MISS J. Smith Jr. running Layup - blocked,"[1631095, 1628976]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.25,Missed,,,,,,,,,,,Carter Jr.,1628976.0,,,,,,
43,PT07M46.00S,2025-11-17T00:17:32.2Z,1,REGULAR,block,,[],1628976,,,1610612745,6,10,2025-11-17T00:17:35Z,430000,False,,,0,,W. Carter Jr. BLOCK (2 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT07M46.00S,2025-11-17T00:17:32.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,6,10,2025-11-17T00:17:38Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,42.0,,,,,,,,,,,,,,,,,
45,PT07M39.00S,2025-11-17T00:17:47.0Z,1,REGULAR,3pt,Jump Shot,[],1641783,22.946780551905388,87.74509803921569,1610612753,6,10,2025-11-17T00:17:51Z,450000,False,-189.0,163.0,1,left,MISS T. da Silva 24' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
46,PT07M35.00S,2025-11-17T00:17:51.0Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,6,10,2025-11-17T00:17:51Z,460000,False,,,0,,A. Thompson REBOUND (Off:0 Def:4),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,45.0,4.0,4.0,0.0,,,,,,,,,,,,,,
47,PT07M28.00S,2025-11-17T00:17:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,86.28449408672799,56.127450980392155,1610612745,6,10,2025-11-17T00:18:04Z,470000,False,31.0,76.0,1,right,MISS A. Thompson 8' driving floating Shot - blocked,"[1641708, 1641710]",1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,Black,1641710.0,,,,,,
48,PT07M28.00S,2025-11-17T00:17:56.9Z,1,REGULAR,block,,[],1641710,,,1610612745,6,10,2025-11-17T00:17:59Z,480000,False,,,0,,A. Black BLOCK (1 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M25.00S,2025-11-17T00:17:59.9Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,6,10,2025-11-17T00:18:04Z,490000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),8-16 Center,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M23.00S,2025-11-17T00:18:02.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641783,9.017739816031538,41.911764705882355,1610612753,6,12,2025-11-17T00:18:25Z,500000,False,40.0,32.0,1,left,T. da Silva running Layup (2 PTS),[1641783],1610612753.0,ORL,running,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,2.0,,,,,,,,,,,,,
51,PT07M10.00S,2025-11-17T00:18:19.7Z,1,REGULAR,foul,personal,[],1630217,,,1610612745,6,12,2025-11-17T00:18:27Z,510000,False,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 1629006]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1162.0,,,,1.0,0.0,Okogie,1629006.0,,
53,PT07M10.00S,2025-11-17T00:18:49.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,6,12,2025-11-17T00:18:49Z,530000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M55.00S,2025-11-17T00:22:28.0Z,1,REGULAR,2pt,Jump Shot,[],1630578,87.07293035479631,76.47058823529412,1610612745,6,12,2025-11-17T00:22:35Z,550000,False,132.0,69.0,1,right,MISS A. Sengun 14' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,14.93,Missed,,,,,,,,,,,,,,,,,,
57,PT06M52.00S,2025-11-17T00:22:31.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,6,12,2025-11-17T00:22:35Z,560000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT06M35.00S,2025-11-17T00:22:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630532,28.203022339027594,75.98039215686273,1610612753,6,15,2025-11-17T00:22:54Z,570000,False,-130.0,213.0,1,left,F. Wagner 24' 3PT pullup (8 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,24.91,Made,,,,,8.0,,,,,,,,,,,,,
60,PT06M10.00S,2025-11-17T00:23:14.4Z,1,REGULAR,2pt,Hook,[],1630578,91.14651773981603,70.83333333333334,1610612745,8,15,2025-11-17T00:23:21Z,580000,False,104.0,31.0,1,right,A. Sengun 10' turnaround Hook (6 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,10.86,Made,,,,,6.0,,,,,,,,,,,,,
61,PT05M49.00S,2025-11-17T00:23:34.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,19.267411300919843,49.50980392156863,1610612753,8,17,2025-11-17T00:24:45Z,590000,False,2.0,129.0,1,left,W. Carter Jr. 12' pullup Jump Shot (5 PTS) (D. Bane 1 AST),"[1628976, 1630217]",1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.86,Made,,,,,5.0,D. Bane,1630217.0,1.0,,,,,,,,,,
63,PT05M25.00S,2025-11-17T00:23:57.8Z,1,REGULAR,2pt,Jump Shot,[],201142,76.42904073587385,64.70588235294117,1610612745,10,17,2025-11-17T00:24:02Z,610000,False,74.0,169.0,1,right,K. Durant 18' pullup Jump Shot (2 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,18.44,Made,,,,,2.0,,,,,,,,,,,,,
64,PT05M12.00S,2025-11-17T00:24:11.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.14520367936925,41.911764705882355,1610612753,10,20,2025-11-17T00:24:16Z,620000,False,40.0,250.0,1,left,W. Carter Jr. 25' 3PT  (8 PTS) (A. Black 1 AST),"[1628976, 1641710]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,25.29,Made,,,,,8.0,A. Black,1641710.0,1.0,,,,,,,,,,
66,PT04M52.00S,2025-11-17T00:24:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,80.89684625492772,51.225490196078425,1610612745,10,20,2025-11-17T00:24:39Z,640000,False,6.0,127.0,1,right,MISS A. Sengun 12' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,,
67,PT04M49.00S,2025-11-17T00:24:34.2Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,10,20,2025-11-17T00:24:34Z,650000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT04M45.00S,2025-11-17T00:24:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641710,7.046649145860711,44.36274509803921,1610612753,10,22,2025-11-17T00:24:43Z,660000,False,28.0,14.0,1,left,A. Black running Layup (2 PTS),[1641710],1610612753.0,ORL,running,,,Black,A. Black,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,2.0,,,,,,,,,,,,,
69,PT04M26.00S,2025-11-17T00:24:58.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,90.22667542706965,51.9607843137255,1610612745,12,22,2025-11-17T00:25:01Z,670000,False,10.0,39.0,1,right,J. Smith Jr. cutting DUNK (4 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,cutting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,4.0,A. Sengun,1630578.0,1.0,,,,,,,,,,
71,PT04M04.00S,2025-11-17T00:25:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,9.411957950065702,44.11764705882353,1610612753,12,22,2025-11-17T01:16:35Z,690000,False,29.0,36.0,1,left,MISS F. Wagner driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,,,,,,,,,,,,,,,,,,
73,PT04M00.00S,2025-11-17T00:25:23.9Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,12,22,2025-11-17T00:25:24Z,710000,False,,,0,,A. Thompson REBOUND (Off:0 Def:5),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,71.0,5.0,5.0,0.0,,,,,,,,,,,,,,
74,PT03M54.00S,2025-11-17T00:25:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,90.48948751642575,55.14705882352941,1610612745,12,22,2025-11-17T00:25:40Z,720000,False,26.0,37.0,1,right,MISS A. Sengun driving reverse Layup - blocked,"[1630578, 1628976]",1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,Carter Jr.,1628976.0,,,,,,
75,PT03M54.00S,2025-11-17T00:25:29.7Z,1,REGULAR,block,,[],1628976,,,1610612745,12,22,2025-11-17T00:25:32Z,730000,False,,,0,,W. Carter Jr. BLOCK (3 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
76,PT03M51.00S,2025-11-17T00:25:32.7Z,1,REGULAR,rebound,defensive,[],1641783,,,1610612753,12,22,2025-11-17T00:25:40Z,740000,False,,,0,,T. da Silva REBOUND (Off:0 Def:2),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
77,PT03M49.00S,2025-11-17T00:25:35.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,24.655059132720105,13.970588235294118,1610612753,12,25,2025-11-17T00:25:43Z,750000,False,180.0,179.0,1,left,F. Wagner 25' 3PT running (11 PTS) (T. da Silva 1 AST),"[1630532, 1641783]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.41,Made,,,,,11.0,T. da Silva,1641783.0,1.0,,,,,,,,,,
79,PT03M23.00S,2025-11-17T00:26:02.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,89.04402102496715,45.34313725490196,1610612745,12,25,2025-11-17T00:35:49Z,770000,False,-23.0,50.0,1,right,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
80,PT03M22.00S,2025-11-17T00:26:03.9Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,12,25,2025-11-17T00:35:49Z,780000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,79.0,2.0,1.0,1.0,,,,,,,,,,,,,,
