actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
332,PT00M45.80S,2026-02-24T03:37:50.0Z,2,REGULAR,steal,,[],1642271,,,1610612762,66,43,2026-02-24T03:37:52Z,3260000,False,,,0,,K. Filipowski STEAL (3 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT00M42.70S,2026-02-24T03:37:53.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642268,93.38042049934296,54.65686274509803,1610612762,66,45,2026-02-24T03:38:08Z,3270000,False,23.0,10.0,1,right,I. Collier running DUNK (5 PTS) (K. Filipowski 3 AST),"[1642268, 1642271]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.52,Made,5.0,K. Filipowski,1642271.0,3.0,,,,,,,,,,,,,,
335,PT00M31.80S,2026-02-24T03:38:11.4Z,2,REGULAR,3pt,Jump Shot,[],1627827,21.632720105124836,89.95098039215686,1610612745,66,45,2026-02-24T03:38:16Z,3290000,False,-200.0,151.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
336,PT00M27.90S,2026-02-24T03:38:15.3Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,66,45,2026-02-24T03:38:16Z,3300000,False,,,0,,A. Sengun REBOUND (Off:1 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,335.0,4.0,3.0,1.0,,,,
337,PT00M27.90S,2026-02-24T03:38:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,66,45,2026-02-24T03:38:15Z,3310000,False,0.0,0.0,1,left,MISS A. Sengun tip Layup,[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
338,PT00M27.30S,2026-02-24T03:38:15.9Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,66,45,2026-02-24T03:38:15Z,3320000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,337.0,3.0,1.0,2.0,,,,
339,PT00M23.90S,2026-02-24T03:38:19.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642268,92.9862023653088,47.05882352941176,1610612762,66,45,2026-02-24T03:40:42Z,3330000,False,-15.0,13.0,1,right,MISS I. Collier running Layup - blocked,"[1642268, 201142]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,Durant,201142.0,,,,,,,,
340,PT00M23.90S,2026-02-24T03:38:19.3Z,2,REGULAR,block,,[],201142,,,1610612762,66,45,2026-02-24T03:38:48Z,3340000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
341,PT00M21.20S,2026-02-24T03:38:22.0Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,66,45,2026-02-24T03:38:22Z,3350000,False,,,0,,A. Thompson REBOUND (Off:0 Def:6),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,339.0,6.0,6.0,0.0,,,,
342,PT00M18.70S,2026-02-24T03:38:25.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631095,10.068988173455978,52.69607843137255,1610612745,68,45,2026-02-24T03:41:29Z,3360000,False,-13.0,42.0,1,left,J. Smith Jr. running DUNK (22 PTS) (A. Sengun 5 AST),"[1631095, 1630578]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.42,Made,22.0,A. Sengun,1630578.0,5.0,,,,,,,,,,,,,,
344,PT00M01.00S,2026-02-24T03:38:52.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,88.25558475689881,34.31372549019608,1610612762,68,47,2026-02-24T03:42:04Z,3380000,False,-78.0,58.0,1,right,L. Markkanen 9' step back Jump Shot (18 PTS) (I. Collier 2 AST),"[1628374, 1642268]",1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,9.75,Made,18.0,I. Collier,1642268.0,2.0,,,,,,,,,,,,,,
348,PT00M00.00S,2026-02-24T03:39:18.4Z,2,REGULAR,period,end,[],0,,,1610612745,68,47,2026-02-24T03:39:18Z,3420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2026-02-24T03:54:26.3Z,3,REGULAR,substitution,out,['startperiod'],1627827,,,1610612745,68,47,2026-02-24T03:55:24Z,3430000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2026-02-24T03:54:26.3Z,3,REGULAR,substitution,out,['startperiod'],1641729,,,1610612745,68,47,2026-02-24T03:55:24Z,3440000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2026-02-24T03:54:26.3Z,3,REGULAR,substitution,in,['startperiod'],1631106,,,1610612745,68,47,2026-02-24T03:55:24Z,3450000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2026-02-24T03:54:26.3Z,3,REGULAR,substitution,in,['startperiod'],1642262,,,1610612745,68,47,2026-02-24T03:55:24Z,3460000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2026-02-24T03:55:38.5Z,3,REGULAR,period,start,[],0,,,1610612762,68,47,2026-02-24T03:55:38Z,3470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT11M49.00S,2026-02-24T03:55:49.4Z,3,REGULAR,2pt,Jump Shot,[],1642846,17.16491458607096,22.058823529411764,1610612762,68,47,2026-02-24T03:55:56Z,3480000,False,140.0,109.0,1,left,MISS A. Bailey 17' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,16-24 Right Center,17.71,Missed,,,,,,,,,,,,,,,,,,
355,PT11M47.00S,2026-02-24T03:55:51.4Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,68,47,2026-02-24T03:55:56Z,3490000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,354.0,7.0,6.0,1.0,,,,
356,PT11M34.00S,2026-02-24T03:56:04.1Z,3,REGULAR,3pt,Jump Shot,[],1631095,74.19513797634691,87.25490196078431,1610612745,71,47,2026-02-24T03:56:09Z,3500000,False,186.0,190.0,1,right,J. Smith Jr. 26' 3PT  (25 PTS) (A. Sengun 6 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.62,Made,25.0,A. Sengun,1630578.0,6.0,,,,,,,,,,,,,,
358,PT11M24.00S,2026-02-24T03:56:21.3Z,3,REGULAR,violation,kicked ball,[],1630578,,,1610612762,71,47,2026-02-24T03:56:38Z,3520000,False,,,0,,A. Sengun kicked ball VIOLATION,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
359,PT11M14.00S,2026-02-24T03:56:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628374,31.61957950065703,73.52941176470588,1610612762,71,47,2026-02-24T03:56:50Z,3530000,False,-118.0,245.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
360,PT11M13.00S,2026-02-24T03:56:42.3Z,3,REGULAR,rebound,offensive,[],1642846,,,1610612762,71,47,2026-02-24T03:56:59Z,3540000,False,,,0,,A. Bailey REBOUND (Off:1 Def:2),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,359.0,3.0,2.0,1.0,,,,
361,PT11M13.00S,2026-02-24T03:56:48.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642846,5.590000152587891,50.0,1610612762,71,47,2026-02-24T03:57:11Z,3550000,False,0.0,0.0,1,left,MISS A. Bailey tip DUNK,[1642846],1610612762.0,UTA,tip,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
362,PT11M10.00S,2026-02-24T03:56:51.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,71,47,2026-02-24T03:57:11Z,3560000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,361.0,,,,,,,
364,PT10M53.00S,2026-02-24T03:57:13.6Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612745,71,47,2026-02-24T03:57:17Z,3580000,False,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1642271]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Filipowski,1642271.0,,,,,,,,,,,
365,PT10M53.00S,2026-02-24T03:57:13.6Z,3,REGULAR,steal,,[],1642271,,,1610612762,71,47,2026-02-24T03:57:15Z,3590000,False,,,0,,K. Filipowski STEAL (4 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
366,PT10M50.00S,2026-02-24T03:57:19.5Z,3,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612762,71,47,2026-02-24T03:57:25Z,3600000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Collier 2 FT),"[1631095, 1642268]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,,,,,,,3.0,0.0,Collier,1642268.0
368,PT10M50.00S,2026-02-24T03:57:45.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642268,,,1610612762,71,48,2026-02-24T03:57:45Z,3620000,False,,,0,,I. Collier Free Throw 1 of 2 (6 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
369,PT10M50.00S,2026-02-24T03:58:03.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642268,,,1610612762,71,49,2026-02-24T03:58:03Z,3630000,False,,,0,,I. Collier Free Throw 2 of 2 (7 PTS),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
370,PT10M32.00S,2026-02-24T03:58:24.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,93.9060446780552,49.01960784313725,1610612745,73,49,2026-02-24T03:58:32Z,3640000,False,-5.0,5.0,1,right,A. Sengun driving reverse DUNK (12 PTS) (K. Durant 10 AST),"[1630578, 201142]",1610612745.0,HOU,driving reverse,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.69,Made,12.0,K. Durant,201142.0,10.0,,,,,,,,,,,,,,
372,PT10M04.00S,2026-02-24T03:58:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,7.046649145860711,48.529411764705884,1610612762,73,49,2026-02-24T03:58:57Z,3660000,False,7.0,14.0,1,left,MISS C. Williams cutting Layup - blocked,"[1642262, 1631095]",1610612762.0,UTA,cutting,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,Smith Jr.,1631095.0,,,,,,,,
373,PT10M04.00S,2026-02-24T03:58:52.2Z,3,REGULAR,block,,[],1631095,,,1610612762,73,49,2026-02-24T03:58:54Z,3670000,False,,,0,,J. Smith Jr. BLOCK (3 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT10M03.00S,2026-02-24T03:58:53.2Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,73,49,2026-02-24T03:58:57Z,3680000,False,,,0,,A. Thompson REBOUND (Off:0 Def:7),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,372.0,7.0,7.0,0.0,,,,
375,PT09M56.00S,2026-02-24T03:59:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,91.67214191852825,49.01960784313725,1610612745,75,49,2026-02-24T03:59:04Z,3690000,False,-5.0,26.0,1,right,A. Thompson driving finger roll Layup (14 PTS),[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.63,Made,14.0,,,,,,,,,,,,,,,,,
376,PT09M56.00S,2026-02-24T03:59:05.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,75,49,2026-02-24T03:59:05Z,3700000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M42.00S,2026-02-24T04:02:47.9Z,3,REGULAR,turnover,bad pass,[],1642271,,,1610612762,75,49,2026-02-24T04:02:56Z,3710000,False,,,0,,K. Filipowski bad pass TURNOVER (4 TO),"[1642271, 1631106]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.0,Eason,1631106.0,,,,,,,,,,,
378,PT09M42.00S,2026-02-24T04:02:47.9Z,3,REGULAR,steal,,[],1631106,,,1610612745,75,49,2026-02-24T04:02:50Z,3720000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT09M30.00S,2026-02-24T04:03:00.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631106,82.60512483574244,96.32352941176471,1610612745,75,49,2026-02-24T04:03:05Z,3730000,False,232.0,111.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
380,PT09M27.00S,2026-02-24T04:03:03.4Z,3,REGULAR,rebound,defensive,[],1642846,,,1610612762,75,49,2026-02-24T04:03:05Z,3740000,False,,,0,,A. Bailey REBOUND (Off:1 Def:3),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,379.0,4.0,3.0,1.0,,,,
381,PT09M16.00S,2026-02-24T04:03:14.0Z,3,REGULAR,3pt,Jump Shot,[],1628374,26.10052562417871,82.84313725490196,1610612762,75,49,2026-02-24T04:03:20Z,3750000,False,-164.0,193.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
382,PT09M15.00S,2026-02-24T04:03:15.0Z,3,REGULAR,rebound,defensive,[],201142,,,1610612745,75,49,2026-02-24T04:03:20Z,3760000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,381.0,4.0,3.0,1.0,,,,
383,PT08M57.00S,2026-02-24T04:03:32.9Z,3,REGULAR,3pt,Jump Shot,[],1631106,92.46057818659659,98.2843137254902,1610612745,75,49,2026-02-24T04:03:37Z,3770000,False,241.0,18.0,1,right,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Right Corner 3,24+ Right,24.21,Missed,,,,,,,,,,,,,,,,,,
384,PT08M57.00S,2026-02-24T04:03:32.9Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,75,49,2026-02-24T04:03:37Z,3780000,False,,,0,,K. Filipowski REBOUND (Off:2 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,383.0,4.0,2.0,2.0,,,,
385,PT08M52.00S,2026-02-24T04:03:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,5.863994743758213,47.794117647058826,1610612762,75,49,2026-02-24T04:03:46Z,3790000,False,11.0,3.0,1,left,MISS I. Collier running Layup,[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
386,PT08M49.00S,2026-02-24T04:03:40.5Z,3,REGULAR,rebound,offensive,[],1642846,,,1610612762,75,49,2026-02-24T04:03:40Z,3800000,False,,,0,,A. Bailey REBOUND (Off:2 Def:3),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,385.0,5.0,3.0,2.0,,,,
387,PT08M49.00S,2026-02-24T04:03:40.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1642846,5.590000152587891,50.0,1610612762,75,51,2026-02-24T04:04:47Z,3810000,False,0.0,0.0,1,left,A. Bailey tip Layup (4 PTS),[1642846],1610612762.0,UTA,tip,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
388,PT08M29.00S,2026-02-24T04:04:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201142,91.67214191852825,46.568627450980394,1610612745,75,51,2026-02-24T04:06:05Z,3820000,False,-17.0,26.0,1,right,MISS K. Durant cutting Layup,[201142],1610612745.0,HOU,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
389,PT08M28.00S,2026-02-24T04:04:01.0Z,3,REGULAR,rebound,offensive,[],201142,,,1610612745,75,51,2026-02-24T04:04:08Z,3830000,False,,,0,,K. Durant REBOUND (Off:2 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,388.0,5.0,3.0,2.0,,,,
390,PT08M26.00S,2026-02-24T04:04:03.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,92.72339027595268,58.82352941176471,1610612745,77,51,2026-02-24T04:06:32Z,3840000,False,44.0,16.0,1,right,K. Durant fadeaway Jump Shot (10 PTS),[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,10.0,,,,,,,,,,,,,,,,,
391,PT08M14.00S,2026-02-24T04:04:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,10.988830486202366,62.745098039215684,1610612762,77,51,2026-02-24T04:04:21Z,3850000,False,-64.0,51.0,1,left,MISS L. Markkanen 8' driving Layup,[1628374],1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,8.15,Missed,,,,,,,,,,,,,,,,,,
392,PT08M11.00S,2026-02-24T04:04:19.4Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,77,51,2026-02-24T04:04:21Z,3860000,False,,,0,,T. Eason REBOUND (Off:0 Def:6),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,391.0,6.0,6.0,0.0,,,,
393,PT08M09.00S,2026-02-24T04:04:21.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,92.85479632063075,47.30392156862745,1610612745,79,51,2026-02-24T04:04:28Z,3870000,False,-13.0,15.0,1,right,A. Thompson running finger roll Layup (16 PTS) (T. Eason 3 AST),"[1641708, 1631106]",1610612745.0,HOU,running finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.0,Made,16.0,T. Eason,1631106.0,3.0,,,,,,,,,,,,,,
395,PT07M59.00S,2026-02-24T04:04:30.7Z,3,REGULAR,turnover,lost ball,[],1642271,,,1610612762,79,51,2026-02-24T04:04:35Z,3890000,False,,,0,,K. Filipowski lost ball TURNOVER (5 TO),"[1642271, 201142]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,5.0,Durant,201142.0,,,,,,,,,,,
396,PT07M59.00S,2026-02-24T04:04:30.7Z,3,REGULAR,steal,,[],201142,,,1610612745,79,51,2026-02-24T04:04:32Z,3900000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
397,PT07M55.00S,2026-02-24T04:04:35.1Z,3,REGULAR,turnover,lost ball,[],1631095,,,1610612745,79,51,2026-02-24T04:04:40Z,3910000,False,,,0,,J. Smith Jr. lost ball TURNOVER (4 TO),"[1631095, 1642268]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,4.0,Collier,1642268.0,,,,,,,,,,,
398,PT07M55.00S,2026-02-24T04:04:35.1Z,3,REGULAR,steal,,[],1642268,,,1610612762,79,51,2026-02-24T04:04:37Z,3920000,False,,,0,,I. Collier STEAL (2 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
399,PT07M49.00S,2026-02-24T04:04:41.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628374,28.728646517739815,24.509803921568626,1610612762,79,54,2026-02-24T04:04:49Z,3930000,False,127.0,218.0,1,left,L. Markkanen 25' 3PT running (21 PTS) (I. Collier 3 AST),"[1628374, 1642268]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.21,Made,21.0,I. Collier,1642268.0,3.0,,,,,,,,,,,,,,
401,PT07M22.00S,2026-02-24T04:05:07.5Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612745,79,54,2026-02-24T04:05:12Z,3950000,False,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1642271]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,Filipowski,1642271.0,,,,,,,,,,,
402,PT07M22.00S,2026-02-24T04:05:07.5Z,3,REGULAR,steal,,[],1642271,,,1610612762,79,54,2026-02-24T04:05:09Z,3960000,False,,,0,,K. Filipowski STEAL (5 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
403,PT07M20.00S,2026-02-24T04:05:10.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,6.652431011826544,50.73529411764706,1610612762,79,56,2026-02-24T04:05:17Z,3970000,False,-4.0,10.0,1,left,I. Collier running DUNK (9 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,1.07,Made,9.0,,,,,,,,,,,,,,,,,
405,PT07M06.00S,2026-02-24T04:05:37.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,79,56,2026-02-24T04:05:37Z,3990000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M06.00S,2026-02-24T04:07:47.6Z,3,REGULAR,substitution,out,[],1642846,,,1610612745,79,56,2026-02-24T04:08:49Z,4000000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M06.00S,2026-02-24T04:07:47.6Z,3,REGULAR,substitution,out,[],1642271,,,1610612745,79,56,2026-02-24T04:08:49Z,4010000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M06.00S,2026-02-24T04:07:47.6Z,3,REGULAR,substitution,out,[],1642262,,,1610612745,79,56,2026-02-24T04:08:49Z,4020000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M06.00S,2026-02-24T04:07:47.6Z,3,REGULAR,substitution,in,[],1629723,,,1610612745,79,56,2026-02-24T04:08:49Z,4030000,False,,,0,,SUB in: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M06.00S,2026-02-24T04:07:47.6Z,3,REGULAR,substitution,in,[],201567,,,1610612745,79,56,2026-02-24T04:08:49Z,4040000,False,,,0,,SUB in: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M06.00S,2026-02-24T04:07:47.6Z,3,REGULAR,substitution,in,[],1641729,,,1610612745,79,56,2026-02-24T04:08:49Z,4050000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M52.00S,2026-02-24T04:09:16.4Z,3,REGULAR,3pt,Jump Shot,[],1631106,83.52496714848883,95.58823529411765,1610612745,79,56,2026-02-24T04:09:22Z,4060000,False,228.0,102.0,1,right,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
