actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-04T01:11:24.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-04T01:11:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-04T01:11:27.7Z,1,REGULAR,jumpball,recovered,[],1642843,,,1610612742,0,0,2025-11-04T01:11:27Z,40000,False,,,0,,Jump Ball D. Gafford vs. A. Sengun: Tip to C. Flagg,"[1642843, 1629655, 1630578]",1610612742.0,DAL,startperiod,C. Flagg,1642843.0,Flagg,C. Flagg,Gafford,1629655.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-04T01:11:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,6.783837056504599,49.754901960784316,1610612742,0,2,2025-11-04T01:11:44Z,70000,False,1.0,11.0,1,left,M. Christie driving finger roll Layup (2 PTS),[1631108],1610612742.0,DAL,driving finger roll,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,1.14,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M27.00S,2025-11-04T01:11:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,91.5407358738502,53.431372549019606,1610612745,0,2,2025-11-04T01:12:50Z,80000,False,17.0,27.0,1,right,MISS A. Thompson cutting Layup,[1641708],1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,,,,,
9,PT11M26.00S,2025-11-04T01:11:58.2Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,0,2,2025-11-04T01:12:03Z,90000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M06.00S,2025-11-04T01:12:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,6.258212877792378,50.49019607843137,1610612742,0,4,2025-11-04T01:12:23Z,100000,False,-2.0,6.0,1,left,C. Flagg driving Layup (2 PTS) (K. Thompson 1 AST),"[1642843, 202691]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,,,,,K. Thompson,202691.0,1.0,,,,,,,,,,
12,PT10M54.00S,2025-11-04T01:12:29.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,93.64323258869908,47.549019607843135,1610612745,2,4,2025-11-04T01:12:34Z,120000,False,-12.0,7.0,1,right,A. Thompson cutting DUNK (2 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,,,,,A. Sengun,1630578.0,1.0,,,,,,,,,,
14,PT10M41.00S,2025-11-04T01:12:44.0Z,1,REGULAR,2pt,Layup,[],1631108,10.988830486202366,30.14705882352941,1610612742,2,4,2025-11-04T01:12:49Z,140000,False,99.0,51.0,1,left,MISS M. Christie 11' driving Layup - blocked,"[1631108, 201142]",1610612742.0,DAL,driving,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,11.15,Missed,,,,,,,,,Durant,201142.0,,,,,,,,
15,PT10M41.00S,2025-11-04T01:12:44.0Z,1,REGULAR,block,,[],201142,,,1610612742,2,4,2025-11-04T01:12:46Z,150000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2025-11-04T01:12:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,2,4,2025-11-04T01:12:49Z,160000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,,14.0,,,,,,,,,,,,,,,,
17,PT10M39.00S,2025-11-04T01:12:58.0Z,1,REGULAR,foul,offensive,[],202691,,,1610612742,2,4,2025-11-04T01:13:14Z,170000,False,,,0,,K. Thompson offensive FOUL (1 PF),"[202691, 1629006]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1629183.0,1.0,0.0,Okogie,1629006.0,,,
19,PT10M39.00S,2025-11-04T01:12:58.0Z,1,REGULAR,turnover,offensive foul,[],202691,,,1610612742,2,4,2025-11-04T01:12:58Z,190000,False,,,0,,K. Thompson offensive foul TURNOVER (1 TO),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1629183.0,,,,,1.0,,
20,PT10M27.00S,2025-11-04T01:13:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,92.06636005256242,49.01960784313725,1610612745,4,4,2025-11-04T01:13:40Z,200000,False,-5.0,22.0,1,right,A. Sengun cutting DUNK (2 PTS) (A. Thompson 1 AST),"[1630578, 1641708]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.26,Made,2.0,,,,,A. Thompson,1641708.0,1.0,,,,,,,,,,
22,PT10M12.00S,2025-11-04T01:13:44.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.913272010512486,46.89414828431373,1610612742,4,4,2025-11-04T01:16:18Z,220000,False,16.0,3.0,1,left,MISS D. Gafford alley-oop DUNK,[1629655],1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.58,Missed,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2025-11-04T01:13:47.9Z,1,REGULAR,rebound,offensive,[],1642843,,,1610612742,4,4,2025-11-04T01:16:18Z,230000,False,,,0,,C. Flagg REBOUND (Off:1 Def:0),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,
24,PT10M05.00S,2025-11-04T01:13:51.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,29.82917214191852,30.61427696078431,1610612742,4,4,2025-11-04T01:17:13Z,240000,False,97.0,228.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
