actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-19T01:43:11.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-19T01:43:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-19T01:43:14.7Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2026-03-19T01:43:14Z,40000,False,,,0,,Jump Ball D. Ayton vs. A. Sengun: Tip to L. James,"[2544, 1629028, 1630578]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Ayton,1629028.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-03-19T01:43:24.3Z,1,REGULAR,3pt,Jump Shot,[],2544,6.915243101182654,94.6078431372549,1610612747,0,3,2026-03-19T01:43:30Z,70000,False,-223.0,13.0,1,left,L. James 3PT  (3 PTS) (D. Ayton 1 AST),"[2544, 1629028]",1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,22.34,Made,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-03-19T01:43:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,93.24901445466492,50.0,1610612745,0,3,2026-03-19T01:43:44Z,90000,False,0.0,11.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-03-19T01:43:40.4Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,0,3,2026-03-19T01:53:51Z,100000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M28.00S,2026-03-19T01:43:41.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641708,93.77463863337714,49.754901960784316,1610612745,2,3,2026-03-19T01:55:08Z,110000,False,-1.0,6.0,1,right,A. Thompson putback DUNK (2 PTS),[1641708],1610612745.0,HOU,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.61,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M13.00S,2026-03-19T01:43:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,16.376478318002626,54.41176470588235,1610612747,2,3,2026-03-19T01:44:05Z,130000,False,-22.0,101.0,1,left,MISS L. Dončić 10' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,10.38,Missed,,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2026-03-19T01:43:57.6Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,2,3,2026-03-19T01:44:05Z,140000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M05.00S,2026-03-19T01:44:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.24901445466492,50.0,1610612745,2,3,2026-03-19T01:47:36Z,150000,False,0.0,11.0,1,right,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2026-03-19T01:44:06.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,2,3,2026-03-19T01:44:10Z,160000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M51.00S,2026-03-19T01:44:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.389618922470433,52.450980392156865,1610612747,2,5,2026-03-19T01:44:24Z,170000,False,-12.0,8.0,1,left,D. Ayton alley-oop Layup (2 PTS) (L. Dončić 1 AST),"[1629028, 1629029]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.45,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
19,PT10M37.00S,2026-03-19T01:44:32.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,94.43166885676742,46.568627450980394,1610612745,2,5,2026-03-19T01:44:54Z,190000,False,-17.0,0.0,1,right,MISS T. Eason driving finger roll Layup,[1631106],1610612745.0,HOU,driving finger roll,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.72,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2026-03-19T01:44:34.6Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,2,5,2026-03-19T01:44:40Z,200000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,19.0,2.0,0.0,2.0,,,,,,,,,,
