actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
90,PT05M04.00S,2026-01-21T01:49:04.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,18,19,2026-01-21T01:49:04Z,900000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M04.00S,2026-01-21T01:52:28.7Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630577,,,1610612759,18,20,2026-01-21T01:52:28Z,920000,False,,,0,,J. Champagnie Free Throw 1 of 3 (10 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
93,PT05M04.00S,2026-01-21T01:52:43.9Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630577,,,1610612759,18,21,2026-01-21T01:52:43Z,930000,False,,,0,,J. Champagnie Free Throw 2 of 3 (11 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
94,PT05M04.00S,2026-01-21T01:52:58.1Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1630577,,,1610612759,18,22,2026-01-21T01:52:58Z,940000,False,,,0,,J. Champagnie Free Throw 3 of 3 (12 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
95,PT04M48.00S,2026-01-21T01:53:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,85.10183968462549,63.970588235294116,1610612745,20,22,2026-01-21T01:53:20Z,950000,False,70.0,88.0,1,right,J. Smith Jr. 11' pullup Jump Shot (5 PTS) (A. Sengun 5 AST),"[1631095, 1630578]",1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,11.2,Made,,,,,,,5.0,A. Sengun,1630578.0,5.0,,,,,,,,
96,PT04M31.00S,2026-01-21T01:53:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.703679369250986,38.970588235294116,1610612759,20,22,2026-01-21T01:53:43Z,960000,False,55.0,20.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.86,Missed,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2026-01-21T01:53:32.2Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,20,22,2026-01-21T01:53:43Z,970000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,
98,PT04M18.00S,2026-01-21T01:53:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642264,8.886333771353483,41.911764705882355,1610612759,20,22,2026-01-21T01:53:49Z,980000,False,40.0,31.0,1,left,MISS S. Castle driving Layup - blocked,"[1642264, 1631106]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,Eason,1631106.0,,
99,PT04M18.00S,2026-01-21T01:53:45.8Z,1,REGULAR,block,,[],1631106,,,1610612759,20,22,2026-01-21T01:53:47Z,990000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M16.00S,2026-01-21T01:53:47.8Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,20,22,2026-01-21T01:53:49Z,1000000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT04M15.00S,2026-01-21T01:53:48.5Z,1,REGULAR,turnover,bad pass,[],1631106,,,1610612745,20,22,2026-01-21T01:53:52Z,1010000,False,,,0,,T. Eason bad pass TURNOVER (1 TO),"[1631106, 1629640]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Johnson,1629640.0
102,PT04M15.00S,2026-01-21T01:53:48.5Z,1,REGULAR,steal,,[],1629640,,,1610612759,20,22,2026-01-21T01:53:50Z,1020000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
115,PT04M08.00S,2026-01-21T01:54:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,6.652431011826544,54.41176470588235,1610612759,20,24,2026-01-21T01:56:43Z,1030000,False,-22.0,10.0,1,left,K. Johnson driving finger roll Layup (2 PTS) (J. Champagnie 1 AST),"[1629640, 1630577]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,,,2.0,J. Champagnie,1630577.0,1.0,,,,,,,,
104,PT03M48.00S,2026-01-21T01:54:15.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.33574244415243,49.50980392156863,1610612745,20,24,2026-01-21T01:57:29Z,1040000,False,-2.0,67.0,1,right,MISS A. Sengun 6' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
105,PT03M47.00S,2026-01-21T01:54:17.2Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,20,24,2026-01-21T01:54:17Z,1050000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,104.0,3.0,3.0,0.0,,,,,,,,,,,,,,
106,PT03M38.00S,2026-01-21T01:54:25.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,27.94021024967148,23.03921568627451,1610612759,20,27,2026-01-21T01:56:09Z,1060000,False,135.0,210.0,1,left,J. Champagnie 24' 3PT  (15 PTS) (S. Castle 4 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,24.96,Made,,,,,,,15.0,S. Castle,1642264.0,4.0,,,,,,,,
108,PT03M19.00S,2026-01-21T01:54:43.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.59855453350855,57.59803921568627,1610612745,20,27,2026-01-21T01:58:51Z,1080000,False,38.0,64.0,1,right,MISS A. Sengun 7' driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.45,Missed,,,,,,,,,,,,,,,,,,
109,PT03M19.00S,2026-01-21T01:54:43.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,20,27,2026-01-21T01:56:13Z,1090000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,108.0,2.0,1.0,1.0,,,,,,,,,,,,,,
110,PT03M15.00S,2026-01-21T01:54:48.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642264,7.046649145860711,56.127450980392155,1610612759,20,27,2026-01-21T01:59:30Z,1100000,False,-31.0,14.0,1,left,MISS S. Castle running reverse Layup,[1642264],1610612759.0,SAS,running reverse,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,,,,,,,,,,
111,PT03M13.00S,2026-01-21T01:54:50.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,20,27,2026-01-21T01:56:23Z,1110000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M09.00S,2026-01-21T01:54:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,92.06636005256242,55.392156862745104,1610612745,22,27,2026-01-21T01:59:57Z,1120000,False,27.0,22.0,1,right,T. Eason running Layup (2 PTS) (A. Sengun 6 AST),"[1631106, 1630578]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,,,2.0,A. Sengun,1630578.0,6.0,,,,,,,,
114,PT03M08.00S,2026-01-21T01:55:03.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,22,27,2026-01-21T01:55:03Z,1140000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,out,[],201142,,,1610612759,22,27,2026-01-21T01:56:33Z,1150000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612759,22,27,2026-01-21T01:56:33Z,1160000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,out,[],1629006,,,1610612759,22,27,2026-01-21T01:56:33Z,1170000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,out,[],1630578,,,1610612759,22,27,2026-01-21T01:56:33Z,1180000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,out,[],1642844,,,1610612759,22,27,2026-01-21T01:56:33Z,1190000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,22,27,2026-01-21T01:56:33Z,1200000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,in,[],1627827,,,1610612759,22,27,2026-01-21T01:56:33Z,1210000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,in,[],203991,,,1610612759,22,27,2026-01-21T01:56:33Z,1220000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,in,[],1641708,,,1610612759,22,27,2026-01-21T01:56:33Z,1230000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,in,[],1642263,,,1610612759,22,27,2026-01-21T01:56:33Z,1240000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,in,[],1642868,,,1610612759,22,27,2026-01-21T01:56:33Z,1250000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M08.00S,2026-01-21T01:56:05.7Z,1,REGULAR,substitution,in,[],1628368,,,1610612759,22,27,2026-01-21T01:56:33Z,1260000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M01.00S,2026-01-21T01:56:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630577,27.54599211563732,14.950980392156863,1610612759,22,27,2026-01-21T01:56:50Z,1270000,False,175.0,206.0,1,left,MISS J. Champagnie 27' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,27.07,Missed,,,,,,,,,,,,,,,,,,
129,PT02M59.00S,2026-01-21T01:56:47.9Z,1,REGULAR,rebound,defensive,[],1642263,,,1610612745,22,27,2026-01-21T01:56:50Z,1280000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
130,PT02M54.00S,2026-01-21T01:56:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,83.52496714848883,53.92156862745098,1610612745,24,27,2026-01-21T01:57:05Z,1290000,False,20.0,102.0,1,right,A. Thompson 10' driving floating Jump Shot (4 PTS),[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,,,,,,,4.0,,,,,,,,,,,
131,PT02M37.00S,2026-01-21T01:57:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,12.302890932982917,39.21568627450981,1610612759,24,29,2026-01-21T01:57:19Z,1300000,False,54.0,63.0,1,left,D. Fox 8' driving floating Jump Shot (2 PTS),[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,8.3,Made,,,,,,,2.0,,,,,,,,,,,
132,PT02M28.00S,2026-01-21T01:57:19.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,82.86793692509855,96.81372549019608,1610612745,24,29,2026-01-21T01:57:27Z,1310000,False,234.0,109.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,,
133,PT02M26.00S,2026-01-21T01:57:21.0Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,24,29,2026-01-21T01:57:27Z,1320000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,132.0,4.0,4.0,0.0,,,,,,,,,,,,,,
135,PT02M13.00S,2026-01-21T01:57:46.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,12.434296977660972,2.941176470588235,1610612759,24,32,2026-01-21T02:04:14Z,1340000,False,235.0,64.0,1,left,D. Fox 24' 3PT step back (5 PTS) (L. Kornet 1 AST),"[1628368, 1628436]",1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,24.4,Made,,,,,,,5.0,L. Kornet,1628436.0,1.0,,,,,,,,
136,PT01M50.00S,2026-01-21T01:57:57.1Z,1,REGULAR,2pt,Jump Shot,[],1631106,83.78777923784494,32.59803921568628,1610612745,26,32,2026-01-21T01:58:04Z,1350000,False,-87.0,100.0,1,right,T. Eason 13' pullup Jump Shot (4 PTS) (D. Finney-Smith 1 AST),"[1631106, 1627827]",1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,13.25,Made,,,,,,,4.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,
138,PT01M38.00S,2026-01-21T01:58:09.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,28.597240473061763,74.50980392156863,1610612759,26,35,2026-01-21T01:58:14Z,1370000,False,-123.0,216.0,1,left,D. Fox 24' 3PT pullup (8 PTS),[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,8.0,,,,,,,,,,,
140,PT01M26.00S,2026-01-21T01:58:23.8Z,1,REGULAR,turnover,out-of-bounds,[],1631106,,,1610612745,26,35,2026-01-21T01:58:30Z,1380000,False,,,0,,T. Eason step out-of-bounds TURNOVER (2 TO),[1631106],1610612745.0,HOU,step,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,,,,,,,202058.0,2.0,,,,,,,,,,,,
141,PT01M26.00S,2026-01-21T01:58:28.6Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,26,35,2026-01-21T01:58:32Z,1390000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M26.00S,2026-01-21T01:58:28.6Z,1,REGULAR,substitution,in,[],1642844,,,1610612759,26,35,2026-01-21T01:58:32Z,1400000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M17.00S,2026-01-21T01:58:47.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,11.12023653088042,52.69607843137255,1610612759,26,35,2026-01-21T02:03:00Z,1405000,False,-13.0,52.0,1,left,MISS D. Fox driving floating Shot - blocked,"[1628368, 1642263]",1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,Sheppard,1642263.0,,
169,PT01M17.00S,2026-01-21T01:58:47.7Z,1,REGULAR,block,,[],1642263,,,1610612759,26,35,2026-01-21T02:02:33Z,1407500,False,,,0,,R. Sheppard BLOCK (1 BLK),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT01M15.00S,2026-01-21T01:58:49.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,26,35,2026-01-21T02:02:47Z,1408750,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,168.0,,,,,,,,,,,,,,,,,
144,PT01M13.00S,2026-01-21T01:59:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642868,6.258212877792378,48.77450980392157,1610612759,26,37,2026-01-21T02:02:33Z,1420000,False,6.0,6.0,1,left,C. Bryant cutting Layup (2 PTS) (D. Fox 2 AST),"[1642868, 1628368]",1610612759.0,SAS,cutting,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,2.0,D. Fox,1628368.0,2.0,,,,,,,,
146,PT00M59.80S,2026-01-21T01:59:22.4Z,1,REGULAR,3pt,Jump Shot,[],1642263,67.88764783180025,62.254901960784316,1610612745,26,37,2026-01-21T01:59:29Z,1440000,False,61.0,249.0,1,right,MISS R. Sheppard 25' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
147,PT00M59.80S,2026-01-21T01:59:22.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,26,37,2026-01-21T01:59:29Z,1450000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT00M49.40S,2026-01-21T01:59:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,9.280551905387648,39.21568627450981,1610612759,26,37,2026-01-21T01:59:40Z,1460000,False,54.0,35.0,1,left,MISS D. Harper 6' driving Layup - blocked,"[1642844, 203991]",1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,6.41,Missed,,,,,,,,,,,,,,,Capela,203991.0,,
149,PT00M49.40S,2026-01-21T01:59:32.8Z,1,REGULAR,block,,[],203991,,,1610612759,26,37,2026-01-21T01:59:35Z,1470000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT00M48.50S,2026-01-21T01:59:33.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,26,37,2026-01-21T01:59:40Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,148.0,,,,,,,,,,,,,,,,,
152,PT00M43.80S,2026-01-21T01:59:56.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628436,11.383048620236531,51.470588235294116,1610612759,26,39,2026-01-21T02:00:00Z,1500000,False,-7.0,55.0,1,left,L. Kornet cutting DUNK (2 PTS) (D. Fox 3 AST),"[1628436, 1628368]",1610612759.0,SAS,cutting,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,,,,,,,2.0,D. Fox,1628368.0,3.0,,,,,,,,
154,PT00M35.70S,2026-01-21T02:00:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,81.8166885676741,42.40196078431372,1610612745,28,39,2026-01-21T02:00:16Z,1520000,False,-38.0,118.0,1,right,A. Thompson 12' fadeaway Jump Shot (6 PTS) (R. Sheppard 1 AST),"[1641708, 1642263]",1610612745.0,HOU,fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,12.43,Made,,,,,,,6.0,R. Sheppard,1642263.0,1.0,,,,,,,,
156,PT00M30.30S,2026-01-21T02:00:18.1Z,1,REGULAR,3pt,Jump Shot,[],1642868,20.05584756898817,91.17647058823529,1610612759,28,39,2026-01-21T02:00:25Z,1540000,False,-206.0,136.0,1,left,MISS C. Bryant 24' 3PT,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Left Center,24.68,Missed,,,,,,,,,,,,,,,,,,
157,PT00M28.30S,2026-01-21T02:00:20.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,28,39,2026-01-21T02:00:25Z,1550000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT00M05.10S,2026-01-21T02:00:57.6Z,1,REGULAR,substitution,out,[],203991,,,1610612745,28,39,2026-01-21T02:01:00Z,1590000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M05.10S,2026-01-21T02:00:57.6Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,28,39,2026-01-21T02:01:00Z,1600000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M05.10S,2026-01-21T02:00:57.6Z,1,REGULAR,substitution,out,[],1627827,,,1610612745,28,39,2026-01-21T02:01:08Z,1610000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M05.10S,2026-01-21T02:00:57.6Z,1,REGULAR,substitution,in,[],201142,,,1610612745,28,39,2026-01-21T02:01:08Z,1620000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2026-01-21T02:01:24.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,93.24901445466492,49.754901960784316,1610612745,28,39,2026-01-21T02:06:19Z,1630000,False,-1.0,11.0,1,right,MISS A. Thompson reverse DUNK,[1641708],1610612745.0,HOU,reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2026-01-21T02:01:24.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,28,39,2026-01-21T02:06:19Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,165.0,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2026-01-21T02:01:40.5Z,1,REGULAR,period,end,[],0,,,1610612745,28,39,2026-01-21T02:01:40Z,1650000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-01-21T02:03:32.7Z,2,REGULAR,substitution,out,['startperiod'],1631106,,,1610612745,28,39,2026-01-21T02:04:59Z,1660000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-01-21T02:03:32.7Z,2,REGULAR,substitution,out,['startperiod'],1630578,,,1610612745,28,39,2026-01-21T02:04:59Z,1670000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-01-21T02:03:32.7Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612745,28,39,2026-01-21T02:04:59Z,1680000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-01-21T02:03:32.7Z,2,REGULAR,substitution,in,['startperiod'],203991,,,1610612745,28,39,2026-01-21T02:04:59Z,1690000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-01-21T02:03:32.7Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612745,28,39,2026-01-21T02:04:59Z,1700000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
