actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-17T00:11:11.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-17T00:11:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-17T00:11:15.4Z,1,REGULAR,jumpball,recovered,[],1626171,,,1610612749,0,0,2023-03-17T00:11:15Z,40000,False,,,0,,Jump Ball G. Antetokounmpo vs. M. Turner: Tip to B. Portis,"[1626171, 203507, 1626167]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Antetokounmpo,203507.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-17T00:11:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,6.1268068331143235,51.470588235294116,1610612749,2,0,2023-03-17T00:11:32Z,70000,False,-7.0,5.0,1,left,P. Connaughton cutting Layup (2 PTS) (J. Holiday 1 AST),"[1626192, 201950]",1610612749.0,MIL,cutting,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-03-17T00:11:41.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,65.91655716162943,39.46078431372549,1610612754,2,3,2023-03-17T00:11:46Z,90000,False,-53.0,268.0,1,right,M. Turner 27' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.3,Made,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
11,PT11M21.00S,2023-03-17T00:11:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,9.017739816031538,51.71568627450981,1610612749,2,3,2023-03-17T00:11:58Z,110000,False,-9.0,32.0,1,left,MISS K. Middleton driving Layup - blocked,"[203114, 1629670]",1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,Nwora,1629670.0,,,,,,,,,,,,
12,PT11M21.00S,2023-03-17T00:11:53.0Z,1,REGULAR,block,,[],1629670,,,1610612749,2,3,2023-03-17T00:11:56Z,120000,False,,,0,,J. Nwora BLOCK (1 BLK),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M21.00S,2023-03-17T00:11:53.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,2,3,2023-03-17T00:11:58Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,11.0,,,,,,,,,,,
15,PT11M14.00S,2023-03-17T00:12:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.863994743758213,54.166666666666664,1610612749,4,3,2023-03-17T00:12:17Z,150000,False,-21.0,3.0,1,left,G. Antetokounmpo driving Layup (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.1,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2023-03-17T00:12:38.2Z,1,REGULAR,2pt,Jump Shot,[],1629614,74.32654402102497,36.27450980392157,1610612754,4,3,2023-03-17T00:12:43Z,160000,False,-69.0,189.0,1,right,MISS A. Nembhard 20' step back Shot,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left Center,20.09,Missed,,,,,,,,,,,,,,,,,,
17,PT10M47.00S,2023-03-17T00:12:40.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,3,2023-03-17T00:12:43Z,170000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M36.00S,2023-03-17T00:12:50.6Z,1,REGULAR,2pt,Jump Shot,[],1626171,27.808804204993432,43.38235294117647,1610612749,6,3,2023-03-17T00:12:56Z,180000,False,33.0,209.0,1,left,B. Portis 21' Jump Shot (2 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Center,21.15,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
20,PT10M19.00S,2023-03-17T00:13:11.9Z,1,REGULAR,3pt,Jump Shot,[],1630174,69.33311432325887,71.32352941176471,1610612754,6,3,2023-03-17T00:14:42Z,200000,False,107.0,236.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2023-03-17T00:13:13.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,3,2023-03-17T00:14:42Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
