shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
09:32,27,PT09M32.00S,2022-12-14T00:36:36.3Z,1,REGULAR,3pt,Jump Shot,[],202691,72.22404730617609,17.892156862745097,1610612744,2,7,2022-12-14T00:36:42Z,270000,False,-161.0,209.0,1,right,MISS K. Thompson 26' pullup 3PT,[202691],11,1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,26.32,Missed,,,,,,,,,,,,,,,,,
09:30,28,PT09M30.00S,2022-12-14T00:36:38.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,2,7,2022-12-14T00:36:42Z,280000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,
09:25,29,PT09M25.00S,2022-12-14T00:36:43.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,65.65374507227332,30.392156862745097,1610612744,2,7,2022-12-14T00:36:53Z,290000,False,-98.0,270.0,1,right,MISS J. Poole 28' 3PT,[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,28.76,Missed,,,,,,,,,,,,,,,,,
09:19,30,PT09M19.00S,2022-12-14T00:36:49.0Z,1,REGULAR,rebound,offensive,[],201939,,,1610612744,2,7,2022-12-14T00:36:53Z,300000,False,,,0,,S. Curry REBOUND (Off:1 Def:1),[201939],30,1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,,
09:14,31,PT09M14.00S,2022-12-14T00:36:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202691,92.19776609724047,53.67647058823529,1610612744,2,7,2022-12-14T00:37:02Z,310000,False,18.0,21.0,1,right,MISS K. Thompson cutting finger roll Layup,[202691],11,1610612744.0,GSW,cutting finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,2.78,Missed,,,,,,,,,,,,,,,,,
09:12,32,PT09M12.00S,2022-12-14T00:36:55.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,7,2022-12-14T00:36:55Z,320000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,
09:03,33,PT09M03.00S,2022-12-14T00:37:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.389618922470433,52.450980392156865,1610612749,4,7,2022-12-14T00:37:09Z,330000,False,-12.0,8.0,1,left,G. Allen driving Layup (2 PTS),[1628960],12,1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,1.45,Made,2.0,,,,,,,,,,,,,,,,
08:56,34,PT08M56.00S,2022-12-14T00:37:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.59198423127464,56.127450980392155,1610612744,4,7,2022-12-14T00:37:16Z,340000,False,31.0,17.0,1,right,MISS J. Poole driving Layup,[1629673],3,1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,3.51,Missed,,,,,,,,,,,,,,,,,
08:54,35,PT08M54.00S,2022-12-14T00:37:14.6Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,7,2022-12-14T00:37:14Z,350000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,
08:51,36,PT08M51.00S,2022-12-14T00:37:19.8Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612749,4,7,2022-12-14T00:38:01Z,360000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1626172, 203507]",5,1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
08:51,38,PT08M51.00S,2022-12-14T00:38:02.7Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,4,7,2022-12-14T00:38:02Z,380000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
08:51,39,PT08M51.00S,2022-12-14T00:38:02.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,4,7,2022-12-14T00:38:02Z,390000,False,,,0,,TEAM offensive REBOUND,[],,1610612749.0,MIL,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,
08:51,40,PT08M51.00S,2022-12-14T00:38:23.0Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,5,7,2022-12-14T00:38:23Z,400000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (3 PTS),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
08:33,41,PT08M33.00S,2022-12-14T00:38:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.38042049934296,51.470588235294116,1610612744,5,9,2022-12-14T00:38:48Z,410000,False,7.0,10.0,1,right,D. Green cutting Layup (2 PTS) (J. Poole 1 AST),"[203110, 1629673]",23,1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,1.22,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,
08:20,43,PT08M20.00S,2022-12-14T00:38:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,53.431372549019606,1610612749,7,9,2022-12-14T00:38:59Z,430000,False,-17.0,6.0,1,left,G. Antetokounmpo driving finger roll Layup (5 PTS),[203507],34,1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,1.83,Made,5.0,,,,,,,,,,,,,,,,
08:03,44,PT08M03.00S,2022-12-14T00:39:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,93.38042049934296,50.49019607843137,1610612744,7,11,2022-12-14T00:39:16Z,440000,False,2.0,10.0,1,right,K. Thompson driving Layup (6 PTS),[202691],11,1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,1.0,Made,6.0,,,,,,,,,,,,,,,,
07:49,45,PT07M49.00S,2022-12-14T00:39:26.6Z,1,REGULAR,3pt,Jump Shot,[],203507,27.414586070959263,81.12745098039215,1610612749,7,11,2022-12-14T00:39:36Z,450000,False,-156.0,205.0,1,left,MISS G. Antetokounmpo 25' pullup 3PT,[203507],34,1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,25.75,Missed,,,,,,,,,,,,,,,,,
07:46,46,PT07M46.00S,2022-12-14T00:39:29.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,7,11,2022-12-14T00:39:36Z,460000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,
07:44,47,PT07M44.00S,2022-12-14T00:39:32.1Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,7,11,2022-12-14T00:39:41Z,470000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],3,1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,1626300.0,,,,,,,,,,,1.0,,,,,,,,
07:22,48,PT07M22.00S,2022-12-14T00:40:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203114,7.046649145860711,48.529411764705884,1610612749,9,11,2022-12-14T00:40:06Z,480000,False,7.0,14.0,1,left,K. Middleton driving reverse Layup (2 PTS),[203114],22,1610612749.0,MIL,driving reverse,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,1.56,Made,2.0,,,,,,,,,,,,,,,,
07:09,49,PT07M09.00S,2022-12-14T00:40:16.1Z,1,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,9,11,2022-12-14T00:40:24Z,490000,False,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (1 TO),[202691],11,1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,1148.0,,,,,,,,,,,1.0,,,,,,,,
06:55,50,PT06M55.00S,2022-12-14T00:40:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,7.046649145860711,52.94117647058824,1610612749,11,11,2022-12-14T00:40:43Z,500000,False,-15.0,14.0,1,left,G. Antetokounmpo driving finger roll Layup (7 PTS),[203507],34,1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,2.01,Made,7.0,,,,,,,,,,,,,,,,
06:48,51,PT06M48.00S,2022-12-14T00:40:47.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,92.9862023653088,46.32352941176471,1610612744,11,13,2022-12-14T01:44:03Z,510000,False,-18.0,13.0,1,right,J. Poole cutting Layup (5 PTS) (D. Green 3 AST),"[1629673, 203110]",3,1610612744.0,GSW,cutting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,2.28,Made,5.0,D. Green,203110.0,3.0,,,,,,,,,,,,,
06:47,53,PT06M47.00S,2022-12-14T00:40:52.8Z,1,REGULAR,foul,technical,['1freethrow'],1629673,,,1610612749,11,13,2022-12-14T00:44:34Z,530000,False,,,0,,J. Poole technical FOUL (1 Tech),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,0.0,1.0,,,,
06:47,54,PT06M47.00S,2022-12-14T00:41:12.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,13,2022-12-14T00:41:12Z,540000,False,,,0,,MIL Timeout,[],,1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:47,55,PT06M47.00S,2022-12-14T00:43:50.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,11,13,2022-12-14T00:44:31Z,550000,False,,,0,,SUB out: B. Lopez,[201572],11,1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
06:47,56,PT06M47.00S,2022-12-14T00:43:50.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,11,13,2022-12-14T00:44:31Z,560000,False,,,0,,SUB in: B. Portis,[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
06:47,57,PT06M47.00S,2022-12-14T00:44:35.5Z,1,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,12,13,2022-12-14T00:44:35Z,570000,False,,,0,,K. Middleton technical Free Throw 1 of 1 (3 PTS),[203114],22,1610612749.0,MIL,technical,,,Middleton,K. Middleton,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
06:47,58,PT06M47.00S,2022-12-14T00:44:37.3Z,1,REGULAR,substitution,out,[],203114,,,1610612749,12,13,2022-12-14T00:44:42Z,580000,False,,,0,,SUB out: K. Middleton,[203114],22,1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:47,59,PT06M47.00S,2022-12-14T00:44:37.3Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,12,13,2022-12-14T00:44:42Z,590000,False,,,0,,SUB in: P. Connaughton,[1626192],24,1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
06:32,60,PT06M32.00S,2022-12-14T00:45:01.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,5.732588699080158,53.18627450980392,1610612749,14,13,2022-12-14T01:44:38Z,600000,False,-16.0,1.0,1,left,P. Connaughton driving finger roll Layup (2 PTS),[1626192],24,1610612749.0,MIL,driving finger roll,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,1.6,Made,2.0,,,,,,,,,,,,,,,,
06:19,62,PT06M19.00S,2022-12-14T00:45:14.5Z,1,REGULAR,2pt,Jump Shot,[],1629673,74.19513797634691,38.970588235294116,1610612744,14,13,2022-12-14T00:45:22Z,620000,False,-55.0,190.0,1,right,MISS J. Poole 19' pullup Shot,[1629673],3,1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,,19.79,Missed,,,,,,,,,,,,,,,,,
06:14,63,PT06M14.00S,2022-12-14T00:45:19.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,14,13,2022-12-14T00:45:22Z,630000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],24,1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Center,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,
06:01,64,PT06M01.00S,2022-12-14T00:45:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,10.726018396846255,50.73529411764706,1610612749,14,13,2022-12-14T01:45:08Z,640000,False,-4.0,48.0,1,left,MISS G. Antetokounmpo driving floating Shot - blocked,"[203507, 201939]",34,1610612749.0,MIL,driving floating,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,4.84,Missed,,,,,,,,,,,,,,,,Curry,201939.0
06:01,65,PT06M01.00S,2022-12-14T00:45:31.9Z,1,REGULAR,block,,[],201939,,,1610612749,14,13,2022-12-14T00:45:34Z,650000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],30,1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
05:58,66,PT05M58.00S,2022-12-14T00:45:34.9Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,14,13,2022-12-14T00:45:38Z,660000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],34,1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,64.0,3.0,2.0,1.0,,,,,,,,,
05:57,67,PT05M57.00S,2022-12-14T00:45:36.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,10.5946123521682,4.411764705882353,1610612749,14,13,2022-12-14T00:45:42Z,670000,False,228.0,47.0,1,left,MISS B. Portis 3PT,[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,23.27,Missed,,,,,,,,,,,,,,,,,
05:53,68,PT05M53.00S,2022-12-14T00:45:41.1Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,14,13,2022-12-14T00:45:41Z,680000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,
05:35,69,PT05M35.00S,2022-12-14T00:45:59.2Z,1,REGULAR,2pt,Jump Shot,[],1626172,87.07293035479631,16.42156862745098,1610612744,14,13,2022-12-14T00:46:30Z,690000,False,-168.0,69.0,1,right,MISS K. Looney 18' Jump Shot,[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Left,,18.15,Missed,,,,,,,,,,,,,,,,,
05:35,70,PT05M35.00S,2022-12-14T00:45:59.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,14,13,2022-12-14T00:46:30Z,700000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,
05:21,71,PT05M21.00S,2022-12-14T00:46:12.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,9.067017082785808,90.21905637254902,1610612749,16,13,2022-12-14T00:46:47Z,710000,False,-201.0,33.0,1,left,B. Portis 20' Jump Shot (2 PTS) (P. Connaughton 1 AST),"[1626171, 1626192]",9,1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,20.37,Made,2.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,
05:11,73,PT05M11.00S,2022-12-14T00:46:26.1Z,1,REGULAR,3pt,Jump Shot,[],201939,71.69842312746385,17.15686274509804,1610612744,16,13,2022-12-14T00:57:23Z,730000,False,-164.0,214.0,1,right,MISS S. Curry 26' 3PT,[201939],30,1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,26.93,Missed,,,,,,,,,,,,,,,,,
05:08,74,PT05M08.00S,2022-12-14T00:46:29.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,16,13,2022-12-14T00:57:23Z,740000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],24,1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,
04:59,75,PT04M59.00S,2022-12-14T00:46:33.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203507,29.122864651773984,17.647058823529413,1610612749,16,13,2022-12-14T00:51:05Z,750000,False,162.0,221.0,1,left,MISS G. Antetokounmpo 27' running 3PT,[203507],34,1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,27.41,Missed,,,,,,,,,,,,,,,,,
04:58,76,PT04M58.00S,2022-12-14T00:46:36.7Z,1,REGULAR,rebound,offensive,[],1628975,,,1610612749,16,13,2022-12-14T00:46:36Z,760000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],5,1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,,,,,,75.0,1.0,0.0,1.0,,,,,,,,,
04:58,78,PT04M58.00S,2022-12-14T00:46:44.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,16,13,2022-12-14T00:47:01Z,780000,False,,,0,,SUB out: G. Allen,[1628960],12,1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
