actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-20T00:11:01.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-20T00:11:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-20T00:11:05.2Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2023-03-20T00:11:05Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Poeltl: Tip to G. Antetokounmpo,"[203507, 201572, 1627751]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-03-20T00:11:27.3Z,1,REGULAR,3pt,Jump Shot,[],203114,21.76412614980289,89.70588235294117,1610612749,3,0,2023-03-20T00:11:33Z,80000,False,-199.0,152.0,1,left,K. Middleton 25' 3PT  (3 PTS) (J. Holiday 1 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.01,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
10,PT11M19.00S,2023-03-20T00:11:51.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,86.28449408672799,38.48039215686275,1610612761,3,0,2023-03-20T00:11:58Z,100000,False,-58.0,76.0,1,right,MISS J. Poeltl 9' driving Hook,[1627751],1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,9.57,Missed,,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2023-03-20T00:11:55.8Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,3,0,2023-03-20T00:11:55Z,110000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M07.00S,2023-03-20T00:12:07.1Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,3,0,2023-03-20T00:12:18Z,120000,False,,,0,,K. Middleton step out-of-bounds TURNOVER (1 TO),[203114],1610612749.0,MIL,step,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202027.0,1.0,,,,,,,,
13,PT10M50.00S,2023-03-20T00:12:31.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627751,82.7365308804205,48.77450980392157,1610612761,3,0,2023-03-20T00:12:40Z,130000,False,-6.0,110.0,1,right,MISS J. Poeltl 11' floating Shot,[1627751],1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,11.0,Missed,,,,,,,,,,,,,,,,,,
14,PT10M48.00S,2023-03-20T00:12:33.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,0,2023-03-20T00:12:40Z,140000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2023-03-20T00:12:41.0Z,1,REGULAR,3pt,Jump Shot,[],201572,26.49474375821288,11.27450980392157,1610612749,6,0,2023-03-20T00:12:47Z,150000,False,194.0,197.0,1,left,B. Lopez 27' 3PT  (3 PTS) (K. Middleton 1 AST),"[201572, 203114]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.59,Made,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
17,PT10M30.00S,2023-03-20T00:12:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,70.90998685939553,84.31372549019608,1610612761,6,0,2023-03-20T00:12:56Z,170000,False,172.0,221.0,1,right,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,27.97,Missed,,,,,,,,,,,,,,,,,,
