actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
170,PT00M00.00S,2023-01-04T01:36:15.9Z,1,REGULAR,period,end,[],0,,,1610612749,32,28,2023-01-04T01:36:15Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,out,['startperiod'],1630699,,,1610612749,32,28,2023-01-04T01:38:36Z,1670000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,out,['startperiod'],204060,,,1610612749,32,28,2023-01-04T01:38:36Z,1680000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,32,28,2023-01-04T01:38:36Z,1690000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,out,['startperiod'],201950,,,1610612749,32,28,2023-01-04T01:38:36Z,1700000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612749,32,28,2023-01-04T01:38:36Z,1710000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612749,32,28,2023-01-04T01:38:36Z,1720000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,32,28,2023-01-04T01:38:36Z,1730000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,32,28,2023-01-04T01:38:36Z,1740000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,32,28,2023-01-04T01:38:36Z,1750000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-01-04T01:38:15.5Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612749,32,28,2023-01-04T01:38:36Z,1760000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-01-04T01:38:41.1Z,2,REGULAR,period,start,[],0,,,1610612764,32,28,2023-01-04T01:38:41Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M37.00S,2023-01-04T01:39:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,16.507884362680684,42.15686274509804,1610612764,32,28,2023-01-04T01:39:35Z,1780000,False,39.0,103.0,1,left,MISS K. Kuzma 10' turnaround fadeaway Shot,[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,10.99,Missed,,,,,,,,,,,,,,,,,,
183,PT11M34.00S,2023-01-04T01:39:06.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,32,28,2023-01-04T01:39:07Z,1790000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,182.0,,,,,,,2.0,2.0,0.0,,,,,,,,
184,PT11M27.00S,2023-01-04T01:39:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,91.01511169513797,49.26470588235294,1610612749,32,28,2023-01-04T01:39:19Z,1800000,False,-4.0,32.0,1,right,MISS B. Lopez cutting Layup - blocked,"[201572, 1628398]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,Kuzma,1628398.0,,,,,,,,,,,
185,PT11M27.00S,2023-01-04T01:39:13.2Z,2,REGULAR,block,,[],1628398,,,1610612749,32,28,2023-01-04T01:39:16Z,1810000,False,,,0,,K. Kuzma BLOCK (2 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M23.00S,2023-01-04T01:39:17.2Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,32,28,2023-01-04T01:39:19Z,1820000,False,,,0,,D. Gafford REBOUND (Off:2 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,184.0,,,,,,,6.0,4.0,2.0,,,,,,,,
187,PT11M18.00S,2023-01-04T01:39:21.8Z,2,REGULAR,2pt,Jump Shot,[],1629060,17.16491458607096,69.11764705882352,1610612764,32,30,2023-01-04T01:39:31Z,1830000,False,-96.0,109.0,1,left,R. Hachimura 14' pullup Jump Shot (5 PTS) (K. Kuzma 2 AST),"[1629060, 1628398]",1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,14.49,Made,,5.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,
189,PT10M56.00S,2023-01-04T01:39:44.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203507,84.44480946123521,47.549019607843135,1610612749,32,30,2023-01-04T01:39:48Z,1850000,False,-12.0,94.0,1,right,MISS G. Antetokounmpo 9' Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,9.45,Missed,,,,,,,,,,,,,,,,,,
190,PT10M53.00S,2023-01-04T01:39:47.1Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,32,30,2023-01-04T01:39:48Z,1860000,False,,,0,,D. Gafford REBOUND (Off:2 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,189.0,,,,,,,7.0,5.0,2.0,,,,,,,,
191,PT10M42.00S,2023-01-04T01:39:58.2Z,2,REGULAR,turnover,bad pass,[],1629060,,,1610612764,32,30,2023-01-04T01:40:05Z,1870000,False,,,0,,R. Hachimura bad pass TURNOVER (1 TO),"[1629060, 201572]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Lopez,201572.0
192,PT10M42.00S,2023-01-04T01:39:58.2Z,2,REGULAR,steal,,[],201572,,,1610612749,32,30,2023-01-04T01:40:00Z,1880000,False,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
193,PT10M38.00S,2023-01-04T01:40:06.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631260,95.22010512483574,95.83333333333334,1610612749,32,30,2023-01-04T01:51:04Z,1890000,False,229.0,-8.0,1,right,MISS A. Green running 3PT,[1631260],1610612749.0,MIL,running,,,Green,A. Green,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
194,PT10M34.00S,2023-01-04T01:40:10.6Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,32,30,2023-01-04T01:51:04Z,1900000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,193.0,,,,,,,3.0,2.0,1.0,,,,,,,,
195,PT10M34.00S,2023-01-04T01:40:15.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203507,94.40999984741211,50.0,1610612749,34,30,2023-01-04T01:40:36Z,1910000,False,0.0,0.0,1,right,G. Antetokounmpo putback Layup (12 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,,12.0,,,,,,,,,,,,,,,,
196,PT10M34.00S,2023-01-04T01:40:16.6Z,2,REGULAR,foul,personal,['1freethrow'],1626153,,,1610612749,34,30,2023-01-04T01:40:28Z,1920000,False,,,0,,D. Wright shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1626153, 203507]",1610612764.0,WAS,shooting,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627961.0,1.0,0.0,Antetokounmpo,203507.0,,,
198,PT10M34.00S,2023-01-04T01:40:39.3Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",203507,,,1610612749,35,30,2023-01-04T01:40:39Z,1940000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
199,PT10M18.00S,2023-01-04T01:40:57.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,14.14257555847569,61.76470588235294,1610612764,35,32,2023-01-04T01:41:02Z,1950000,False,-59.0,80.0,1,left,K. Kuzma 9' driving floating Jump Shot (10 PTS),[1628398],1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Left,9.96,Made,,10.0,,,,,,,,,,,,,,,,
200,PT10M04.00S,2023-01-04T01:41:10.5Z,2,REGULAR,turnover,bad pass,[],1628975,,,1610612749,35,32,2023-01-04T01:41:17Z,1960000,False,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 1626153]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Wright,1626153.0
201,PT10M04.00S,2023-01-04T01:41:10.5Z,2,REGULAR,steal,,[],1626153,,,1610612764,35,32,2023-01-04T01:41:12Z,1970000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
202,PT10M03.00S,2023-01-04T01:41:16.0Z,2,REGULAR,foul,personal,[],1628975,,,1610612764,35,32,2023-01-04T01:41:24Z,1980000,False,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1628398]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1830.0,1.0,0.0,Kuzma,1628398.0,,,
204,PT09M47.00S,2023-01-04T01:41:46.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,20.18725361366623,30.637254901960787,1610612764,35,32,2023-01-04T01:41:51Z,2000000,False,97.0,137.0,1,left,MISS R. Hachimura 16' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,16.8,Missed,,,,,,,,,,,,,,,,,,
205,PT09M44.00S,2023-01-04T01:41:49.8Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,35,32,2023-01-04T01:41:51Z,2010000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,204.0,,,,,,,2.0,1.0,1.0,,,,,,,,
206,PT09M38.00S,2023-01-04T01:41:58.9Z,2,REGULAR,foul,personal,[],1629060,,,1610612749,35,32,2023-01-04T01:42:09Z,2020000,False,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 203507]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1830.0,1.0,0.0,Antetokounmpo,203507.0,,,
208,PT09M38.00S,2023-01-04T01:42:08.4Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,35,32,2023-01-04T01:42:14Z,2040000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M38.00S,2023-01-04T01:42:08.4Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,35,32,2023-01-04T01:42:14Z,2050000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M33.00S,2023-01-04T01:42:30.5Z,2,REGULAR,3pt,Jump Shot,[],1628960,67.88764783180025,69.11764705882352,1610612749,35,32,2023-01-04T01:49:18Z,2052500,False,96.0,249.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.71,Missed,,,,,,,,,,,,,,,,,,
211,PT09M32.00S,2023-01-04T01:42:31.5Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,35,32,2023-01-04T01:49:18Z,2053750,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,210.0,,,,,,,4.0,2.0,2.0,,,,,,,,
212,PT09M31.00S,2023-01-04T01:42:36.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,37,32,2023-01-04T01:49:39Z,2055000,False,0.0,0.0,1,right,G. Antetokounmpo putback Layup (15 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.0,Made,,15.0,,,,,,,,,,,,,,,,
213,PT09M08.00S,2023-01-04T01:42:53.7Z,2,REGULAR,3pt,Jump Shot,[],1628398,32.53942181340342,43.872549019607845,1610612764,37,32,2023-01-04T01:43:04Z,2090000,False,31.0,253.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
214,PT09M08.00S,2023-01-04T01:42:53.7Z,2,REGULAR,rebound,offensive,[],1626153,,,1610612764,37,32,2023-01-04T01:43:04Z,2100000,False,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,,,213.0,,,,,,,2.0,1.0,1.0,,,,,,,,
215,PT09M03.00S,2023-01-04T01:42:58.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,27.414586070959263,9.068627450980392,1610612764,37,32,2023-01-04T01:43:11Z,2110000,False,205.0,205.0,1,left,MISS C. Kispert 28' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,28.98,Missed,,,,,,,,,,,,,,,,,,
216,PT08M59.00S,2023-01-04T01:43:02.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,37,32,2023-01-04T01:43:11Z,2120000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,215.0,,,,,,,5.0,3.0,2.0,,,,,,,,
244,PT08M58.00S,2023-01-04T01:43:02.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,93.11760840998686,51.225490196078425,1610612749,37,32,2023-01-04T01:48:05Z,2125000,False,6.0,12.0,1,right,MISS G. Antetokounmpo running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,,
245,PT08M57.00S,2023-01-04T01:43:03.1Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,37,32,2023-01-04T01:48:05Z,2127500,False,,,0,,B. Lopez REBOUND (Off:1 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,244.0,,,,,,,3.0,2.0,1.0,,,,,,,,
217,PT08M56.00S,2023-01-04T01:43:05.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,90.48948751642575,49.01960784313725,1610612749,39,32,2023-01-04T01:48:16Z,2130000,False,-5.0,37.0,1,right,B. Lopez tip DUNK (4 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.72,Made,,4.0,,,,,,,,,,,,,,,,
218,PT08M41.00S,2023-01-04T01:43:21.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,10.463206307490145,36.029411764705884,1610612764,39,32,2023-01-04T01:43:40Z,2140000,False,70.0,46.0,1,left,MISS R. Hachimura 8' driving Layup - blocked,"[1629060, 201572]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Right,8.36,Missed,,,,,,Lopez,201572.0,,,,,,,,,,,
219,PT08M41.00S,2023-01-04T01:43:21.0Z,2,REGULAR,block,,[],201572,,,1610612764,39,32,2023-01-04T01:43:24Z,2150000,False,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
220,PT08M41.00S,2023-01-04T01:43:21.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,39,32,2023-01-04T01:43:40Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,218.0,,,,,,,,,,,,,,,,,
222,PT08M33.00S,2023-01-04T01:43:49.5Z,2,REGULAR,foul,personal,['2freethrow'],1628975,,,1610612764,39,32,2023-01-04T01:44:02Z,2180000,False,,,0,,J. Carter shooting personal FOUL (2 PF) (Wright 2 FT),"[1628975, 1626153]",1610612749.0,MIL,shooting,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1830.0,2.0,0.0,Wright,1626153.0,,,
224,PT08M33.00S,2023-01-04T01:44:23.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626153,,,1610612764,39,33,2023-01-04T01:44:23Z,2200000,False,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
225,PT08M33.00S,2023-01-04T01:44:25.0Z,2,REGULAR,substitution,out,[],1628398,,,1610612764,39,33,2023-01-04T01:44:30Z,2210000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M33.00S,2023-01-04T01:44:25.0Z,2,REGULAR,substitution,in,[],204001,,,1610612764,39,33,2023-01-04T01:44:30Z,2220000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M33.00S,2023-01-04T01:44:40.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626153,,,1610612764,39,34,2023-01-04T01:44:40Z,2230000,False,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
228,PT08M10.00S,2023-01-04T01:45:06.7Z,2,REGULAR,2pt,Jump Shot,[],201572,87.46714848883047,25.98039215686275,1610612749,41,34,2023-01-04T01:45:12Z,2240000,False,-120.0,65.0,1,right,B. Lopez 13' Jump Shot (6 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,13.67,Made,,6.0,,,,,,,,,,,,,,,,
229,PT07M54.00S,2023-01-04T01:45:23.1Z,2,REGULAR,2pt,Jump Shot,[],1629060,16.63929040735874,67.15686274509804,1610612764,41,34,2023-01-04T01:45:28Z,2250000,False,-86.0,104.0,1,left,MISS R. Hachimura 13' turnaround Shot,[1629060],1610612764.0,WAS,turnaround,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,13.47,Missed,,,,,,,,,,,,,,,,,,
230,PT07M53.00S,2023-01-04T01:45:24.1Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,41,34,2023-01-04T02:03:08Z,2260000,False,,,0,,D. Gafford REBOUND (Off:3 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,229.0,,,,,,,8.0,5.0,3.0,,,,,,,,
329,PT07M53.00S,2023-01-04T01:45:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,6.619579500657039,47.05882352941176,1610612764,41,34,2023-01-04T02:02:43Z,2265000,False,15.0,10.0,1,left,MISS D. Gafford tip Layup,[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
330,PT07M53.00S,2023-01-04T01:45:25.5Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,41,34,2023-01-04T02:02:43Z,2267500,False,,,0,,D. Gafford REBOUND (Off:4 Def:5),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,329.0,,,,,,,9.0,5.0,4.0,,,,,,,,
231,PT07M48.00S,2023-01-04T01:45:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,5.590000152587891,50.0,1610612764,41,34,2023-01-04T02:02:43Z,2270000,False,0.0,0.0,1,left,MISS D. Gafford tip Layup,[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
232,PT07M47.00S,2023-01-04T01:45:28.7Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,41,34,2023-01-04T01:45:28Z,2280000,False,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,231.0,,,,,,,4.0,3.0,1.0,,,,,,,,
233,PT07M40.00S,2023-01-04T01:45:35.9Z,2,REGULAR,3pt,Jump Shot,[],1626192,96.13994743758212,95.58823529411765,1610612749,44,34,2023-01-04T01:45:40Z,2290000,False,228.0,-16.0,1,right,P. Connaughton 3PT  (8 PTS) (G. Antetokounmpo 3 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,22.85,Made,,8.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,
235,PT07M19.00S,2023-01-04T01:45:57.0Z,2,REGULAR,2pt,Jump Shot,[],204001,22.683968462549277,37.745098039215684,1610612764,44,36,2023-01-04T01:46:02Z,2310000,False,61.0,161.0,1,left,K. Porzingis 17' fadeaway Jump Shot (10 PTS) (R. Hachimura 1 AST),"[204001, 1629060]",1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,17.2,Made,,10.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,
237,PT07M05.00S,2023-01-04T01:46:11.4Z,2,REGULAR,2pt,Jump Shot,[],203507,94.30026281208936,30.14705882352941,1610612749,44,36,2023-01-04T01:46:15Z,2330000,False,-99.0,1.0,1,right,MISS G. Antetokounmpo 9' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,9.93,Missed,,,,,,,,,,,,,,,,,,
238,PT07M02.00S,2023-01-04T01:46:13.8Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612764,44,36,2023-01-04T01:46:13Z,2340000,False,,,0,,D. Wright REBOUND (Off:1 Def:2),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,,,237.0,,,,,,,3.0,2.0,1.0,,,,,,,,
239,PT06M55.00S,2023-01-04T01:46:20.5Z,2,REGULAR,2pt,Jump Shot,[],1629060,20.97568988173456,24.264705882352942,1610612764,44,36,2023-01-04T01:46:32Z,2350000,False,129.0,145.0,1,left,MISS R. Hachimura 19' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right Center,19.37,Missed,,,,,,,,,,,,,,,,,,
240,PT06M54.00S,2023-01-04T01:46:21.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,44,36,2023-01-04T01:46:32Z,2360000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,239.0,,,,,,,,,,,,,,,,,
241,PT06M54.00S,2023-01-04T01:46:29.4Z,2,REGULAR,foul,personal,[],204001,,,1610612749,44,36,2023-01-04T01:46:39Z,2370000,False,,,0,,K. Porzingis loose ball personal FOUL (2 PF),"[204001, 203507]",1610612764.0,WAS,loose ball,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,2.0,0.0,Antetokounmpo,203507.0,,,
243,PT06M54.00S,2023-01-04T01:46:45.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,44,36,2023-01-04T01:46:45Z,2390000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M54.00S,2023-01-04T01:49:23.8Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,44,36,2023-01-04T01:49:41Z,2400000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
