actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-06T00:10:21.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-06T00:10:21Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-06T00:10:25.2Z,1,REGULAR,jumpball,recovered,[],1626171,,,1610612749,0,0,2022-11-06T00:10:25Z,40000,,,0,,Jump Ball B. Lopez vs. L. Dort: Tip to B. Portis,"[1626171, 201572, 1629652]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Lopez,201572.0,Dort,1629652.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2022-11-06T00:10:37.8Z,1,REGULAR,3pt,Jump Shot,[],201572,11.12023653088042,3.6764705882352944,1610612749,3,0,2022-11-06T00:10:43Z,70000,232.0,52.0,1,left,B. Lopez 3PT  (3 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,23.74,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2022-11-06T00:10:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,92.9862023653088,53.431372549019606,1610612760,3,2,2022-11-06T00:11:00Z,90000,17.0,13.0,1,right,J. Robinson-Earl driving finger roll Layup (2 PTS) (L. Dort 1 AST),"[1630526, 1629652]",1610612760.0,OKC,driving finger roll,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,2.18,Made,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
11,PT11M14.00S,2022-11-06T00:11:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630699,25.969119579500656,83.57843137254902,1610612749,3,2,2022-11-06T00:11:11Z,110000,-168.0,192.0,1,left,MISS M. Beauchamp 25' 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2022-11-06T00:11:10.2Z,1,REGULAR,rebound,defensive,[],203488,,,1610612760,3,2,2022-11-06T00:11:11Z,120000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M57.00S,2022-11-06T00:11:36.6Z,1,REGULAR,3pt,Jump Shot,[],203488,66.44218134034165,35.78431372549019,1610612760,3,2,2022-11-06T00:11:44Z,140000,-71.0,263.0,1,right,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,27.23,Missed,,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2022-11-06T00:11:39.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,3,2,2022-11-06T00:11:44Z,150000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M48.00S,2022-11-06T00:11:46.1Z,1,REGULAR,3pt,Jump Shot,[],201950,34.773324572930356,25.735294117647058,1610612749,3,2,2022-11-06T00:11:59Z,160000,121.0,274.0,1,left,MISS J. Holiday 30' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,30.0,Missed,,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2022-11-06T00:11:50.9Z,1,REGULAR,rebound,offensive,[],1630699,,,1610612749,3,2,2022-11-06T00:11:51Z,170000,,,0,,M. Beauchamp REBOUND (Off:1 Def:0),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
