actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
81,PT05M58.00S,2022-10-26T23:58:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,82.7365308804205,41.17647058823529,1610612751,9,9,2022-10-27T00:08:23Z,810000,-44.0,110.0,1,right,K. Irving 11' driving finger roll Layup (2 PTS),[202681],1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,11.83,Made,,,,,,,,,2.0,,,,,,,
82,PT05M48.00S,2022-10-26T23:58:19.5Z,1,REGULAR,3pt,Jump Shot,[],202083,30.17411300919842,74.50980392156863,1610612749,9,9,2022-10-27T00:11:17Z,820000,-123.0,231.0,1,left,MISS W. Matthews 26' step back 3PT,[202083],1610612749.0,MIL,step back,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,,,26.16,Missed,,,,,,,,,,,,,,,,
83,PT05M45.00S,2022-10-26T23:58:22.1Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,9,9,2022-10-26T23:58:22Z,830000,,,0,,B. Portis REBOUND (Off:1 Def:0),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,
84,PT05M41.00S,2022-10-26T23:58:25.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626171,18.610381077529567,27.696078431372552,1610612749,9,9,2022-10-26T23:58:31Z,840000,112.0,122.0,1,left,MISS B. Portis 16' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,16.56,Missed,,,,,,,,,,,,,,,,
85,PT05M39.00S,2022-10-26T23:58:27.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,9,9,2022-10-26T23:58:31Z,850000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,
86,PT05M25.00S,2022-10-26T23:58:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,81.2910643889619,49.754901960784316,1610612751,9,9,2022-10-27T00:12:11Z,860000,-1.0,123.0,1,right,MISS B. Simmons 12' driving floating Shot,[1627732],1610612751.0,BKN,driving floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,12.34,Missed,,,,,,,,,,,,,,,,
87,PT05M25.00S,2022-10-26T23:58:41.7Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,9,9,2022-10-26T23:58:52Z,870000,,,0,,B. Lopez REBOUND (Off:3 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,86.0,4.0,1.0,3.0,,,,,,,,,,
88,PT05M25.00S,2022-10-26T23:58:50.5Z,1,REGULAR,foul,personal,[],1627732,,,1610612749,9,9,2022-10-26T23:59:00Z,880000,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 201572]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,,,1.0,1.0,Lopez,201572.0,,,
90,PT05M25.00S,2022-10-26T23:58:57.8Z,1,REGULAR,substitution,out,[],203507,,,1610612749,9,9,2022-10-26T23:59:08Z,900000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M25.00S,2022-10-26T23:58:57.8Z,1,REGULAR,substitution,out,[],1626220,,,1610612749,9,9,2022-10-26T23:59:08Z,910000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M25.00S,2022-10-26T23:58:57.8Z,1,REGULAR,substitution,in,[],201588,,,1610612749,9,9,2022-10-26T23:59:08Z,920000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M25.00S,2022-10-26T23:58:57.8Z,1,REGULAR,substitution,in,[],201988,,,1610612749,9,9,2022-10-26T23:59:08Z,930000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M15.00S,2022-10-26T23:59:19.9Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,9,9,2022-10-26T23:59:27Z,940000,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (2 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,202901.0,2.0,,,,,,,,,,,,,,,,,,
95,PT05M00.00S,2022-10-26T23:59:42.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,79.71419185282524,43.872549019607845,1610612751,9,9,2022-10-26T23:59:52Z,950000,-31.0,138.0,1,right,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,14.15,Missed,,,,,,,,,,,,,,,,
96,PT04M57.00S,2022-10-26T23:59:45.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,9,9,2022-10-26T23:59:52Z,960000,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,95.0,2.0,1.0,1.0,,,,,,,,,,
97,PT04M45.00S,2022-10-27T00:00:01.8Z,1,REGULAR,foul,personal,['2freethrow'],201142,,,1610612749,9,9,2022-10-27T00:01:44Z,970000,,,0,,K. Durant flagrant-type-1 personal FOUL (1 PF) (Portis 2 FT),"[201142, 1626171]",1610612751.0,BKN,flagrant-type-1,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,201639.0,,,,,,,,,,,,,1.0,0.0,Portis,1626171.0,,,
101,PT04M45.00S,2022-10-27T00:01:50.9Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,9,9,2022-10-27T00:04:53Z,1000000,,,0,,MISS B. Portis flagrant Free Throw 1 of 2,[1626171],1610612749.0,MIL,flagrant,,,Portis,B. Portis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
102,PT04M45.00S,2022-10-27T00:01:50.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,9,9,2022-10-27T00:01:50Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,
103,PT04M45.00S,2022-10-27T00:01:50.9Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,10,9,2022-10-27T00:04:53Z,1020000,,,0,,B. Portis flagrant Free Throw 2 of 2 (1 PTS),[1626171],1610612749.0,MIL,flagrant,,,Portis,B. Portis,,,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
104,PT04M45.00S,2022-10-27T00:02:11.8Z,1,REGULAR,substitution,out,[],202681,,,1610612751,10,9,2022-10-27T00:02:16Z,1030000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M45.00S,2022-10-27T00:02:11.8Z,1,REGULAR,substitution,in,[],203925,,,1610612751,10,9,2022-10-27T00:02:16Z,1040000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M36.00S,2022-10-27T00:02:38.6Z,1,REGULAR,2pt,Jump Shot,[],201950,6.915243101182654,21.813725490196077,1610612749,10,9,2022-10-27T00:02:44Z,1050000,141.0,13.0,1,left,MISS J. Holiday 14' Jump Shot,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,14.15,Missed,,,,,,,,,,,,,,,,
107,PT04M36.00S,2022-10-27T00:02:40.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,10,9,2022-10-27T00:02:40Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,106.0,,,,,,,,,,,,,
109,PT04M26.00S,2022-10-27T00:03:01.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,33.85348226018397,43.13725490196079,1610612749,10,9,2022-10-27T00:03:07Z,1080000,34.0,266.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,26.79,Missed,,,,,,,,,,,,,,,,
110,PT04M24.00S,2022-10-27T00:03:03.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,10,9,2022-10-27T00:03:07Z,1090000,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,109.0,4.0,2.0,2.0,,,,,,,,,,
111,PT04M15.00S,2022-10-27T00:03:17.8Z,1,REGULAR,foul,personal,[],202083,,,1610612751,10,9,2022-10-27T00:03:34Z,1100000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 201142]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Center,202901.0,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,,
113,PT04M15.00S,2022-10-27T00:03:34.2Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,10,9,2022-10-27T00:03:37Z,1120000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M15.00S,2022-10-27T00:03:34.2Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,10,9,2022-10-27T00:03:37Z,1130000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M07.00S,2022-10-27T00:03:54.3Z,1,REGULAR,foul,personal,['2freethrow'],202083,,,1610612751,10,9,2022-10-27T00:04:07Z,1140000,,,0,,W. Matthews shooting personal FOUL (2 PF) (Durant 2 FT),"[202083, 201142]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Center,1193.0,,,,,,,,,,,,,2.0,0.0,Durant,201142.0,,,
117,PT04M07.00S,2022-10-27T00:04:18.9Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,10,10,2022-10-27T00:04:18Z,1160000,,,0,,K. Durant Free Throw 1 of 2 (6 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,
118,PT04M07.00S,2022-10-27T00:04:29.2Z,1,REGULAR,substitution,out,[],1627732,,,1610612751,10,10,2022-10-27T00:04:33Z,1170000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M07.00S,2022-10-27T00:04:29.2Z,1,REGULAR,substitution,in,[],1628410,,,1610612751,10,10,2022-10-27T00:04:33Z,1180000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M07.00S,2022-10-27T00:04:47.1Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,10,11,2022-10-27T00:04:47Z,1190000,,,0,,K. Durant Free Throw 2 of 2 (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,
121,PT03M52.00S,2022-10-27T00:05:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,10.726018396846255,41.66666666666667,1610612749,10,11,2022-10-27T00:05:06Z,1200000,42.0,48.0,1,left,MISS J. Holiday 6' driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,6.38,Missed,,,,,,,,,,,,,,,,
122,PT03M50.00S,2022-10-27T00:05:04.1Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,10,11,2022-10-27T00:05:06Z,1210000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,
123,PT03M45.00S,2022-10-27T00:05:13.4Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,10,11,2022-10-27T00:05:29Z,1220000,,,0,,D. Sharpe offensive FOUL (1 PF),"[1630549, 201588]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,201639.0,,,,,,,,,,,,,1.0,0.0,Hill,201588.0,,,
125,PT03M45.00S,2022-10-27T00:05:13.4Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,10,11,2022-10-27T00:05:13Z,1240000,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,201639.0,1.0,,,,,,,,,,,,,,,,,,
126,PT03M45.00S,2022-10-27T00:05:27.6Z,1,REGULAR,substitution,out,[],201950,,,1610612749,10,11,2022-10-27T00:05:32Z,1250000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M45.00S,2022-10-27T00:05:27.6Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,10,11,2022-10-27T00:05:32Z,1260000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M36.00S,2022-10-27T00:05:36.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201588,22.552562417871222,26.225490196078432,1610612749,12,11,2022-10-27T00:05:42Z,1270000,119.0,159.0,1,left,G. Hill 19' pullup Jump Shot (2 PTS),[201588],1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,Mid-Range,16-24 Right Center,,,19.89,Made,,,,,,,,,2.0,,,,,,,
129,PT03M21.00S,2022-10-27T00:05:50.8Z,1,REGULAR,2pt,Jump Shot,[],1628410,81.94809461235218,78.67647058823529,1610612751,12,11,2022-10-27T00:17:25Z,1280000,143.0,117.0,1,right,MISS E. Sumner 18' pullup Shot,[1628410],1610612751.0,BKN,pullup,,,Sumner,E. Sumner,,,,,Mid-Range,16-24 Right Center,,,18.52,Missed,,,,,,,,,,,,,,,,
130,PT03M17.00S,2022-10-27T00:05:54.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,12,11,2022-10-27T00:18:00Z,1290000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,,,,129.0,3.0,2.0,1.0,,,,,,,,,,
133,PT03M10.00S,2022-10-27T00:06:02.3Z,1,REGULAR,3pt,Jump Shot,[],201572,10.85742444152431,96.56862745098039,1610612749,15,11,2022-10-27T00:06:07Z,1320000,-233.0,50.0,1,left,B. Lopez 3PT  (5 PTS) (W. Matthews 1 AST),"[201572, 202083]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,23.8,Made,,,,,,,,,5.0,,,,,W. Matthews,202083.0,1.0
135,PT02M55.00S,2022-10-27T00:06:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.02825229960578,42.15686274509804,1610612751,15,11,2022-10-27T00:06:22Z,1340000,-39.0,126.0,1,right,MISS K. Durant 13' turnaround Shot,[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,13.18,Missed,,,,,,,,,,,,,,,,
136,PT02M53.00S,2022-10-27T00:06:19.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,11,2022-10-27T00:06:22Z,1350000,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,135.0,4.0,3.0,1.0,,,,,,,,,,
137,PT02M45.00S,2022-10-27T00:06:28.0Z,1,REGULAR,3pt,Jump Shot,[],1626171,29.517082785808146,21.568627450980394,1610612749,18,11,2022-10-27T00:06:31Z,1360000,142.0,225.0,1,left,B. Portis 26' 3PT  (4 PTS) (G. Hill 1 AST),"[1626171, 201588]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,26.62,Made,,,,,,,,,4.0,,,,,G. Hill,201588.0,1.0
139,PT02M36.00S,2022-10-27T00:06:46.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,18,11,2022-10-27T00:06:46Z,1380000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M36.00S,2022-10-27T00:09:22.1Z,1,REGULAR,substitution,out,[],201572,,,1610612751,18,11,2022-10-27T00:10:02Z,1390000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M36.00S,2022-10-27T00:09:22.1Z,1,REGULAR,substitution,in,[],203507,,,1610612751,18,11,2022-10-27T00:10:02Z,1400000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M30.00S,2022-10-27T00:10:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628410,92.85479632063075,51.9607843137255,1610612751,18,13,2022-10-27T00:10:16Z,1410000,10.0,15.0,1,right,E. Sumner driving Layup (2 PTS),[1628410],1610612751.0,BKN,driving,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,,,1.77,Made,,,,,,,,,2.0,,,,,,,
143,PT02M18.00S,2022-10-27T00:10:26.2Z,1,REGULAR,violation,kicked ball,[],201142,,,1610612749,18,13,2022-10-27T00:10:32Z,1420000,,,0,,K. Durant kicked ball VIOLATION,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,
144,PT02M11.00S,2022-10-27T00:10:44.6Z,1,REGULAR,3pt,Jump Shot,[],1626171,26.888961892247043,12.990196078431374,1610612749,21,13,2022-10-27T00:10:48Z,1430000,185.0,200.0,1,left,B. Portis 27' 3PT  (7 PTS) (J. Nwora 1 AST),"[1626171, 1629670]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,27.27,Made,,,,,,,,,7.0,,,,,J. Nwora,1629670.0,1.0
146,PT02M01.00S,2022-10-27T00:10:53.4Z,1,REGULAR,3pt,Jump Shot,[],1628410,68.80749014454665,70.09803921568627,1610612751,21,13,2022-10-27T00:20:24Z,1450000,100.0,241.0,1,right,MISS E. Sumner 26' pullup 3PT,[1628410],1610612751.0,BKN,pullup,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Right Center,,,26.08,Missed,,,,,,,,,,,,,,,,
147,PT01M59.00S,2022-10-27T00:10:55.4Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,21,13,2022-10-27T00:10:58Z,1460000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,
148,PT01M51.00S,2022-10-27T00:11:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.5722733245729295,50.49019607843137,1610612749,23,13,2022-10-27T00:11:08Z,1470000,-2.0,19.0,1,left,G. Antetokounmpo driving Layup (6 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,1.89,Made,,,,,,,,,6.0,,,,,,,
149,PT01M38.00S,2022-10-27T00:11:17.6Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612751,23,13,2022-10-27T00:11:22Z,1480000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1626171]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,3.0,,,,,,,,,Portis,1626171.0,,,,,,,,
150,PT01M38.00S,2022-10-27T00:11:17.6Z,1,REGULAR,steal,,[],1626171,,,1610612749,23,13,2022-10-27T00:11:20Z,1490000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
151,PT01M33.00S,2022-10-27T00:11:21.9Z,1,REGULAR,turnover,bad pass,[],202083,,,1610612749,23,13,2022-10-27T00:11:26Z,1500000,,,0,,W. Matthews bad pass TURNOVER (1 TO),"[202083, 1628410]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,Sumner,1628410.0,,,,,,,,
152,PT01M33.00S,2022-10-27T00:11:21.9Z,1,REGULAR,steal,,[],1628410,,,1610612751,23,13,2022-10-27T00:11:24Z,1510000,,,0,,E. Sumner STEAL (1 STL),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
153,PT01M27.00S,2022-10-27T00:11:27.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201142,92.9862023653088,54.90196078431373,1610612751,23,15,2022-10-27T00:22:13Z,1520000,25.0,13.0,1,right,K. Durant running DUNK (9 PTS) (E. Sumner 1 AST),"[201142, 1628410]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,2.79,Made,,,,,,,,,9.0,,,,,E. Sumner,1628410.0,1.0
155,PT01M13.00S,2022-10-27T00:11:42.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626171,31.09395532194481,26.225490196078432,1610612749,23,15,2022-10-27T00:12:32Z,1540000,119.0,240.0,1,left,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,26.77,Missed,,,,,,,,,,,,,,,,
156,PT01M10.00S,2022-10-27T00:11:45.3Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,23,15,2022-10-27T00:11:54Z,1550000,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,
157,PT01M07.00S,2022-10-27T00:11:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628410,91.80354796320631,54.166666666666664,1610612751,23,17,2022-10-27T00:12:05Z,1560000,21.0,25.0,1,right,E. Sumner running Layup (4 PTS) (P. Mills 1 AST),"[1628410, 201988]",1610612751.0,BKN,running,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,,,3.21,Made,,,,,,,,,4.0,,,,,P. Mills,201988.0,1.0
159,PT00M50.70S,2022-10-27T00:12:10.3Z,1,REGULAR,foul,personal,[],203925,,,1610612749,23,17,2022-10-27T00:16:01Z,1580000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 203507]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,8-16 Center,202901.0,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
161,PT00M50.70S,2022-10-27T00:12:25.1Z,1,REGULAR,substitution,out,[],201988,,,1610612749,23,17,2022-10-27T00:12:30Z,1600000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M50.70S,2022-10-27T00:12:25.1Z,1,REGULAR,substitution,out,[],203925,,,1610612749,23,17,2022-10-27T00:12:30Z,1610000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M50.70S,2022-10-27T00:12:25.1Z,1,REGULAR,substitution,in,[],1627732,,,1610612749,23,17,2022-10-27T00:12:30Z,1620000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M50.70S,2022-10-27T00:12:25.1Z,1,REGULAR,substitution,in,[],202681,,,1610612749,23,17,2022-10-27T00:12:30Z,1630000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M40.90S,2022-10-27T00:12:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,15.719448094612352,63.48039215686274,1610612749,23,17,2022-10-27T00:23:24Z,1640000,-67.0,95.0,1,left,MISS B. Portis 11' driving Layup - blocked,"[1626171, 1627732]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,,,11.67,Missed,Simmons,1627732.0,,,,,,,,,,,,,,
166,PT00M40.90S,2022-10-27T00:12:41.5Z,1,REGULAR,block,,[],1627732,,,1610612749,23,17,2022-10-27T00:12:44Z,1650000,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
167,PT00M37.30S,2022-10-27T00:12:45.1Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,23,17,2022-10-27T00:12:48Z,1660000,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,
168,PT00M37.10S,2022-10-27T00:12:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628410,92.9862023653088,51.9607843137255,1610612751,23,19,2022-10-27T00:12:57Z,1670000,10.0,13.0,1,right,E. Sumner running Layup (6 PTS) (D. Sharpe 1 AST),"[1628410, 1630549]",1610612751.0,BKN,running,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,,,1.66,Made,,,,,,,,,6.0,,,,,D. Sharpe,1630549.0,1.0
