actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
176,PT09M08.00S,2023-03-05T02:14:27.9Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612755,37,33,2023-03-05T02:14:34Z,1760000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 203507]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,Harden,J. Harden,,,,,,,,,,,,,,1.0,,Antetokounmpo,203507.0,,
177,PT09M08.00S,2023-03-05T02:14:27.9Z,2,REGULAR,steal,,[],203507,,,1610612749,37,33,2023-03-05T02:14:30Z,1770000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
178,PT09M04.00S,2023-03-05T02:14:32.3Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,37,33,2023-03-05T02:14:36Z,1780000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1630178]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,1.0,,Maxey,1630178.0,,
179,PT09M04.00S,2023-03-05T02:14:32.3Z,2,REGULAR,steal,,[],1630178,,,1610612755,37,33,2023-03-05T02:14:35Z,1790000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
180,PT08M56.00S,2023-03-05T02:14:40.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629001,94.03745072273325,49.754901960784316,1610612755,37,35,2023-03-05T02:14:44Z,1800000,False,-1.0,4.0,1,right,D. Melton driving finger roll Layup (5 PTS),[1629001],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,0.37,Made,Melton,D. Melton,,,,,5.0,,,,,,,,,,,,,,
181,PT08M42.00S,2023-03-05T02:14:53.2Z,2,REGULAR,3pt,Jump Shot,[],1628975,31.225361366622867,65.93137254901961,1610612749,40,35,2023-03-05T02:15:51Z,1810000,False,-80.0,241.0,1,left,J. Carter 25' 3PT pullup (3 PTS),[1628975],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,25.38,Made,Carter,J. Carter,,,,,3.0,,,,,,,,,,,,,,
182,PT08M29.00S,2023-03-05T02:15:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,89.70105124835742,49.50980392156863,1610612755,40,35,2023-03-05T02:15:14Z,1820000,False,-2.0,44.0,1,right,MISS J. Harden Layup - blocked,"[201935, 203507]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
183,PT08M29.00S,2023-03-05T02:15:06.6Z,2,REGULAR,block,,[],203507,,,1610612755,40,35,2023-03-05T02:15:10Z,1830000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
184,PT08M27.00S,2023-03-05T02:15:08.6Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,40,35,2023-03-05T02:15:14Z,1840000,False,,,0,,J. Harden REBOUND (Off:3 Def:2),[201935],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harden,J. Harden,182.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
185,PT08M27.00S,2023-03-05T02:15:19.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,92.59198423127464,49.26470588235294,1610612755,40,35,2023-03-05T02:15:27Z,1850000,False,-4.0,17.0,1,right,MISS J. Harden putback Layup,[201935],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,1.75,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
186,PT08M27.00S,2023-03-05T02:15:24.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,35,2023-03-05T02:15:24Z,1860000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,Antetokounmpo,G. Antetokounmpo,185.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
187,PT08M27.00S,2023-03-05T02:15:30.4Z,2,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,40,35,2023-03-05T02:15:41Z,1870000,False,,,0,,G. Antetokounmpo lost ball out-of-bounds TURNOVER (2 TO),[203507],1610612749.0,MIL,lost ball,,,,,,Restricted Area,0-8 Center,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,201245.0,,,,,2.0,,,,,
188,PT08M27.00S,2023-03-05T02:15:36.5Z,2,REGULAR,substitution,out,[],203114,,,1610612755,40,35,2023-03-05T02:15:51Z,1880000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
189,PT08M27.00S,2023-03-05T02:15:36.5Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,40,35,2023-03-05T02:15:51Z,1890000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,
190,PT08M27.00S,2023-03-05T02:15:36.5Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,40,35,2023-03-05T02:15:51Z,1900000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
191,PT08M27.00S,2023-03-05T02:15:36.5Z,2,REGULAR,substitution,in,[],1628960,,,1610612755,40,35,2023-03-05T02:15:51Z,1910000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,
192,PT08M27.00S,2023-03-05T02:15:36.5Z,2,REGULAR,substitution,in,[],202699,,,1610612755,40,35,2023-03-05T02:15:51Z,1920000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
193,PT08M27.00S,2023-03-05T02:15:36.5Z,2,REGULAR,substitution,in,[],200782,,,1610612755,40,35,2023-03-05T02:15:51Z,1930000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,
194,PT08M11.00S,2023-03-05T02:15:53.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202699,68.54467805519053,64.4607843137255,1610612755,40,35,2023-03-05T02:17:40Z,1940000,False,72.0,243.0,1,right,MISS T. Harris 25' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Center,25.37,Missed,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
195,PT08M11.00S,2023-03-05T02:15:53.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,40,35,2023-03-05T02:16:49Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,,194.0,,,,,,,,,,,,,,,,,,
196,PT08M11.00S,2023-03-05T02:15:58.1Z,2,REGULAR,foul,personal,[],1626192,,,1610612755,40,35,2023-03-05T02:16:05Z,1960000,False,,,0,,P. Connaughton loose ball personal FOUL (1 PF),"[1626192, 200782]",1610612749.0,MIL,loose ball,,,,,,In The Paint (Non-RA),8-16 Center,,,Connaughton,P. Connaughton,,,,,,,,,201245.0,1.0,0.0,Tucker,200782.0,,,,,,
198,PT08M08.00S,2023-03-05T02:16:16.9Z,2,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,40,35,2023-03-05T02:16:35Z,1980000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (2 TO),[201935],1610612755.0,PHI,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Harden,J. Harden,,,,,,,,,201245.0,,,,,2.0,,,,,
199,PT07M49.00S,2023-03-05T02:16:42.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203507,14.14257555847569,45.34313725490196,1610612749,40,35,2023-03-05T02:16:56Z,1990000,False,23.0,80.0,1,left,MISS G. Antetokounmpo 8' Hook,[203507],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,8.37,Missed,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
200,PT07M49.00S,2023-03-05T02:16:42.2Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,40,35,2023-03-05T02:16:56Z,2000000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Tucker,P. Tucker,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
201,PT07M49.00S,2023-03-05T02:16:46.2Z,2,REGULAR,foul,personal,[],203507,,,1610612755,40,35,2023-03-05T02:16:53Z,2010000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 200782]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,1162.0,1.0,0.0,Tucker,200782.0,,,,,,
203,PT07M26.00S,2023-03-05T02:17:23.6Z,2,REGULAR,2pt,Jump Shot,[],201935,77.87450722733246,28.676470588235293,1610612755,40,35,2023-03-05T02:17:30Z,2030000,False,-107.0,155.0,1,right,MISS J. Harden 18' pullup Shot,[201935],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Left Center,18.85,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
204,PT07M23.00S,2023-03-05T02:17:26.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,35,2023-03-05T02:17:30Z,2040000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,Antetokounmpo,G. Antetokounmpo,203.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
205,PT07M09.00S,2023-03-05T02:17:41.0Z,2,REGULAR,3pt,Jump Shot,[],1626192,27.677398160315374,16.42156862745098,1610612749,40,35,2023-03-05T02:17:46Z,2050000,False,168.0,208.0,1,left,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,26.71,Missed,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
206,PT07M06.00S,2023-03-05T02:17:44.0Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,40,35,2023-03-05T02:17:46Z,2060000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Maxey,T. Maxey,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
207,PT07M01.00S,2023-03-05T02:17:51.7Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612755,40,35,2023-03-05T02:18:01Z,2070000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Maxey 2 FT),"[1628960, 1630178]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Allen,G. Allen,,,,,,,,,204059.0,1.0,0.0,Maxey,1630178.0,,,,,,
209,PT07M01.00S,2023-03-05T02:18:23.3Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,40,36,2023-03-05T02:18:23Z,2090000,False,,,0,,T. Maxey Free Throw 1 of 2 (5 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,5.0,,,,,,,,,,,,,,
210,PT07M01.00S,2023-03-05T02:18:24.3Z,2,REGULAR,substitution,out,[],1628975,,,1610612755,40,36,2023-03-05T02:18:39Z,2100000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
211,PT07M01.00S,2023-03-05T02:18:24.3Z,2,REGULAR,substitution,out,[],203109,,,1610612755,40,36,2023-03-05T02:18:39Z,2110000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,
212,PT07M01.00S,2023-03-05T02:18:24.3Z,2,REGULAR,substitution,out,[],1629001,,,1610612755,40,36,2023-03-05T02:18:39Z,2120000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
213,PT07M01.00S,2023-03-05T02:18:24.3Z,2,REGULAR,substitution,in,[],201950,,,1610612755,40,36,2023-03-05T02:18:39Z,2130000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,
214,PT07M01.00S,2023-03-05T02:18:24.3Z,2,REGULAR,substitution,in,[],201572,,,1610612755,40,36,2023-03-05T02:18:39Z,2140000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
215,PT07M01.00S,2023-03-05T02:18:24.3Z,2,REGULAR,substitution,in,[],203954,,,1610612755,40,36,2023-03-05T02:18:39Z,2150000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
216,PT07M01.00S,2023-03-05T02:18:56.3Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,40,37,2023-03-05T02:18:56Z,2160000,False,,,0,,T. Maxey Free Throw 2 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,6.0,,,,,,,,,,,,,,
217,PT06M57.00S,2023-03-05T02:19:09.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,40,37,2023-03-05T02:19:09Z,2170000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M57.00S,2023-03-05T02:21:15.3Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,40,37,2023-03-05T02:22:20Z,2180000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
219,PT06M57.00S,2023-03-05T02:21:15.3Z,2,REGULAR,substitution,in,[],204060,,,1610612749,40,37,2023-03-05T02:22:20Z,2190000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,
220,PT06M43.00S,2023-03-05T02:22:48.2Z,2,REGULAR,foul,personal,['2freethrow'],203954,,,1610612749,40,37,2023-03-05T02:22:59Z,2200000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Lopez 2 FT),"[203954, 201572]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,Embiid,J. Embiid,,,,,,,,,204059.0,2.0,0.0,Lopez,201572.0,,,,,,
222,PT06M43.00S,2023-03-05T02:23:13.9Z,2,REGULAR,freethrow,1 of 2,[],201572,,,1610612749,41,37,2023-03-05T02:23:13Z,2220000,False,,,0,,B. Lopez Free Throw 1 of 2 (9 PTS),[201572],1610612749.0,MIL,,,,,,,,,,Made,Lopez,B. Lopez,,,,,9.0,,,,,,,,,,,,,,
223,PT06M43.00S,2023-03-05T02:23:19.4Z,2,REGULAR,substitution,out,[],203507,,,1610612749,41,37,2023-03-05T02:23:26Z,2230000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
224,PT06M43.00S,2023-03-05T02:23:19.4Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,41,37,2023-03-05T02:23:26Z,2240000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,
225,PT06M43.00S,2023-03-05T02:23:42.7Z,2,REGULAR,freethrow,2 of 2,[],201572,,,1610612749,42,37,2023-03-05T02:23:42Z,2250000,False,,,0,,B. Lopez Free Throw 2 of 2 (10 PTS),[201572],1610612749.0,MIL,,,,,,,,,,Made,Lopez,B. Lopez,,,,,10.0,,,,,,,,,,,,,,
226,PT06M24.00S,2023-03-05T02:24:03.9Z,2,REGULAR,2pt,Jump Shot,[],203954,77.87450722733246,35.53921568627451,1610612755,42,39,2023-03-05T02:24:08Z,2260000,False,-72.0,155.0,1,right,J. Embiid 17' pullup Jump Shot (11 PTS),[203954],1610612755.0,PHI,pullup,,,,,,Mid-Range,16-24 Left Center,17.15,Made,Embiid,J. Embiid,,,,,11.0,,,,,,,,,,,,,,
227,PT06M06.00S,2023-03-05T02:24:22.0Z,2,REGULAR,2pt,Jump Shot,[],201950,20.71287779237845,66.42156862745098,1610612749,44,39,2023-03-05T02:24:26Z,2270000,False,-82.0,142.0,1,left,J. Holiday 16' step back Jump Shot (9 PTS),[201950],1610612749.0,MIL,step back,,,,,,Mid-Range,16-24 Left Center,16.42,Made,Holiday,J. Holiday,,,,,9.0,,,,,,,,,,,,,,
228,PT05M53.00S,2023-03-05T02:24:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,80.6340341655716,46.81372549019608,1610612755,44,41,2023-03-05T02:24:40Z,2280000,False,-16.0,130.0,1,right,J. Harden 13' step back Jump Shot (10 PTS),[201935],1610612755.0,PHI,step back,,,,,,In The Paint (Non-RA),8-16 Center,13.05,Made,Harden,J. Harden,,,,,10.0,,,,,,,,,,,,,,
229,PT05M41.00S,2023-03-05T02:24:47.1Z,2,REGULAR,3pt,Jump Shot,[],1628960,7.440867279894875,96.07843137254902,1610612749,44,41,2023-03-05T02:24:52Z,2290000,False,-230.0,17.0,1,left,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,23.11,Missed,Allen,G. Allen,,,,,,,,,,,,,,,,,,,
230,PT05M37.00S,2023-03-05T02:24:51.2Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,41,2023-03-05T02:24:51Z,2300000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Embiid,J. Embiid,229.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
231,PT05M28.00S,2023-03-05T02:24:59.3Z,2,REGULAR,3pt,Jump Shot,[],201935,73.14388961892247,83.08823529411765,1610612755,44,41,2023-03-05T02:25:04Z,2310000,False,165.0,200.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,25.95,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
232,PT05M26.00S,2023-03-05T02:25:01.3Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,44,41,2023-03-05T02:25:04Z,2320000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,Allen,G. Allen,231.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
233,PT05M08.00S,2023-03-05T02:25:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,12.171484888304862,49.01960784313725,1610612749,44,41,2023-03-05T02:25:25Z,2330000,False,5.0,62.0,1,left,MISS B. Lopez 6' floating Shot,[201572],1610612749.0,MIL,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
234,PT05M05.00S,2023-03-05T02:25:23.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,44,41,2023-03-05T02:25:25Z,2340000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Harris,T. Harris,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
235,PT04M58.00S,2023-03-05T02:25:30.7Z,2,REGULAR,3pt,Jump Shot,[],203954,72.09264126149803,80.3921568627451,1610612755,44,41,2023-03-05T02:25:36Z,2350000,False,152.0,210.0,1,right,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,25.91,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
236,PT04M55.00S,2023-03-05T02:25:33.7Z,2,REGULAR,rebound,defensive,[],204060,,,1610612749,44,41,2023-03-05T02:25:36Z,2360000,False,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,Ingles,J. Ingles,235.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
237,PT04M48.00S,2023-03-05T02:25:40.4Z,2,REGULAR,turnover,lost ball,[],204060,,,1610612749,44,41,2023-03-05T02:25:48Z,2370000,False,,,0,,J. Ingles lost ball TURNOVER (1 TO),"[204060, 200782]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ingles,J. Ingles,,,,,,,,,,,,,,1.0,,Tucker,200782.0,,
238,PT04M48.00S,2023-03-05T02:25:40.4Z,2,REGULAR,steal,,[],200782,,,1610612755,44,41,2023-03-05T02:26:10Z,2380000,False,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,
239,PT04M45.00S,2023-03-05T02:25:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612755,44,41,2023-03-05T02:25:56Z,2390000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Maxey 2 FT),"[201572, 1630178]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,Lopez,B. Lopez,,,,,,,,,204059.0,1.0,0.0,Maxey,1630178.0,,,,,,
241,PT04M45.00S,2023-03-05T02:26:15.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630178,,,1610612755,44,42,2023-03-05T02:26:15Z,2410000,False,,,0,,T. Maxey Free Throw 1 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,7.0,,,,,,,,,,,,,,
242,PT04M45.00S,2023-03-05T02:26:16.5Z,2,REGULAR,substitution,out,[],1628960,,,1610612755,44,42,2023-03-05T02:26:21Z,2420000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,
243,PT04M45.00S,2023-03-05T02:26:16.5Z,2,REGULAR,substitution,in,[],203114,,,1610612755,44,42,2023-03-05T02:26:21Z,2430000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
244,PT04M45.00S,2023-03-05T02:26:38.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630178,,,1610612755,44,43,2023-03-05T02:26:38Z,2440000,False,,,0,,T. Maxey Free Throw 2 of 2 (8 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,8.0,,,,,,,,,,,,,,
245,PT04M18.00S,2023-03-05T02:27:05.3Z,2,REGULAR,2pt,Jump Shot,[],203114,5.601182654402102,81.61764705882352,1610612749,44,43,2023-03-05T02:27:14Z,2450000,False,-158.0,0.0,1,left,MISS K. Middleton 15' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,,,,Mid-Range,8-16 Left,15.81,Missed,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
246,PT04M15.00S,2023-03-05T02:27:08.2Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,44,43,2023-03-05T02:27:08Z,2460000,False,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,Tucker,P. Tucker,245.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
247,PT04M13.00S,2023-03-05T02:27:11.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630178,93.24901445466492,49.01960784313725,1610612755,44,45,2023-03-05T02:27:34Z,2470000,False,-5.0,11.0,1,right,T. Maxey running reverse Layup (10 PTS) (J. Harden 3 AST),"[1630178, 201935]",1610612755.0,PHI,running reverse,,,,,,Restricted Area,0-8 Center,1.2,Made,Maxey,T. Maxey,,,,,10.0,J. Harden,201935.0,3.0,,,,,,,,,,,
249,PT04M02.00S,2023-03-05T02:27:21.6Z,2,REGULAR,3pt,Jump Shot,[],201950,31.61957950065703,23.284313725490197,1610612749,47,45,2023-03-05T02:27:55Z,2490000,False,134.0,245.0,1,left,J. Holiday 27' 3PT pullup (12 PTS),[201950],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Right Center,27.88,Made,Holiday,J. Holiday,,,,,12.0,,,,,,,,,,,,,,
250,PT03M48.00S,2023-03-05T02:27:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.95532194480947,44.75337009803921,1610612755,47,45,2023-03-05T02:28:29Z,2500000,False,-26.0,4.0,1,right,MISS J. Embiid Layup - blocked,"[203954, 201572]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,2.66,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,Lopez,201572.0
255,PT03M48.00S,2023-03-05T02:27:35.0Z,2,REGULAR,block,,[],201572,,,1610612755,47,45,2023-03-05T02:28:29Z,2505000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
251,PT03M45.00S,2023-03-05T02:27:38.0Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,47,45,2023-03-05T02:28:29Z,2510000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,Holiday,J. Holiday,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
252,PT03M39.00S,2023-03-05T02:27:44.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201572,31.87623193166886,48.06219362745098,1610612749,50,45,2023-03-05T02:28:15Z,2520000,False,10.0,247.0,1,left,B. Lopez 24' 3PT running (13 PTS) (J. Holiday 6 AST),"[201572, 201950]",1610612749.0,MIL,running,,,,,,Above the Break 3,24+ Center,24.73,Made,Lopez,B. Lopez,,,,,13.0,J. Holiday,201950.0,6.0,,,,,,,,,,,
