actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-15T01:10:05.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-15T01:10:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-15T01:10:08.7Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-11-15T01:10:08Z,40000,False,,,0,,Jump Ball B. Lopez vs. C. Capela: Tip to G. Antetokounmpo,"[203507, 201572, 203991]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-11-15T01:10:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,11.251642575558476,50.49019607843137,1610612749,0,0,2022-11-15T01:10:27Z,70000,False,-2.0,53.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-11-15T01:10:25.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2022-11-15T01:11:24Z,80000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M34.00S,2022-11-15T01:10:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,94.69448094612353,49.50980392156863,1610612737,0,2,2022-11-15T01:10:38Z,110000,False,-2.0,-3.0,1,right,J. Collins cutting Layup (2 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,
13,PT11M21.00S,2022-11-15T01:10:47.3Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,0,2,2022-11-15T01:11:00Z,130000,False,,,0,,G. Antetokounmpo step out-of-bounds TURNOVER (1 TO),[203507],1610612749.0,MIL,step,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,0-8 Center,,,,,,,,,,,1627526.0,1.0,,,,,,,,
14,PT11M00.00S,2022-11-15T01:11:18.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,66.5735873850197,37.00980392156863,1610612737,0,2,2022-11-15T01:11:28Z,140000,False,-65.0,262.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.97,Missed,,,,,,,,,,,,,,,,,,
15,PT10M57.00S,2022-11-15T01:11:21.7Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,0,2,2022-11-15T01:11:28Z,150000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M46.00S,2022-11-15T01:11:35.0Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612749,0,2,2022-11-15T01:12:16Z,160000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203991, 203507]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1662.0,,1.0,0.0,Antetokounmpo,203507.0,,,,
18,PT10M46.00S,2022-11-15T01:12:17.8Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,1,2,2022-11-15T01:12:17Z,180000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
19,PT10M46.00S,2022-11-15T01:12:17.8Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,1,2,2022-11-15T01:12:43Z,190000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M42.00S,2022-11-15T01:12:21.8Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,1,2,2022-11-15T01:12:43Z,200000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M33.00S,2022-11-15T01:12:50.9Z,1,REGULAR,2pt,Jump Shot,[],1629027,76.16622864651774,38.970588235294116,1610612737,1,4,2022-11-15T01:12:55Z,210000,False,-55.0,172.0,1,right,T. Young 18' pullup Jump Shot (2 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,18.01,Made,,,,,2.0,,,,,,,,,,,,,
22,PT10M21.00S,2022-11-15T01:13:03.6Z,1,REGULAR,2pt,Jump Shot,[],1628975,21.895532194480946,64.2156862745098,1610612749,3,4,2022-11-15T01:13:08Z,220000,False,-71.0,153.0,1,left,J. Carter 16' pullup Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1628975, 203507]",1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,16.9,Made,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,
