actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
186,PT12M00.00S,2022-10-29T00:41:32.2Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,26,24,2022-10-29T00:41:49Z,1820000,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2022-10-29T00:41:32.2Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612752,26,24,2022-10-29T00:41:49Z,1830000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-10-29T00:41:32.2Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612752,26,24,2022-10-29T00:41:49Z,1840000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-10-29T00:41:32.2Z,2,REGULAR,substitution,in,['startperiod'],201586,,,1610612752,26,24,2022-10-29T00:41:49Z,1850000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-10-29T00:41:32.2Z,2,REGULAR,substitution,in,['startperiod'],201565,,,1610612752,26,24,2022-10-29T00:41:49Z,1860000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-10-29T00:41:51.5Z,2,REGULAR,period,start,[],0,,,1610612752,26,24,2022-10-29T00:41:51Z,1870000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M46.00S,2022-10-29T00:42:05.2Z,2,REGULAR,3pt,Jump Shot,[],1630167,74.58935611038108,8.57843137254902,1610612752,26,24,2022-10-29T00:42:09Z,1880000,-207.0,186.0,1,right,MISS O. Toppin 27' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,27.86,Missed,,,,,,,,,,,,,,,,,,
193,PT11M42.00S,2022-10-29T00:42:09.2Z,2,REGULAR,rebound,defensive,[],201586,,,1610612749,26,24,2022-10-29T00:42:09Z,1890000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,192.0,1.0,1.0,0.0,,
194,PT11M27.00S,2022-10-29T00:42:22.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201586,17.427726675427067,37.00980392156863,1610612749,26,24,2022-10-29T00:42:28Z,1900000,65.0,111.0,1,left,MISS S. Ibaka 12' turnaround Hook,[201586],1610612749.0,MIL,turnaround,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),8-16 Center,12.89,Missed,,,,,,,,,,,,,,,,,,
195,PT11M24.00S,2022-10-29T00:42:25.8Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,24,2022-10-29T00:42:25Z,1910000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,194.0,1.0,1.0,0.0,,
196,PT11M22.00S,2022-10-29T00:42:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,92.06636005256242,47.30392156862745,1610612752,26,24,2022-10-29T00:42:34Z,1920000,-13.0,22.0,1,right,MISS O. Toppin running Layup - blocked,"[1630167, 1628975]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,Carter,1628975.0
197,PT11M22.00S,2022-10-29T00:42:27.9Z,2,REGULAR,block,,[],1628975,,,1610612752,26,24,2022-10-29T00:42:31Z,1930000,,,0,,J. Carter BLOCK (2 BLK),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT11M19.00S,2022-10-29T00:42:30.9Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,26,24,2022-10-29T00:42:34Z,1940000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,
199,PT11M03.00S,2022-10-29T00:42:46.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,7.5722733245729295,4.411764705882353,1610612749,29,24,2022-10-29T00:42:52Z,1950000,228.0,19.0,1,left,G. Allen 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,22.87,Made,3.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,
201,PT10M56.00S,2022-10-29T00:42:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.9060446780552,50.0,1610612752,29,26,2022-10-29T00:42:58Z,1970000,0.0,5.0,1,right,D. Rose driving Layup (2 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,0.48,Made,2.0,,,,,,,,,,,,,,,,,
202,PT10M37.00S,2022-10-29T00:43:16.2Z,2,REGULAR,2pt,Jump Shot,[],203507,9.674770039421814,70.09803921568627,1610612749,31,26,2022-10-29T00:43:22Z,1980000,-100.0,38.0,1,left,G. Antetokounmpo 10' Jump Shot (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,10.76,Made,13.0,,,,,,,,,,,,,,,,,
203,PT10M37.00S,2022-10-29T00:43:23.7Z,2,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612749,31,26,2022-10-29T00:49:45Z,1990000,,,0,,M. Robinson shooting personal FOUL (3 PF) (Antetokounmpo 1 FT),"[1629011, 203507]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627534.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,
205,PT10M37.00S,2022-10-29T00:43:36.9Z,2,REGULAR,substitution,out,[],1629011,,,1610612749,31,26,2022-10-29T00:43:49Z,2010000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M37.00S,2022-10-29T00:43:36.9Z,2,REGULAR,substitution,in,[],1628392,,,1610612749,31,26,2022-10-29T00:43:49Z,2020000,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M37.00S,2022-10-29T00:44:00.1Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,31,26,2022-10-29T00:44:03Z,2030000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
208,PT10M33.00S,2022-10-29T00:44:04.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,31,26,2022-10-29T00:44:03Z,2040000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,207.0,2.0,2.0,0.0,,
209,PT10M24.00S,2022-10-29T00:44:10.8Z,2,REGULAR,2pt,Jump Shot,[],201565,78.9257555847569,65.68627450980392,1610612752,31,28,2022-10-29T00:44:15Z,2050000,78.0,146.0,1,right,D. Rose 16' step back Jump Shot (4 PTS),[201565],1610612752.0,NYK,step back,,,Rose,D. Rose,,,,,Mid-Range,16-24 Right Center,16.54,Made,4.0,,,,,,,,,,,,,,,,,
210,PT10M09.00S,2022-10-29T00:44:26.7Z,2,REGULAR,3pt,Jump Shot,[],203507,32.40801576872536,26.715686274509803,1610612749,31,28,2022-10-29T00:44:42Z,2060000,116.0,252.0,1,left,MISS G. Antetokounmpo 27' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,27.77,Missed,,,,,,,,,,,,,,,,,,
211,PT10M05.00S,2022-10-29T00:44:29.5Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612752,31,28,2022-10-29T00:44:29Z,2070000,,,0,,C. Reddish REBOUND (Off:0 Def:2),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,210.0,2.0,2.0,0.0,,
212,PT09M58.00S,2022-10-29T00:44:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,93.64323258869908,56.372549019607845,1610612752,31,28,2022-10-29T00:45:06Z,2080000,32.0,7.0,1,right,MISS C. Reddish driving floating Shot,[1629629],1610612752.0,NYK,driving floating,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
213,PT09M55.00S,2022-10-29T00:44:40.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,31,28,2022-10-29T00:45:06Z,2090000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,212.0,5.0,5.0,0.0,,
215,PT09M51.00S,2022-10-29T00:44:51.1Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,31,28,2022-10-29T00:44:57Z,2110000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M51.00S,2022-10-29T00:44:51.1Z,2,REGULAR,substitution,in,[],201950,,,1610612749,31,28,2022-10-29T00:44:57Z,2120000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M37.00S,2022-10-29T00:45:37.3Z,2,REGULAR,3pt,Jump Shot,[],1628975,10.33180026281209,5.147058823529411,1610612749,34,28,2022-10-29T00:45:56Z,2150000,224.0,45.0,1,left,J. Carter 3PT  (8 PTS) (J. Holiday 2 AST),"[1628975, 201950]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,22.87,Made,8.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
221,PT09M23.00S,2022-10-29T00:45:53.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,94.03745072273325,49.26470588235294,1610612752,34,30,2022-10-29T00:46:29Z,2170000,-4.0,4.0,1,right,I. Hartenstein floating Jump Shot (2 PTS) (I. Quickley 1 AST),"[1628392, 1630193]",1610612752.0,NYK,floating,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
223,PT09M16.00S,2022-10-29T00:46:03.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.835085413929041,48.77450980392157,1610612749,36,30,2022-10-29T00:46:09Z,2180000,6.0,21.0,1,left,G. Antetokounmpo alley-oop DUNK (15 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.2,Made,15.0,J. Holiday,201950.0,3.0,,,,,,,,,,,,,,
225,PT09M11.00S,2022-10-29T00:46:15.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,36,30,2022-10-29T00:46:15Z,2200000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M11.00S,2022-10-29T00:48:15.8Z,2,REGULAR,substitution,out,[],201588,,,1610612752,36,30,2022-10-29T00:48:52Z,2210000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M11.00S,2022-10-29T00:48:15.8Z,2,REGULAR,substitution,in,[],1628960,,,1610612752,36,30,2022-10-29T00:48:52Z,2220000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M59.00S,2022-10-29T00:49:18.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,71.82982917214193,17.647058823529413,1610612752,36,33,2022-10-29T00:49:25Z,2230000,-162.0,212.0,1,right,O. Toppin 26' 3PT step back (3 PTS) (D. Rose 1 AST),"[1630167, 201565]",1610612752.0,NYK,step back,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,26.69,Made,3.0,D. Rose,201565.0,1.0,,,,,,,,,,,,,,
231,PT08M45.00S,2022-10-29T00:49:34.8Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612749,36,33,2022-10-29T00:49:42Z,2250000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630193, 203507]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
233,PT08M45.00S,2022-10-29T00:50:10.5Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,36,33,2022-10-29T00:50:39Z,2270000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
234,PT08M45.00S,2022-10-29T00:50:10.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,36,33,2022-10-29T00:50:39Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,
235,PT08M45.00S,2022-10-29T00:50:10.5Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,36,33,2022-10-29T00:50:39Z,2290000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
236,PT08M42.00S,2022-10-29T00:50:13.5Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,36,33,2022-10-29T00:50:39Z,2300000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,235.0,2.0,2.0,0.0,,
237,PT08M19.00S,2022-10-29T00:50:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,90.88370565045992,60.78431372549019,1610612752,36,33,2022-10-29T00:51:06Z,2310000,54.0,33.0,1,right,MISS D. Rose 6' cutting Layup - blocked,"[201565, 201586]",1610612752.0,NYK,cutting,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,,,,,,,,,,,,,Ibaka,201586.0
238,PT08M19.00S,2022-10-29T00:50:59.9Z,2,REGULAR,block,,[],201586,,,1610612752,36,33,2022-10-29T00:51:02Z,2320000,,,0,,S. Ibaka BLOCK (1 BLK),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
239,PT08M15.00S,2022-10-29T00:51:03.9Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,36,33,2022-10-29T00:51:06Z,2330000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,237.0,2.0,2.0,0.0,,
240,PT08M10.00S,2022-10-29T00:51:09.9Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,36,33,2022-10-29T00:51:16Z,2340000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1630193]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Quickley,1630193.0,,,,,,,,,,,
241,PT08M10.00S,2022-10-29T00:51:09.9Z,2,REGULAR,steal,,[],1630193,,,1610612752,36,33,2022-10-29T00:51:12Z,2350000,,,0,,I. Quickley STEAL (2 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
242,PT08M05.00S,2022-10-29T00:51:14.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,93.11760840998686,54.41176470588235,1610612752,36,35,2022-10-29T00:51:24Z,2360000,22.0,12.0,1,right,O. Toppin running alley-oop DUNK (5 PTS) (C. Reddish 1 AST),"[1630167, 1629629]",1610612752.0,NYK,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.52,Made,5.0,C. Reddish,1629629.0,1.0,,,,,,,,,,,,,,
244,PT07M46.00S,2022-10-29T00:51:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.30946123521682,49.754901960784316,1610612749,38,35,2022-10-29T00:51:42Z,2380000,1.0,16.0,1,left,J. Holiday cutting Layup (2 PTS) (G. Allen 2 AST),"[201950, 1628960]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.62,Made,2.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,
246,PT07M46.00S,2022-10-29T00:51:38.4Z,2,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612749,38,35,2022-10-29T00:51:49Z,2400000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Holiday 1 FT),"[1628392, 201950]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627534.0,2.0,0.0,Holiday,201950.0,,,,,,
248,PT07M46.00S,2022-10-29T00:51:50.1Z,2,REGULAR,substitution,out,[],201565,,,1610612749,38,35,2022-10-29T00:52:10Z,2420000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M46.00S,2022-10-29T00:51:50.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612749,38,35,2022-10-29T00:52:10Z,2430000,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M46.00S,2022-10-29T00:52:13.6Z,2,REGULAR,freethrow,1 of 1,[],201950,,,1610612749,39,35,2022-10-29T00:52:13Z,2440000,,,0,,J. Holiday Free Throw 1 of 1 (3 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
251,PT07M26.00S,2022-10-29T00:52:33.7Z,2,REGULAR,3pt,Jump Shot,[],1628392,73.27529566360053,11.76470588235294,1610612752,39,35,2022-10-29T00:52:39Z,2450000,-191.0,199.0,1,right,MISS I. Hartenstein 27' bank 3PT,[1628392],1610612752.0,NYK,bank,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,27.58,Missed,,,,,,,,,,,,,,,,,,
252,PT07M24.00S,2022-10-29T00:52:35.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,39,35,2022-10-29T00:52:39Z,2460000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,251.0,6.0,6.0,0.0,,
253,PT07M16.00S,2022-10-29T00:52:44.5Z,2,REGULAR,turnover,lost ball,[],201586,,,1610612749,39,35,2022-10-29T00:52:49Z,2470000,,,0,,S. Ibaka lost ball TURNOVER (1 TO),"[201586, 1630193]",1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Quickley,1630193.0,,,,,,,,,,,
254,PT07M16.00S,2022-10-29T00:52:44.5Z,2,REGULAR,steal,,[],1630193,,,1610612752,39,35,2022-10-29T00:52:47Z,2480000,,,0,,I. Quickley STEAL (3 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
255,PT06M53.00S,2022-10-29T00:53:06.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629629,94.43166885676742,3.6764705882352944,1610612752,39,35,2022-10-29T00:53:12Z,2490000,-232.0,0.0,1,right,MISS C. Reddish 3PT,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
256,PT06M50.00S,2022-10-29T00:53:09.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,39,35,2022-10-29T00:53:09Z,2500000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,255.0,2.0,2.0,0.0,,
257,PT06M47.00S,2022-10-29T00:53:14.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,28.86005256241787,17.647058823529413,1610612749,39,35,2022-10-29T00:54:41Z,2510000,162.0,219.0,1,left,MISS J. Carter 27' running 3PT,[1628975],1610612749.0,MIL,running,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,27.21,Missed,,,,,,,,,,,,,,,,,,
258,PT06M45.00S,2022-10-29T00:53:16.6Z,2,REGULAR,rebound,offensive,[],201586,,,1610612749,39,35,2022-10-29T00:54:41Z,2520000,,,0,,S. Ibaka REBOUND (Off:1 Def:1),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,257.0,2.0,1.0,1.0,,
260,PT06M44.00S,2022-10-29T00:53:18.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201586,9.411957950065702,46.81372549019608,1610612749,41,35,2022-10-29T00:54:25Z,2540000,16.0,36.0,1,left,S. Ibaka Hook (2 PTS),[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,Restricted Area,0-8 Center,3.94,Made,2.0,,,,,,,,,,,,,,,,,
261,PT06M37.00S,2022-10-29T00:53:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,41,35,2022-10-29T00:53:28Z,2550000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,out,[],1628960,,,1610612752,41,35,2022-10-29T00:56:22Z,2560000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,out,[],201586,,,1610612752,41,35,2022-10-29T00:56:22Z,2570000,,,0,,SUB out: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,out,[],203507,,,1610612752,41,35,2022-10-29T00:56:22Z,2580000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,out,[],1629629,,,1610612752,41,35,2022-10-29T00:56:22Z,2590000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,41,35,2022-10-29T00:56:22Z,2600000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,in,[],1629670,,,1610612752,41,35,2022-10-29T00:56:22Z,2610000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,in,[],201572,,,1610612752,41,35,2022-10-29T00:56:22Z,2620000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,in,[],1626171,,,1610612752,41,35,2022-10-29T00:56:22Z,2630000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,41,35,2022-10-29T00:56:22Z,2640000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M37.00S,2022-10-29T00:55:57.4Z,2,REGULAR,substitution,in,[],203944,,,1610612752,41,35,2022-10-29T00:56:22Z,2650000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M28.00S,2022-10-29T00:56:39.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,94.1688567674113,40.68627450980392,1610612752,41,37,2022-10-29T00:56:45Z,2660000,-47.0,2.0,1,right,I. Quickley driving floating bank Jump Shot (8 PTS),[1630193],1610612752.0,NYK,driving floating bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,8.0,,,,,,,,,,,,,,,,,
273,PT06M28.00S,2022-10-29T00:56:43.4Z,2,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612752,41,37,2022-10-29T00:56:56Z,2670000,,,0,,B. Portis shooting personal FOUL (1 PF) (Quickley 1 FT),"[1626171, 1630193]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627534.0,1.0,0.0,Quickley,1630193.0,,,,,,
