actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-23T00:10:38.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-23T00:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-23T00:10:43.8Z,1,REGULAR,jumpball,recovered,[],0,,,1610612749,0,0,2023-03-23T00:10:43Z,40000,False,,,0,,Jump Ball B. Lopez vs. Z. Collins: Tip to Team (MIL),"[201572, 1628380]",1610612749.0,MIL,startperiod,Team (MIL),Lopez,201572.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2023-03-23T00:11:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,15.325229960578188,39.705882352941174,1610612749,2,0,2023-03-23T00:12:42Z,80000,False,51.0,92.0,1,left,K. Middleton 10' driving floating Jump Shot (2 PTS),[203114],1610612749.0,MIL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.51,Made,2.0,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2023-03-23T00:11:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,90.22667542706965,58.82352941176471,1610612759,2,2,2023-03-23T00:11:21Z,90000,False,44.0,39.0,1,right,J. Sochan driving Layup (2 PTS) (M. Branham 1 AST),"[1631110, 1631103]",1610612759.0,SAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.91,Made,2.0,Sochan,J. Sochan,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,,
11,PT11M21.00S,2023-03-23T00:11:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,10.463206307490145,3.1862745098039214,1610612749,5,2,2023-03-23T00:11:33Z,110000,False,234.0,46.0,1,left,G. Allen 3PT  (3 PTS) (K. Middleton 1 AST),"[1628960, 203114]",1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,23.86,Made,3.0,Allen,G. Allen,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,,
13,PT11M02.00S,2023-03-23T00:11:48.1Z,1,REGULAR,3pt,Jump Shot,[],1631110,75.50919842312747,90.68627450980392,1610612759,5,2,2023-03-23T00:11:53Z,130000,False,203.0,178.0,1,right,MISS J. Sochan 27' 3PT,[1631110],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2023-03-23T00:11:51.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,5,2,2023-03-23T00:11:53Z,140000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Antetokounmpo,G. Antetokounmpo,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M52.00S,2023-03-23T00:11:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.178055190538765,60.29411764705882,1610612749,5,2,2023-03-23T00:12:03Z,150000,False,-51.0,15.0,1,left,MISS J. Holiday Layup,[201950],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2023-03-23T00:12:00.8Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,5,2,2023-03-23T00:12:03Z,160000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Collins,Z. Collins,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M44.00S,2023-03-23T00:12:06.4Z,1,REGULAR,3pt,Jump Shot,[],1630170,75.77201051248358,5.392156862745098,1610612759,5,2,2023-03-23T00:12:21Z,170000,False,-223.0,175.0,1,right,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,28.36,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2023-03-23T00:12:11.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,5,2,2023-03-23T00:12:11Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,17.0,,,,,,,,,,,,,,
20,PT10M31.00S,2023-03-23T00:12:33.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,81.02825229960578,25.245098039215684,1610612759,5,4,2023-03-23T00:12:38Z,200000,False,-124.0,126.0,1,right,D. Vassell 17' pullup Jump Shot (2 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,pullup,,,,,,Mid-Range,16-24 Left Center,17.65,Made,2.0,Vassell,D. Vassell,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,,
22,PT10M20.00S,2023-03-23T00:12:45.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.389618922470433,48.03921568627451,1610612749,7,4,2023-03-23T00:12:49Z,220000,False,10.0,8.0,1,left,G. Antetokounmpo cutting DUNK (2 PTS) (J. Holiday 1 AST),"[203507, 201950]",1610612749.0,MIL,cutting,,,,,,Restricted Area,0-8 Center,1.24,Made,2.0,Antetokounmpo,G. Antetokounmpo,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,,
24,PT10M08.00S,2023-03-23T00:12:57.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,75.64060446780552,57.84313725490197,1610612759,7,4,2023-03-23T00:13:03Z,240000,False,39.0,176.0,1,right,MISS D. Vassell 18' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,,,,Mid-Range,16-24 Center,18.08,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2023-03-23T00:13:01.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,4,2023-03-23T00:13:03Z,250000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,
26,PT10M02.00S,2023-03-23T00:13:06.3Z,1,REGULAR,turnover,palming,[],203507,,,1610612749,7,4,2023-03-23T00:13:21Z,260000,False,,,0,,G. Antetokounmpo palming TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,204059.0,1.0,,,,,,,,,
27,PT09M48.00S,2023-03-23T00:13:27.7Z,1,REGULAR,turnover,bad pass,[],1628966,,,1610612759,7,4,2023-03-23T00:13:32Z,270000,False,,,0,,K. Bates-Diop bad pass TURNOVER (1 TO),"[1628966, 1628960]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,1.0,Allen,1628960.0,,,,,,,
28,PT09M48.00S,2023-03-23T00:13:27.7Z,1,REGULAR,steal,,[],1628960,,,1610612749,7,4,2023-03-23T00:13:30Z,280000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
29,PT09M38.00S,2023-03-23T00:13:49.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203507,9.674770039421814,46.07843137254902,1610612749,7,4,2023-03-23T00:13:57Z,290000,False,20.0,38.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1628380]",1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,4.31,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Collins,1628380.0,,,,,
30,PT09M38.00S,2023-03-23T00:13:49.5Z,1,REGULAR,block,,[],1628380,,,1610612749,7,4,2023-03-23T00:13:53Z,300000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
31,PT09M38.00S,2023-03-23T00:13:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,7,4,2023-03-23T00:13:57Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,,,,,,29.0,,,,,,,,,,,,,,
32,PT09M33.00S,2023-03-23T00:14:03.6Z,1,REGULAR,jumpball,recovered,[],1628966,,,1610612749,7,4,2023-03-23T00:14:03Z,320000,False,,,0,,Jump Ball Z. Collins vs. G. Antetokounmpo: Tip to K. Bates-Diop,"[1628966, 1628380, 203507]",1610612759.0,SAS,heldball,K. Bates-Diop,Collins,1628380.0,Antetokounmpo,203507.0,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,1628966.0,,,,
35,PT09M33.00S,2023-03-23T00:14:03.6Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,7,4,2023-03-23T00:14:03Z,350000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1628380]",1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,2.0,Collins,1628380.0,,,,,,,
36,PT09M33.00S,2023-03-23T00:14:03.6Z,1,REGULAR,steal,,[],1628380,,,1610612759,7,4,2023-03-23T00:14:03Z,360000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
37,PT09M22.00S,2023-03-23T00:14:14.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631103,92.19776609724047,78.92156862745098,1610612759,7,4,2023-03-23T00:14:19Z,370000,False,145.0,21.0,1,right,MISS M. Branham 14' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,,,,Mid-Range,8-16 Right,14.61,Missed,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
38,PT09M18.00S,2023-03-23T00:14:17.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,7,4,2023-03-23T00:14:17Z,380000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Right,,,,Antetokounmpo,G. Antetokounmpo,,,,37.0,3.0,3.0,0.0,,,,,,,,,,,
39,PT09M11.00S,2023-03-23T00:14:25.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,29.6484888304862,70.58823529411765,1610612749,7,4,2023-03-23T00:15:15Z,390000,False,-103.0,226.0,1,left,MISS G. Allen 24' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,24.85,Missed,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
40,PT09M07.00S,2023-03-23T00:14:29.8Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,7,4,2023-03-23T00:14:30Z,400000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Bates-Diop,K. Bates-Diop,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT09M01.00S,2023-03-23T00:14:35.1Z,1,REGULAR,3pt,Jump Shot,[],1628966,69.59592641261499,80.88235294117648,1610612759,7,4,2023-03-23T00:14:42Z,410000,False,154.0,233.0,1,right,MISS K. Bates-Diop 27' 3PT,[1628966],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
42,PT09M00.00S,2023-03-23T00:14:40.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,7,4,2023-03-23T00:14:40Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,41.0,,,,,,,,,,,,,,
44,PT08M56.00S,2023-03-23T00:14:58.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631110,69.33311432325887,82.1078431372549,1610612759,7,4,2023-03-23T00:15:06Z,440000,False,161.0,236.0,1,right,MISS J. Sochan 28' 3PT,[1631110],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,28.52,Missed,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
45,PT08M53.00S,2023-03-23T00:15:01.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,7,4,2023-03-23T00:15:06Z,450000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Allen,G. Allen,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,
46,PT08M49.00S,2023-03-23T00:15:06.9Z,1,REGULAR,turnover,lost ball,[],203114,,,1610612749,7,4,2023-03-23T00:15:13Z,460000,False,,,0,,K. Middleton lost ball TURNOVER (1 TO),"[203114, 1628966]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Middleton,K. Middleton,,,,,,,,,1.0,Bates-Diop,1628966.0,,,,,,,
47,PT08M49.00S,2023-03-23T00:15:06.9Z,1,REGULAR,steal,,[],1628966,,,1610612759,7,4,2023-03-23T00:15:09Z,470000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
48,PT08M41.00S,2023-03-23T00:15:14.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,65.65374507227332,32.59803921568628,1610612759,7,4,2023-03-23T00:15:20Z,480000,False,-87.0,270.0,1,right,MISS D. Vassell 28' pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Center,28.41,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
49,PT08M37.00S,2023-03-23T00:15:18.6Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,7,4,2023-03-23T00:15:20Z,490000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Allen,G. Allen,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,
50,PT08M34.00S,2023-03-23T00:15:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,11.908672798948752,52.450980392156865,1610612749,9,4,2023-03-23T00:17:16Z,500000,False,-12.0,59.0,1,left,J. Holiday 6' driving floating Jump Shot (2 PTS),[201950],1610612749.0,MIL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,2.0,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
51,PT08M34.00S,2023-03-23T00:15:28.6Z,1,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612749,9,4,2023-03-23T00:15:44Z,510000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Holiday 1 FT),"[1631110, 201950]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sochan,J. Sochan,,,,,,,,200833.0,,,,,,,1.0,0.0,Holiday,201950.0
53,PT08M34.00S,2023-03-23T00:15:48.8Z,1,REGULAR,freethrow,1 of 1,[],201950,,,1610612749,10,4,2023-03-23T00:15:48Z,530000,False,,,0,,J. Holiday Free Throw 1 of 1 (3 PTS),[201950],1610612749.0,MIL,,,,,,,,,,Made,3.0,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
54,PT08M22.00S,2023-03-23T00:16:02.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,89.17542706964521,42.40196078431372,1610612759,10,6,2023-03-23T00:16:07Z,540000,False,-38.0,49.0,1,right,J. Sochan 6' driving Hook (4 PTS) (M. Branham 2 AST),"[1631110, 1631103]",1610612759.0,SAS,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,4.0,Sochan,J. Sochan,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,,
56,PT08M13.00S,2023-03-23T00:16:11.4Z,1,REGULAR,3pt,Jump Shot,[],203114,30.56833114323259,71.32352941176471,1610612749,13,6,2023-03-23T00:16:16Z,560000,False,-107.0,235.0,1,left,K. Middleton 25' 3PT pullup (5 PTS),[203114],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,25.79,Made,5.0,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
57,PT08M13.00S,2023-03-23T00:16:18.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,13,6,2023-03-23T00:16:18Z,570000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M58.00S,2023-03-23T00:19:25.1Z,1,REGULAR,3pt,Jump Shot,[],1628380,70.90998685939553,15.686274509803921,1610612759,13,9,2023-03-23T00:19:30Z,580000,False,-172.0,221.0,1,right,Z. Collins 27' 3PT  (3 PTS) (J. Sochan 2 AST),"[1628380, 1631110]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,27.97,Made,3.0,Collins,Z. Collins,J. Sochan,1631110.0,2.0,,,,,,,,,,,,,,,
60,PT07M43.00S,2023-03-23T00:19:43.1Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612749,13,9,2023-03-23T00:20:02Z,600000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (Middleton 2 FT),"[1631110, 203114]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sochan,J. Sochan,,,,,,,,204059.0,,,,,,,2.0,0.0,Middleton,203114.0
62,PT07M43.00S,2023-03-23T00:20:08.1Z,1,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,14,9,2023-03-23T00:20:08Z,620000,False,,,0,,K. Middleton Free Throw 1 of 2 (6 PTS),[203114],1610612749.0,MIL,,,,,,,,,,Made,6.0,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
63,PT07M43.00S,2023-03-23T00:20:09.3Z,1,REGULAR,substitution,out,[],201950,,,1610612749,14,9,2023-03-23T00:20:23Z,630000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
64,PT07M43.00S,2023-03-23T00:20:09.3Z,1,REGULAR,substitution,out,[],201572,,,1610612749,14,9,2023-03-23T00:20:23Z,640000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
65,PT07M43.00S,2023-03-23T00:20:09.3Z,1,REGULAR,substitution,out,[],1631110,,,1610612749,14,9,2023-03-23T00:20:23Z,650000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
66,PT07M43.00S,2023-03-23T00:20:09.3Z,1,REGULAR,substitution,in,[],204060,,,1610612749,14,9,2023-03-23T00:20:23Z,660000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,
67,PT07M43.00S,2023-03-23T00:20:09.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,14,9,2023-03-23T00:20:23Z,670000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
68,PT07M43.00S,2023-03-23T00:20:09.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612749,14,9,2023-03-23T00:20:23Z,680000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,
69,PT07M43.00S,2023-03-23T00:20:35.6Z,1,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,15,9,2023-03-23T00:20:35Z,690000,False,,,0,,K. Middleton Free Throw 2 of 2 (7 PTS),[203114],1610612749.0,MIL,,,,,,,,,,Made,7.0,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
70,PT07M24.00S,2023-03-23T00:20:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630170,67.32711892247043,46.35799632352941,1610612759,15,12,2023-03-23T00:21:20Z,700000,False,-18.0,255.0,1,right,D. Vassell 25' 3PT pullup (5 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Center,25.52,Made,5.0,Vassell,D. Vassell,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,,
73,PT07M14.00S,2023-03-23T00:21:10.1Z,1,REGULAR,substitution,out,[],1628966,,,1610612749,15,12,2023-03-23T00:21:19Z,730000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,
74,PT07M14.00S,2023-03-23T00:21:10.1Z,1,REGULAR,substitution,in,[],1630577,,,1610612749,15,12,2023-03-23T00:21:19Z,740000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
75,PT07M09.00S,2023-03-23T00:21:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.703679369250986,49.01960784313725,1610612749,17,12,2023-03-23T00:21:32Z,750000,False,5.0,20.0,1,left,G. Antetokounmpo finger roll Layup (4 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,finger roll,,,,,,Restricted Area,0-8 Center,2.05,Made,4.0,Antetokounmpo,G. Antetokounmpo,K. Middleton,203114.0,2.0,,,,,,,,,,,,,,,
77,PT06M59.00S,2023-03-23T00:21:41.9Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612759,17,12,2023-03-23T00:22:00Z,770000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Collins 2 FT),"[203507, 1628380]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,1626302.0,,,,,,,1.0,0.0,Collins,1628380.0
79,PT06M59.00S,2023-03-23T00:22:01.8Z,1,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,17,13,2023-03-23T00:22:17Z,790000,False,,,0,,Z. Collins Free Throw 1 of 2 (4 PTS),[1628380],1610612759.0,SAS,,,,,,,,,,Made,4.0,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
80,PT06M59.00S,2023-03-23T00:22:01.8Z,1,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,17,13,2023-03-23T00:22:17Z,800000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,,,,,,,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
81,PT06M56.00S,2023-03-23T00:22:04.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,17,13,2023-03-23T00:22:17Z,810000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,80.0,4.0,4.0,0.0,,,,,,,,,,,
82,PT06M43.00S,2023-03-23T00:22:29.4Z,1,REGULAR,3pt,Jump Shot,[],203114,25.18068331143233,82.1078431372549,1610612749,17,13,2023-03-23T00:22:34Z,820000,False,-161.0,184.0,1,left,MISS K. Middleton 24' 3PT,[203114],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,24.43,Missed,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,
83,PT06M40.00S,2023-03-23T00:22:32.3Z,1,REGULAR,rebound,offensive,[],204060,,,1610612749,17,13,2023-03-23T00:22:32Z,830000,False,,,0,,J. Ingles REBOUND (Off:1 Def:0),[204060],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Ingles,J. Ingles,,,,82.0,1.0,0.0,1.0,,,,,,,,,,,
84,PT06M31.00S,2023-03-23T00:22:41.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203507,14.011169513797633,51.225490196078425,1610612749,17,13,2023-03-23T00:47:02Z,840000,False,-6.0,79.0,1,left,MISS G. Antetokounmpo 7' turnaround Shot - blocked,"[203507, 1630577]",1610612749.0,MIL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,Champagnie,1630577.0,,,,,
85,PT06M31.00S,2023-03-23T00:22:41.9Z,1,REGULAR,block,,[],1630577,,,1610612749,17,13,2023-03-23T00:22:45Z,850000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
86,PT06M27.00S,2023-03-23T00:22:45.9Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,17,13,2023-03-23T00:22:47Z,860000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vassell,D. Vassell,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,
87,PT06M24.00S,2023-03-23T00:22:48.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,70.12155059132719,19.362745098039216,1610612759,17,13,2023-03-23T00:23:44Z,870000,False,-153.0,228.0,1,right,MISS D. Vassell 27' running pullup 3PT,[1630170],1610612759.0,SAS,running pullup,,,,,,Above the Break 3,24+ Left Center,27.5,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
88,PT06M21.00S,2023-03-23T00:22:51.5Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,17,13,2023-03-23T00:22:51Z,880000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Collins,Z. Collins,,,,87.0,2.0,1.0,1.0,,,,,,,,,,,
89,PT06M13.00S,2023-03-23T00:22:59.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,85.75886990801577,20.098039215686274,1610612759,17,13,2023-03-23T00:23:09Z,890000,False,-150.0,81.0,1,right,MISS D. Vassell 17' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,,,,Mid-Range,16-24 Left,17.02,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
