actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-22T01:11:03.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-22T01:11:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-22T01:11:06.8Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2022-11-22T01:11:06Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Nurkic: Tip to G. Antetokounmpo,"[203507, 201572, 203994]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-11-22T01:11:16.1Z,1,REGULAR,3pt,Jump Shot,[],201950,34.11629434954008,53.67647058823529,1610612749,0,0,2022-11-22T01:11:59Z,70000,False,-18.0,268.0,1,left,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-11-22T01:11:19.1Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,0,0,2022-11-22T01:11:21Z,80000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2022-11-22T01:11:37.8Z,1,REGULAR,2pt,Jump Shot,[],203924,86.5473061760841,30.392156862745097,1610612757,0,0,2022-11-22T01:11:42Z,90000,False,-98.0,74.0,1,right,MISS J. Grant 12' turnaround fadeaway Shot,[203924],1610612757.0,POR,turnaround fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,12.28,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2022-11-22T01:11:39.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,0,0,2022-11-22T01:11:42Z,100000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M08.00S,2022-11-22T01:11:53.9Z,1,REGULAR,2pt,Jump Shot,[],1628975,21.23850197109067,64.2156862745098,1610612749,2,0,2022-11-22T01:11:58Z,110000,False,-71.0,147.0,1,left,J. Carter 16' driving floating Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[1628975, 203507]",1610612749.0,MIL,driving floating,,,Carter,J. Carter,,,,,Mid-Range,16-24 Left Center,16.34,Made,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,
13,PT10M53.00S,2022-11-22T01:12:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,85.3646517739816,58.82352941176471,1610612757,2,0,2022-11-22T01:13:12Z,130000,False,44.0,85.0,1,right,MISS A. Simons 9' driving floating Shot - blocked,"[1629014, 201572]",1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,9.58,Missed,,,,,,,,,Lopez,201572.0,,,,,,,,
14,PT10M53.00S,2022-11-22T01:12:10.3Z,1,REGULAR,block,,[],201572,,,1610612757,2,0,2022-11-22T01:12:13Z,140000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2022-11-22T01:12:14.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,2,0,2022-11-22T01:12:21Z,150000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
16,PT10M46.00S,2022-11-22T01:12:16.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,25.57490144546649,85.04901960784314,1610612749,2,0,2022-11-22T01:12:25Z,160000,False,-175.0,188.0,1,left,MISS J. Holiday 25' running 3PT,[201950],1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2022-11-22T01:12:19.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,2,0,2022-11-22T01:12:25Z,170000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M36.00S,2022-11-22T01:12:26.3Z,1,REGULAR,3pt,Jump Shot,[],203994,69.20170827858082,22.54901960784314,1610612757,2,0,2022-11-22T01:12:31Z,180000,False,-137.0,237.0,1,right,MISS J. Nurkic 27' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,27.39,Missed,,,,,,,,,,,,,,,,,,
19,PT10M34.00S,2022-11-22T01:12:28.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,2,0,2022-11-22T01:12:31Z,190000,False,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,18.0,3.0,3.0,0.0,,,,,,,,,,,,,,
20,PT10M26.00S,2022-11-22T01:12:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,7.046649145860711,48.77450980392157,1610612749,4,0,2022-11-22T01:14:15Z,200000,False,6.0,14.0,1,left,G. Allen driving finger roll Layup (2 PTS) (G. Antetokounmpo 2 AST),"[1628960, 203507]",1610612749.0,MIL,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,
22,PT10M04.00S,2022-11-22T01:12:59.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,87.46714848883047,44.36274509803921,1610612757,4,0,2022-11-22T01:13:06Z,220000,False,-28.0,65.0,1,right,MISS J. Nurkic 7' Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2022-11-22T01:13:02.0Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,4,0,2022-11-22T01:13:06Z,230000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT09M56.00S,2022-11-22T01:13:20.4Z,1,REGULAR,3pt,Jump Shot,[],201950,24.227989487516425,11.519607843137265,1610612749,4,0,2022-11-22T01:22:30Z,250000,False,192.0,175.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
77,PT09M56.00S,2022-11-22T01:13:20.4Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,4,0,2022-11-22T01:22:30Z,255000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT09M52.00S,2022-11-22T01:13:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201572,10.463206307490145,44.85294117647059,1610612749,4,0,2022-11-22T01:23:16Z,260000,False,26.0,46.0,1,left,MISS B. Lopez tip Layup,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
61,PT09M50.00S,2022-11-22T01:13:35.8Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,4,0,2022-11-22T01:23:16Z,270000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M37.00S,2022-11-22T01:13:44.4Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,4,0,2022-11-22T01:14:10Z,280000,False,,,0,,J. Grant step out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,step,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,202041.0,1.0,,,,,,
29,PT09M17.00S,2022-11-22T01:14:12.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201572,23.73521681997372,64.4607843137255,1610612749,6,0,2022-11-22T01:24:25Z,290000,False,-72.0,171.0,1,left,B. Lopez 18' driving floating Jump Shot (2 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,driving floating,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Left Center,18.53,Made,,,,,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,
31,PT08M56.00S,2022-11-22T01:14:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.93495400788436,51.71568627450981,1610612757,6,2,2022-11-22T01:14:54Z,310000,False,9.0,23.0,1,right,J. Nurkic driving Layup (2 PTS) (J. Grant 1 AST),"[203994, 203924]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,2.0,J. Grant,203924.0,1.0,,,,,,,,,,
33,PT08M38.00S,2022-11-22T01:14:50.3Z,1,REGULAR,3pt,Jump Shot,[],1628960,34.773324572930356,25.245098039215684,1610612749,9,2,2022-11-22T01:14:58Z,330000,False,124.0,274.0,1,left,G. Allen 30' 3PT  (5 PTS) (G. Antetokounmpo 3 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,30.1,Made,,,,,5.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,
35,PT08M27.00S,2022-11-22T01:15:01.6Z,1,REGULAR,3pt,Jump Shot,[],1631101,69.20170827858082,69.11764705882352,1610612757,9,2,2022-11-22T01:15:11Z,350000,False,96.0,237.0,1,right,MISS S. Sharpe 25' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
36,PT08M26.00S,2022-11-22T01:15:02.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,2,2022-11-22T01:15:11Z,360000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M22.00S,2022-11-22T01:15:11.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,26.231931668856767,84.31372549019608,1610612749,9,2,2022-11-22T01:26:57Z,370000,False,-172.0,194.0,1,left,MISS G. Allen 25' running 3PT,[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2022-11-22T01:15:11.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,9,2,2022-11-22T01:16:06Z,380000,False,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M02.00S,2022-11-22T01:15:52.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,86.81011826544021,48.28431372549019,1610612757,9,4,2022-11-22T01:27:42Z,400000,False,-9.0,71.0,1,right,J. Nurkic 7' Hook (4 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,,,,,4.0,,,,,,,,,,,,,
