actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
86,PT05M26.00S,2022-11-01T00:23:59.7Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,23,8,2022-11-01T00:24:04Z,840000,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Right,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,
87,PT05M19.00S,2022-11-01T00:24:07.8Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,23,8,2022-11-01T00:24:13Z,850000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1628977]",1610612749.0,MIL,,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,1.0,Diallo,1628977.0,,,,,,,,,,,,,,,,
88,PT05M19.00S,2022-11-01T00:24:07.8Z,1,REGULAR,steal,,[],1628977,,,1610612765,23,8,2022-11-01T00:24:10Z,860000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
89,PT05M15.00S,2022-11-01T00:24:11.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,94.1688567674113,50.98039215686274,1610612765,23,10,2022-11-01T00:24:18Z,870000,5.0,2.0,1,right,H. Diallo running DUNK (2 PTS),[1628977],1610612765.0,DET,,running,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,,,0.54,Made,2.0,,,,,,,,,
90,PT04M49.00S,2022-11-01T00:24:37.4Z,1,REGULAR,3pt,Jump Shot,[],202083,31.882391590013142,69.11764705882352,1610612749,23,10,2022-11-01T00:24:42Z,880000,-96.0,247.0,1,left,MISS W. Matthews 26' 3PT,[202083],1610612749.0,MIL,,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,,,,,,,,26.5,Missed,,,,,,,,,,
91,PT04M46.00S,2022-11-01T00:24:40.4Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,23,10,2022-11-01T00:24:42Z,890000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,
92,PT04M34.00S,2022-11-01T00:24:51.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631093,91.67214191852825,50.0,1610612765,23,12,2022-11-01T00:33:51Z,900000,0.0,26.0,1,right,J. Ivey turnaround Hook (2 PTS) (S. Bey 1 AST),"[1631093, 1630180]",1610612765.0,DET,,turnaround,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,2.58,Made,2.0,,,,,S. Bey,1630180.0,1.0,,
94,PT04M24.00S,2022-11-01T00:25:02.2Z,1,REGULAR,3pt,Jump Shot,[],201950,27.54599211563732,16.666666666666664,1610612749,26,12,2022-11-01T00:25:07Z,920000,167.0,206.0,1,left,J. Holiday 26' 3PT pullup (10 PTS),[201950],1610612749.0,MIL,,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,26.53,Made,10.0,,,,,,,,,
95,PT04M10.00S,2022-11-01T00:25:30.3Z,1,REGULAR,foul,personal,[],202083,,,1610612765,26,12,2022-11-01T00:25:38Z,930000,,,0,,W. Matthews personal FOUL (1 PF),"[202083, 1630191]",1610612749.0,MIL,1179.0,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,
98,PT04M10.00S,2022-11-01T00:26:37.0Z,1,REGULAR,substitution,out,[],201572,,,1610612765,26,12,2022-11-01T00:26:56Z,960000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M10.00S,2022-11-01T00:26:37.0Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,26,12,2022-11-01T00:26:56Z,970000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M10.00S,2022-11-01T00:26:37.0Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,26,12,2022-11-01T00:26:56Z,980000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M10.00S,2022-11-01T00:26:37.0Z,1,REGULAR,substitution,in,[],201586,,,1610612765,26,12,2022-11-01T00:26:56Z,990000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M10.00S,2022-11-01T00:26:37.0Z,1,REGULAR,substitution,in,[],203457,,,1610612765,26,12,2022-11-01T00:26:56Z,1000000,,,0,,SUB in: N. Noel,[203457],1610612765.0,DET,,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M10.00S,2022-11-01T00:26:37.0Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,26,12,2022-11-01T00:26:56Z,1010000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2022-11-01T00:27:03.2Z,1,REGULAR,2pt,Jump Shot,[],1628977,93.29829172141918,24.777879901960784,1610612765,26,14,2022-11-01T00:27:19Z,1020000,-126.0,10.0,1,right,H. Diallo 12' pullup Jump Shot (4 PTS) (C. Cunningham 1 AST),"[1628977, 1630595]",1610612765.0,DET,,pullup,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Left,,,,,,,,12.65,Made,4.0,,,,,C. Cunningham,1630595.0,1.0,,
106,PT03M38.00S,2022-11-01T00:27:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201586,10.463206307490145,45.34313725490196,1610612749,26,14,2022-11-01T00:27:35Z,1040000,23.0,46.0,1,left,MISS S. Ibaka cutting Layup - blocked,"[201586, 203457]",1610612749.0,MIL,,cutting,,,Ibaka,S. Ibaka,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,5.15,Missed,,,,,,,,,Noel,203457.0
107,PT03M38.00S,2022-11-01T00:27:23.6Z,1,REGULAR,block,,[],203457,,,1610612749,26,14,2022-11-01T00:27:27Z,1050000,,,0,,N. Noel BLOCK (1 BLK),[203457],1610612765.0,DET,,,,,Noel,N. Noel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2022-11-01T00:27:23.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,26,14,2022-11-01T00:27:29Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,106.0,,,,,,,,
110,PT03M32.00S,2022-11-01T00:27:45.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201950,5.206964520367937,95.83333333333334,1610612749,29,14,2022-11-01T00:27:51Z,1080000,-229.0,-4.0,1,left,J. Holiday 3PT  (13 PTS) (J. Nwora 1 AST),"[201950, 1629670]",1610612749.0,MIL,,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,,,22.92,Made,13.0,,,,,J. Nwora,1629670.0,1.0,,
112,PT03M19.00S,2022-11-01T00:27:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,65.91655716162943,44.36274509803921,1610612765,29,17,2022-11-01T00:35:53Z,1100000,-28.0,268.0,1,right,C. Cunningham 26' 3PT pullup (7 PTS),[1630595],1610612765.0,DET,,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,26.94,Made,7.0,,,,,,,,,
113,PT03M11.00S,2022-11-01T00:28:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,29,17,2022-11-01T00:28:12Z,1110000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M11.00S,2022-11-01T00:30:33.2Z,1,REGULAR,substitution,out,[],201950,,,1610612749,29,17,2022-11-01T00:31:00Z,1120000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2022-11-01T00:30:33.2Z,1,REGULAR,substitution,out,[],1630180,,,1610612749,29,17,2022-11-01T00:31:00Z,1130000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M11.00S,2022-11-01T00:30:33.2Z,1,REGULAR,substitution,in,[],201588,,,1610612749,29,17,2022-11-01T00:31:00Z,1140000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M11.00S,2022-11-01T00:30:33.2Z,1,REGULAR,substitution,in,[],1630587,,,1610612749,29,17,2022-11-01T00:31:00Z,1150000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M57.00S,2022-11-01T00:31:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,17.427726675427067,58.82352941176471,1610612749,29,17,2022-11-01T00:31:25Z,1160000,-44.0,111.0,1,left,MISS B. Portis 11' fadeaway Shot,[1626171],1610612749.0,MIL,,fadeaway,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,11.97,Missed,,,,,,,,,,
119,PT02M54.00S,2022-11-01T00:31:23.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,29,17,2022-11-01T00:31:25Z,1170000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,118.0,3.0,3.0,0.0,,,,,
120,PT02M51.00S,2022-11-01T00:31:26.4Z,1,REGULAR,turnover,lost ball,[],1630595,,,1610612765,29,17,2022-11-01T00:31:31Z,1180000,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1629670]",1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,2.0,Nwora,1629670.0,,,,,,,,,,,,,,,,
121,PT02M51.00S,2022-11-01T00:31:26.4Z,1,REGULAR,steal,,[],1629670,,,1610612749,29,17,2022-11-01T00:31:28Z,1190000,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
122,PT02M33.00S,2022-11-01T00:31:44.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626171,12.697109067017081,45.83333333333333,1610612749,31,17,2022-11-01T00:31:50Z,1200000,21.0,67.0,1,left,B. Portis 7' Hook (7 PTS),[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,7.01,Made,7.0,,,,,,,,,
123,PT02M17.00S,2022-11-01T00:32:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630595,67.88764783180025,65.44117647058823,1610612765,31,20,2022-11-01T00:37:34Z,1210000,77.0,249.0,1,right,C. Cunningham 26' 3PT step back (10 PTS),[1630595],1610612765.0,DET,,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,26.11,Made,10.0,,,,,,,,,
124,PT02M03.00S,2022-11-01T00:32:14.4Z,1,REGULAR,3pt,Jump Shot,[],201588,32.802233902759525,64.70588235294117,1610612749,31,20,2022-11-01T00:32:21Z,1220000,-74.0,256.0,1,left,MISS G. Hill 26' pullup 3PT,[201588],1610612749.0,MIL,,pullup,,,Hill,G. Hill,,,,,Above the Break 3,24+ Center,,,,,,,,26.62,Missed,,,,,,,,,,
125,PT02M00.00S,2022-11-01T00:32:17.4Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,31,20,2022-11-01T00:32:21Z,1230000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,
126,PT01M50.00S,2022-11-01T00:32:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203457,82.07950065703022,52.69607843137255,1610612765,31,20,2022-11-01T00:32:32Z,1240000,13.0,116.0,1,right,MISS N. Noel 11' Jump Shot,[203457],1610612765.0,DET,,,,,Noel,N. Noel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,11.68,Missed,,,,,,,,,,
127,PT01M47.00S,2022-11-01T00:32:30.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,31,20,2022-11-01T00:32:32Z,1250000,,,0,,B. Portis REBOUND (Off:1 Def:2),[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,,
128,PT01M41.00S,2022-11-01T00:32:40.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612749,31,20,2022-11-01T00:32:55Z,1260000,,,0,,H. Diallo personal FOUL (1 PF) (Hill 2 FT),"[1628977, 201588]",1610612765.0,DET,203592.0,,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,0.0,Hill,201588.0,,,,,,,,,,,,
130,PT01M41.00S,2022-11-01T00:33:13.0Z,1,REGULAR,freethrow,1 of 2,[],201588,,,1610612749,31,20,2022-11-01T00:33:13Z,1280000,,,0,,MISS G. Hill Free Throw 1 of 2,[201588],1610612749.0,MIL,,,,,Hill,G. Hill,,,,,,,,,,,,,,,Missed,,,,,,,,,,
131,PT01M41.00S,2022-11-01T00:33:13.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,31,20,2022-11-01T00:33:13Z,1290000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,
132,PT01M41.00S,2022-11-01T00:33:13.9Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,31,20,2022-11-01T00:33:29Z,1300000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M41.00S,2022-11-01T00:33:13.9Z,1,REGULAR,substitution,out,[],202083,,,1610612749,31,20,2022-11-01T00:33:29Z,1310000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M41.00S,2022-11-01T00:33:13.9Z,1,REGULAR,substitution,out,[],1630595,,,1610612749,31,20,2022-11-01T00:33:29Z,1320000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M41.00S,2022-11-01T00:33:13.9Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,31,20,2022-11-01T00:33:29Z,1330000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M41.00S,2022-11-01T00:33:13.9Z,1,REGULAR,substitution,in,[],203507,,,1610612749,31,20,2022-11-01T00:33:29Z,1340000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M41.00S,2022-11-01T00:33:13.9Z,1,REGULAR,substitution,in,[],1631093,,,1610612749,31,20,2022-11-01T00:33:29Z,1350000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M41.00S,2022-11-01T00:33:40.5Z,1,REGULAR,freethrow,2 of 2,[],201588,,,1610612749,32,20,2022-11-01T00:33:40Z,1360000,,,0,,G. Hill Free Throw 2 of 2 (1 PTS),[201588],1610612749.0,MIL,,,,,Hill,G. Hill,,,,,,,,,,,,,,,Made,1.0,,,,,,,,,
139,PT01M24.00S,2022-11-01T00:34:00.1Z,1,REGULAR,3pt,Jump Shot,[],1630587,73.80091984231275,14.460784313725492,1610612765,32,20,2022-11-01T00:34:14Z,1370000,-178.0,194.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,,,,,,,,26.29,Missed,,,,,,,,,,
140,PT01M20.00S,2022-11-01T00:34:04.1Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,32,20,2022-11-01T00:34:14Z,1380000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,
141,PT01M13.00S,2022-11-01T00:34:15.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630587,,,1610612749,32,20,2022-11-01T00:34:28Z,1390000,,,0,,I. Livers personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630587, 203507]",1610612765.0,DET,202037.0,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,
143,PT01M13.00S,2022-11-01T00:34:51.5Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,33,20,2022-11-01T00:34:51Z,1410000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,
144,PT01M13.00S,2022-11-01T00:35:13.8Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,34,20,2022-11-01T00:35:13Z,1420000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,
145,PT01M01.00S,2022-11-01T00:35:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,85.23324572930355,40.68627450980392,1610612765,34,20,2022-11-01T00:40:47Z,1422500,-47.0,86.0,1,right,MISS J. Ivey 9' driving floating Shot,[1631093],1610612765.0,DET,,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,9.81,Missed,,,,,,,,,,
146,PT01M00.00S,2022-11-01T00:35:31.1Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,34,20,2022-11-01T00:42:51Z,1423750,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,145.0,1.0,0.0,1.0,,,,,
147,PT01M00.00S,2022-11-01T00:35:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,94.40999984741211,50.0,1610612765,34,20,2022-11-01T00:40:47Z,1425000,0.0,0.0,1,right,MISS J. Ivey tip Layup,[1631093],1610612765.0,DET,,tip,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,0.0,Missed,,,,,,,,,,
148,PT01M00.00S,2022-11-01T00:35:36.7Z,1,REGULAR,rebound,offensive,[],203457,,,1610612765,34,20,2022-11-01T00:41:47Z,1427500,,,0,,N. Noel REBOUND (Off:1 Def:0),[203457],1610612765.0,DET,,,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,,,,,,,,,,,147.0,1.0,0.0,1.0,,,,,
149,PT00M52.00S,2022-11-01T00:35:44.8Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612765,34,20,2022-11-01T00:36:03Z,1470000,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Diallo 2 FT),"[203507, 1628977]",1610612749.0,MIL,202037.0,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.0,0.0,Diallo,1628977.0,,,,,,,,,,,,
151,PT00M52.00S,2022-11-01T00:36:08.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628977,,,1610612765,34,20,2022-11-01T00:36:08Z,1490000,,,0,,MISS H. Diallo Free Throw 1 of 2,[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,Missed,,,,,,,,,,
152,PT00M52.00S,2022-11-01T00:36:08.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,34,20,2022-11-01T00:36:08Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,
153,PT00M52.00S,2022-11-01T00:36:25.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628977,,,1610612765,34,21,2022-11-01T00:36:25Z,1510000,,,0,,H. Diallo Free Throw 2 of 2 (5 PTS),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,
154,PT00M37.70S,2022-11-01T00:36:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629670,11.12023653088042,96.07843137254902,1610612749,34,21,2022-11-01T00:37:01Z,1520000,-230.0,52.0,1,left,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,,Nwora,J. Nwora,,,,,Left Corner 3,24+ Left,,,,,,,,23.62,Missed,,,,,,,,,,
155,PT00M34.20S,2022-11-01T00:36:47.2Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,34,21,2022-11-01T00:37:01Z,1530000,,,0,,H. Diallo REBOUND (Off:0 Def:3),[1628977],1610612765.0,DET,,,,,Diallo,H. Diallo,,,,,Left Corner 3,24+ Left,,,,,,,,,,,154.0,3.0,3.0,0.0,,,,,
156,PT00M29.80S,2022-11-01T00:36:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,93.11760840998686,35.294117647058826,1610612765,34,21,2022-11-01T00:44:29Z,1540000,-74.0,12.0,1,right,MISS H. Diallo 7' driving floating bank Shot,[1628977],1610612765.0,DET,,driving floating bank,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,7.45,Missed,,,,,,,,,,
157,PT00M27.00S,2022-11-01T00:36:54.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,34,21,2022-11-01T00:37:07Z,1550000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,
158,PT00M09.40S,2022-11-01T00:37:12.2Z,1,REGULAR,turnover,lost ball,[],201586,,,1610612749,34,21,2022-11-01T00:37:56Z,1560000,,,0,,S. Ibaka lost ball TURNOVER (1 TO),"[201586, 1631093]",1610612749.0,MIL,,,,,Ibaka,S. Ibaka,,,,,Mid-Range,8-16 Right,1.0,Ivey,1631093.0,,,,,,,,,,,,,,,,
159,PT00M09.40S,2022-11-01T00:37:12.2Z,1,REGULAR,steal,,[],1631093,,,1610612765,34,21,2022-11-01T00:37:15Z,1570000,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
160,PT00M05.90S,2022-11-01T00:37:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631093,93.77463863337714,49.754901960784316,1610612765,34,23,2022-11-01T00:38:04Z,1580000,-1.0,6.0,1,right,J. Ivey running Layup (4 PTS),[1631093],1610612765.0,DET,,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,0.61,Made,4.0,,,,,,,,,
161,PT00M00.00S,2022-11-01T00:37:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629670,30.17411300919842,76.47058823529412,1610612749,34,23,2022-11-01T00:38:09Z,1590000,-132.0,231.0,1,left,MISS J. Nwora 26' 3PT,[1629670],1610612749.0,MIL,,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,,,,,,26.63,Missed,,,,,,,,,,
162,PT00M00.00S,2022-11-01T00:37:33.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,34,23,2022-11-01T00:37:33Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,161.0,,,,,,,,
163,PT00M00.00S,2022-11-01T00:37:38.9Z,1,REGULAR,period,end,[],0,,,1610612749,34,23,2022-11-01T00:37:38Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-11-01T00:40:17.9Z,2,REGULAR,period,start,[],0,,,1610612765,34,23,2022-11-01T00:40:17Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M49.00S,2022-11-01T00:40:32.5Z,2,REGULAR,foul,personal,[],201588,,,1610612765,34,23,2022-11-01T00:40:42Z,1630000,,,0,,G. Hill personal FOUL (1 PF),"[201588, 1630165]",1610612749.0,MIL,1179.0,,,,Hill,G. Hill,,,,,Mid-Range,16-24 Left Center,,,,1.0,0.0,Hayes,1630165.0,,,,,,,,,,,,
167,PT11M38.00S,2022-11-01T00:40:57.7Z,2,REGULAR,2pt,Jump Shot,[],1628977,84.57621550591328,66.91176470588235,1610612765,34,25,2022-11-01T00:41:03Z,1650000,85.0,92.0,1,right,H. Diallo 12' pullup Jump Shot (7 PTS) (N. Noel 1 AST),"[1628977, 203457]",1610612765.0,DET,,pullup,,,Diallo,H. Diallo,,,,,Mid-Range,8-16 Right,,,,,,,,12.54,Made,7.0,,,,,N. Noel,203457.0,1.0,,
169,PT11M14.00S,2022-11-01T00:41:21.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,30.699737187910642,70.83333333333334,1610612749,37,25,2022-11-01T00:41:26Z,1670000,-104.0,236.0,1,left,G. Allen 25' 3PT  (7 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,25.81,Made,7.0,,,,,G. Antetokounmpo,203507.0,1.0,,
