actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-17T01:11:42.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-17T01:11:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-17T01:11:47.5Z,1,REGULAR,jumpball,recovered,[],1630699,,,1610612749,0,0,2022-11-17T01:11:47Z,40000,False,,,0,,Jump Ball B. Lopez vs. E. Mobley: Tip to M. Beauchamp,"[1630699, 201572, 1630596]",1610612749.0,MIL,startperiod,M. Beauchamp,1630699.0,Beauchamp,M. Beauchamp,Lopez,201572.0,Mobley,1630596.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-17T01:11:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,7.966491458607096,50.73529411764706,1610612749,0,0,2022-11-17T01:12:06Z,70000,False,-4.0,22.0,1,left,MISS B. Lopez alley-oop Layup,[201572],1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-11-17T01:12:03.8Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,0,0,2022-11-17T01:12:06Z,80000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2022-11-17T01:12:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,79.84559789750328,48.03921568627451,1610612739,0,2,2022-11-17T01:12:19Z,90000,False,-10.0,137.0,1,right,D. Mitchell 13' pullup Jump Shot (2 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,13.74,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M17.00S,2022-11-17T01:12:30.3Z,1,REGULAR,foul,personal,[],1630205,,,1610612749,0,2,2022-11-17T01:12:56Z,100000,False,,,0,,L. Stevens personal FOUL (1 PF),"[1630205, 203507]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
12,PT11M07.00S,2022-11-17T01:12:54.9Z,1,REGULAR,2pt,Jump Shot,[],1628975,17.16491458607096,19.852941176470587,1610612749,0,2,2022-11-17T01:13:02Z,120000,False,151.0,109.0,1,left,MISS J. Carter 18' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,18.59,Missed,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2022-11-17T01:12:56.9Z,1,REGULAR,rebound,offensive,[],1628975,,,1610612749,0,2,2022-11-17T01:14:45Z,130000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,,
14,PT11M05.00S,2022-11-17T01:13:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628975,11.383048620236531,52.20588235294118,1610612749,2,2,2022-11-17T01:14:36Z,140000,False,-11.0,55.0,1,left,J. Carter tip Layup (2 PTS),[1628975],1610612749.0,MIL,tip,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M47.00S,2022-11-17T01:13:15.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,66.83639947437582,50.73529411764706,1610612739,2,5,2022-11-17T01:13:21Z,150000,False,4.0,259.0,1,right,D. Mitchell 25' 3PT  (5 PTS) (D. Garland 1 AST),"[1628378, 1629636]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.92,Made,,,,,5.0,,,,,,D. Garland,1629636.0,1.0,,,,,
