actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-08T00:15:51.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-08T00:15:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-04-08T00:15:56.4Z,1,REGULAR,jumpball,recovered,[],1629623,,,1610612749,0,0,2023-04-08T00:15:56Z,40000,False,,,0,,Jump Ball M. Leonard vs. J. Jackson Jr.: Tip to L. Wigginton,"[1629623, 203086, 1628991]",1610612749.0,MIL,startperiod,L. Wigginton,1629623.0,Wigginton,L. Wigginton,Leonard,203086.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-04-08T00:16:05.1Z,1,REGULAR,3pt,Jump Shot,[],203086,95.0886990801577,96.32352941176471,1610612749,0,0,2023-04-08T00:16:10Z,70000,False,232.0,-6.0,1,right,MISS M. Leonard 3PT,[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-04-08T00:16:08.1Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,0,0,2023-04-08T00:16:10Z,80000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-04-08T00:16:23.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,8.229303547963205,50.49019607843137,1610612763,0,2,2023-04-08T00:16:28Z,90000,False,-2.0,25.0,1,left,J. Jackson Jr. alley-oop DUNK (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,alley-oop,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,
11,PT11M22.00S,2023-04-08T00:16:32.5Z,1,REGULAR,foul,offensive,[],203086,,,1610612749,0,2,2023-04-08T00:16:44Z,110000,False,,,0,,M. Leonard offensive FOUL (1 PF),"[203086, 1629630]",1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202049.0,1.0,0.0,Morant,1629630.0,,,,,
13,PT11M22.00S,2023-04-08T00:16:32.5Z,1,REGULAR,turnover,offensive foul,[],203086,,,1610612749,0,2,2023-04-08T00:16:32Z,130000,False,,,0,,M. Leonard offensive foul TURNOVER (1 TO),[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202049.0,,,,,1.0,,,,
14,PT11M16.00S,2023-04-08T00:16:57.4Z,1,REGULAR,foul,offensive,[],1628991,,,1610612763,0,2,2023-04-08T00:17:09Z,140000,False,,,0,,J. Jackson Jr. offensive FOUL (1 PF),"[1628991, 1629623]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202049.0,1.0,0.0,Wigginton,1629623.0,,,,,
16,PT11M16.00S,2023-04-08T00:16:57.4Z,1,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,0,2,2023-04-08T00:16:57Z,160000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202049.0,,,,,1.0,,,,
17,PT11M03.00S,2023-04-08T00:17:21.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203086,92.32917214191852,51.71568627450981,1610612749,0,2,2023-04-08T00:18:44Z,170000,False,9.0,20.0,1,right,MISS M. Leonard DUNK,[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2023-04-08T00:17:22.9Z,1,REGULAR,rebound,offensive,[],203086,,,1610612749,0,2,2023-04-08T00:18:44Z,180000,False,,,0,,M. Leonard REBOUND (Off:1 Def:0),[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Restricted Area,0-8 Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT11M02.00S,2023-04-08T00:17:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203086,92.85479632063075,49.26470588235294,1610612749,0,2,2023-04-08T00:22:22Z,185000,False,-4.0,15.0,1,right,MISS M. Leonard putback Layup - blocked,"[203086, 1628415]",1610612749.0,MIL,putback,,,Leonard,M. Leonard,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,Brooks,1628415.0,,
41,PT11M02.00S,2023-04-08T00:17:25.9Z,1,REGULAR,block,,[],1628415,,,1610612749,0,2,2023-04-08T00:22:22Z,187500,False,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT11M00.00S,2023-04-08T00:17:27.9Z,1,REGULAR,rebound,offensive,[],203086,,,1610612749,0,2,2023-04-08T00:22:22Z,188750,False,,,0,,M. Leonard REBOUND (Off:2 Def:0),[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Restricted Area,0-8 Center,,,40.0,2.0,0.0,2.0,,,,,,,,,,,,,,
19,PT10M52.00S,2023-04-08T00:17:30.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631260,71.96123521681997,78.43137254901961,1610612749,0,2,2023-04-08T00:22:22Z,190000,False,142.0,211.0,1,right,MISS A. Green 25' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,,,,,,,,,,,,,,,,,
20,PT10M49.00S,2023-04-08T00:17:33.0Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,0,2,2023-04-08T00:17:35Z,200000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M39.00S,2023-04-08T00:17:42.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,15.325229960578188,48.77450980392157,1610612763,0,2,2023-04-08T00:17:53Z,210000,False,6.0,92.0,1,left,MISS J. Jackson Jr. 9' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.18,Missed,,,,,,,,,,,,,,,,,,
22,PT10M36.00S,2023-04-08T00:17:45.6Z,1,REGULAR,rebound,defensive,[],203086,,,1610612749,0,2,2023-04-08T00:17:53Z,220000,False,,,0,,M. Leonard REBOUND (Off:2 Def:1),[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,21.0,3.0,1.0,2.0,,,,,,,,,,,,,,
23,PT10M26.00S,2023-04-08T00:17:55.6Z,1,REGULAR,3pt,Jump Shot,[],1631260,72.35545335085413,80.88235294117648,1610612749,3,2,2023-04-08T00:18:01Z,230000,False,154.0,207.0,1,right,A. Green 25' 3PT step back (3 PTS) (L. Wigginton 1 AST),"[1631260, 1629623]",1610612749.0,MIL,step back,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,3.0,L. Wigginton,1629623.0,1.0,,,,,,,,,,
25,PT10M11.00S,2023-04-08T00:18:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,9.543363994743759,49.754901960784316,1610612763,3,2,2023-04-08T00:18:16Z,250000,False,1.0,37.0,1,left,MISS J. Jackson Jr. cutting Layup,[1628991],1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
26,PT10M08.00S,2023-04-08T00:18:14.3Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,3,2,2023-04-08T00:18:16Z,260000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT10M00.00S,2023-04-08T00:18:21.2Z,1,REGULAR,3pt,Jump Shot,[],203109,71.04139290407359,76.7156862745098,1610612749,6,2,2023-04-08T00:18:25Z,270000,False,134.0,220.0,1,right,J. Crowder 25' 3PT  (3 PTS) (L. Wigginton 2 AST),"[203109, 1629623]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,25.71,Made,,,,,3.0,L. Wigginton,1629623.0,2.0,,,,,,,,,,
29,PT09M50.00S,2023-04-08T00:18:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.821944809461236,48.28431372549019,1610612763,6,4,2023-04-08T00:18:35Z,290000,False,9.0,115.0,1,left,J. Morant 11' pullup Jump Shot (2 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,11.53,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M36.00S,2023-04-08T00:18:45.7Z,1,REGULAR,3pt,Jump Shot,[],1630699,69.99014454664915,76.47058823529412,1610612749,9,4,2023-04-08T00:18:51Z,300000,False,132.0,230.0,1,right,M. Beauchamp 26' 3PT  (3 PTS) (L. Wigginton 3 AST),"[1630699, 1629623]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,26.5,Made,,,,,3.0,L. Wigginton,1629623.0,3.0,,,,,,,,,,
