actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-15T00:32:44.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-15T00:32:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-02-15T00:32:48.0Z,1,REGULAR,jumpball,recovered,[],1628960,,,1610612749,0,0,2023-02-15T00:32:48Z,40000,False,,,0,,Jump Ball B. Lopez vs. B. Griffin: Tip to G. Allen,"[1628960, 201572, 201933]",1610612749.0,MIL,startperiod,G. Allen,1628960.0,Allen,G. Allen,Lopez,201572.0,Griffin,201933.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-02-15T00:32:59.3Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,0,0,2023-02-15T00:33:11Z,70000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1628401]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,1.0,White,1628401.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-02-15T00:32:59.3Z,1,REGULAR,steal,,[],1628401,,,1610612738,0,0,2023-02-15T00:33:40Z,80000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2023-02-15T00:33:08.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,71.30420499342969,79.16666666666666,1610612738,0,0,2023-02-15T00:33:14Z,90000,False,146.0,217.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,26.16,Missed,,,,,,,,,,,,,,,
10,PT11M32.00S,2023-02-15T00:33:11.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2023-02-15T00:33:11Z,100000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M25.00S,2023-02-15T00:33:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.09789750328515,49.01960784313725,1610612749,0,0,2023-02-15T00:33:22Z,110000,False,5.0,24.0,1,left,MISS G. Antetokounmpo driving reverse Layup,[203507],1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,2.41,Missed,,,,,,,,,,,,,,,
12,PT11M23.00S,2023-02-15T00:33:20.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,0,0,2023-02-15T00:33:22Z,120000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M04.00S,2023-02-15T00:33:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,86.15308804204993,62.99019607843137,1610612738,0,2,2023-02-15T00:33:43Z,130000,False,65.0,78.0,1,right,D. White 10' driving floating Jump Shot (2 PTS) (B. Griffin 1 AST),"[1628401, 201933]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,10.13,Made,,,,,2.0,B. Griffin,201933.0,1.0,,,,,,,
15,PT10M52.00S,2023-02-15T00:33:50.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,31.225361366622867,72.30392156862744,1610612749,3,2,2023-02-15T00:33:55Z,150000,False,-112.0,241.0,1,left,P. Connaughton 26' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,26.55,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,
