actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-05T01:12:45.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-05T01:12:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2023-02-05T01:12:47.7Z,1,REGULAR,jumpball,recovered,[],1626192,,,1610612749,0,0,2023-02-05T01:12:47Z,40000,False,,,0,,Jump Ball B. Lopez vs. B. Adebayo: Tip to P. Connaughton,"[1626192, 201572, 1628389]",1610612749.0,MIL,startperiod,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Lopez,201572.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-02-05T01:13:00.8Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,0,0,2023-02-05T01:13:09Z,70000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1629216]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,1.0,Vincent,1629216.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-02-05T01:13:00.8Z,1,REGULAR,steal,,[],1629216,,,1610612748,0,0,2023-02-05T01:13:04Z,80000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M29.00S,2023-02-05T01:13:12.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,95.74572930354796,4.166666666666666,1610612748,0,0,2023-02-05T01:13:19Z,90000,False,-229.0,-13.0,1,right,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,,22.95,Missed,,,,,,,,,,,,,,,
10,PT11M25.00S,2023-02-05T01:13:16.2Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,0,0,2023-02-05T01:13:19Z,100000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M14.00S,2023-02-05T01:13:27.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,15.062417871222076,50.98039215686274,1610612749,2,0,2023-02-05T01:13:32Z,110000,False,-5.0,89.0,1,left,B. Lopez 8' driving Hook (2 PTS),[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,,8.92,Made,,,,,2.0,,,,,,,,,,
12,PT10M47.00S,2023-02-05T01:13:54.3Z,1,REGULAR,2pt,Jump Shot,[],1629639,83.13074901445466,31.127450980392158,1610612748,2,2,2023-02-05T01:13:58Z,120000,False,-94.0,106.0,1,right,T. Herro 14' pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,14.2,Made,,,,,2.0,,,,,,,,,,
13,PT10M40.00S,2023-02-05T01:14:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.601182654402102,53.18627450980392,1610612749,4,2,2023-02-05T01:14:06Z,130000,False,-16.0,0.0,1,left,J. Holiday driving reverse Layup (2 PTS),[201950],1610612749.0,MIL,driving reverse,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,1.59,Made,,,,,2.0,,,,,,,,,,
14,PT10M28.00S,2023-02-05T01:14:14.1Z,1,REGULAR,2pt,Jump Shot,[],1628997,85.3646517739816,82.59803921568627,1610612748,4,4,2023-02-05T01:14:17Z,140000,False,163.0,85.0,1,right,C. Martin 18' pullup Jump Shot (2 PTS) (B. Adebayo 1 AST),"[1628997, 1628389]",1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right,,,,18.39,Made,,,,,2.0,B. Adebayo,1628389.0,1.0,,,,,,,
16,PT10M21.00S,2023-02-05T01:14:21.9Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612749,4,4,2023-02-05T01:14:34Z,160000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628997, 203507]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1146.0,1.0,0.0,Antetokounmpo,203507.0,,
18,PT10M21.00S,2023-02-05T01:14:59.5Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,5,4,2023-02-05T01:14:59Z,180000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
19,PT10M21.00S,2023-02-05T01:15:24.2Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,6,4,2023-02-05T01:15:24Z,190000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (2 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
20,PT10M02.00S,2023-02-05T01:15:44.0Z,1,REGULAR,3pt,Jump Shot,[],202710,95.87713534822602,4.6568627450980395,1610612748,6,4,2023-02-05T01:15:48Z,200000,False,-227.0,-14.0,1,right,MISS J. Butler 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,22.71,Missed,,,,,,,,,,,,,,,
21,PT09M59.00S,2023-02-05T01:15:47.0Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,6,4,2023-02-05T01:15:48Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT09M55.00S,2023-02-05T01:15:56.3Z,1,REGULAR,foul,personal,[],1628389,,,1610612749,6,4,2023-02-05T01:16:03Z,220000,False,,,0,,B. Adebayo personal FOUL (1 PF),"[1628389, 203507]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202056.0,1.0,0.0,Antetokounmpo,203507.0,,
24,PT09M44.00S,2023-02-05T01:16:26.2Z,1,REGULAR,3pt,Jump Shot,[],1626192,34.37910643889619,54.90196078431373,1610612749,9,4,2023-02-05T01:16:31Z,240000,False,-25.0,271.0,1,left,P. Connaughton 27' 3PT step back (3 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,step back,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,,,,27.18,Made,,,,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,
26,PT09M31.00S,2023-02-05T01:16:40.6Z,1,REGULAR,3pt,Jump Shot,[],1629216,65.91655716162943,34.068627450980394,1610612748,9,4,2023-02-05T01:16:47Z,260000,False,-80.0,268.0,1,right,MISS G. Vincent 27' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,,,,27.95,Missed,,,,,,,,,,,,,,,
27,PT09M28.00S,2023-02-05T01:16:43.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,4,2023-02-05T01:16:47Z,270000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,,
