actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-05T23:45:29.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-05T23:45:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-05T23:45:33.5Z,1,REGULAR,jumpball,recovered,[],1630172,,,1610612741,0,0,2023-04-05T23:45:33Z,40000,False,,,0,,Jump Ball N. Vucevic vs. B. Lopez: Tip to P. Williams,"[1630172, 202696, 201572]",1610612741.0,CHI,startperiod,P. Williams,1630172.0,Williams,P. Williams,Vucevic,202696.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-05T23:45:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.92444152431012,55.392156862745104,1610612741,0,0,2023-04-05T23:45:54Z,70000,False,-27.0,135.0,1,left,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,13.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-04-05T23:45:52.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2023-04-05T23:45:54Z,80000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2023-04-05T23:46:03.5Z,1,REGULAR,2pt,Jump Shot,[],203114,93.11760840998686,73.0392156862745,1610612749,0,0,2023-04-05T23:46:07Z,90000,False,115.0,12.0,1,right,MISS K. Middleton 11' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,11.58,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-04-05T23:46:06.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,0,2023-04-05T23:46:07Z,100000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2023-04-05T23:46:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,14.536793692509855,43.38235294117647,1610612741,0,2,2023-04-05T23:46:23Z,110000,False,33.0,84.0,1,left,N. Vucevic 9' floating Jump Shot (2 PTS) (P. Beverley 1 AST),"[202696, 201976]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,9.04,Made,,,,,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,
13,PT10M47.00S,2023-04-05T23:46:41.7Z,1,REGULAR,turnover,bad pass,[],203114,,,1610612749,0,2,2023-04-05T23:46:47Z,130000,False,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 201976]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Beverley,201976.0,,,,,,,
14,PT10M47.00S,2023-04-05T23:46:41.7Z,1,REGULAR,steal,,[],201976,,,1610612741,0,2,2023-04-05T23:46:44Z,140000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
15,PT10M41.00S,2023-04-05T23:46:47.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203897,6.1268068331143235,97.54901960784314,1610612741,0,2,2023-04-05T23:46:54Z,150000,False,-238.0,5.0,1,left,MISS Z. LaVine running 3PT,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2023-04-05T23:46:50.5Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,0,2,2023-04-05T23:46:50Z,160000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
