actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
90,PT05M09.00S,2022-11-28T01:27:32.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.1688567674113,49.50980392156863,1610612742,30,18,2022-11-28T01:27:36Z,900000,False,-2.0,2.0,1,right,L. Doncic driving Layup (8 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.34,Made,8.0,,,,,,,,,,,,,,,,,
91,PT05M01.00S,2022-11-28T01:27:40.7Z,1,REGULAR,3pt,Jump Shot,[],1626171,10.726018396846255,1.715686274509804,1610612749,30,18,2022-11-28T01:28:01Z,910000,False,241.0,48.0,1,left,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,24.62,Missed,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2022-11-28T01:27:40.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,30,18,2022-11-28T01:28:01Z,920000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,91.0,,,,,
93,PT05M01.00S,2022-11-28T01:27:52.5Z,1,REGULAR,foul,personal,[],203507,,,1610612742,30,18,2022-11-28T01:28:03Z,930000,False,,,0,,G. Antetokounmpo loose ball personal FOUL (1 PF),"[203507, 203501]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,1627963.0,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
95,PT04M43.00S,2022-11-28T01:28:14.5Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,30,18,2022-11-28T01:28:36Z,950000,False,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 201950]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.0,,,,Holiday,201950.0,,,,,,,,,,
96,PT04M43.00S,2022-11-28T01:28:14.5Z,1,REGULAR,steal,,[],201950,,,1610612749,30,18,2022-11-28T01:28:16Z,960000,False,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M40.00S,2022-11-28T01:28:22.2Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,30,18,2022-11-28T01:29:04Z,970000,False,,,0,,G. Antetokounmpo charge offensive FOUL (2 PF),"[203507, 203501]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,,
99,PT04M40.00S,2022-11-28T01:28:22.2Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,30,18,2022-11-28T01:29:01Z,990000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,1.0,,,,,,,,,,,,,,,
100,PT04M40.00S,2022-11-28T01:28:49.4Z,1,REGULAR,substitution,out,[],203507,,,1610612742,30,18,2022-11-28T01:29:09Z,1000000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2022-11-28T01:28:49.4Z,1,REGULAR,substitution,out,[],203501,,,1610612742,30,18,2022-11-28T01:29:09Z,1010000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M40.00S,2022-11-28T01:28:49.4Z,1,REGULAR,substitution,in,[],201572,,,1610612742,30,18,2022-11-28T01:29:09Z,1020000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M40.00S,2022-11-28T01:28:49.4Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,30,18,2022-11-28T01:29:09Z,1030000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M29.00S,2022-11-28T01:29:26.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629029,92.9862023653088,54.90196078431373,1610612742,30,18,2022-11-28T01:29:34Z,1040000,False,25.0,13.0,1,right,MISS L. Doncic driving Hook,[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,,
105,PT04M27.00S,2022-11-28T01:29:29.0Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,30,18,2022-11-28T01:29:29Z,1050000,False,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,104.0,2.0,0.0,2.0,,
106,PT04M19.00S,2022-11-28T01:29:37.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627827,66.83639947437582,58.333333333333336,1610612742,30,21,2022-11-28T01:29:42Z,1060000,False,42.0,259.0,1,right,D. Finney-Smith 26' 3PT  (5 PTS) (L. Doncic 5 AST),"[1627827, 1629029]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,26.25,Made,5.0,,,L. Doncic,1629029.0,5.0,,,,,,,,,,,,
108,PT04M04.00S,2022-11-28T01:29:52.2Z,1,REGULAR,2pt,Jump Shot,[],201950,30.147421156373184,55.83639705882353,1610612749,30,21,2022-11-28T01:34:01Z,1080000,False,-29.0,231.0,1,left,MISS J. Holiday 23' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,23.27,Missed,,,,,,,,,,,,,,,,,,
109,PT04M01.00S,2022-11-28T01:29:55.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,30,21,2022-11-28T01:29:58Z,1090000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,
110,PT03M57.00S,2022-11-28T01:29:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,91.14651773981603,51.225490196078425,1610612742,30,21,2022-11-28T01:30:20Z,1100000,False,6.0,31.0,1,right,MISS C. Wood driving Layup - blocked,"[1626174, 201572]",1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
111,PT03M57.00S,2022-11-28T01:29:59.1Z,1,REGULAR,block,,[],201572,,,1610612742,30,21,2022-11-28T01:30:02Z,1110000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
112,PT03M57.00S,2022-11-28T01:29:59.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,30,21,2022-11-28T01:30:20Z,1120000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,110.0,,,,,
114,PT03M57.00S,2022-11-28T01:30:09.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612742,30,21,2022-11-28T01:30:14Z,1140000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M57.00S,2022-11-28T01:30:09.9Z,1,REGULAR,substitution,in,[],201588,,,1610612742,30,21,2022-11-28T01:30:14Z,1150000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M52.00S,2022-11-28T01:30:24.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628467,69.46452036793693,70.83333333333334,1610612742,30,24,2022-11-28T01:30:29Z,1160000,False,104.0,235.0,1,right,M. Kleber 25' 3PT  (3 PTS) (C. Wood 1 AST),"[1628467, 1626174]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,25.66,Made,3.0,,,C. Wood,1626174.0,1.0,,,,,,,,,,,,
118,PT03M35.00S,2022-11-28T01:30:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,15.719448094612352,47.30392156862745,1610612749,30,24,2022-11-28T01:30:48Z,1180000,False,13.0,95.0,1,left,MISS J. Holiday 9' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,,
119,PT03M32.00S,2022-11-28T01:30:44.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612742,30,24,2022-11-28T01:30:48Z,1190000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,118.0,2.0,2.0,0.0,,
120,PT03M23.00S,2022-11-28T01:30:53.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,66.5735873850197,34.31372549019608,1610612742,30,24,2022-11-28T01:31:03Z,1200000,False,-78.0,262.0,1,right,MISS D. Finney-Smith 27' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2022-11-28T01:30:55.4Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,30,24,2022-11-28T01:31:03Z,1210000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,
122,PT03M21.00S,2022-11-28T01:31:00.6Z,1,REGULAR,foul,personal,[],1629029,,,1610612749,30,24,2022-11-28T01:31:09Z,1220000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 201572]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Left,,,,1627963.0,,,,,,,1.0,0.0,Lopez,201572.0,,,,,,
124,PT03M06.00S,2022-11-28T01:31:29.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,15.062417871222076,47.794117647058826,1610612749,32,24,2022-11-28T01:31:33Z,1240000,False,11.0,89.0,1,left,B. Portis 8' Hook (4 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,8.98,Made,4.0,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2022-11-28T01:31:41.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.64717477003943,14.705882352941178,1610612742,32,24,2022-11-28T01:31:50Z,1250000,False,-176.0,223.0,1,right,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,28.47,Missed,,,,,,,,,,,,,,,,,,
126,PT02M50.00S,2022-11-28T01:31:45.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,32,24,2022-11-28T01:31:50Z,1260000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,125.0,2.0,2.0,0.0,,
127,PT02M42.00S,2022-11-28T01:31:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.360709592641262,41.17647058823529,1610612749,32,24,2022-11-28T01:32:10Z,1270000,False,44.0,26.0,1,left,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2022-11-28T01:31:53.9Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,32,24,2022-11-28T01:34:24Z,1280000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,
129,PT02M25.00S,2022-11-28T01:32:09.7Z,1,REGULAR,3pt,Jump Shot,[],1626174,70.12155059132719,20.098039215686274,1610612742,32,24,2022-11-28T01:32:21Z,1290000,False,-150.0,228.0,1,right,MISS C. Wood 27' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,27.3,Missed,,,,,,,,,,,,,,,,,,
130,PT02M25.00S,2022-11-28T01:32:09.7Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,32,24,2022-11-28T01:37:26Z,1300000,False,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,
131,PT02M17.00S,2022-11-28T01:32:26.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,9.937582128777924,42.40196078431372,1610612749,34,24,2022-11-28T01:38:14Z,1310000,False,38.0,41.0,1,left,B. Portis turnaround Hook (6 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,6.0,,,,,,,,,,,,,,,,,
132,PT01M50.00S,2022-11-28T01:32:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,93.77463863337714,48.529411764705884,1610612742,34,26,2022-11-28T01:32:49Z,1320000,False,-7.0,6.0,1,right,J. Green driving Layup (2 PTS),[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,,,,,,,,,,,,,,,,,
133,PT01M39.00S,2022-11-28T01:32:55.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,8.492115637319317,45.83333333333333,1610612749,36,26,2022-11-28T01:32:59Z,1330000,False,21.0,27.0,1,left,B. Lopez Layup (2 PTS) (J. Holiday 3 AST),"[201572, 201950]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,3.43,Made,2.0,,,J. Holiday,201950.0,3.0,,,,,,,,,,,,
135,PT01M26.00S,2022-11-28T01:33:09.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,66.70499342969777,36.27450980392157,1610612742,36,29,2022-11-28T01:33:13Z,1350000,False,-69.0,260.0,1,right,L. Doncic 26' 3PT step back (11 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.94,Made,11.0,,,,,,,,,,,,,,,,,
136,PT01M05.00S,2022-11-28T01:33:30.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,11.383048620236531,40.19607843137255,1610612749,38,29,2022-11-28T01:33:35Z,1360000,False,49.0,55.0,1,left,J. Holiday 7' driving Hook (9 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.33,Made,9.0,,,,,,,,,,,,,,,,,
137,PT00M48.50S,2022-11-28T01:33:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,83.78777923784494,38.23529411764706,1610612742,38,31,2022-11-28T01:33:57Z,1370000,False,-59.0,100.0,1,right,L. Doncic 11' driving floating Jump Shot (13 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,11.59,Made,13.0,,,,,,,,,,,,,,,,,
138,PT00M33.70S,2022-11-28T01:34:07.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,38,31,2022-11-28T01:34:31Z,1380000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1627827]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Left,,,,,2.0,,,,Finney-Smith,1627827.0,,,,,,,,,,
139,PT00M33.70S,2022-11-28T01:34:07.5Z,1,REGULAR,steal,,[],1627827,,,1610612742,38,31,2022-11-28T01:34:10Z,1390000,False,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
140,PT00M30.00S,2022-11-28T01:34:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626174,94.95729303547962,49.01960784313725,1610612742,38,33,2022-11-28T01:34:41Z,1400000,False,-5.0,-5.0,1,right,C. Wood running Layup (2 PTS) (D. Finney-Smith 2 AST),"[1626174, 1627827]",1610612742.0,DAL,running,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,0.71,Made,2.0,,,D. Finney-Smith,1627827.0,2.0,,,,,,,,,,,,
142,PT00M13.20S,2022-11-28T01:34:36.6Z,1,REGULAR,foul,personal,[],1628467,,,1610612749,38,33,2022-11-28T01:34:43Z,1420000,False,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 201950]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,16-24 Right Center,,,,1627963.0,,,,,,,1.0,0.0,Holiday,201950.0,,,,,,
144,PT00M13.20S,2022-11-28T01:34:44.7Z,1,REGULAR,substitution,out,[],201572,,,1610612749,38,33,2022-11-28T01:34:54Z,1440000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M13.20S,2022-11-28T01:34:44.7Z,1,REGULAR,substitution,out,[],1629029,,,1610612749,38,33,2022-11-28T01:34:54Z,1450000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M13.20S,2022-11-28T01:34:44.7Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,38,33,2022-11-28T01:34:54Z,1460000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M13.20S,2022-11-28T01:34:44.7Z,1,REGULAR,substitution,in,[],203915,,,1610612749,38,33,2022-11-28T01:34:54Z,1470000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M02.20S,2022-11-28T01:35:13.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,10.85742444152431,96.81372549019608,1610612749,41,33,2022-11-28T01:35:17Z,1480000,False,-234.0,50.0,1,left,G. Allen 3PT  (15 PTS) (G. Hill 1 AST),"[1628960, 201588]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,23.93,Made,15.0,,,G. Hill,201588.0,1.0,,,,,,,,,,,,
150,PT00M00.00S,2022-11-28T01:35:28.2Z,1,REGULAR,period,end,[],0,,,1610612742,41,33,2022-11-28T01:35:28Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,out,['startperiod'],1626171,,,1610612742,41,33,2022-11-28T01:38:00Z,1510000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,out,['startperiod'],201950,,,1610612742,41,33,2022-11-28T01:38:00Z,1520000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612742,41,33,2022-11-28T01:38:00Z,1530000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612742,41,33,2022-11-28T01:38:00Z,1540000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612742,41,33,2022-11-28T01:38:00Z,1550000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,in,['startperiod'],201572,,,1610612742,41,33,2022-11-28T01:38:00Z,1560000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,in,['startperiod'],1630572,,,1610612742,41,33,2022-11-28T01:38:00Z,1570000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-11-28T01:37:43.5Z,2,REGULAR,substitution,in,['startperiod'],202722,,,1610612742,41,33,2022-11-28T01:38:00Z,1580000,False,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-11-28T01:37:59.4Z,2,REGULAR,period,start,[],0,,,1610612742,41,33,2022-11-28T01:38:00Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M44.00S,2022-11-28T01:38:14.5Z,2,REGULAR,3pt,Jump Shot,[],1626174,70.51576872536137,26.225490196078432,1610612742,41,33,2022-11-28T01:38:21Z,1600000,False,-119.0,225.0,1,right,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
161,PT11M40.00S,2022-11-28T01:38:18.5Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,41,33,2022-11-28T01:38:21Z,1610000,False,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,
162,PT11M31.00S,2022-11-28T01:38:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,14.931011826544022,42.8921568627451,1610612749,43,33,2022-11-28T01:38:31Z,1620000,False,36.0,88.0,1,left,G. Hill 9' driving floating Jump Shot (2 PTS) (B. Lopez 1 AST),"[201588, 201572]",1610612749.0,MIL,driving floating,,,Hill,G. Hill,,,,,In The Paint (Non-RA),8-16 Center,9.48,Made,2.0,,,B. Lopez,201572.0,1.0,,,,,,,,,,,,
164,PT11M10.00S,2022-11-28T01:38:47.6Z,2,REGULAR,turnover,bad pass,[],1626174,,,1610612742,43,33,2022-11-28T01:39:10Z,1640000,False,,,0,,C. Wood bad pass TURNOVER (1 TO),"[1626174, 1628960]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,Allen,1628960.0,,,,,,,,,,
165,PT11M10.00S,2022-11-28T01:38:47.6Z,2,REGULAR,steal,,[],1628960,,,1610612749,43,33,2022-11-28T01:38:50Z,1650000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT11M07.00S,2022-11-28T01:38:56.3Z,2,REGULAR,foul,offensive,[],1630572,,,1610612749,43,33,2022-11-28T01:40:42Z,1660000,False,,,0,,S. Mamukelashvili offensive FOUL (1 PF),"[1630572, 202722]",1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,1627963.0,,,,,,,1.0,0.0,Bertans,202722.0,,,,,,
168,PT11M07.00S,2022-11-28T01:38:56.3Z,2,REGULAR,turnover,offensive foul,[],1630572,,,1610612749,43,33,2022-11-28T01:38:56Z,1680000,False,,,0,,S. Mamukelashvili offensive foul TURNOVER (1 TO),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,1627963.0,1.0,,,,,,,,,,,,,,,
169,PT10M53.00S,2022-11-28T01:39:19.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,92.19776609724047,45.83333333333333,1610612742,43,33,2022-11-28T01:39:24Z,1690000,False,-21.0,21.0,1,right,MISS C. Wood driving Layup,[1626174],1610612742.0,DAL,driving,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
170,PT10M50.00S,2022-11-28T01:39:22.4Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,43,33,2022-11-28T01:39:24Z,1700000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,169.0,3.0,3.0,0.0,,
171,PT10M42.00S,2022-11-28T01:39:31.9Z,2,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612749,43,33,2022-11-28T01:39:45Z,1710000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Allen 2 FT),"[1626174, 1628960]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,1.0,0.0,Allen,1628960.0,,,,,,
