actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-26T01:10:15.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-26T01:10:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-01-26T01:10:19.9Z,1,REGULAR,jumpball,recovered,[],1631128,,,1610612743,0,0,2023-01-26T01:10:19Z,40000,False,,,0,,Jump Ball Z. Nnaji vs. B. Lopez: Tip to C. Braun,"[1631128, 1630192, 201572]",1610612743.0,DEN,startperiod,C. Braun,1631128.0,Braun,C. Braun,Nnaji,1630192.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-01-26T01:10:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,92.59198423127464,50.245098039215684,1610612743,0,0,2023-01-26T01:10:43Z,70000,False,1.0,17.0,1,right,MISS C. Braun cutting Layup,[1631128],1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-01-26T01:10:39.2Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,0,0,2023-01-26T01:10:39Z,80000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-01-26T01:10:44.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,32.53942181340342,66.91176470588235,1610612749,3,0,2023-01-26T01:10:51Z,90000,False,-85.0,253.0,1,left,J. Holiday 26' 3PT running pullup (3 PTS),[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.71,Made,,,,,3.0,,,,,,,,,,,,,
10,PT11M06.00S,2023-01-26T01:11:07.5Z,1,REGULAR,3pt,Jump Shot,[],203932,71.69842312746385,85.5392156862745,1610612743,3,3,2023-01-26T01:11:12Z,100000,False,178.0,214.0,1,right,A. Gordon 27' 3PT  (3 PTS) (V. Cancar 1 AST),"[203932, 1628427]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,27.78,Made,,,,,3.0,V. Cancar,1628427.0,1.0,,,,,,,,,,
12,PT10M52.00S,2023-01-26T01:11:22.9Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,3,3,2023-01-26T01:11:30Z,120000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1631128]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Braun,1631128.0,,,,,,,
13,PT10M52.00S,2023-01-26T01:11:22.9Z,1,REGULAR,steal,,[],1631128,,,1610612743,3,3,2023-01-26T01:11:25Z,130000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2023-01-26T01:11:27.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,92.32917214191852,51.71568627450981,1610612743,3,5,2023-01-26T01:11:35Z,140000,False,9.0,20.0,1,right,C. Braun running DUNK (2 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M28.00S,2023-01-26T01:11:46.2Z,1,REGULAR,3pt,Jump Shot,[],201572,35.43035479632063,36.27450980392157,1610612749,3,5,2023-01-26T01:11:51Z,150000,False,69.0,281.0,1,left,MISS B. Lopez 28' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,28.88,Missed,,,,,,,,,,,,,,,,,,
