actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
84,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,out,[],1629022,,,1610612747,22,17,2022-12-03T01:02:11Z,820000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,out,[],2544,,,1610612747,22,17,2022-12-03T01:02:11Z,830000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,out,[],201976,,,1610612747,22,17,2022-12-03T01:02:11Z,840000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,in,[],201572,,,1610612747,22,17,2022-12-03T01:02:11Z,850000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,in,[],1626192,,,1610612747,22,17,2022-12-03T01:02:11Z,860000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,in,[],201566,,,1610612747,22,17,2022-12-03T01:02:11Z,870000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,in,[],1629117,,,1610612747,22,17,2022-12-03T01:02:11Z,880000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M58.00S,2022-12-03T01:01:36.4Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,22,17,2022-12-03T01:02:11Z,890000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2022-12-03T01:02:39.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,11.383048620236531,53.92156862745098,1610612747,22,19,2022-12-03T01:02:43Z,900000,False,-20.0,55.0,1,left,A. Davis turnaround Hook (9 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,,,,,9.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
94,PT04M35.00S,2022-12-03T01:02:48.5Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,22,19,2022-12-03T01:02:55Z,920000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1629117]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Gabriel,1629117.0
95,PT04M35.00S,2022-12-03T01:02:48.5Z,1,REGULAR,steal,,[],1629117,,,1610612747,22,19,2022-12-03T01:02:51Z,930000,False,,,0,,W. Gabriel STEAL (1 STL),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2022-12-03T01:03:01.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,16.63929040735874,45.09803921568628,1610612747,22,21,2022-12-03T01:03:08Z,940000,False,25.0,104.0,1,left,A. Davis 10' floating Jump Shot (11 PTS) (R. Westbrook 2 AST),"[203076, 201566]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,10.67,Made,,,,,11.0,R. Westbrook,201566.0,2.0,,,,,,,,,,
98,PT04M06.00S,2022-12-03T01:03:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,89.83245729303549,53.92156862745098,1610612749,22,21,2022-12-03T01:03:22Z,960000,False,20.0,43.0,1,right,MISS P. Connaughton driving Layup - blocked,"[1626192, 203076]",1610612749.0,MIL,driving,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,Davis,203076.0,,,,,
99,PT04M06.00S,2022-12-03T01:03:18.1Z,1,REGULAR,block,,[],203076,,,1610612749,22,21,2022-12-03T01:03:21Z,970000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M02.00S,2022-12-03T01:03:22.1Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,22,21,2022-12-03T01:03:22Z,980000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT03M55.00S,2022-12-03T01:03:28.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,7.440867279894875,50.245098039215684,1610612747,22,23,2022-12-03T01:10:36Z,990000,False,-1.0,17.0,1,left,A. Davis cutting DUNK (13 PTS) (R. Westbrook 3 AST),"[203076, 201566]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,13.0,R. Westbrook,201566.0,3.0,,,,,,,,,,
103,PT03M39.00S,2022-12-03T01:03:44.4Z,1,REGULAR,3pt,Jump Shot,[],201950,68.54467805519053,61.51960784313726,1610612749,22,23,2022-12-03T01:03:53Z,1010000,False,58.0,243.0,1,right,MISS J. Holiday 24' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
104,PT03M36.00S,2022-12-03T01:03:47.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,22,23,2022-12-03T01:03:53Z,1020000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,103.0,3.0,2.0,1.0,,,,,,,,,,,,,,
105,PT03M32.00S,2022-12-03T01:03:52.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628972,9.017739816031538,49.754901960784316,1610612747,22,25,2022-12-03T01:11:15Z,1030000,False,1.0,32.0,1,left,T. Brown Jr. cutting finger roll Layup (7 PTS) (R. Westbrook 4 AST),"[1628972, 201566]",1610612747.0,LAL,cutting finger roll,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,7.0,R. Westbrook,201566.0,4.0,,,,,,,,,,
107,PT03M11.00S,2022-12-03T01:04:12.1Z,1,REGULAR,3pt,Jump Shot,[],1626192,66.5735873850197,41.66666666666667,1610612749,25,25,2022-12-03T01:04:17Z,1050000,False,-42.0,262.0,1,right,P. Connaughton 26' 3PT step back (3 PTS) (B. Lopez 1 AST),"[1626192, 201572]",1610612749.0,MIL,step back,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,26.5,Made,,,,,3.0,B. Lopez,201572.0,1.0,,,,,,,,,,
109,PT02M47.00S,2022-12-03T01:04:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,9.280551905387648,2.696078431372549,1610612747,25,28,2022-12-03T01:04:43Z,1070000,False,237.0,35.0,1,left,A. Reaves 3PT  (3 PTS) (R. Westbrook 5 AST),"[1630559, 201566]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,23.9,Made,,,,,3.0,R. Westbrook,201566.0,5.0,,,,,,,,,,
111,PT02M33.00S,2022-12-03T01:04:50.2Z,1,REGULAR,3pt,Jump Shot,[],201572,68.54467805519053,69.36274509803921,1610612749,25,28,2022-12-03T01:04:55Z,1090000,False,97.0,243.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
112,PT02M32.00S,2022-12-03T01:04:52.3Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,25,28,2022-12-03T01:04:52Z,1100000,False,,,0,,B. Portis REBOUND (Off:3 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,111.0,4.0,1.0,3.0,,,,,,,,,,,,,,
113,PT02M32.00S,2022-12-03T01:04:54.4Z,1,REGULAR,foul,personal,[],203076,,,1610612749,25,28,2022-12-03T01:05:09Z,1110000,False,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1626171]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201245.0,1.0,0.0,,,Portis,1626171.0,,,
116,PT02M32.00S,2022-12-03T01:05:09.6Z,1,REGULAR,substitution,out,[],201950,,,1610612749,25,28,2022-12-03T01:05:30Z,1130000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M32.00S,2022-12-03T01:05:09.6Z,1,REGULAR,substitution,out,[],203076,,,1610612749,25,28,2022-12-03T01:05:30Z,1140000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M32.00S,2022-12-03T01:05:09.6Z,1,REGULAR,substitution,out,[],1628972,,,1610612749,25,28,2022-12-03T01:05:30Z,1150000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2022-12-03T01:05:09.6Z,1,REGULAR,substitution,in,[],201588,,,1610612749,25,28,2022-12-03T01:05:30Z,1160000,False,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M32.00S,2022-12-03T01:05:09.6Z,1,REGULAR,substitution,in,[],1629134,,,1610612749,25,28,2022-12-03T01:05:30Z,1170000,False,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M32.00S,2022-12-03T01:05:09.6Z,1,REGULAR,substitution,in,[],1628418,,,1610612749,25,28,2022-12-03T01:06:23Z,1185000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M17.00S,2022-12-03T01:05:32.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,81.2910643889619,93.62745098039215,1610612749,25,28,2022-12-03T01:05:40Z,1190000,False,218.0,123.0,1,right,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,25.06,Missed,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2022-12-03T01:05:35.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,25,28,2022-12-03T01:05:35Z,1200000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT02M13.00S,2022-12-03T01:05:38.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629134,28.33442838370565,15.686274509803921,1610612747,25,28,2022-12-03T01:05:49Z,1210000,False,172.0,214.0,1,left,MISS K. Nunn 27' running 3PT,[1629134],1610612747.0,LAL,running,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,27.41,Missed,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2022-12-03T01:05:40.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,25,28,2022-12-03T01:15:02Z,1220000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT02M00.00S,2022-12-03T01:05:49.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,90.62089356110381,19.11764705882353,1610612749,27,28,2022-12-03T01:05:57Z,1230000,False,-154.0,36.0,1,right,B. Portis 15' step back Jump Shot (6 PTS),[1626171],1610612749.0,MIL,step back,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.85,Made,,,,,6.0,,,,,,,,,,,,,
127,PT01M43.00S,2022-12-03T01:06:07.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,7.178055190538765,50.98039215686274,1610612747,27,30,2022-12-03T01:06:14Z,1240000,False,-5.0,15.0,1,left,T. Bryant cutting DUNK (2 PTS) (K. Nunn 1 AST),"[1628418, 1629134]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,2.0,K. Nunn,1629134.0,1.0,,,,,,,,,,
130,PT01M27.00S,2022-12-03T01:06:26.0Z,1,REGULAR,foul,personal,[],1629134,,,1610612749,27,30,2022-12-03T01:06:51Z,1260000,False,,,0,,K. Nunn personal FOUL (1 PF),"[1629134, 1626192]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,204058.0,1.0,0.0,,,Connaughton,1626192.0,,,
132,PT01M27.00S,2022-12-03T01:06:38.2Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,27,30,2022-12-03T01:06:50Z,1280000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M27.00S,2022-12-03T01:06:38.2Z,1,REGULAR,substitution,out,[],201572,,,1610612749,27,30,2022-12-03T01:06:50Z,1290000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M27.00S,2022-12-03T01:06:38.2Z,1,REGULAR,substitution,in,[],203507,,,1610612749,27,30,2022-12-03T01:06:50Z,1300000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M27.00S,2022-12-03T01:06:38.2Z,1,REGULAR,substitution,in,[],203114,,,1610612749,27,30,2022-12-03T01:06:50Z,1310000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M11.00S,2022-12-03T01:07:08.8Z,1,REGULAR,2pt,Jump Shot,[],1626171,89.04402102496715,30.14705882352941,1610612749,27,30,2022-12-03T01:07:14Z,1320000,False,-99.0,50.0,1,right,MISS B. Portis 11' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,11.14,Missed,,,,,,,,,,,,,,,,,,
137,PT01M09.00S,2022-12-03T01:07:11.4Z,1,REGULAR,rebound,defensive,[],1629134,,,1610612747,27,30,2022-12-03T01:07:11Z,1330000,False,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,8-16 Left,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M01.00S,2022-12-03T01:07:19.2Z,1,REGULAR,3pt,Jump Shot,[],201566,37.13863337713535,41.42156862745098,1610612747,27,30,2022-12-03T01:07:26Z,1340000,False,43.0,297.0,1,left,MISS R. Westbrook 29' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,29.97,Missed,,,,,,,,,,,,,,,,,,
139,PT00M58.20S,2022-12-03T01:07:22.0Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,27,30,2022-12-03T01:07:26Z,1350000,False,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT00M54.90S,2022-12-03T01:07:29.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612749,27,30,2022-12-03T01:07:56Z,1360000,False,,,0,,R. Westbrook personal FOUL (1 PF) (Antetokounmpo 2 FT),"[201566, 203507]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,2534.0,1.0,0.0,,,Antetokounmpo,203507.0,,,
142,PT00M54.90S,2022-12-03T01:08:11.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,28,30,2022-12-03T01:08:45Z,1380000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
144,PT00M54.90S,2022-12-03T01:08:30.7Z,1,REGULAR,violation,lane,[],201566,,,1610612749,28,30,2022-12-03T01:08:30Z,1400000,False,,,0,,R. Westbrook lane VIOLATION,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M54.90S,2022-12-03T01:08:51.7Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,28,30,2022-12-03T01:08:56Z,1410000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M54.90S,2022-12-03T01:08:51.7Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,28,30,2022-12-03T01:08:56Z,1420000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M54.90S,2022-12-03T01:09:19.5Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,29,30,2022-12-03T01:09:19Z,1430000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
148,PT00M43.20S,2022-12-03T01:09:36.9Z,1,REGULAR,foul,personal,['2freethrow'],201588,,,1610612747,29,30,2022-12-03T01:09:59Z,1440000,False,,,0,,G. Hill shooting personal FOUL (1 PF) (Westbrook 2 FT),"[201588, 201566]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201245.0,1.0,0.0,,,Westbrook,201566.0,,,
150,PT00M43.20S,2022-12-03T01:10:01.0Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,29,31,2022-12-03T01:10:22Z,1460000,False,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
151,PT00M43.20S,2022-12-03T01:10:01.0Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,29,31,2022-12-03T01:10:22Z,1470000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT00M41.10S,2022-12-03T01:10:03.1Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,29,31,2022-12-03T01:10:22Z,1480000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT00M29.40S,2022-12-03T01:10:34.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.38042049934296,53.18627450980392,1610612749,31,31,2022-12-03T01:10:38Z,1490000,False,16.0,10.0,1,right,G. Antetokounmpo alley-oop DUNK (7 PTS) (K. Middleton 3 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,7.0,K. Middleton,203114.0,3.0,,,,,,,,,,
155,PT00M11.50S,2022-12-03T01:10:55.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612747,31,31,2022-12-03T01:11:15Z,1510000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Bryant 2 FT),"[1626171, 1628418]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,,,Bryant,1628418.0,,,
157,PT00M11.50S,2022-12-03T01:11:18.5Z,1,REGULAR,freethrow,1 of 2,[],1628418,,,1610612747,31,32,2022-12-03T01:11:18Z,1530000,False,,,0,,T. Bryant Free Throw 1 of 2 (3 PTS),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
158,PT00M11.50S,2022-12-03T01:11:26.2Z,1,REGULAR,substitution,out,[],1629134,,,1610612747,31,32,2022-12-03T01:11:40Z,1540000,False,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M11.50S,2022-12-03T01:11:26.2Z,1,REGULAR,substitution,in,[],201976,,,1610612747,31,32,2022-12-03T01:11:40Z,1550000,False,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M11.50S,2022-12-03T01:11:54.4Z,1,REGULAR,freethrow,2 of 2,[],1628418,,,1610612747,31,33,2022-12-03T01:11:54Z,1560000,False,,,0,,T. Bryant Free Throw 2 of 2 (4 PTS),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
161,PT00M03.90S,2022-12-03T01:12:07.0Z,1,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,31,33,2022-12-03T01:12:18Z,1570000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1630559]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,1.0,,,Reaves,1630559.0,,,
163,PT00M03.90S,2022-12-03T01:12:07.0Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,31,33,2022-12-03T01:12:07Z,1590000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,,,,1.0,,
164,PT00M03.90S,2022-12-03T01:12:25.2Z,1,REGULAR,substitution,out,[],203507,,,1610612747,31,33,2022-12-03T01:12:35Z,1600000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M03.90S,2022-12-03T01:12:25.2Z,1,REGULAR,substitution,out,[],201976,,,1610612747,31,33,2022-12-03T01:12:35Z,1610000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M03.90S,2022-12-03T01:12:25.2Z,1,REGULAR,substitution,in,[],202083,,,1610612747,31,33,2022-12-03T01:12:35Z,1620000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M03.90S,2022-12-03T01:12:25.2Z,1,REGULAR,substitution,in,[],1629134,,,1610612747,31,33,2022-12-03T01:12:35Z,1630000,False,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M03.90S,2022-12-03T01:12:37.2Z,1,REGULAR,substitution,out,[],1629117,,,1610612747,31,33,2022-12-03T01:12:43Z,1640000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M03.90S,2022-12-03T01:12:37.2Z,1,REGULAR,substitution,in,[],2544,,,1610612747,31,33,2022-12-03T01:12:43Z,1650000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2022-12-03T01:13:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629134,28.597240473061763,11.029411764705882,1610612747,31,33,2022-12-03T01:13:10Z,1660000,False,195.0,216.0,1,left,MISS K. Nunn 29' 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,29.12,Missed,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-12-03T01:13:07.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,31,33,2022-12-03T01:13:07Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2022-12-03T01:13:13.0Z,1,REGULAR,period,end,[],0,,,1610612747,31,33,2022-12-03T01:13:13Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-12-03T01:15:53.2Z,2,REGULAR,substitution,out,['startperiod'],1626171,,,1610612747,31,33,2022-12-03T01:16:52Z,1690000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
