actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-03T03:21:28.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-03T03:21:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-02-03T03:21:33.2Z,1,REGULAR,jumpball,recovered,[],202695,,,1610612746,0,0,2023-02-03T03:21:33Z,40000,False,,,0,,Jump Ball I. Zubac vs. B. Lopez: Tip to K. Leonard,"[202695, 1627826, 201572]",1610612746.0,LAC,startperiod,K. Leonard,202695.0,Leonard,K. Leonard,Zubac,1627826.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-02-03T03:21:41.9Z,1,REGULAR,2pt,Jump Shot,[],202695,20.97568988173456,34.31372549019608,1610612746,0,2,2023-02-03T03:21:47Z,70000,False,78.0,145.0,1,left,K. Leonard 16' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,16.46,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M27.00S,2023-02-03T03:22:00.8Z,1,REGULAR,3pt,Jump Shot,[],203507,66.04796320630749,48.03921568627451,1610612749,0,2,2023-02-03T03:22:06Z,80000,False,-10.0,267.0,1,right,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2023-02-03T03:22:03.8Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,0,2,2023-02-03T03:22:06Z,90000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M17.00S,2023-02-03T03:22:10.8Z,1,REGULAR,2pt,Jump Shot,[],202331,5.338370565045992,28.186274509803923,1610612746,0,4,2023-02-03T03:22:16Z,100000,False,109.0,-2.0,1,left,P. George 10' step back Jump Shot (2 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,8-16 Right,10.91,Made,2.0,,,,,,,,,,,,,,,,,
11,PT11M06.00S,2023-02-03T03:22:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.19776609724047,53.92156862745098,1610612749,0,4,2023-02-03T03:22:26Z,110000,False,20.0,21.0,1,right,MISS G. Antetokounmpo driving finger roll Layup,[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2023-02-03T03:22:23.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,4,2023-02-03T03:22:26Z,120000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,
13,PT10M55.00S,2023-02-03T03:22:32.1Z,1,REGULAR,3pt,Jump Shot,[],202694,29.911300919842315,78.18627450980392,1610612746,0,4,2023-02-03T03:22:37Z,130000,False,-141.0,229.0,1,left,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.86,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2023-02-03T03:22:35.2Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,0,4,2023-02-03T03:22:35Z,140000,False,,,0,,B. Lopez REBOUND (Off:0 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
15,PT10M45.00S,2023-02-03T03:22:43.4Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,0,4,2023-02-03T03:22:50Z,150000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 202694]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,Morris Sr.,202694.0,,,,,,,,,,
16,PT10M45.00S,2023-02-03T03:22:43.4Z,1,REGULAR,steal,,[],202694,,,1610612746,0,4,2023-02-03T03:22:46Z,160000,False,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
