actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
22,PT10M29.00S,2022-12-31T01:13:28.2Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,5,2,2022-12-31T01:13:29Z,220000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,21.0,1.0,0.0,1.0,,,,
23,PT10M29.00S,2022-12-31T01:13:28.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629675,94.40999984741211,50.0,1610612750,5,4,2022-12-31T01:13:28Z,230000,False,0.0,0.0,1,right,N. Reid putback Layup (2 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,0.0,Made,2.0,,,,,,,,,,,,,,,
24,PT10M13.00S,2022-12-31T01:13:44.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,8.492115637319317,4.6568627450980395,1610612749,5,4,2022-12-31T01:13:51Z,240000,False,227.0,27.0,1,left,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,22.83,Missed,,,,,,,,,,,,,,,,
25,PT10M10.00S,2022-12-31T01:13:46.7Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,5,4,2022-12-31T01:13:46Z,250000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:0),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,24.0,1.0,0.0,1.0,,,,
26,PT10M08.00S,2022-12-31T01:13:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,6.258212877792378,50.245098039215684,1610612749,7,4,2022-12-31T01:13:55Z,260000,False,-1.0,6.0,1,left,G. Antetokounmpo finger roll Layup (4 PTS),[203507],1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.64,Made,4.0,,,,,,,,,,,,,,,
27,PT10M02.00S,2022-12-31T01:13:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,92.85479632063075,53.18627450980392,1610612750,7,6,2022-12-31T01:17:42Z,270000,False,16.0,15.0,1,right,J. McDaniels driving floating Jump Shot (2 PTS) (K. Anderson 1 AST),"[1630183, 203937]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,2.17,Made,2.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,
28,PT09M40.00S,2022-12-31T01:14:17.2Z,1,REGULAR,2pt,Jump Shot,[],201572,6.389618922470433,80.3921568627451,1610612749,7,6,2022-12-31T01:14:22Z,280000,False,-152.0,8.0,1,left,MISS B. Lopez 15' fadeaway Shot,[201572],1610612749.0,MIL,fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,,,15.22,Missed,,,,,,,,,,,,,,,,
29,PT09M37.00S,2022-12-31T01:14:20.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,7,6,2022-12-31T01:14:22Z,290000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,
32,PT09M26.00S,2022-12-31T01:14:39.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630162,94.1688567674113,51.470588235294116,1610612750,7,8,2022-12-31T01:16:19Z,320000,False,7.0,2.0,1,right,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,0.77,Made,2.0,,,,,,,,,,,,,,,
43,PT09M26.00S,2022-12-31T01:14:52.7Z,1,REGULAR,violation,defensive goaltending,[],203507,,,1610612750,7,8,2022-12-31T01:16:19Z,325000,False,,,0,,G. Antetokounmpo defensive goaltending VIOLATION,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2022-12-31T01:15:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,8.229303547963205,46.07843137254902,1610612749,7,8,2022-12-31T01:15:12Z,330000,False,20.0,25.0,1,left,MISS G. Allen driving Layup,[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,3.17,Missed,,,,,,,,,,,,,,,,
34,PT09M04.00S,2022-12-31T01:15:05.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,7,8,2022-12-31T01:15:12Z,340000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,33.0,2.0,1.0,1.0,,,,
35,PT08M55.00S,2022-12-31T01:15:14.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,67.09921156373193,76.22549019607843,1610612750,7,11,2022-12-31T01:15:33Z,350000,False,131.0,257.0,1,right,A. Edwards 28' 3PT running (5 PTS) (N. Reid 1 AST),"[1630162, 1629675]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,28.83,Made,5.0,N. Reid,1629675.0,1.0,,,,,,,,,,,,
37,PT08M34.00S,2022-12-31T01:15:35.8Z,1,REGULAR,3pt,Jump Shot,[],201572,7.966491458607096,97.30392156862744,1610612749,7,11,2022-12-31T01:15:40Z,370000,False,-237.0,22.0,1,left,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Left Corner 3,24+ Left,,,23.76,Missed,,,,,,,,,,,,,,,,
38,PT08M31.00S,2022-12-31T01:15:38.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,7,11,2022-12-31T01:15:38Z,380000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,
39,PT08M22.00S,2022-12-31T01:15:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.06636005256242,48.529411764705884,1610612750,7,11,2022-12-31T01:15:51Z,390000,False,-7.0,22.0,1,right,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,2.33,Missed,,,,,,,,,,,,,,,,
40,PT08M20.00S,2022-12-31T01:15:49.6Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,7,11,2022-12-31T01:15:51Z,400000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,
41,PT08M17.00S,2022-12-31T01:15:55.1Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612749,7,11,2022-12-31T01:16:09Z,410000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630183, 203507]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1628951.0,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
44,PT08M17.00S,2022-12-31T01:16:27.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,8,11,2022-12-31T01:16:27Z,430000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
45,PT08M17.00S,2022-12-31T01:16:49.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,9,11,2022-12-31T01:16:49Z,440000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
46,PT08M03.00S,2022-12-31T01:17:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.77463863337714,50.73529411764706,1610612750,9,13,2022-12-31T01:17:08Z,450000,False,4.0,6.0,1,right,N. Reid cutting finger roll Layup (4 PTS) (D. Russell 1 AST),"[1629675, 1626156]",1610612750.0,MIN,cutting finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,0.7,Made,4.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,
48,PT07M47.00S,2022-12-31T01:17:18.9Z,1,REGULAR,2pt,Jump Shot,[],1628975,16.245072273324574,23.52941176470588,1610612749,9,13,2022-12-31T01:17:27Z,470000,False,132.0,100.0,1,left,MISS J. Carter 16' pullup Shot,[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,Mid-Range,16-24 Right Center,,,16.6,Missed,,,,,,,,,,,,,,,,
49,PT07M46.00S,2022-12-31T01:17:19.9Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,9,13,2022-12-31T01:17:27Z,480000,False,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,48.0,2.0,1.0,1.0,,,,
52,PT07M32.00S,2022-12-31T01:17:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,9.411957950065702,59.55882352941176,1610612749,11,13,2022-12-31T01:18:00Z,500000,False,-48.0,36.0,1,left,G. Antetokounmpo alley-oop Layup (8 PTS) (J. Carter 1 AST),"[203507, 1628975]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,5.98,Made,8.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,
54,PT07M27.00S,2022-12-31T01:18:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.24901445466492,53.67647058823529,1610612750,11,15,2022-12-31T01:18:09Z,520000,False,18.0,11.0,1,right,J. McDaniels driving Layup (4 PTS) (K. Anderson 2 AST),"[1630183, 203937]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,2.14,Made,4.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,
56,PT07M14.00S,2022-12-31T01:18:16.9Z,1,REGULAR,foul,offensive,[],201572,,,1610612749,11,15,2022-12-31T01:18:29Z,540000,False,,,0,,B. Lopez offensive FOUL (1 PF),"[201572, 203937]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,1201.0,,,,,,,,1.0,0.0,Anderson,203937.0,,,,,,,,
58,PT07M14.00S,2022-12-31T01:18:16.9Z,1,REGULAR,turnover,offensive foul,[],201572,,,1610612749,11,15,2022-12-31T01:18:16Z,560000,False,,,0,,B. Lopez offensive foul TURNOVER (1 TO),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,1201.0,1.0,,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2022-12-31T01:18:26.7Z,1,REGULAR,substitution,out,[],1626192,,,1610612750,11,15,2022-12-31T01:18:33Z,570000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M14.00S,2022-12-31T01:18:26.7Z,1,REGULAR,substitution,out,[],201572,,,1610612750,11,15,2022-12-31T01:18:33Z,580000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M14.00S,2022-12-31T01:18:26.7Z,1,REGULAR,substitution,in,[],1626171,,,1610612750,11,15,2022-12-31T01:18:33Z,590000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M14.00S,2022-12-31T01:18:26.7Z,1,REGULAR,substitution,in,[],1630699,,,1610612750,11,15,2022-12-31T01:18:33Z,600000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2022-12-31T01:18:52.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,71.69842312746385,16.42156862745098,1610612750,11,15,2022-12-31T01:19:00Z,610000,False,-168.0,214.0,1,right,MISS D. Russell 27' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,27.16,Missed,,,,,,,,,,,,,,,,
64,PT06M58.00S,2022-12-31T01:18:56.8Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,11,15,2022-12-31T01:19:00Z,620000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,
65,PT06M54.00S,2022-12-31T01:19:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.754927726675426,51.470588235294116,1610612749,13,15,2022-12-31T01:19:09Z,630000,False,-7.0,30.0,1,left,G. Antetokounmpo driving Layup (10 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,3.07,Made,10.0,,,,,,,,,,,,,,,
66,PT06M54.00S,2022-12-31T01:19:09.8Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612749,13,15,2022-12-31T01:19:19Z,640000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1630183, 203507]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1201.0,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
68,PT06M54.00S,2022-12-31T01:19:23.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,15,2022-12-31T01:22:19Z,660000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M54.00S,2022-12-31T01:21:27.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612749,13,15,2022-12-31T01:22:19Z,670000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M54.00S,2022-12-31T01:21:27.0Z,1,REGULAR,substitution,in,[],203085,,,1610612749,13,15,2022-12-31T01:22:19Z,680000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M54.00S,2022-12-31T01:22:17.8Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,13,15,2022-12-31T01:22:20Z,690000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
72,PT06M51.00S,2022-12-31T01:22:20.8Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,13,15,2022-12-31T01:22:20Z,700000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,
73,PT06M38.00S,2022-12-31T01:22:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,76.16622864651774,7.598039215686274,1610612750,13,15,2022-12-31T01:22:39Z,710000,False,-212.0,172.0,1,right,MISS D. Russell 27' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,27.27,Missed,,,,,,,,,,,,,,,,
74,PT06M35.00S,2022-12-31T01:22:35.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612749,13,15,2022-12-31T01:22:39Z,720000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,
75,PT06M23.00S,2022-12-31T01:22:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630699,7.440867279894875,51.225490196078425,1610612749,15,15,2022-12-31T01:22:52Z,730000,False,-6.0,17.0,1,left,M. Beauchamp driving Layup (2 PTS),[1630699],1610612749.0,MIL,driving,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,,,1.84,Made,2.0,,,,,,,,,,,,,,,
76,PT06M07.00S,2022-12-31T01:23:02.7Z,1,REGULAR,3pt,Jump Shot,[],1629675,66.70499342969777,59.068627450980394,1610612750,15,18,2022-12-31T01:23:09Z,740000,False,45.0,260.0,1,right,N. Reid 26' 3PT pullup (7 PTS) (D. Russell 2 AST),"[1629675, 1626156]",1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,26.44,Made,7.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,
78,PT05M47.00S,2022-12-31T01:23:23.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,8.360709592641262,50.0,1610612749,17,18,2022-12-31T01:23:29Z,760000,False,0.0,26.0,1,left,B. Portis bank Hook (2 PTS),[1626171],1610612749.0,MIL,bank,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,2.61,Made,2.0,,,,,,,,,,,,,,,
79,PT05M33.00S,2022-12-31T01:23:37.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,92.32917214191852,58.57843137254902,1610612750,17,20,2022-12-31T01:23:49Z,770000,False,43.0,20.0,1,right,K. Anderson driving bank Hook (4 PTS),[203937],1610612750.0,MIN,driving bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,4.72,Made,4.0,,,,,,,,,,,,,,,
80,PT05M17.00S,2022-12-31T01:23:53.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,18.74178712220762,68.13725490196079,1610612749,19,20,2022-12-31T01:23:58Z,780000,False,-91.0,124.0,1,left,B. Portis 15' Jump Shot (4 PTS) (G. Allen 1 AST),"[1626171, 1628960]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,15.34,Made,4.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,
82,PT05M07.00S,2022-12-31T01:24:02.8Z,1,REGULAR,3pt,Jump Shot,[],1629675,66.83639947437582,57.35294117647059,1610612750,19,20,2022-12-31T01:24:09Z,800000,False,37.0,259.0,1,right,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,26.18,Missed,,,,,,,,,,,,,,,,
83,PT05M05.00S,2022-12-31T01:24:04.8Z,1,REGULAR,rebound,defensive,[],1630699,,,1610612749,19,20,2022-12-31T01:24:09Z,810000,False,,,0,,M. Beauchamp REBOUND (Off:0 Def:1),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,
84,PT04M52.00S,2022-12-31T01:24:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630699,32.802233902759525,26.225490196078432,1610612749,19,20,2022-12-31T01:24:24Z,820000,False,119.0,256.0,1,left,MISS M. Beauchamp 28' 3PT,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Right Center,,,28.21,Missed,,,,,,,,,,,,,,,,
