actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-18T01:10:19.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-18T01:10:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-12-18T01:10:23.9Z,1,REGULAR,jumpball,recovered,[],1626171,,,1610612749,0,0,2022-12-18T01:10:23Z,40000,False,,,0,,Jump Ball B. Lopez vs. K. Olynyk: Tip to B. Portis,"[1626171, 201572, 203482]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Lopez,201572.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-12-18T01:10:35.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628960,91.67214191852825,42.64705882352941,1610612749,0,0,2022-12-18T01:10:41Z,70000,False,-37.0,26.0,1,right,MISS G. Allen driving Hook,[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.49,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2022-12-18T01:10:38.7Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,0,0,2022-12-18T01:10:38Z,80000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2022-12-18T01:10:54.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,16.29434954007884,94.63082107843137,1610612762,0,0,2022-12-18T01:11:02Z,90000,False,-223.0,101.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.49,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2022-12-18T01:10:57.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,0,0,2022-12-18T01:11:02Z,100000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2022-12-18T01:11:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612749,0,0,2022-12-18T01:11:17Z,110000,False,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Portis 2 FT),"[1629020, 1626171]",1610612762.0,UTA,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,1.0,0.0,Portis,1626171.0,,,,,,,,,
13,PT11M14.00S,2022-12-18T01:11:33.1Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,1,0,2022-12-18T01:11:33Z,130000,False,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M14.00S,2022-12-18T01:11:49.0Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,2,0,2022-12-18T01:11:49Z,140000,False,,,0,,B. Portis Free Throw 2 of 2 (2 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
15,PT10M50.00S,2022-12-18T01:12:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,7.30946123521682,49.01960784313725,1610612762,2,2,2022-12-18T01:12:21Z,150000,False,5.0,16.0,1,left,K. Olynyk driving finger roll Layup (2 PTS),[203482],1610612762.0,UTA,driving finger roll,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.69,Made,,,,,,,,,,2.0,,,,,,,,
