actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-03T00:10:16.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-03T00:10:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-03T00:10:20.3Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2023-04-03T00:10:20Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Embiid: Tip to G. Antetokounmpo,"[203507, 201572, 203954]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-03T00:10:36.8Z,1,REGULAR,2pt,Jump Shot,[],201572,17.559132720105126,21.568627450980394,1610612749,2,0,2023-04-03T00:10:42Z,70000,False,142.0,113.0,1,left,B. Lopez 18' Jump Shot (2 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right Center,18.14,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M12.00S,2023-04-03T00:11:03.8Z,1,REGULAR,turnover,lost ball,[],203954,,,1610612755,2,0,2023-04-03T00:11:18Z,80000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 203507]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,1.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,
9,PT11M12.00S,2023-04-03T00:11:03.8Z,1,REGULAR,steal,,[],203507,,,1610612749,2,0,2023-04-03T00:11:06Z,90000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
10,PT10M58.00S,2023-04-03T00:11:18.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,8.754927726675426,97.79411764705883,1610612749,5,0,2023-04-03T00:11:23Z,100000,False,-239.0,30.0,1,left,J. Holiday 24' 3PT  (3 PTS) (K. Middleton 1 AST),"[201950, 203114]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,24.09,Made,3.0,,,,K. Middleton,203114.0,1.0,,,,,,,,,,,
12,PT10M47.00S,2023-04-03T00:11:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630178,67.49342969776609,23.284313725490197,1610612755,5,3,2023-04-03T00:20:39Z,120000,False,-134.0,253.0,1,right,T. Maxey 28' 3PT pullup (3 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,28.62,Made,3.0,,,,,,,,,,,,,,,,,
13,PT10M36.00S,2023-04-03T00:11:39.9Z,1,REGULAR,3pt,Jump Shot,[],203114,25.18068331143233,80.14705882352942,1610612749,8,3,2023-04-03T00:11:45Z,130000,False,-151.0,184.0,1,left,K. Middleton 3PT pullup (3 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,23.8,Made,3.0,,,,,,,,,,,,,,,,,
14,PT10M23.00S,2023-04-03T00:11:52.2Z,1,REGULAR,2pt,Jump Shot,[],203954,83.5742444152431,72.32689950980392,1610612755,8,5,2023-04-03T00:12:02Z,140000,False,112.0,102.0,1,right,J. Embiid 15' Jump Shot (2 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,15.11,Made,2.0,,,,J. Harden,201935.0,1.0,,,,,,,,,,,
16,PT10M07.00S,2023-04-03T00:12:08.9Z,1,REGULAR,2pt,Jump Shot,[],203114,24.704336399474375,76.98376225490196,1610612749,10,5,2023-04-03T00:12:20Z,160000,False,-135.0,180.0,1,left,K. Middleton 22' step back Jump Shot (5 PTS),[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,22.47,Made,5.0,,,,,,,,,,,,,,,,,
