actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
82,PT06M11.00S,2022-11-03T00:22:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,5.075558475689881,46.07843137254902,1610612749,15,14,2022-11-03T00:22:49Z,810000,20.0,-5.0,1,left,J. Holiday driving Layup (4 PTS) (J. Carter 2 AST),"[201950, 1628975]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,4.0,,,,,,,,,J. Carter,1628975.0,2.0,,
84,PT05M53.00S,2022-11-03T00:23:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.80354796320631,51.225490196078425,1610612765,15,14,2022-11-03T00:23:13Z,830000,6.0,25.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 201572]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
85,PT05M53.00S,2022-11-03T00:23:03.4Z,1,REGULAR,block,,[],201572,,,1610612765,15,14,2022-11-03T00:23:07Z,840000,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT05M53.00S,2022-11-03T00:23:03.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,15,14,2022-11-03T00:23:13Z,850000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,84.0,,,,,,,,,,,,,,,,,
88,PT05M51.00S,2022-11-03T00:23:22.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630595,94.95729303547962,83.82352941176471,1610612765,15,14,2022-11-03T00:23:28Z,870000,169.0,-5.0,1,right,MISS C. Cunningham 16' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,16.92,Missed,,,,,,,,,,,,,,,,,,
89,PT05M47.00S,2022-11-03T00:23:26.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,14,2022-11-03T00:23:28Z,880000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,
90,PT05M41.00S,2022-11-03T00:23:34.3Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,15,14,2022-11-03T00:23:47Z,890000,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,lost ball,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,,,,,,2003.0,,,,,1.0,,,,,,,
91,PT05M41.00S,2022-11-03T00:23:42.1Z,1,REGULAR,substitution,out,[],1628975,,,1610612765,15,14,2022-11-03T00:23:46Z,900000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M41.00S,2022-11-03T00:23:42.1Z,1,REGULAR,substitution,in,[],201588,,,1610612765,15,14,2022-11-03T00:23:46Z,910000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M23.00S,2022-11-03T00:24:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,93.11760840998686,51.470588235294116,1610612765,15,16,2022-11-03T00:24:07Z,920000,7.0,12.0,1,right,S. Bey driving Layup (4 PTS),[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,4.0,,,,,,,,,,,,,
94,PT05M09.00S,2022-11-03T00:24:16.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,11.645860709592641,48.529411764705884,1610612749,17,16,2022-11-03T00:24:22Z,930000,7.0,57.0,1,left,B. Portis driving Hook (2 PTS),[1626171],1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,,,,,2.0,,,,,,,,,,,,,
95,PT04M46.00S,2022-11-03T00:24:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,76.95466491458606,88.48039215686273,1610612765,17,16,2022-11-03T00:24:45Z,940000,192.0,164.0,1,right,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
96,PT04M43.00S,2022-11-03T00:24:42.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,17,16,2022-11-03T00:24:45Z,950000,,,0,,B. Lopez REBOUND (Off:1 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,95.0,2.0,1.0,1.0,,,,,,,,,,,,,,
97,PT04M33.00S,2022-11-03T00:24:52.0Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,17,16,2022-11-03T00:24:57Z,960000,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 1631093]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Ivey,1631093.0,,,,,
98,PT04M33.00S,2022-11-03T00:24:52.0Z,1,REGULAR,steal,,[],1631093,,,1610612765,17,16,2022-11-03T00:24:55Z,970000,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT04M26.00S,2022-11-03T00:24:59.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630191,67.36202365308804,47.549019607843135,1610612765,17,16,2022-11-03T00:25:07Z,980000,-12.0,254.0,1,right,MISS I. Stewart 25' running 3PT,[1630191],1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,25.46,Missed,,,,,,,,,,,,,,,,,,
100,PT04M23.00S,2022-11-03T00:25:02.0Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,17,16,2022-11-03T00:25:07Z,990000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,Above the Break 3,24+ Center,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT04M13.00S,2022-11-03T00:25:12.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,17.16491458607096,38.48039215686275,1610612749,19,16,2022-11-03T00:25:18Z,1000000,58.0,109.0,1,left,J. Holiday 12' pullup Jump Shot (6 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,12.32,Made,,,,,6.0,,,,,,,,,,,,,
102,PT03M49.00S,2022-11-03T00:25:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,69.20170827858082,23.03921568627451,1610612765,19,16,2022-11-03T00:25:44Z,1010000,-135.0,237.0,1,right,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,27.27,Missed,,,,,,,,,,,,,,,,,,
103,PT03M47.00S,2022-11-03T00:25:38.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,19,16,2022-11-03T00:25:44Z,1020000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,102.0,,,,,,,,,,,,,,,,,
105,PT03M47.00S,2022-11-03T00:25:47.8Z,1,REGULAR,substitution,out,[],201950,,,1610612749,19,16,2022-11-03T00:26:05Z,1040000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M47.00S,2022-11-03T00:25:47.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612749,19,16,2022-11-03T00:26:05Z,1050000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M47.00S,2022-11-03T00:25:47.8Z,1,REGULAR,substitution,out,[],1630180,,,1610612749,19,16,2022-11-03T00:26:05Z,1060000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M47.00S,2022-11-03T00:25:47.8Z,1,REGULAR,substitution,in,[],202083,,,1610612749,19,16,2022-11-03T00:26:05Z,1070000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M47.00S,2022-11-03T00:25:47.8Z,1,REGULAR,substitution,in,[],1628977,,,1610612749,19,16,2022-11-03T00:26:05Z,1080000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M47.00S,2022-11-03T00:25:47.8Z,1,REGULAR,substitution,in,[],203457,,,1610612749,19,16,2022-11-03T00:26:05Z,1090000,,,0,,SUB in: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2022-11-03T00:26:16.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201572,7.5722733245729295,48.03921568627451,1610612749,21,16,2022-11-03T00:26:50Z,1100000,10.0,19.0,1,left,B. Lopez turnaround Hook (4 PTS) (G. Hill 1 AST),"[201572, 201588]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,4.0,,,,,,,,,G. Hill,201588.0,1.0,,
113,PT03M34.00S,2022-11-03T00:26:24.6Z,1,REGULAR,foul,personal,['1freethrow'],203457,,,1610612749,21,16,2022-11-03T00:26:38Z,1120000,,,0,,N. Noel shooting personal FOUL (1 PF) (Lopez 1 FT),"[203457, 201572]",1610612765.0,DET,shooting,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,1.0,0.0,Lopez,201572.0,,,,,,,,
115,PT03M34.00S,2022-11-03T00:26:40.1Z,1,REGULAR,substitution,out,[],1630595,,,1610612749,21,16,2022-11-03T00:27:18Z,1140000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M34.00S,2022-11-03T00:26:40.1Z,1,REGULAR,substitution,in,[],1630165,,,1610612749,21,16,2022-11-03T00:27:18Z,1150000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M34.00S,2022-11-03T00:26:50.2Z,1,REGULAR,freethrow,1 of 1,[],201572,,,1610612749,22,16,2022-11-03T00:26:50Z,1160000,,,0,,B. Lopez Free Throw 1 of 1 (5 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
118,PT03M23.00S,2022-11-03T00:27:03.1Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,22,16,2022-11-03T00:30:02Z,1170000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 201572]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,Lopez,201572.0,,,,,
119,PT03M23.00S,2022-11-03T00:27:03.1Z,1,REGULAR,steal,,[],201572,,,1610612749,22,16,2022-11-03T00:27:18Z,1180000,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
120,PT03M21.00S,2022-11-03T00:27:23.9Z,1,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,22,16,2022-11-03T00:39:35Z,1190000,,,0,,B. Portis lost ball out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,lost ball,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,2003.0,,,,,1.0,,,,,,,
122,PT03M11.00S,2022-11-03T00:27:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203457,94.30026281208936,47.549019607843135,1610612765,22,18,2022-11-03T00:27:50Z,1210000,-12.0,1.0,1,right,N. Noel alley-oop Layup (2 PTS) (B. Bogdanovic 1 AST),"[203457, 202711]",1610612765.0,DET,alley-oop,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,,,,,,,,,B. Bogdanovic,202711.0,1.0,,
124,PT03M05.00S,2022-11-03T00:27:57.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,22,18,2022-11-03T00:27:57Z,1230000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M05.00S,2022-11-03T00:30:00.5Z,1,REGULAR,substitution,out,[],201572,,,1610612749,22,18,2022-11-03T00:30:34Z,1240000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M05.00S,2022-11-03T00:30:00.5Z,1,REGULAR,substitution,in,[],203507,,,1610612749,22,18,2022-11-03T00:30:34Z,1250000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2022-11-03T00:31:06.7Z,1,REGULAR,3pt,Jump Shot,[],202083,2.1846254927726676,96.32352941176471,1610612749,22,18,2022-11-03T00:31:13Z,1260000,-232.0,-32.0,1,left,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
128,PT02M45.00S,2022-11-03T00:31:09.7Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,22,18,2022-11-03T00:31:13Z,1270000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Left Corner 3,24+ Left,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M33.00S,2022-11-03T00:31:22.3Z,1,REGULAR,3pt,Jump Shot,[],202711,81.2910643889619,91.91176470588235,1610612765,22,18,2022-11-03T00:31:31Z,1280000,210.0,123.0,1,right,MISS B. Bogdanovic 24' step back 3PT,[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.32,Missed,,,,,,,,,,,,,,,,,,
130,PT02M29.00S,2022-11-03T00:31:26.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,18,2022-11-03T00:31:31Z,1290000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,129.0,3.0,3.0,0.0,,,,,,,,,,,,,,
131,PT02M20.00S,2022-11-03T00:31:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629670,20.97568988173456,90.93137254901961,1610612749,25,18,2022-11-03T00:31:40Z,1300000,-205.0,145.0,1,left,J. Nwora 25' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1629670, 203507]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,3.0,,,,,,,,,G. Antetokounmpo,203507.0,1.0,,
133,PT02M08.00S,2022-11-03T00:31:46.2Z,1,REGULAR,turnover,lost ball,[],1630165,,,1610612765,25,18,2022-11-03T00:31:59Z,1320000,,,0,,K. Hayes lost ball TURNOVER (2 TO),"[1630165, 1629670]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Nwora,1629670.0,,,,,
134,PT02M08.00S,2022-11-03T00:31:46.2Z,1,REGULAR,steal,,[],1629670,,,1610612749,25,18,2022-11-03T00:31:49Z,1330000,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2022-11-03T00:31:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201588,6.652431011826544,49.754901960784316,1610612749,25,18,2022-11-03T00:32:03Z,1340000,1.0,10.0,1,left,MISS G. Hill running Layup - blocked,"[201588, 1630165]",1610612749.0,MIL,running,,,Hill,G. Hill,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,Hayes,1630165.0
136,PT02M04.00S,2022-11-03T00:31:50.5Z,1,REGULAR,block,,[],1630165,,,1610612749,25,18,2022-11-03T00:31:55Z,1350000,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M03.00S,2022-11-03T00:31:51.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,25,18,2022-11-03T00:32:03Z,1360000,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,135.0,5.0,1.0,4.0,,,,,,,,,,,,,,
138,PT02M03.00S,2022-11-03T00:31:59.0Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612749,25,18,2022-11-03T00:32:14Z,1370000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[202711, 203507]",1610612765.0,DET,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
140,PT02M03.00S,2022-11-03T00:32:35.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",203507,,,1610612749,26,18,2022-11-03T00:32:35Z,1390000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
141,PT02M03.00S,2022-11-03T00:32:39.6Z,1,REGULAR,substitution,out,[],202711,,,1610612749,26,18,2022-11-03T00:32:43Z,1400000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M03.00S,2022-11-03T00:32:39.6Z,1,REGULAR,substitution,in,[],1630587,,,1610612749,26,18,2022-11-03T00:32:43Z,1410000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M03.00S,2022-11-03T00:32:58.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",203507,,,1610612749,27,18,2022-11-03T00:32:58Z,1420000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
144,PT01M47.00S,2022-11-03T00:33:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630587,76.95466491458606,11.27450980392157,1610612765,27,18,2022-11-03T00:33:22Z,1430000,-194.0,164.0,1,right,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
145,PT01M44.00S,2022-11-03T00:33:20.4Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,27,18,2022-11-03T00:33:22Z,1440000,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,144.0,6.0,2.0,4.0,,,,,,,,,,,,,,
146,PT01M26.00S,2022-11-03T00:33:38.3Z,1,REGULAR,turnover,lost ball,[],1629670,,,1610612749,27,18,2022-11-03T00:33:44Z,1450000,,,0,,J. Nwora lost ball TURNOVER (1 TO),"[1629670, 1631093]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Ivey,1631093.0,,,,,
147,PT01M26.00S,2022-11-03T00:33:38.3Z,1,REGULAR,steal,,[],1631093,,,1610612765,27,18,2022-11-03T00:33:41Z,1460000,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M22.00S,2022-11-03T00:33:41.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631093,93.51182654402102,48.529411764705884,1610612765,27,20,2022-11-03T00:33:50Z,1470000,-7.0,8.0,1,right,J. Ivey running DUNK (2 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,2.0,,,,,,,,,,,,,
149,PT01M08.00S,2022-11-03T00:33:55.8Z,1,REGULAR,3pt,Jump Shot,[],202083,5.863994743758213,4.411764705882353,1610612749,27,20,2022-11-03T00:34:03Z,1480000,228.0,3.0,1,left,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
150,PT01M05.00S,2022-11-03T00:33:58.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,27,20,2022-11-03T00:34:03Z,1490000,,,0,,G. Antetokounmpo REBOUND (Off:5 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,149.0,7.0,2.0,5.0,,,,,,,,,,,,,,
151,PT01M05.00S,2022-11-03T00:34:02.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203457,,,1610612749,27,20,2022-11-03T00:34:12Z,1500000,,,0,,N. Noel shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[203457, 203507]",1610612765.0,DET,shooting,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,,,,,,,,1626302.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
153,PT01M05.00S,2022-11-03T00:34:44.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,28,20,2022-11-03T00:34:44Z,1520000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
154,PT01M05.00S,2022-11-03T00:34:48.5Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,28,20,2022-11-03T00:34:56Z,1530000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M05.00S,2022-11-03T00:34:48.5Z,1,REGULAR,substitution,in,[],1628960,,,1610612749,28,20,2022-11-03T00:34:56Z,1540000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M05.00S,2022-11-03T00:34:44.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,28,20,2022-11-03T00:35:33Z,1550000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M03.00S,2022-11-03T00:34:46.4Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,28,20,2022-11-03T00:35:33Z,1560000,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M49.50S,2022-11-03T00:35:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630165,88.78120893561103,3.9215686274509802,1610612765,28,23,2022-11-03T00:35:36Z,1570000,-230.0,53.0,1,right,K. Hayes 3PT  (3 PTS) (J. Ivey 1 AST),"[1630165, 1631093]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,23.64,Made,,,,,3.0,,,,,,,,,J. Ivey,1631093.0,1.0,,
160,PT00M36.60S,2022-11-03T00:35:46.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612749,28,23,2022-11-03T00:36:02Z,1590000,,,0,,H. Diallo personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628977, 203507]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,,,2003.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
162,PT00M36.60S,2022-11-03T00:36:21.3Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,29,23,2022-11-03T00:36:47Z,1610000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
163,PT00M36.60S,2022-11-03T00:36:21.3Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,29,23,2022-11-03T00:36:47Z,1620000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
164,PT00M34.90S,2022-11-03T00:36:23.0Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,29,23,2022-11-03T00:36:47Z,1630000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT00M22.40S,2022-11-03T00:36:57.9Z,1,REGULAR,3pt,Jump Shot,[],1631093,67.62483574244416,44.11764705882353,1610612765,29,26,2022-11-03T00:37:13Z,1640000,-29.0,252.0,1,right,J. Ivey 25' 3PT step back bank (5 PTS),[1631093],1610612765.0,DET,step back bank,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,25.35,Made,,,,,5.0,,,,,,,,,,,,,
