actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT10M43.00S,2022-10-30T00:11:52.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628960,12.302890932982917,41.42156862745098,1610612749,0,2,2022-10-30T00:20:38Z,160000,43.0,63.0,1,left,MISS G. Allen 7' turnaround Hook,[1628960],1610612749.0,MIL,turnaround,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,7.63,Missed,,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2022-10-30T00:11:53.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,2,2022-10-30T00:20:38Z,170000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
19,PT10M41.00S,2022-10-30T00:11:57.7Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,0,2,2022-10-30T00:19:57Z,190000,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1628975]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Carter,1628975.0,,,,,
60,PT10M41.00S,2022-10-30T00:11:57.7Z,1,REGULAR,steal,,[],1628975,,,1610612749,0,2,2022-10-30T00:19:42Z,192500,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2022-10-30T00:12:14.9Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,0,2,2022-10-30T00:20:03Z,195000,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 203991]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Capela,203991.0,,,,,
23,PT10M38.00S,2022-10-30T00:12:14.9Z,1,REGULAR,steal,,[],203991,,,1610612737,0,2,2022-10-30T00:12:44Z,197500,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2022-10-30T00:12:32.2Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612737,0,2,2022-10-30T00:12:43Z,200000,,,0,,B. Lopez shooting personal FOUL (1 PF) (Collins 2 FT),"[201572, 1628381]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627524.0,1.0,0.0,Collins,1628381.0,,,,,,,,,
24,PT10M33.00S,2022-10-30T00:12:44.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628381,,,1610612737,0,2,2022-10-30T00:13:01Z,220000,,,0,,MISS J. Collins Free Throw 1 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT10M33.00S,2022-10-30T00:12:44.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,0,2,2022-10-30T00:13:01Z,230000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
26,PT10M33.00S,2022-10-30T00:12:44.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628381,,,1610612737,0,2,2022-10-30T00:13:01Z,240000,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M26.00S,2022-10-30T00:12:51.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,2,2022-10-30T00:13:01Z,250000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT10M14.00S,2022-10-30T00:12:59.2Z,1,REGULAR,3pt,Jump Shot,[],201950,33.065045992115635,51.225490196078425,1610612749,0,2,2022-10-30T00:17:23Z,260000,-6.0,258.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
29,PT10M10.00S,2022-10-30T00:13:03.2Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,0,2,2022-10-30T00:13:04Z,270000,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,28.0,2.0,2.0,0.0,,,,,,,,,,,,,,
30,PT10M02.00S,2022-10-30T00:13:11.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,87.99277266754271,80.63725490196079,1610612737,0,2,2022-10-30T00:18:02Z,280000,153.0,60.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right,16.47,Missed,,,,,,,,,,,,,,,,,,
31,PT09M52.00S,2022-10-30T00:13:21.6Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,2,2022-10-30T00:13:21Z,290000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M43.00S,2022-10-30T00:13:42.0Z,1,REGULAR,2pt,Jump Shot,[],201950,8.360709592641262,75.0,1610612749,0,2,2022-10-30T00:13:47Z,310000,-125.0,26.0,1,left,MISS J. Holiday 12' fadeaway Shot,[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,12.77,Missed,,,,,,,,,,,,,,,,,,
34,PT09M40.00S,2022-10-30T00:13:44.8Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,2,2022-10-30T00:13:44Z,320000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,33.0,3.0,2.0,1.0,,,,,,,,,,,,,,
35,PT09M33.00S,2022-10-30T00:13:52.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,7.5722733245729295,50.0,1610612749,2,2,2022-10-30T00:13:57Z,330000,0.0,19.0,1,left,G. Antetokounmpo driving DUNK (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,,2.0,,,,,,,,
36,PT09M18.00S,2022-10-30T00:14:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629027,67.36202365308804,14.950980392156863,1610612737,2,5,2022-10-30T00:14:13Z,340000,-175.0,254.0,1,right,T. Young 30' 3PT step back (5 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,30.88,Made,,,,,,,,,,5.0,,,,,,,,
37,PT09M01.00S,2022-10-30T00:14:24.2Z,1,REGULAR,2pt,Jump Shot,[],201950,16.507884362680684,26.96078431372549,1610612749,2,5,2022-10-30T00:14:32Z,350000,115.0,103.0,1,left,MISS J. Holiday 15' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,15.43,Missed,,,,,,,,,,,,,,,,,,
38,PT09M00.00S,2022-10-30T00:14:30.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,2,5,2022-10-30T00:14:30Z,360000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Right,,,37.0,,,,,,,,,,,,,,,,,
40,PT08M47.00S,2022-10-30T00:14:53.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203507,19.92444152431012,67.64705882352942,1610612749,2,5,2022-10-30T00:14:59Z,380000,-88.0,135.0,1,left,MISS G. Antetokounmpo 16' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,16.11,Missed,,,,,,,,,,,,,,,,,,
41,PT08M44.00S,2022-10-30T00:14:56.1Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,2,5,2022-10-30T00:14:59Z,390000,,,0,,D. Hunter REBOUND (Off:0 Def:3),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,,,40.0,3.0,3.0,0.0,,,,,,,,,,,,,,
42,PT08M38.00S,2022-10-30T00:15:02.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.06636005256242,51.71568627450981,1610612737,2,5,2022-10-30T00:15:23Z,400000,9.0,22.0,1,right,MISS C. Capela cutting DUNK - blocked,"[203991, 201572]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,Lopez,201572.0,,,
43,PT08M38.00S,2022-10-30T00:15:02.7Z,1,REGULAR,block,,[],201572,,,1610612737,2,5,2022-10-30T00:15:06Z,410000,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2022-10-30T00:15:08.7Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,2,5,2022-10-30T00:15:08Z,420000,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT08M31.00S,2022-10-30T00:15:09.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,77.08607095926413,9.313725490196079,1610612737,2,8,2022-10-30T00:15:16Z,430000,-203.0,163.0,1,right,D. Hunter 26' 3PT  (3 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.06,Made,,,,,,,,,,3.0,,,,,,J. Collins,1628381.0,1.0
47,PT08M16.00S,2022-10-30T00:15:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.046649145860711,49.754901960784316,1610612749,4,8,2022-10-30T00:15:29Z,450000,1.0,14.0,1,left,J. Holiday driving Layup (2 PTS),[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,,,,2.0,,,,,,,,
48,PT08M03.00S,2022-10-30T00:15:43.5Z,1,REGULAR,foul,technical,['1freethrow'],201572,,,1610612737,4,8,2022-10-30T00:16:02Z,460000,,,0,,B. Lopez defensive-3-second technical FOUL (1 Tech),[201572],1610612749.0,MIL,defensive-3-second,,,Lopez,B. Lopez,,,,,,,,,,,,,204058.0,1.0,1.0,,,,,,,,,,,
49,PT08M03.00S,2022-10-30T00:16:03.3Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,4,9,2022-10-30T00:16:03Z,470000,,,0,,T. Young technical Free Throw 1 of 1 (6 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
50,PT07M56.00S,2022-10-30T00:16:19.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,85.89027595269383,51.470588235294116,1610612737,4,11,2022-10-30T00:16:26Z,480000,7.0,80.0,1,right,J. Collins 8' driving Hook (2 PTS),[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,,,,2.0,,,,,,,,
51,PT07M38.00S,2022-10-30T00:16:37.3Z,1,REGULAR,3pt,Jump Shot,[],201572,10.988830486202366,4.166666666666666,1610612749,7,11,2022-10-30T00:16:42Z,490000,229.0,51.0,1,left,B. Lopez 3PT  (3 PTS) (J. Carter 1 AST),"[201572, 1628975]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,23.48,Made,,,,,,,,,,3.0,,,,,,J. Carter,1628975.0,1.0
53,PT07M28.00S,2022-10-30T00:16:47.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,68.01905387647832,66.66666666666666,1610612737,7,11,2022-10-30T00:22:44Z,510000,83.0,248.0,1,right,MISS D. Murray 26' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
54,PT07M24.00S,2022-10-30T00:16:51.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,7,11,2022-10-30T00:17:02Z,520000,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT07M09.00S,2022-10-30T00:17:06.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,15.062417871222076,54.41176470588235,1610612749,9,11,2022-10-30T00:17:15Z,530000,-22.0,89.0,1,left,B. Lopez 9' floating Jump Shot (5 PTS) (J. Holiday 1 AST),"[201572, 201950]",1610612749.0,MIL,floating,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,9.18,Made,,,,,,,,,,5.0,,,,,,J. Holiday,201950.0,1.0
57,PT06M56.00S,2022-10-30T00:17:19.2Z,1,REGULAR,3pt,Jump Shot,[],1627749,72.48685939553219,8.088235294117647,1610612737,9,14,2022-10-30T00:17:25Z,550000,-210.0,206.0,1,right,D. Murray 29' 3PT  (3 PTS) (T. Young 1 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,29.4,Made,,,,,,,,,,3.0,,,,,,T. Young,1629027.0,1.0
59,PT06M48.00S,2022-10-30T00:17:33.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,14,2022-10-30T00:17:33Z,570000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M48.00S,2022-10-30T00:19:31.3Z,1,REGULAR,substitution,out,[],203507,,,1610612749,9,14,2022-10-30T00:20:26Z,580000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M48.00S,2022-10-30T00:19:31.3Z,1,REGULAR,substitution,out,[],1628975,,,1610612749,9,14,2022-10-30T00:20:26Z,590000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2022-10-30T00:19:31.3Z,1,REGULAR,substitution,out,[],203991,,,1610612749,9,14,2022-10-30T00:20:26Z,600000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M48.00S,2022-10-30T00:19:31.3Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,9,14,2022-10-30T00:20:26Z,610000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2022-10-30T00:19:31.3Z,1,REGULAR,substitution,in,[],202083,,,1610612749,9,14,2022-10-30T00:20:26Z,620000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2022-10-30T00:19:31.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612749,9,14,2022-10-30T00:20:26Z,630000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2022-10-30T00:20:50.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201950,9.411957950065702,51.225490196078425,1610612749,9,14,2022-10-30T00:25:56Z,640000,-6.0,36.0,1,left,MISS J. Holiday driving Hook,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
68,PT06M38.00S,2022-10-30T00:20:51.5Z,1,REGULAR,rebound,offensive,[],202083,,,1610612749,9,14,2022-10-30T00:25:56Z,650000,,,0,,W. Matthews REBOUND (Off:1 Def:0),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,,
69,PT06M38.00S,2022-10-30T00:20:55.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202083,5.590000152587891,50.0,1610612749,9,14,2022-10-30T00:26:11Z,660000,0.0,0.0,1,left,MISS W. Matthews tip Layup,[202083],1610612749.0,MIL,tip,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2022-10-30T00:20:56.9Z,1,REGULAR,rebound,offensive,[],202083,,,1610612749,9,14,2022-10-30T00:26:11Z,670000,,,0,,W. Matthews REBOUND (Off:2 Def:0),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,,,69.0,2.0,0.0,2.0,,,,,,,,,,,,,,
71,PT06M34.00S,2022-10-30T00:20:57.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202083,12.483574244415244,94.38572303921569,1610612749,9,14,2022-10-30T00:27:01Z,680000,-222.0,65.0,1,left,MISS W. Matthews pullup 3PT,[202083],1610612749.0,MIL,pullup,,,Matthews,W. Matthews,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
72,PT06M32.00S,2022-10-30T00:20:59.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,9,14,2022-10-30T00:26:24Z,690000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,71.0,,,,,,,,,,,,,,,,,
74,PT06M23.00S,2022-10-30T00:21:21.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,34.641918528252305,52.69607843137255,1610612749,9,14,2022-10-30T00:21:26Z,710000,-13.0,273.0,1,left,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,27.34,Missed,,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2022-10-30T00:21:24.9Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,9,14,2022-10-30T00:21:26Z,720000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT06M13.00S,2022-10-30T00:21:32.1Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612737,9,14,2022-10-30T00:21:39Z,730000,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 202083]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,Matthews,202083.0,,,,,
77,PT06M13.00S,2022-10-30T00:21:32.1Z,1,REGULAR,steal,,[],202083,,,1610612749,9,14,2022-10-30T00:21:34Z,740000,,,0,,W. Matthews STEAL (1 STL),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
78,PT06M08.00S,2022-10-30T00:21:36.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,6.783837056504599,50.98039215686274,1610612749,11,14,2022-10-30T00:21:46Z,750000,-5.0,11.0,1,left,G. Allen running DUNK (2 PTS) (W. Matthews 1 AST),"[1628960, 202083]",1610612749.0,MIL,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,2.0,,,,,,W. Matthews,202083.0,1.0
80,PT05M48.00S,2022-10-30T00:21:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629631,68.80749014454665,27.450980392156865,1610612737,11,14,2022-10-30T00:26:00Z,770000,-113.0,241.0,1,right,MISS D. Hunter 26' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2022-10-30T00:21:56.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,11,14,2022-10-30T00:22:08Z,780000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,80.0,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2022-10-30T00:22:04.5Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,11,14,2022-10-30T00:22:14Z,800000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M48.00S,2022-10-30T00:22:04.5Z,1,REGULAR,substitution,out,[],1627749,,,1610612749,11,14,2022-10-30T00:22:14Z,810000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M48.00S,2022-10-30T00:22:04.5Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,11,14,2022-10-30T00:22:14Z,820000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M48.00S,2022-10-30T00:22:04.5Z,1,REGULAR,substitution,in,[],1628988,,,1610612749,11,14,2022-10-30T00:22:14Z,830000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
