actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
187,PT12M00.00S,2023-02-01T01:35:20.0Z,2,REGULAR,period,start,[],0,,,1610612766,34,27,2023-02-01T01:35:26Z,1820000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M49.00S,2023-02-01T01:35:30.7Z,2,REGULAR,2pt,Jump Shot,[],202330,80.50262812089356,21.323529411764707,1610612766,34,29,2023-02-01T01:35:37Z,1830000,False,-143.0,131.0,1,right,G. Hayward 19' pullup Jump Shot (4 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,19.41,Made,,4.0,,,,,,,,,,,,,,,,
190,PT11M29.00S,2023-02-01T01:35:49.9Z,2,REGULAR,2pt,Jump Shot,[],1629670,24.26084099868594,48.03921568627451,1610612749,34,29,2023-02-01T01:35:54Z,1850000,False,10.0,176.0,1,left,MISS J. Nwora 17' step back Shot,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,Mid-Range,16-24 Center,17.59,Missed,,,,,,,,,,,,,,,,,,
191,PT11M26.00S,2023-02-01T01:35:52.9Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,34,29,2023-02-01T01:35:54Z,1860000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,,,190.0,,,,,1.0,1.0,0.0,,,,,,,,,,
192,PT11M22.00S,2023-02-01T01:35:57.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,66.5735873850197,70.83333333333334,1610612766,34,29,2023-02-01T01:36:02Z,1870000,False,104.0,262.0,1,right,MISS L. Ball 28' running 3PT,[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,28.17,Missed,,,,,,,,,,,,,,,,,,
193,PT11M19.00S,2023-02-01T01:36:00.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,34,29,2023-02-01T01:36:02Z,1880000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,192.0,,,,,6.0,5.0,1.0,,,,,,,,,,
194,PT11M00.00S,2023-02-01T01:36:18.7Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,34,29,2023-02-01T01:36:28Z,1890000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1630163]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0
195,PT11M00.00S,2023-02-01T01:36:18.7Z,2,REGULAR,steal,,[],1630163,,,1610612766,34,29,2023-02-01T01:36:21Z,1900000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT10M53.00S,2023-02-01T01:36:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,93.9060446780552,52.94117647058824,1610612766,34,31,2023-02-01T01:36:32Z,1910000,False,15.0,5.0,1,right,P. Washington running Layup (5 PTS) (G. Hayward 1 AST),"[1629023, 202330]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.55,Made,,5.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,
198,PT10M36.00S,2023-02-01T01:36:43.6Z,2,REGULAR,2pt,Jump Shot,[],203507,15.062417871222076,78.92156862745098,1610612749,36,31,2023-02-01T01:36:48Z,1930000,False,-145.0,89.0,1,left,G. Antetokounmpo 16' Jump Shot (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left,16.98,Made,,10.0,,,,,,,,,,,,,,,,
199,PT10M21.00S,2023-02-01T01:36:58.7Z,2,REGULAR,3pt,Jump Shot,[],1629023,73.01248357424441,12.254901960784313,1610612766,36,31,2023-02-01T01:37:08Z,1940000,False,-189.0,201.0,1,right,MISS P. Washington 27' 3PT - blocked,"[1629023, 1626192]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,27.58,Missed,,,,,,,,,Connaughton,1626192.0,,,,,,,,
200,PT10M21.00S,2023-02-01T01:36:58.7Z,2,REGULAR,block,,[],1626192,,,1610612766,36,31,2023-02-01T01:37:02Z,1950000,False,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
201,PT10M16.00S,2023-02-01T01:37:03.7Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,36,31,2023-02-01T01:37:08Z,1960000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,199.0,,,,,1.0,0.0,1.0,,,,,,,,,,
202,PT10M16.00S,2023-02-01T01:37:08.1Z,2,REGULAR,foul,personal,[],203114,,,1610612766,36,31,2023-02-01T01:37:35Z,1970000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 202330]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Hayward,202330.0,,,
204,PT10M16.00S,2023-02-01T01:37:21.2Z,2,REGULAR,substitution,out,[],203114,,,1610612766,36,31,2023-02-01T01:37:26Z,1990000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M16.00S,2023-02-01T01:37:21.2Z,2,REGULAR,substitution,in,[],1628960,,,1610612766,36,31,2023-02-01T01:37:26Z,2000000,False,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M09.00S,2023-02-01T01:37:31.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,68.41327201051249,29.166666666666668,1610612766,36,31,2023-02-01T01:37:39Z,2010000,False,-104.0,244.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
207,PT10M07.00S,2023-02-01T01:37:34.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,36,31,2023-02-01T01:37:34Z,2020000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,206.0,,,,,7.0,6.0,1.0,,,,,,,,,,
208,PT10M01.00S,2023-02-01T01:37:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,50.73529411764706,1610612749,38,31,2023-02-01T02:01:08Z,2030000,False,-4.0,6.0,1,left,G. Antetokounmpo driving Layup (12 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.73,Made,,12.0,,,,,,,,,,,,,,,,
209,PT09M49.00S,2023-02-01T01:37:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.9862023653088,62.5,1610612766,38,33,2023-02-01T01:37:57Z,2040000,False,62.0,13.0,1,right,D. Smith Jr. 6' driving finger roll Layup (2 PTS),[1628372],1610612766.0,CHA,driving finger roll,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.39,Made,,2.0,,,,,,,,,,,,,,,,
210,PT09M36.00S,2023-02-01T01:38:04.5Z,2,REGULAR,3pt,Jump Shot,[],1629670,29.517082785808146,85.7843137254902,1610612749,38,33,2023-02-01T01:38:08Z,2050000,False,-179.0,225.0,1,left,MISS J. Nwora 28' 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,28.75,Missed,,,,,,,,,,,,,,,,,,
211,PT09M33.00S,2023-02-01T01:38:07.5Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,38,33,2023-02-01T01:38:08Z,2060000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,210.0,,,,,2.0,2.0,0.0,,,,,,,,,,
212,PT09M30.00S,2023-02-01T01:38:11.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628372,94.1688567674113,44.85294117647059,1610612766,38,33,2023-02-01T01:38:55Z,2070000,False,-26.0,2.0,1,right,MISS D. Smith Jr. running Layup,[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
213,PT09M27.00S,2023-02-01T01:38:14.3Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,38,33,2023-02-01T01:38:55Z,2080000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,212.0,,,,,2.0,1.0,1.0,,,,,,,,,,
214,PT09M20.00S,2023-02-01T01:38:21.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,92.85479632063075,65.93137254901961,1610612766,38,33,2023-02-01T01:38:27Z,2090000,False,80.0,15.0,1,right,MISS L. Ball 8' driving floating bank Shot,[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,8.1,Missed,,,,,,,,,,,,,,,,,,
215,PT09M16.00S,2023-02-01T01:38:25.9Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,38,33,2023-02-01T01:38:27Z,2100000,False,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,8-16 Right,,,214.0,,,,,3.0,2.0,1.0,,,,,,,,,,
216,PT09M15.00S,2023-02-01T01:38:30.5Z,2,REGULAR,turnover,palming,[],203507,,,1610612749,38,33,2023-02-01T01:38:43Z,2110000,False,,,0,,G. Antetokounmpo palming TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1201.0,,,,,2.0,,
218,PT08M52.00S,2023-02-01T01:39:28.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630163,87.33574244415243,67.15686274509804,1610612766,38,33,2023-02-01T01:39:32Z,2130000,False,86.0,67.0,1,right,MISS L. Ball 10' driving floating bank Shot,[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,10.86,Missed,,,,,,,,,,,,,,,,,,
219,PT08M48.00S,2023-02-01T01:39:32.0Z,2,REGULAR,rebound,offensive,[],1630163,,,1610612766,38,33,2023-02-01T01:39:32Z,2140000,False,,,0,,L. Ball REBOUND (Off:3 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,218.0,,,,,5.0,2.0,3.0,,,,,,,,,,
220,PT08M48.00S,2023-02-01T01:39:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630163,94.40999984741211,50.0,1610612766,38,35,2023-02-01T01:39:32Z,2150000,False,0.0,0.0,1,right,L. Ball tip Layup (12 PTS),[1630163],1610612766.0,CHA,tip,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,0.0,Made,,12.0,,,,,,,,,,,,,,,,
221,PT08M34.00S,2023-02-01T01:39:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,12.959921156373195,56.127450980392155,1610612749,40,35,2023-02-01T01:39:50Z,2160000,False,-31.0,69.0,1,left,J. Nwora 7' pullup Jump Shot (2 PTS) (P. Connaughton 2 AST),"[1629670, 1626192]",1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,7.58,Made,,2.0,P. Connaughton,1626192.0,2.0,,,,,,,,,,,,,
223,PT08M19.00S,2023-02-01T01:40:05.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,83.78777923784494,46.568627450980394,1610612766,40,37,2023-02-01T02:04:07Z,2180000,False,-17.0,100.0,1,right,G. Hayward 10' turnaround fadeaway Jump Shot (6 PTS) (L. Ball 7 AST),"[202330, 1630163]",1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,10.14,Made,,6.0,L. Ball,1630163.0,7.0,,,,,,,,,,,,,
225,PT08M04.00S,2023-02-01T01:40:21.4Z,2,REGULAR,foul,personal,[],1631109,,,1610612749,40,37,2023-02-01T01:40:29Z,2200000,False,,,0,,M. Williams personal FOUL (1 PF),"[1631109, 203507]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1201.0,1.0,0.0,Antetokounmpo,203507.0,,,
227,PT08M04.00S,2023-02-01T01:40:29.2Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,40,37,2023-02-01T01:40:37Z,2220000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M04.00S,2023-02-01T01:40:29.2Z,2,REGULAR,substitution,out,[],1630163,,,1610612749,40,37,2023-02-01T01:40:37Z,2230000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M04.00S,2023-02-01T01:40:29.2Z,2,REGULAR,substitution,in,[],201950,,,1610612749,40,37,2023-02-01T01:40:37Z,2240000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2023-02-01T01:40:29.2Z,2,REGULAR,substitution,in,[],1629667,,,1610612749,40,37,2023-02-01T01:40:37Z,2250000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M54.00S,2023-02-01T01:40:51.9Z,2,REGULAR,3pt,Jump Shot,[],1629670,11.514454664914586,5.88235294117647,1610612749,40,37,2023-02-01T01:40:58Z,2260000,False,221.0,56.0,1,left,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,Right Corner 3,24+ Right,22.75,Missed,,,,,,,,,,,,,,,,,,
232,PT07M50.00S,2023-02-01T01:40:55.9Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,40,37,2023-02-01T01:40:58Z,2270000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,,,231.0,,,,,2.0,1.0,1.0,,,,,,,,,,
233,PT07M48.00S,2023-02-01T01:41:00.4Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612766,40,37,2023-02-01T01:41:13Z,2280000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Williams 2 FT),"[203507, 1631109]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Williams,1631109.0,,,
235,PT07M48.00S,2023-02-01T01:41:26.6Z,2,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,40,38,2023-02-01T01:41:26Z,2300000,False,,,0,,M. Williams Free Throw 1 of 2 (1 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
236,PT07M48.00S,2023-02-01T01:41:40.0Z,2,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,40,39,2023-02-01T01:41:40Z,2310000,False,,,0,,M. Williams Free Throw 2 of 2 (2 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
237,PT07M34.00S,2023-02-01T01:41:55.0Z,2,REGULAR,2pt,Jump Shot,[],201950,26.74318331143233,32.513786764705884,1610612749,40,39,2023-02-01T01:42:05Z,2320000,False,87.0,199.0,1,left,MISS J. Holiday 21' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,21.73,Missed,,,,,,,,,,,,,,,,,,
238,PT07M30.00S,2023-02-01T01:41:59.0Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,40,39,2023-02-01T01:42:05Z,2330000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,237.0,,,,,1.0,1.0,0.0,,,,,,,,,,
239,PT07M19.00S,2023-02-01T01:42:09.7Z,2,REGULAR,2pt,Jump Shot,[],1628372,78.66294349540078,36.029411764705884,1610612766,40,39,2023-02-01T01:42:16Z,2340000,False,-70.0,148.0,1,right,MISS D. Smith Jr. 16' Jump Shot,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,16.38,Missed,,,,,,,,,,,,,,,,,,
240,PT07M13.00S,2023-02-01T01:42:15.6Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,40,39,2023-02-01T01:42:15Z,2350000,False,,,0,,M. Williams REBOUND (Off:2 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left Center,,,239.0,,,,,3.0,1.0,2.0,,,,,,,,,,
241,PT07M13.00S,2023-02-01T01:42:15.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,94.40999984741211,50.0,1610612766,40,39,2023-02-01T01:42:20Z,2360000,False,0.0,0.0,1,right,MISS M. Williams tip Layup,[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
242,PT07M13.00S,2023-02-01T01:42:15.6Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,40,39,2023-02-01T01:42:20Z,2370000,False,,,0,,M. Williams REBOUND (Off:3 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,241.0,,,,,4.0,1.0,3.0,,,,,,,,,,
243,PT07M09.00S,2023-02-01T01:42:19.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,94.40999984741211,50.0,1610612766,40,41,2023-02-01T01:42:19Z,2380000,False,0.0,0.0,1,right,M. Williams tip Layup (4 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,,4.0,,,,,,,,,,,,,,,,
244,PT07M09.00S,2023-02-01T01:42:24.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,40,41,2023-02-01T01:42:24Z,2390000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M09.00S,2023-02-01T01:44:56.2Z,2,REGULAR,substitution,out,[],1629670,,,1610612749,40,41,2023-02-01T01:45:24Z,2400000,False,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M09.00S,2023-02-01T01:44:56.2Z,2,REGULAR,substitution,in,[],202083,,,1610612749,40,41,2023-02-01T01:45:24Z,2410000,False,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M53.00S,2023-02-01T01:45:45.5Z,2,REGULAR,turnover,bad pass,[],1628960,,,1610612749,40,41,2023-02-01T01:45:53Z,2430000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1629667]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,McDaniels,1629667.0
249,PT06M53.00S,2023-02-01T01:45:45.5Z,2,REGULAR,steal,,[],1629667,,,1610612766,40,41,2023-02-01T01:45:49Z,2440000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
250,PT06M46.00S,2023-02-01T01:45:51.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629023,93.11760840998686,50.98039215686274,1610612766,40,43,2023-02-01T01:46:01Z,2450000,False,5.0,12.0,1,right,P. Washington running Jump Shot (7 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.31,Made,,7.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,
252,PT06M34.00S,2023-02-01T01:46:04.5Z,2,REGULAR,3pt,Jump Shot,[],1628960,28.991458607095925,19.362745098039216,1610612749,43,43,2023-02-01T01:46:08Z,2470000,False,153.0,220.0,1,left,G. Allen 26' 3PT  (6 PTS) (G. Antetokounmpo 3 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.81,Made,,6.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,
254,PT06M22.00S,2023-02-01T01:46:16.5Z,2,REGULAR,3pt,Jump Shot,[],202330,69.46452036793693,77.94117647058823,1610612766,43,46,2023-02-01T01:46:21Z,2490000,False,140.0,235.0,1,right,G. Hayward 27' 3PT  (9 PTS) (P. Washington 2 AST),"[202330, 1629023]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,27.3,Made,,9.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,
256,PT06M05.00S,2023-02-01T01:46:33.4Z,2,REGULAR,3pt,Jump Shot,[],202083,28.07161629434954,79.16666666666666,1610612749,46,46,2023-02-01T01:46:38Z,2510000,False,-146.0,211.0,1,left,W. Matthews 25' 3PT  (9 PTS) (J. Holiday 2 AST),"[202083, 201950]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Left Center,25.68,Made,,9.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,
258,PT05M47.00S,2023-02-01T01:46:51.8Z,2,REGULAR,3pt,Jump Shot,[],1629667,72.09264126149803,16.911764705882355,1610612766,46,46,2023-02-01T01:46:57Z,2530000,False,-165.0,210.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
259,PT05M43.00S,2023-02-01T01:46:55.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,46,46,2023-02-01T01:46:57Z,2540000,False,,,0,,J. Holiday REBOUND (Off:3 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,258.0,,,,,6.0,3.0,3.0,,,,,,,,,,
260,PT05M40.00S,2023-02-01T01:47:00.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,10.726018396846255,40.68627450980392,1610612749,46,46,2023-02-01T02:13:15Z,2550000,False,47.0,48.0,1,left,MISS J. Holiday 6' driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.71,Missed,,,,,,,,,,,,,,,,,,
261,PT05M39.00S,2023-02-01T01:47:01.9Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,46,46,2023-02-01T02:13:15Z,2560000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,260.0,,,,,2.0,2.0,0.0,,,,,,,,,,
262,PT05M35.00S,2023-02-01T01:47:06.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202330,93.64323258869908,51.9607843137255,1610612766,46,48,2023-02-01T01:47:17Z,2570000,False,10.0,7.0,1,right,G. Hayward running DUNK (11 PTS) (D. Smith Jr. 1 AST),"[202330, 1628372]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.22,Made,,11.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,,,
264,PT05M35.00S,2023-02-01T01:47:10.1Z,2,REGULAR,foul,personal,['1freethrow'],202083,,,1610612766,46,48,2023-02-01T01:47:22Z,2590000,False,,,0,,W. Matthews shooting personal FOUL (2 PF) (Hayward 1 FT),"[202083, 202330]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,2.0,0.0,Hayward,202330.0,,,
266,PT05M35.00S,2023-02-01T01:47:23.3Z,2,REGULAR,substitution,out,[],1626192,,,1610612766,46,48,2023-02-01T01:47:35Z,2610000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M35.00S,2023-02-01T01:47:23.3Z,2,REGULAR,substitution,out,[],1631109,,,1610612766,46,48,2023-02-01T01:47:35Z,2620000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M35.00S,2023-02-01T01:47:23.3Z,2,REGULAR,substitution,out,[],1628372,,,1610612766,46,48,2023-02-01T01:47:35Z,2630000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M35.00S,2023-02-01T01:47:23.3Z,2,REGULAR,substitution,in,[],203114,,,1610612766,46,48,2023-02-01T01:47:35Z,2640000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
