actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
84,PT05M47.00S,2022-11-10T00:23:30.0Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,11,18,2022-11-10T00:23:31Z,840000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:3),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,3.0,3.0,0.0,,,,,,,,
86,PT05M46.00S,2022-11-10T00:23:34.2Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,11,18,2022-11-10T00:32:00Z,860000,False,,,0,,A. Nembhard lost ball TURNOVER (3 TO),"[1629614, 203999]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,3.0,,,,,,,Jokic,203999.0,,,,,,
87,PT05M46.00S,2022-11-10T00:23:34.2Z,1,REGULAR,steal,,[],203999,,,1610612743,11,18,2022-11-10T00:23:37Z,870000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M44.00S,2022-11-10T00:23:40.4Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,11,18,2022-11-10T00:23:50Z,880000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (1 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,204059.0,,,,,1.0,,,,,,,,,,,,,,
89,PT05M44.00S,2022-11-10T00:23:44.3Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,11,18,2022-11-10T00:23:49Z,890000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M44.00S,2022-11-10T00:23:44.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612754,11,18,2022-11-10T00:23:49Z,900000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M44.00S,2022-11-10T00:23:44.3Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,11,18,2022-11-10T00:23:49Z,910000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M44.00S,2022-11-10T00:23:44.3Z,1,REGULAR,substitution,in,[],1628971,,,1610612754,11,18,2022-11-10T00:23:49Z,920000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M30.00S,2022-11-10T00:24:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630188,92.06636005256242,48.77450980392157,1610612754,11,18,2022-11-10T00:24:09Z,930000,False,-6.0,22.0,1,right,MISS J. Smith Layup - blocked,"[1630188, 203932]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,2.29,Missed,,,,,,,,,,,Gordon,203932.0
94,PT05M30.00S,2022-11-10T00:24:06.0Z,1,REGULAR,block,,[],203932,,,1610612754,11,18,2022-11-10T00:24:08Z,940000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT05M26.00S,2022-11-10T00:24:10.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,11,18,2022-11-10T00:24:09Z,950000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,
96,PT05M25.00S,2022-11-10T00:24:10.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627750,11.908672798948752,44.6078431372549,1610612743,11,18,2022-11-10T00:24:23Z,960000,False,27.0,59.0,1,left,MISS J. Murray 6' running Shot,[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.52,Missed,,,,,,,,,,,,
97,PT05M23.00S,2022-11-10T00:24:12.8Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,11,18,2022-11-10T00:25:00Z,970000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,96.0,3.0,2.0,1.0,,,,,,,,
98,PT05M23.00S,2022-11-10T00:24:14.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203932,5.590000152587891,50.0,1610612743,11,20,2022-11-10T00:34:19Z,980000,False,0.0,0.0,1,left,A. Gordon tip DUNK (5 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,,,5.0,,,,,
99,PT05M16.00S,2022-11-10T00:24:18.8Z,1,REGULAR,3pt,Jump Shot,[],1631097,67.88764783180025,68.13725490196079,1610612754,14,20,2022-11-10T00:36:19Z,990000,False,91.0,249.0,1,right,B. Mathurin 26' 3PT running (3 PTS),[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,26.54,Made,,,,,,,3.0,,,,,
101,PT05M00.00S,2022-11-10T00:24:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,18.347568988173457,42.64705882352941,1610612743,14,22,2022-11-10T00:24:42Z,1010000,False,37.0,120.0,1,left,N. Jokic 12' Jump Shot (6 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.55,Made,,,,,,,6.0,J. Murray,1627750.0,1.0,,
103,PT04M51.00S,2022-11-10T00:24:43.7Z,1,REGULAR,3pt,Jump Shot,[],1630169,66.04796320630749,23.774509803921568,1610612754,17,22,2022-11-10T00:24:47Z,1030000,False,-131.0,267.0,1,right,T. Haliburton 29' 3PT pullup (8 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,29.71,Made,,,,,,,8.0,,,,,
104,PT04M50.00S,2022-11-10T00:24:48.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,17,22,2022-11-10T00:24:48Z,1040000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M50.00S,2022-11-10T00:27:15.1Z,1,REGULAR,substitution,out,[],1630188,,,1610612743,17,22,2022-11-10T00:27:36Z,1050000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M50.00S,2022-11-10T00:27:15.1Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,17,22,2022-11-10T00:27:36Z,1060000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M50.00S,2022-11-10T00:27:15.1Z,1,REGULAR,substitution,out,[],203932,,,1610612743,17,22,2022-11-10T00:27:36Z,1070000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M50.00S,2022-11-10T00:27:15.1Z,1,REGULAR,substitution,in,[],1630543,,,1610612743,17,22,2022-11-10T00:27:36Z,1080000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M50.00S,2022-11-10T00:27:15.1Z,1,REGULAR,substitution,in,[],201145,,,1610612743,17,22,2022-11-10T00:27:36Z,1090000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M50.00S,2022-11-10T00:27:15.1Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,17,22,2022-11-10T00:27:36Z,1100000,False,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M33.00S,2022-11-10T00:28:01.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.12023653088042,56.86274509803921,1610612743,17,24,2022-11-10T00:28:06Z,1110000,False,-34.0,52.0,1,left,N. Jokic 6' turnaround Hook (8 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.23,Made,,,,,,,8.0,,,,,
112,PT04M08.00S,2022-11-10T00:28:24.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.3107752956636,48.77450980392157,1610612754,17,24,2022-11-10T00:28:32Z,1120000,False,-6.0,264.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,26.43,Missed,,,,,,,,,,,,
113,PT04M05.00S,2022-11-10T00:28:27.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,24,2022-11-10T00:28:32Z,1130000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,
114,PT04M00.00S,2022-11-10T00:28:35.3Z,1,REGULAR,turnover,out-of-bounds,[],203484,,,1610612743,17,24,2022-11-10T00:28:41Z,1140000,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612743.0,DEN,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,204059.0,,,,,1.0,,,,,,,,,,,,,,
116,PT03M52.00S,2022-11-10T00:28:53.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631097,91.80354796320631,63.48039215686274,1610612754,19,24,2022-11-10T00:28:59Z,1150000,False,67.0,25.0,1,right,B. Mathurin 7' fadeaway Jump Shot (5 PTS) (T. Haliburton 2 AST),"[1631097, 1630169]",1610612754.0,IND,fadeaway,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.17,Made,,,,,,,5.0,T. Haliburton,1630169.0,2.0,,
118,PT03M35.00S,2022-11-10T00:29:10.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.149145860709593,49.754901960784316,1610612743,19,26,2022-11-10T00:29:14Z,1170000,False,1.0,34.0,1,left,N. Jokic Hook (10 PTS) (B. Brown 1 AST),"[203999, 1628971]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,3.35,Made,,,,,,,10.0,B. Brown,1628971.0,1.0,,
119,PT03M25.00S,2022-11-10T00:29:21.1Z,1,REGULAR,foul,personal,[],1628971,,,1610612754,19,26,2022-11-10T00:29:49Z,1180000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1631097]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,203592.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
121,PT03M25.00S,2022-11-10T00:29:25.3Z,1,REGULAR,substitution,out,[],203484,,,1610612754,19,26,2022-11-10T00:29:28Z,1200000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M25.00S,2022-11-10T00:29:25.3Z,1,REGULAR,substitution,in,[],1629008,,,1610612754,19,26,2022-11-10T00:29:28Z,1210000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M19.00S,2022-11-10T00:29:46.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,93.77463863337714,3.1862745098039214,1610612754,19,26,2022-11-10T00:29:51Z,1220000,False,-234.0,6.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,,,,,23.42,Missed,,,,,,,,,,,,
124,PT03M15.00S,2022-11-10T00:29:50.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,19,26,2022-11-10T00:29:51Z,1230000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,
125,PT03M08.00S,2022-11-10T00:29:56.9Z,1,REGULAR,turnover,bad pass,[],1630538,,,1610612743,19,26,2022-11-10T00:29:59Z,1240000,False,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1630169]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,1.0,,,,,,,Haliburton,1630169.0,,,,,,
126,PT03M08.00S,2022-11-10T00:29:56.9Z,1,REGULAR,steal,,[],1630169,,,1610612754,19,26,2022-11-10T00:29:58Z,1250000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
127,PT03M04.00S,2022-11-10T00:30:01.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,92.9862023653088,44.6078431372549,1610612754,21,26,2022-11-10T00:30:06Z,1260000,False,-27.0,13.0,1,right,B. Hield running Layup (5 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,3.01,Made,,,,,,,5.0,T. Haliburton,1630169.0,3.0,,
129,PT02M50.00S,2022-11-10T00:30:14.5Z,1,REGULAR,2pt,Jump Shot,[],1630538,14.848883048620237,67.75811887254902,1610612743,21,26,2022-11-10T00:38:55Z,1280000,False,-89.0,87.0,1,left,MISS B. Hyland 12' driving floating Shot,[1630538],1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,,,,,,,12.44,Missed,,,,,,,,,,,,
130,PT02M49.00S,2022-11-10T00:30:15.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,21,26,2022-11-10T00:30:26Z,1290000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,129.0,,,,,,,,,,,
131,PT02M49.00S,2022-11-10T00:30:27.8Z,1,REGULAR,foul,personal,[],203999,,,1610612754,21,26,2022-11-10T00:30:39Z,1300000,False,,,0,,N. Jokic loose ball personal FOUL (2 PF),"[203999, 1626167]",1610612743.0,DEN,loose ball,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,203592.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,
133,PT02M49.00S,2022-11-10T00:30:35.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,21,26,2022-11-10T00:30:48Z,1320000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M49.00S,2022-11-10T00:30:35.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,21,26,2022-11-10T00:30:48Z,1330000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M49.00S,2022-11-10T00:30:35.6Z,1,REGULAR,substitution,out,[],203999,,,1610612754,21,26,2022-11-10T00:30:48Z,1340000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M49.00S,2022-11-10T00:30:35.6Z,1,REGULAR,substitution,in,[],204456,,,1610612754,21,26,2022-11-10T00:30:48Z,1350000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M49.00S,2022-11-10T00:30:35.6Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,21,26,2022-11-10T00:30:48Z,1360000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M49.00S,2022-11-10T00:30:35.6Z,1,REGULAR,substitution,in,[],201599,,,1610612754,21,26,2022-11-10T00:30:48Z,1370000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M37.00S,2022-11-10T00:30:58.1Z,1,REGULAR,2pt,Jump Shot,[],1630543,77.87450722733246,45.34313725490196,1610612754,23,26,2022-11-10T00:31:02Z,1380000,False,-23.0,155.0,1,right,I. Jackson 15' pullup Jump Shot (2 PTS),[1630543],1610612754.0,IND,pullup,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Center,,,,,,,15.72,Made,,,,,,,2.0,,,,,
140,PT02M21.00S,2022-11-10T00:31:16.1Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612743,23,26,2022-11-10T00:31:20Z,1390000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Jordan 2 FT),"[1631097, 201599]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,203592.0,1.0,0.0,Jordan,201599.0,,,,,,,,,,,,,,,
143,PT02M21.00S,2022-11-10T00:31:46.6Z,1,REGULAR,freethrow,1 of 2,[],201599,,,1610612743,23,27,2022-11-10T00:31:46Z,1410000,False,,,0,,D. Jordan Free Throw 1 of 2 (1 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
144,PT02M21.00S,2022-11-10T00:31:47.1Z,1,REGULAR,substitution,out,[],1627741,,,1610612743,23,27,2022-11-10T00:31:51Z,1420000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M21.00S,2022-11-10T00:31:47.1Z,1,REGULAR,substitution,in,[],1629052,,,1610612743,23,27,2022-11-10T00:31:51Z,1430000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M21.00S,2022-11-10T00:32:13.1Z,1,REGULAR,freethrow,2 of 2,[],201599,,,1610612743,23,28,2022-11-10T00:32:13Z,1440000,False,,,0,,D. Jordan Free Throw 2 of 2 (2 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,Made,,,,,,,2.0,,,,,
149,PT02M03.00S,2022-11-10T00:33:02.7Z,1,REGULAR,turnover,bad pass,[],1631097,,,1610612754,23,28,2022-11-10T00:33:11Z,1470000,False,,,0,,B. Mathurin bad pass TURNOVER (1 TO),"[1631097, 1628971]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,Brown,1628971.0,,,,,,
150,PT02M03.00S,2022-11-10T00:33:02.7Z,1,REGULAR,steal,,[],1628971,,,1610612743,23,28,2022-11-10T00:33:04Z,1480000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M58.00S,2022-11-10T00:33:06.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,6.389618922470433,48.77450980392157,1610612743,23,30,2022-11-10T00:33:17Z,1490000,False,6.0,8.0,1,left,B. Brown running DUNK (2 PTS) (M. Porter Jr. 1 AST),"[1628971, 1629008]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,0.97,Made,,,,,,,2.0,M. Porter Jr.,1629008.0,1.0,,
154,PT01M46.00S,2022-11-10T00:33:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.64126149802891,42.09175857843137,1610612754,23,30,2022-11-10T00:41:22Z,1520000,False,-40.0,17.0,1,right,MISS B. Mathurin cutting Layup,[1631097],1610612754.0,IND,cutting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,4.29,Missed,,,,,,,,,,,,
155,PT01M44.00S,2022-11-10T00:33:21.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,23,30,2022-11-10T00:33:24Z,1530000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,
156,PT01M27.00S,2022-11-10T00:33:38.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,6.389618922470433,49.26470588235294,1610612743,23,32,2022-11-10T00:33:43Z,1540000,False,4.0,8.0,1,left,J. Green driving DUNK (2 PTS),[201145],1610612743.0,DEN,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,0.85,Made,,,,,,,2.0,,,,,
157,PT01M20.00S,2022-11-10T00:33:46.6Z,1,REGULAR,foul,offensive,[],1630543,,,1610612754,23,32,2022-11-10T00:33:54Z,1550000,False,,,0,,I. Jackson offensive FOUL (1 PF),"[1630543, 1630538]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,1627964.0,1.0,0.0,Hyland,1630538.0,,,,,,,,,,,,,,,
159,PT01M20.00S,2022-11-10T00:33:46.6Z,1,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,23,32,2022-11-10T00:33:46Z,1570000,False,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,1627964.0,,,,,1.0,,,,,,,,,,,,,,
160,PT01M09.00S,2022-11-10T00:34:23.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,26.49474375821288,81.61764705882352,1610612743,23,35,2022-11-10T00:34:27Z,1580000,False,-158.0,197.0,1,left,B. Hyland 25' 3PT pullup (3 PTS),[1630538],1610612743.0,DEN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,,25.23,Made,,,,,,,3.0,,,,,
161,PT00M52.00S,2022-11-10T00:34:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,93.64323258869908,54.166666666666664,1610612754,23,35,2022-11-10T00:34:45Z,1590000,False,21.0,7.0,1,right,MISS A. Nesmith driving finger roll Layup - blocked,"[1630174, 201599]",1610612754.0,IND,driving finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,2.2,Missed,,,,,,,,,,,Jordan,201599.0
162,PT00M52.00S,2022-11-10T00:34:39.6Z,1,REGULAR,block,,[],201599,,,1610612754,23,35,2022-11-10T00:34:42Z,1600000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M51.00S,2022-11-10T00:34:40.6Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,23,35,2022-11-10T00:34:45Z,1610000,False,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,161.0,1.0,0.0,1.0,,,,,,,,
164,PT00M51.00S,2022-11-10T00:34:44.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,94.40999984741211,50.0,1610612754,25,35,2022-11-10T00:34:44Z,1620000,False,0.0,0.0,1,right,I. Jackson tip Layup (4 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,0.0,Made,,,,,,,4.0,,,,,
165,PT00M37.00S,2022-11-10T00:34:58.2Z,1,REGULAR,3pt,Jump Shot,[],201145,21.23850197109067,93.38235294117648,1610612743,25,35,2022-11-10T00:35:02Z,1630000,False,-217.0,147.0,1,left,MISS J. Green 26' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,26.21,Missed,,,,,,,,,,,,
166,PT00M33.90S,2022-11-10T00:35:01.3Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,25,35,2022-11-10T00:35:02Z,1640000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,
167,PT00M31.30S,2022-11-10T00:35:05.2Z,1,REGULAR,foul,personal,[],201145,,,1610612754,25,35,2022-11-10T00:35:24Z,1650000,False,,,0,,J. Green personal FOUL (1 PF),"[201145, 1630174]",1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
169,PT00M18.40S,2022-11-10T00:35:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,92.90407358738501,65.44500612745098,1610612754,25,35,2022-11-10T00:43:30Z,1670000,False,77.0,14.0,1,right,MISS T. McConnell 7' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.85,Missed,,,,,,,,,,,,
170,PT00M15.70S,2022-11-10T00:35:49.4Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,25,35,2022-11-10T00:35:51Z,1680000,False,,,0,,I. Jackson REBOUND (Off:2 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,,169.0,2.0,0.0,2.0,,,,,,,,
